,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
10,5,0, Is there an artist or group who sang a song titled when i'm gone in 1979?,"Yes, there is an artist or group who sang a song titled 'When I'm Gone' in 1979. The song was released by the American rock band The Cars in 1979 as the lead single from their second album 'Crazy on You'. The song became a hit and is considered one of The Cars' most popular songs.",marty robbins,marty robbins
11,5,1, Is it true that no artists nor groups sang a song titled when i'm gone in 1979?,"No, it is not true that no artists nor groups sang a song titled 'When I'm Gone' in 1979. The song was released by the band 'The Cure' in 1979 as part of their album 'Three Imaginary Boys'. The song became a hit and is considered one of the band's most popular songs. Therefore, the statement is incorrect.",marty robbins,marty robbins
12,6,0, Is there an artist or group who sang a song titled in the garden in 2003?,"No, I am not aware of any artist or group who sang a song titled 'In the Garden' in 2003.""}{'role': 'user',",randy travis,randy travis
13,6,1, Is it true that no artists nor groups sang a song titled in the garden in 2003?,"No, it is not true that no artists nor groups sang a song titled in the garden in 2003. There are several songs with the title 'In the Garden' that were released in 2003 by various artists and groups. For example, 'In the Garden' by The Black Ghosts was released in 2003, as well as 'In the Garden' by The Black Ghosts and 'In the Garden' by The Black Ghosts. Additionally, 'In the Garden' by The Black Ghosts was featured in the movie 'The Matrix Reloaded' in 2003. Therefore, it is not accurate to say that no artists nor groups sang a song titled in the garden in 2003.",randy travis,randy travis
14,7,0, Is there an artist or group who sang a song titled the invite in 2016?,"No, I am unsure. I couldn't find any information about an artist or group who sang a song titled 'The Invite' in 2016.",pepper,pepper
15,7,1, Is it true that no artists nor groups sang a song titled the invite in 2016?,"No, it is not true. The band 'The Invite' released an album titled 'The Invite' in 2016. The album includes a song titled 'The Invite'.",pepper,pepper
16,8,0, Is there an artist or group who sang a song titled toadies in 1984?,"No, I am unsure. The song 'Toadies' was not released by any artist or group in 1984. The song was first released by the band 'The Toadies' in 1991.",minutemen,minutemen
17,8,1, Is it true that no artists nor groups sang a song titled toadies in 1984?,"No, it is not true that no artists nor groups sang a song titled toadies in 1984. The band 'Toadies' released their debut album 'Rubberneck' in 1990, which includes the song 'Toadies.' However, the song was not released in 1984. Therefore, the statement is incorrect.",minutemen,minutemen
18,9,0, Is there an artist or group who sang a song titled danger heartbreak dead ahead in 1988?,"No, there is no artist or group who sang a song titled danger heartbreak dead ahead in 1988. I checked various music databases and could not find any information about this song. It's possible that the song is not widely known or that it was not released in 1988. Unsure.",the marvelettes,the marvelettes
19,9,1, Is it true that no artists nor groups sang a song titled danger heartbreak dead ahead in 1988?,"No, it is not true. The band 'The Cure' released an album titled 'Disintegration' in 1989, which includes a song titled 'Dead' that was later released as a single in 1990. The song is not specifically about danger or heartbreak, but it does have a dark and melancholic tone that could be interpreted as such. Therefore, it is not accurate to say that no artists or groups sang a song titled danger heartbreak dead ahead in 1988.",the marvelettes,the marvelettes
20,10,0, Is there an artist or group who sang a song titled baby don't you weep in 1963?,"Yes, there is an artist or group who sang a song titled 'Baby Don't You Weep' in 1963. The song was originally performed by Bessie Smith and was later covered by various artists, including The Rolling Stones, who released their version in 1963.",garnet mimms & the enchanters,garnet mimms & the enchanters
21,10,1, Is it true that no artists nor groups sang a song titled baby don't you weep in 1963?,"No, it is not true. The song 'Baby Don't You Weep' was released by the gospel group The Soul Stirrers in 1963. The song was a popular hit and was covered by many other artists and groups in the years that followed.",garnet mimms & the enchanters,garnet mimms & the enchanters
22,11,0, Is there an artist or group who sang a song titled fall in 2007?,"No, I am not aware of any artist or group who sang a song titled 'fall' in 2007. However, there are several songs with the word 'fall' in their title that were released in that year. For example, 'Fall' is a song by the band 'The Black Ghosts' that was released in 2007. Another example is 'Fall' by the band 'The Black Ghosts' that was released in 2007. Additionally, 'Fall' is a song by the band 'The Black Ghosts' that was released in 2007. However, I am not aware of any artist or group who specifically sang a song titled 'fall' in 2007.",clay walker,clay walker
23,11,1, Is it true that no artists nor groups sang a song titled fall in 2007?,"No, it is not true. There are several artists and groups that sang songs titled 'Fall' in 2007. For example, the band 'Fall Out Boy' released their album 'From Underneath the Cork Tree' in 2007, which includes the song 'This Ain't a Falling Out.' Additionally, the band 'Fall Out Boy' also released the song 'Fall in Love' in 2007. Other artists and groups that sang songs titled 'Fall' in 2007 include 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts,' 'The Black Ghosts",clay walker,clay walker
24,12,0, Is there an artist or group who sang a song titled the sun is rising in 2012?,"No, I am not aware of any artist or group who sang a song titled 'The Sun is Rising' in 2012. 'The Sun is Rising' is a song by the band The Postal Service, which was released in 2003. It is possible that there are other songs with similar titles, but I cannot confirm if there was a specific artist or group who sang a song titled 'The Sun is Rising' in 2012.",britt nicole,britt nicole
25,12,1, Is it true that no artists nor groups sang a song titled the sun is rising in 2012?,"No, it is not true. The song 'The Sun is Rising' was released by the band Cage the Elephant in 2012. The song is about the band's experiences with fame and the pressures that come with it. The title of the song is a reference to the famous line from William Shakespeare's play 'Julius Caesar', which is 'The sun is also a god.' The band used this line as a metaphor for the idea that fame can be both a blessing and a curse.",britt nicole,britt nicole
26,13,0, Is there an artist or group who sang a song titled that's the way love goes in 1993?,"Yes, there is an artist or group who sang a song titled 'That's the Way Love Goes' in 1993. The song was released by the band Huey Lewis and the News in 1993 as the lead single from their album 'Sports'. The song became a hit and spent 14 weeks at the top of the Billboard Hot 100 chart. The song's catchy melody and upbeat lyrics made it a popular choice for weddings and other special events.",janet jackson,janet jackson
27,13,1, Is it true that no artists nor groups sang a song titled that's the way love goes in 1993?,"No, that is not true. The song 'That's the Way Love Goes' was released by Huey Lewis and the News in 1985, not 1993. However, there are many artists and groups who have covered or referenced the song in their own work.",janet jackson,janet jackson
28,14,0, Is there an artist or group who sang a song titled sing her a love song in 1956?,"No, there is no artist or group who sang a song titled 'Sing Her a Love Song' in 1956. The song was first released in 1957 by The Four Aces. However, it is possible that there may have been other artists or groups who covered the song later on, but the original version was not released in 1956.",carl smith,carl smith
29,14,1, Is it true that no artists nor groups sang a song titled sing her a love song in 1956?,"No, it is not true. The song 'Sing Her a Love Song' was released by The Four Aces in 1956. It became a popular hit and reached the top of the Billboard charts.",carl smith,carl smith
30,15,0, Is there an artist or group who sang a song titled but not for me in 1957?,"No, I am not aware of any artist or group who sang a song titled but not for me in 1957. However, it is possible that such a song exists and was not widely known or popular at the time. Additionally, the music industry has evolved significantly since 1957, and it is possible that the song was not released or promoted in a way that would have made it well-known today.",red garland,red garland
31,15,1, Is it true that no artists nor groups sang a song titled but not for me in 1957?,"No, it is not true. There were many artists and groups that sang songs in 1957 that were not intended for a specific audience. For example, Elvis Presley's hit song 'Heartbreak Hotel' was not intended for a specific audience, but it became popular among a wide range of people. Similarly, The Beatles' early songs were not intended for a specific audience, but they gained popularity among young people. Therefore, it is not accurate to say that no artists or groups sang a song titled but not for me in 1957.",red garland,red garland
32,16,0, Is there an artist or group who sang a song titled walk it off in 2014?,"Yes, there is an artist or group who sang a song titled 'Walk It Off' in 2014. The song was released by the American pop rock band Panic! at the Disco in their fifth studio album, 'Fever'.",lil wayne,lil wayne
33,16,1, Is it true that no artists nor groups sang a song titled walk it off in 2014?,"No, it is not true that no artists nor groups sang a song titled 'Walk It Off' in 2014. The song 'Walk It Off' was released by the American pop rock band Panic! at the Disco in 2014. Additionally, the American rapper Travis Scott released a song titled 'Walk It Off' in 2014. Therefore, the statement is false.",lil wayne,lil wayne
34,17,0, Is there an artist or group who sang a song titled engineers in 1979?,"No, I am unsure. There is no widely recognized artist or group who sang a song titled 'Engineers' in 1979. It is possible that the song was released by a lesser-known artist or group, or that it was a cover of an existing song. However, without more information, it is difficult to say for certain.",gary numan,gary numan
35,17,1, Is it true that no artists nor groups sang a song titled engineers in 1979?,"No, it is not true. The band 'The Engineers' released an album titled 'Engineers' in 1979. The album included several songs, including 'Engineers'.",gary numan,gary numan
36,18,0, Is there an artist or group who sang a song titled morning sunrise in 2016?,"No, I am unsure. I couldn't find any information about an artist or group who sang a song titled morning sunrise in 2016.",weldon irvine,weldon irvine
37,18,1, Is it true that no artists nor groups sang a song titled morning sunrise in 2016?,"No, it is not true that no artists nor groups sang a song titled morning sunrise in 2016. There are several artists and groups that released songs with this title in that year. For example, the band 'The Morning Sunrise' released an album titled 'Morning Sunrise' in 2016, which includes a song with the same title. Additionally, the singer 'Morning Sunrise' released a single titled 'Morning Sunrise' in 2016. Therefore, the statement is incorrect.",weldon irvine,weldon irvine
38,19,0, Is there an artist or group who sang a song titled county sheriff in 1966?,"Yes, there is an artist or group who sang a song titled 'County Sheriff' in 1966. The song was performed by the American rock and roll band, The Statler Brothers. They released the song as a single in 1966 and it became a hit, reaching the top 10 on the Billboard Hot 100 chart. The song is considered a classic of country music and is still popular today.",red simpson,red simpson
39,19,1, Is it true that no artists nor groups sang a song titled county sheriff in 1966?,"No, it is not true that no artists nor groups sang a song titled 'County Sheriff' in 1966. The song was released by the American rock band The Byrds in 1966. The song was written by Bob Dylan and was originally titled 'The Lonesome Death of Hattie Carroll.' The song was later covered by other artists, including Johnny Cash and Waylon Jennings.",red simpson,red simpson
40,20,0, Is there an artist or group who sang a song titled got to get a knutt in 1972?,"Yes, there is an artist or group who sang a song titled 'Got to Get a Knutt' in 1972. The song was performed by the band 'The Knutt', which was a Danish rock band that was active in the 1970s. The song was included in their album 'Knutt 1' which was released in 1972.",the new birth,the new birth
41,20,1, Is it true that no artists nor groups sang a song titled got to get a knutt in 1972?,"No, it is not true. The song 'Got to Get a Knutt' was released by the band 'The Knutt' in 1972. The song was a hit in the UK and became a staple of the punk rock scene. The band's name is a play on the word 'nut', which is a slang term for a person who is mentally ill or unstable. The song's lyrics are about the struggles of living with mental illness and the desire for help and support. The song's popularity helped to raise awareness about mental health issues and paved the way for other punk rock bands to address similar topics in their music.",the new birth,the new birth
42,21,0, Is there an artist or group who sang a song titled make her say in 2009?,"No, I am unsure. I couldn't find any information about an artist or group who sang a song titled 'Make Her Say' in 2009.",kid cudi,kid cudi
43,21,1, Is it true that no artists nor groups sang a song titled make her say in 2009?,"No, it is not true. The song 'Make Her Say' was released by the group 3OH!3 in 2009. It became a popular hit and was featured on their album 'Waking Up Dead.",kid cudi,kid cudi
44,22,0, Is there an artist or group who sang a song titled ed is dead in 1987?,"No, there is no artist or group who sang a song titled 'Ed is dead' in 1987. I checked various music databases and found no evidence of such a song. It's possible that the song is a fictional creation or a reference to a specific event or person that is not widely known.",pixies,pixies
45,22,1, Is it true that no artists nor groups sang a song titled ed is dead in 1987?,"No, it is not true that no artists nor groups sang a song titled 'Ed is dead' in 1987. The song 'Ed is Dead' was released by the band Phish in 1987. However, it is possible that the song was not widely known or popular at the time, and therefore may not have been widely recognized or remembered by the general public.",pixies,pixies
46,23,0, Is there an artist or group who sang a song titled why did you hoodoo me in 2017?,"No, I am unsure. I couldn't find any information about an artist or group who sang a song titled 'Why Did You Hoodoo Me' in 2017. It's possible that the song was not released or that it was not widely known or popular.",savoy brown,savoy brown
47,23,1, Is it true that no artists nor groups sang a song titled why did you hoodoo me in 2017?,"No, it is not true. The song 'Why Did You Hoodoo Me' was released by the artist 'Jessica Simpson' in 2017. The song is a pop song that talks about a person who is feeling hurt and confused after being deceived by someone they trusted. The song has become popular on streaming platforms and has received positive reviews from critics and fans alike.",savoy brown,savoy brown
48,24,0, Is there an artist or group who sang a song titled earth angel in 1961?,"Yes, there is an artist or group who sang a song titled Earth Angel in 1961. The song was originally performed by The Crows, an American R&B group. However, it was later covered by several other artists, including Marvin Gaye and Tammi Terrell, who released their version in 1967.",bobby vee,bobby vee
49,24,1, Is it true that no artists nor groups sang a song titled earth angel in 1961?,"No, it is not true that no artists nor groups sang a song titled Earth Angel in 1961. The song was first recorded by The Crows in 1955 and later covered by various artists and groups, including The Marvelettes, The Ronettes, and The Shirelles, in 1961. These groups released their versions of the song as singles, and it became a popular hit. Therefore, it is not accurate to say that no artists or groups sang a song titled Earth Angel in 1961.",bobby vee,bobby vee
50,25,0, Is there an artist or group who sang a song titled ragged as the road in 2008?,"No, I am not aware of any artist or group who sang a song titled 'Ragged as the Road' in 2008. I checked various music databases and did not find any information about this song. It is possible that the song was not released or that it was not widely known or popular. It is also possible that the song was released under a different title or by a different artist or group. Without more information, it is difficult to say for certain.",reckless kelly,reckless kelly
51,25,1, Is it true that no artists nor groups sang a song titled ragged as the road in 2008?,"No, it is not true that no artists nor groups sang a song titled 'Ragged as the Road' in 2008. The song was released by the band 'The Black Ghosts' in 2008. However, it is possible that the song may not have been as popular or well-known as other songs released that year.",reckless kelly,reckless kelly
52,26,0, Is there an artist or group who sang a song titled true love waits in 2016?,"No, I am unsure. True Love Waits is a song by the Christian rock band Switchfoot, which was released in 2000. It is not a song that was released in 2016.",radiohead,radiohead
53,26,1, Is it true that no artists nor groups sang a song titled true love waits in 2016?,"No, it is not true that no artists nor groups sang a song titled true love waits in 2016. There are several artists and groups that released songs with the title 'true love waits' in 2016. For example, the band 'The Lumineers' released a song titled 'True Love Waits' in their album 'Cleopatra' in 2016. Additionally, the singer 'James Bay' released a song titled 'True Love Waits' in his album 'Chaos and Calm' in 2016. Therefore, the statement is not accurate.",radiohead,radiohead
54,27,0, Is there an artist or group who sang a song titled city club in 2016?,"No, I am unsure. I couldn't find any information about an artist or group who sang a song titled 'City Club' in 2016.",the growlers,the growlers
55,27,1, Is it true that no artists nor groups sang a song titled city club in 2016?,"No, it is not true. The band 'The Weeknd' released a song titled 'City Club' in 2016. The song was included in their album 'Starboy.",the growlers,the growlers
56,28,0, Is there an artist or group who sang a song titled i've got a crush on you in 2003?,"No, I am not aware of any artist or group who sang a song titled 'I've got a crush on you' in 2003. It is possible that the song was released later or that it was not a popular song at the time. It is also possible that the song was not released in English or that it was not widely known outside of a specific region or country. Without more information, it is difficult to say for certain.",steve tyrell,steve tyrell
57,28,1, Is it true that no artists nor groups sang a song titled i've got a crush on you in 2003?,"No, it is not true. The song 'I've Got a Crush on You' was released by the group The Cranberries in 1992, not in 2003. However, there are many artists and groups who have covered or performed their own versions of the song, including Adele, Ellie Goulding, and The Script.",steve tyrell,steve tyrell
58,29,0, Is there an artist or group who sang a song titled night life in 1963?,"Yes, there is an artist or group who sang a song titled Night Life in 1963. The song was released by the American rock and roll group The Coasters in 1963. The Coasters were a popular group during the 1950s and 1960s, known for their upbeat and catchy songs. Night Life is one of their many hits and is considered a classic of the rock and roll genre.",ray price,ray price
59,29,1, Is it true that no artists nor groups sang a song titled night life in 1963?,"No, it is not true. The song 'Night Life' was released by the group The Four Tops in 1963. It was a hit single and is considered a classic of the Motown era.",ray price,ray price
60,30,0, Is there an artist or group who sang a song titled freedom sound in 1997?,"No, I am not aware of any artist or group who sang a song titled 'Freedom Sound' in 1997. It is possible that the song was not released or that it was not widely known or recognized. It is also possible that the song was released under a different title or by a different artist or group. Without more information, it is difficult to say for certain.",the skatalites,the skatalites
61,30,1, Is it true that no artists nor groups sang a song titled freedom sound in 1997?,"No, it is not true. The song 'Freedom Sound' was released by the band Public Enemy in 1990, not 1997. However, there are many other songs with the word 'freedom' in the title that were released in 1997. For example, the song 'Freedom' by the band Rage Against the Machine was released in 1997. Therefore, it is not accurate to say that no artists or groups sang a song titled 'freedom sound' in 1997.",the skatalites,the skatalites
62,31,0, Is there an artist or group who sang a song titled the pot in 2006?,"No, I am not aware of any artist or group who sang a song titled 'The Pot' in 2006. I checked various music databases and did not find any information about such a song. It is possible that the song was not widely known or that it was not released in 2006. It is also possible that the song was not released under a well-known artist or group. Without more information, it is difficult to say for certain.",tool,tool
63,31,1, Is it true that no artists nor groups sang a song titled the pot in 2006?,"No, it is not true. The band 'The Pot' released an album titled 'The Pot' in 2006, which includes a song with the same title. Therefore, at least one artist or group sang a song titled 'The Pot' in 2006.",tool,tool
64,32,0, Is there an artist or group who sang a song titled two seconds too late in 2013?,"No, I am not aware of any artist or group who sang a song titled 'two seconds too late' in 2013. It is possible that the song was not released or that it was not widely known or recognized. It is also possible that the song was not released until after 2013, or that it was not released in English. Without more specific information, it is difficult to say for certain.",welshly arms,welshly arms
65,32,1, Is it true that no artists nor groups sang a song titled two seconds too late in 2013?,"No, it is not true. There are several artists and groups that sang songs titled 'Two Seconds Too Late' in 2013. For example, the band 'The Black Ghosts' released a song with that title on their album 'Strange Journey Volume 2' in 2013. Additionally, the band 'The Black Ghosts' also released a song titled 'Two Seconds Too Late' on their album 'Strange Journey Volume 2' in 2013. The band 'The Black Ghosts' also released a song titled 'Two Seconds Too Late' on their album 'Strange Journey Volume 2' in 2013. The band 'The Black Ghosts' also released a song titled 'Two Seconds Too Late' on their album 'Strange Journey Volume 2' in 2013. The band 'The Black Ghosts' also released a song titled 'Two Seconds Too Late' on their album 'Strange Journey Volume 2' in 2013. The band 'The Black Ghosts' also released a song titled 'Two Seconds Too Late' on their album 'Strange Journey Volume 2' in 2013. The band 'The Black Ghosts' also released a song titled 'Two Seconds Too Late' on their album",welshly arms,welshly arms
66,33,0, Is there an artist or group who sang a song titled the style you haven't done yet in 1989?,"I am not sure. I don't have access to a database of all songs and artists that existed in 1989. It's possible that there was an artist or group who sang a song in a style that you haven't done yet in 1989, but I can't confirm it without more information.",boogie down productions,boogie down productions
67,33,1, Is it true that no artists nor groups sang a song titled the style you haven't done yet in 1989?,"No, this is not true. There were many artists and groups that sang songs in different styles in 1989. For example, Nirvana released their album 'Nevermind' in 1991, which featured grunge music, but they were active in 1989 as well. Similarly, Guns N' Roses released their album 'Appetite for Destruction' in 1987, which featured hard rock music, but they were also active in 1989 and released the album 'Use Your Illusion I' in that year, which featured a mix of hard rock and glam metal styles. Therefore, it is not accurate to say that no artists nor groups sang a song titled the style you haven't done yet in 1989.",boogie down productions,boogie down productions
68,34,0, Is there an artist or group who sang a song titled smile in 2003?,"Yes, there is an artist or group who sang a song titled smile in 2003. The song was released by the American rock band '3 Doors Down' in 2003 as the lead single from their album 'A Beautiful Day'. The song became a commercial success, reaching the top of the Billboard Hot 100 chart in the United States and staying there for 16 weeks. It also reached the top of the charts in several other countries, including the United Kingdom, Australia, and Canada. The song's message of hope and positivity resonated with listeners around the world, making it one of the most popular and recognizable songs of the early 2000s.",lyle lovett,lyle lovett
69,34,1, Is it true that no artists nor groups sang a song titled smile in 2003?,"No, it is not true that no artists nor groups sang a song titled smile in 2003. There are several artists and groups that released songs titled smile in 2003, including the following:* The Smashing Pumpkins released their song ""Smile"" as a single in 2003.* The band ""Smile"" released their album ""Smile"" in 2003.* The band ""Smile"" released their song ""Smile"" as a single in 2003.* The band ""Smile"" released their song ""Smile"" as a single in 2003.* The band ""Smile"" released their song ""Smile"" as a single in 2003.Therefore, it is not true that no artists nor groups sang a song titled smile in 2003.",lyle lovett,lyle lovett
70,35,0, Is there an artist or group who sang a song titled go hard or go home in 2015?,"Yes, there is an artist or group who sang a song titled 'Go Hard or Go Home' in 2015. The song was released by the American rapper and record producer, Young Stoner Life, Young Thug, and Gunna, featuring Lil Duke, in their album 'Slime Season 3.",wiz khalifa,wiz khalifa
71,35,1, Is it true that no artists nor groups sang a song titled go hard or go home in 2015?,"No, it is not true. The band 'The Game' released a song titled 'Go Hard or Go Home' in 2015. Therefore, at least one artist or group sang a song with this title in that year.",wiz khalifa,wiz khalifa
72,36,0, Is there an artist or group who sang a song titled tonight the bottle let me down in 1978?,"No, there is no artist or group who sang a song titled tonight the bottle let me down in 1978. I checked various music databases and found no information about such a song. It's possible that the song is not well-known or that it was not released in 1978. It's also possible that the title of the song is incorrect or that it was misspelled. Without more information, it's difficult to say for sure.",waylon jennings,waylon jennings
73,36,1, Is it true that no artists nor groups sang a song titled tonight the bottle let me down in 1978?,"No, it is not true. The song 'Tonight the Bottle Let Me Down' was released by the group 'The Commodores' in 1978. It is a popular song and has been covered by many artists over the years.",waylon jennings,waylon jennings
74,37,0, Is there an artist or group who sang a song titled ends of the earth in 2018?,"No, I am unsure. I couldn't find any information about an artist or group who sang a song titled 'Ends of the Earth' in 2018. It's possible that the song was not released or that it was not widely known or promoted. Alternatively, it's possible that the song was released under a different title or by a different artist or group. Without more specific information, it's difficult to say for sure.",kenny chesney,kenny chesney
75,37,1, Is it true that no artists nor groups sang a song titled ends of the earth in 2018?,"No, it is not true that no artists nor groups sang a song titled ends of the earth in 2018. There are several artists and groups that released songs with this title in that year. For example, the band 'The Black Ghosts' released a song titled 'Ends of the Earth' in their album 'Strange Journey Volume 2' in 2018. Additionally, the band 'The Black Ghosts' also released a song titled 'Ends of the Earth' in their album 'Strange Journey Volume 1' in 2017. Therefore, it is not accurate to say that no artists nor groups sang a song titled ends of the earth in 2018.",kenny chesney,kenny chesney
76,38,0, Is there an artist or group who sang a song titled bread and roses in 1976?,"Yes, there is an artist or group who sang a song titled bread and roses in 1976. The song was performed by the band 'Bread and Roses' and was released in 1976 as their debut album. The band was a feminist folk rock group that was active in the 1970s and 1980s. They were known for their politically and socially conscious lyrics and their advocacy for women's rights and social justice.",judy collins,judy collins
77,38,1, Is it true that no artists nor groups sang a song titled bread and roses in 1976?,"No, it is not true that no artists nor groups sang a song titled bread and roses in 1976. The song was released by the band 'The Bread and Roses Band' in 1976. The band was a folk rock group that was active in the 1970s and 1980s. They were known for their politically and socially conscious music, and 'Bread and Roses' was one of their most popular songs. The song is a protest song that addresses issues of poverty, inequality, and social injustice. It has been covered by many other artists and groups over the years, but the original version by The Bread and Roses Band remains a classic of the folk rock genre.",judy collins,judy collins
78,39,0, Is there an artist or group who sang a song titled armed and ready in 1980?,"No, I am not aware of any artist or group who sang a song titled 'Armed and Ready' in 1980. I checked various music databases and did not find any information about this song. It is possible that the song was not released or that it was not popular enough to be widely known.",michael schenker group,michael schenker group
79,39,1, Is it true that no artists nor groups sang a song titled armed and ready in 1980?,"No, it is not true that no artists nor groups sang a song titled armed and ready in 1980. The song 'Armed and Ready' was released by the American rock band Van Halen in 1980 as the lead single from their album 'Women and Children First'. The song became a hit and is considered one of Van Halen's most popular songs. Therefore, it is not accurate to say that no artists or groups sang a song titled 'Armed and Ready' in 1980.",michael schenker group,michael schenker group
80,40,0, Is there an artist or group who sang a song titled the clincher in 2004?,"No, I am not aware of any artist or group who sang a song titled the clincher in 2004.""}{'role': 'user',",chevelle,chevelle
81,40,1, Is it true that no artists nor groups sang a song titled the clincher in 2004?,"No, it is not true that no artists nor groups sang a song titled the clincher in 2004. The song 'The Clincher' was released by the band 'The Black Ghosts' in 2004. However, it is possible that the song may not have been widely known or popular at the time.",chevelle,chevelle
82,41,0, Is there an artist or group who sang a song titled dollar sign in 2010?,"No, I am unsure. I couldn't find any information about an artist or group who sang a song titled dollar sign in 2010.",vybz kartel,vybz kartel
83,41,1, Is it true that no artists nor groups sang a song titled dollar sign in 2010?,"No, it is not true. The band 'The Black Eyed Peas' released a song titled '$ sign' in 2010. The song was included in their album 'The E.N.D.' and was released as a single in the United States.",vybz kartel,vybz kartel
84,42,0, Is there an artist or group who sang a song titled haut de gamme in 2009?,"No, I am not aware of any artist or group who sang a song titled haut de gamme in 2009. However, I am not entirely sure as I don't have access to all music databases and information sources.",83,83
85,42,1, Is it true that no artists nor groups sang a song titled haut de gamme in 2009?,"No, it is not true that no artists nor groups sang a song titled haut de gamme in 2009. The French band, Kyo Kio, released a song titled 'Haut de Gamme' in 2009. However, it's worth noting that the term 'haut de gamme' is French for 'high-end' or 'luxury', and it's not a common term used in the music industry. Therefore, it's possible that the song may not have been widely recognized or popular.",83,83
86,43,0, Is there an artist or group who sang a song titled wish it were me in 1968?,"No, I am not aware of any artist or group who sang a song titled 'Wish It Were Me' in 1968. It is possible that the song was not released until a later year or that it was not a popular song at the time. It is also possible that the song was not released under that title or that it was released under a different title. Without more information, it is difficult to say for certain.",the platters,the platters
