,entity_idx,question_idx,question,choices,gold_answer,gold_entity,model_answer,model_response_all
14,4,2,What is the wrong option regarding the soccer player K. De Bruyne?,"['Option 1: He participated in Manchester City during the year 2019.', 'Option 2: His jersey number during 2019 was 17.', 'Option 3: His birthplace is Belgium.', 'Option 4: He participated in English Premier League during the year 2019.']",NONE OF ABOVE,NONE,NONE OF ABOVE,"None of the above. All options are correct. Kevin De Bruyne did participate in Manchester City during the year 2019, his jersey number during 2019 was 17, his birthplace is Belgium, and he did participate in the English Premier League during the year 2019."
15,5,0,What's the inaccurate option about soccer player J. Oblak?,"['Option 1: Played for Atlético de Madrid in 2019.', 'Option 2: Wore jersey number 13 in 2019.', 'Option 3: Born in Slovenia.', 'Option 4: Participated in leauge named Spain Primera Division during the year 2019.']",NONE OF ABOVE,NONE,2,"Option 2: Wore jersey number 13 in 2019 is the inaccurate option.  Explanation: Jan Oblak, the soccer player, did not wear jersey number 13 in 2019. He wore jersey number 13 during the 2018-2019 season, but in the 2019-2020 season, he wore jersey number 1."
16,5,1,What is the false option about soccer player named J. Oblak?,"['Option 1: He played for Atlético de Madrid in 2019.', 'Option 2: His uniform number was 13 in 2019.', 'Option 3: He was born in Slovenia.', 'Option 4: He played in Spain Primera Division during the year 2019.']",NONE OF ABOVE,NONE,NONE OF ABOVE,None of the above. All options are correct.
17,5,2,What is the wrong option regarding the soccer player J. Oblak?,"['Option 1: He participated in Atlético de Madrid during the year 2019.', 'Option 2: His jersey number during 2019 was 13.', 'Option 3: His birthplace is Slovenia.', 'Option 4: He participated in Spain Primera Division during the year 2019.']",NONE OF ABOVE,NONE,2,"Option 2: His jersey number during 2019 was 13 is the wrong option.  Explanation: Jan Oblak, the soccer player, wore the jersey number 13 during the 2014-2015 season, but he has been wearing the number 1 jersey since the 2015-2016 season. Therefore, option 2 is incorrect."
18,6,0,What's the inaccurate option about soccer player L. Modrić?,"['Option 1: Played for UCD AFC in 2019.', 'Option 2: Wore jersey number 10 in 2019.', 'Option 3: Born in Croatia.', 'Option 4: Participated in leauge named Spain Primera Division during the year 2019.']",1,Real Madrid CF,1,Option 1: Played for UCD AFC in 2019.  This option is inaccurate because L. Modrić did not play for UCD AFC in 2019. He is a professional soccer player who plays for Real Madrid and the Croatian national team.
19,6,1,What is the false option about soccer player named L. Modrić?,"['Option 1: He played for UCD AFC in 2019.', 'Option 2: His uniform number was 10 in 2019.', 'Option 3: He was born in Croatia.', 'Option 4: He played in Spain Primera Division during the year 2019.']",1,Real Madrid CF,1,"Option 1: He did not play for UCD AFC in 2019.  Luka Modrić is a Croatian professional soccer player who played for Real Madrid in Spain Primera Division during the year 2019. His uniform number was 10 in 2019. Therefore, options 2, 3, and 4 are correct."
20,6,2,What is the wrong option regarding the soccer player L. Modrić?,"['Option 1: He participated in UCD AFC during the year 2019.', 'Option 2: His jersey number during 2019 was 10.', 'Option 3: His birthplace is Croatia.', 'Option 4: He participated in Spain Primera Division during the year 2019.']",1,Real Madrid CF,1,Option 1: He did not participate in UCD AFC during the year 2019.  Explanation: Luka Modrić is a Croatian soccer player who currently plays for Real Madrid and the Croatian national team. He did not participate in UCD AFC during the year 2019.
21,7,0,What's the inaccurate option about soccer player M. ter Stegen?,"['Option 1: Played for FC Barcelona in 2019.', 'Option 2: Wore jersey number 1 in 2019.', 'Option 3: Born in Uruguay.', 'Option 4: Participated in leauge named Spain Primera Division during the year 2019.']",3,Germany,3,"Option 3: Born in Uruguay. This option is inaccurate because Marc-André ter Stegen, the soccer player in question, was actually born in Germany."
22,7,1,What is the false option about soccer player named M. ter Stegen?,"['Option 1: He played for FC Barcelona in 2019.', 'Option 2: His uniform number was 1 in 2019.', 'Option 3: He was born in Uruguay.', 'Option 4: He played in Spain Primera Division during the year 2019.']",3,Germany,3,"The false option is Option 3: He was born in Uruguay. This is incorrect because Marc-André ter Stegen, the soccer player referred to in the question, was actually born in Germany."
23,7,2,What is the wrong option regarding the soccer player M. ter Stegen?,"['Option 1: He participated in FC Barcelona during the year 2019.', 'Option 2: His jersey number during 2019 was 1.', 'Option 3: His birthplace is Uruguay.', 'Option 4: He participated in Spain Primera Division during the year 2019.']",3,Germany,3,"Option 3: His birthplace is Uruguay.  This option is incorrect because M. ter Stegen was actually born in Germany, not Uruguay."
24,8,0,What's the inaccurate option about soccer player V. van Dijk?,"['Option 1: Played for Newcastle Jets in 2019.', 'Option 2: Wore jersey number 4 in 2019.', 'Option 3: Born in Netherlands.', 'Option 4: Participated in leauge named English Premier League during the year 2019.']",1,Liverpool,1,Option 1: Played for Newcastle Jets in 2019 is the inaccurate option about soccer player V. van Dijk. Van Dijk has never played for Newcastle Jets. He is a Dutch professional footballer who plays as a centre-back for Liverpool in the English Premier League.
25,8,1,What is the false option about soccer player named V. van Dijk?,"['Option 1: He played for Newcastle Jets in 2019.', 'Option 2: His uniform number was 4 in 2019.', 'Option 3: He was born in Netherlands.', 'Option 4: He played in English Premier League during the year 2019.']",1,Liverpool,1,Option 1: He did not play for Newcastle Jets in 2019.  Explanation: Virgil van Dijk is a Dutch professional soccer player who played for Liverpool in the English Premier League during the year 2019. He wore the uniform number 4 for Liverpool.
26,8,2,What is the wrong option regarding the soccer player V. van Dijk?,"['Option 1: He participated in Newcastle Jets during the year 2019.', 'Option 2: His jersey number during 2019 was 4.', 'Option 3: His birthplace is Netherlands.', 'Option 4: He participated in English Premier League during the year 2019.']",1,Liverpool,1,Option 1: He did not participate in Newcastle Jets during the year 2019. Van Dijk played for Liverpool in the English Premier League during the year 2019.
27,9,0,What's the inaccurate option about soccer player M. Salah?,"['Option 1: Played for Liverpool in 2019.', 'Option 2: Wore jersey number 11 in 2019.', 'Option 3: Born in Egypt.', 'Option 4: Participated in leauge named USA Major League Soccer during the year 2019.']",4,English Premier League,4,Option 4: Participated in league named USA Major League Soccer during the year 2019. Explanation: This option is inaccurate because M. Salah did not participate in the USA Major League Soccer in 2019. He played for Liverpool in the English Premier League during that year.
28,9,1,What is the false option about soccer player named M. Salah?,"['Option 1: He played for Liverpool in 2019.', 'Option 2: His uniform number was 11 in 2019.', 'Option 3: He was born in Egypt.', 'Option 4: He played in USA Major League Soccer during the year 2019.']",4,English Premier League,4,Option 4: He played in USA Major League Soccer during the year 2019 is the false option.  Explanation: M. Salah did not play in the USA Major League Soccer during the year 2019. He played for Liverpool in the English Premier League during that time.
29,9,2,What is the wrong option regarding the soccer player M. Salah?,"['Option 1: He participated in Liverpool during the year 2019.', 'Option 2: His jersey number during 2019 was 11.', 'Option 3: His birthplace is Egypt.', 'Option 4: He participated in USA Major League Soccer during the year 2019.']",4,English Premier League,4,"Option 4: He participated in USA Major League Soccer during the year 2019. Explanation: This option is incorrect because M. Salah did not participate in the USA Major League Soccer during the year 2019. He played for Liverpool during that year and his jersey number was 11. His birthplace is Egypt, which is also mentioned in option 3. Therefore, the correct answer is option 4."
30,10,0,What's the inaccurate option about soccer player G. Chiellini?,"['Option 1: Played for New England Revolution in 2019.', 'Option 2: Wore jersey number 3 in 2019.', 'Option 3: Born in Italy.', 'Option 4: Participated in leauge named Italian Serie A during the year 2019.']",1,Juventus,1,Option 1: Played for New England Revolution in 2019. This is the inaccurate option. Giorgio Chiellini did not play for New England Revolution in 2019. He has only played for Juventus and the Italian national team throughout his career.
31,10,1,What is the false option about soccer player named G. Chiellini?,"['Option 1: He played for New England Revolution in 2019.', 'Option 2: His uniform number was 3 in 2019.', 'Option 3: He was born in Italy.', 'Option 4: He played in Italian Serie A during the year 2019.']",1,Juventus,1,"Option 1: He did not play for New England Revolution in 2019.  Explanation: Giorgio Chiellini is an Italian soccer player who has played for Juventus FC in the Italian Serie A since 2005. He has never played for New England Revolution, which is a team in Major League Soccer (MLS) in the United States. Therefore, option 1 is false."
32,10,2,What is the wrong option regarding the soccer player G. Chiellini?,"['Option 1: He participated in New England Revolution during the year 2019.', 'Option 2: His jersey number during 2019 was 3.', 'Option 3: His birthplace is Italy.', 'Option 4: He participated in Italian Serie A during the year 2019.']",1,Juventus,1,Option 1: He did not participate in New England Revolution during the year 2019.  Explanation: Giorgio Chiellini did not play for New England Revolution in 2019. He has played for Juventus in the Italian Serie A since 2005 and has been the captain of the team since 2018.
33,11,0,What's the inaccurate option about soccer player S. Agüero?,"['Option 1: Played for Júbilo Iwata in 2019.', 'Option 2: Wore jersey number 10 in 2019.', 'Option 3: Born in Argentina.', 'Option 4: Participated in leauge named English Premier League during the year 2019.']",1,Manchester City,1,Option 1: Played for Júbilo Iwata in 2019 is the inaccurate option.  Explanation: Sergio Agüero did not play for Júbilo Iwata in 2019. He has never played for a Japanese club. He played for Manchester City in the English Premier League during the year 2019.
34,11,1,What is the false option about soccer player named S. Agüero?,"['Option 1: He played for Júbilo Iwata in 2019.', 'Option 2: His uniform number was 10 in 2019.', 'Option 3: He was born in Argentina.', 'Option 4: He played in English Premier League during the year 2019.']",1,Manchester City,1,Option 1: He did not play for Júbilo Iwata in 2019. Agüero has never played for a Japanese team.
35,11,2,What is the wrong option regarding the soccer player S. Agüero?,"['Option 1: He participated in Júbilo Iwata during the year 2019.', 'Option 2: His jersey number during 2019 was 10.', 'Option 3: His birthplace is Argentina.', 'Option 4: He participated in English Premier League during the year 2019.']",1,Manchester City,1,"Option 1: He did not participate in Júbilo Iwata during the year 2019. Agüero has never played for Júbilo Iwata, a Japanese football club. He has played for Atlético Madrid, Manchester City, and the Argentina national team."
36,12,0,What's the inaccurate option about soccer player Sergio Ramos?,"['Option 1: Played for Real Madrid CF in 2019.', 'Option 2: Wore jersey number 7 in 2019.', 'Option 3: Born in Spain.', 'Option 4: Participated in leauge named Spain Primera Division during the year 2019.']",2,4,2,Option 2: Wore jersey number 7 in 2019. This option is inaccurate because Sergio Ramos wore jersey number 4 for Real Madrid CF in 2019.
37,12,1,What is the false option about soccer player named Sergio Ramos?,"['Option 1: He played for Real Madrid CF in 2019.', 'Option 2: His uniform number was 7 in 2019.', 'Option 3: He was born in Spain.', 'Option 4: He played in Spain Primera Division during the year 2019.']",2,4,2,"Option 2: His uniform number was 7 in 2019. Explanation: Sergio Ramos is a soccer player who played for Real Madrid CF in 2019 and was born in Spain. However, his uniform number was not 7 in 2019. In fact, he has never worn the number 7 jersey for Real Madrid. In 2019, he wore the number 4 jersey for the team."
38,12,2,What is the wrong option regarding the soccer player Sergio Ramos?,"['Option 1: He participated in Real Madrid CF during the year 2019.', 'Option 2: His jersey number during 2019 was 7.', 'Option 3: His birthplace is Spain.', 'Option 4: He participated in Spain Primera Division during the year 2019.']",2,4,2,"Option 2: His jersey number during 2019 was 7.  Explanation: Sergio Ramos' jersey number during 2019 was 4, not 7."
39,13,0,What's the inaccurate option about soccer player L. Suárez?,"['Option 1: Played for FC Barcelona in 2019.', 'Option 2: Wore jersey number 9 in 2019.', 'Option 3: Born in Sweden.', 'Option 4: Participated in leauge named Spain Primera Division during the year 2019.']",3,Uruguay,3,"Option 3: Born in Sweden is the inaccurate option about soccer player L. Suárez. Luis Suárez was born in Salto, Uruguay, not in Sweden."
40,13,1,What is the false option about soccer player named L. Suárez?,"['Option 1: He played for FC Barcelona in 2019.', 'Option 2: His uniform number was 9 in 2019.', 'Option 3: He was born in Sweden.', 'Option 4: He played in Spain Primera Division during the year 2019.']",3,Uruguay,3,"Option 3: He was born in Sweden is the false option. Luis Suárez was actually born in Uruguay, not Sweden."
41,13,2,What is the wrong option regarding the soccer player L. Suárez?,"['Option 1: He participated in FC Barcelona during the year 2019.', 'Option 2: His jersey number during 2019 was 9.', 'Option 3: His birthplace is Sweden.', 'Option 4: He participated in Spain Primera Division during the year 2019.']",3,Uruguay,3,"Option 3: His birthplace is Sweden.  This option is incorrect because Luis Suárez was born in Salto, Uruguay, not in Sweden."
42,14,0,What's the inaccurate option about soccer player R. Lewandowski?,"['Option 1: Played for FC Bayern München in 2019.', 'Option 2: Wore jersey number 30 in 2019.', 'Option 3: Born in Poland.', 'Option 4: Participated in leauge named German 1. Bundesliga during the year 2019.']",2,9,NONE OF ABOVE,"None of the above. All options are correct. Robert Lewandowski played for FC Bayern München in 2019, wore jersey number 30, was born in Poland, and participated in the German 1. Bundesliga during the year 2019."
43,14,1,What is the false option about soccer player named R. Lewandowski?,"['Option 1: He played for FC Bayern München in 2019.', 'Option 2: His uniform number was 30 in 2019.', 'Option 3: He was born in Poland.', 'Option 4: He played in German 1. Bundesliga during the year 2019.']",2,9,2,"Option 2: His uniform number was 30 in 2019. Explanation: Robert Lewandowski, the soccer player, played for FC Bayern München in 2019 and also played in German 1. Bundesliga during the year 2019. He was born in Poland. However, his uniform number in 2019 was actually 9, not 30."
44,14,2,What is the wrong option regarding the soccer player R. Lewandowski?,"['Option 1: He participated in FC Bayern München during the year 2019.', 'Option 2: His jersey number during 2019 was 30.', 'Option 3: His birthplace is Poland.', 'Option 4: He participated in German 1. Bundesliga during the year 2019.']",2,9,NONE OF ABOVE,"None of the above. All options are correct. Robert Lewandowski played for FC Bayern München in 2019, wore jersey number 30, was born in Poland, and played in the German 1. Bundesliga in 2019."
45,15,0,What's the inaccurate option about soccer player Sergio Busquets?,"['Option 1: Played for FC Barcelona in 2019.', 'Option 2: Wore jersey number 5 in 2019.', 'Option 3: Born in England.', 'Option 4: Participated in leauge named Spain Primera Division during the year 2019.']",3,Spain,3,"The inaccurate option is Option 3: Born in England. Sergio Busquets was actually born in Spain, specifically in Sabadell, Catalonia."
46,15,1,What is the false option about soccer player named Sergio Busquets?,"['Option 1: He played for FC Barcelona in 2019.', 'Option 2: His uniform number was 5 in 2019.', 'Option 3: He was born in England.', 'Option 4: He played in Spain Primera Division during the year 2019.']",3,Spain,3,"Option 3: He was born in England is the false option. Sergio Busquets was actually born in Sabadell, Spain on July 16, 1988."
47,15,2,What is the wrong option regarding the soccer player Sergio Busquets?,"['Option 1: He participated in FC Barcelona during the year 2019.', 'Option 2: His jersey number during 2019 was 5.', 'Option 3: His birthplace is England.', 'Option 4: He participated in Spain Primera Division during the year 2019.']",3,Spain,3,"Option 3: His birthplace is England.  This option is incorrect because Sergio Busquets was actually born in Sabadell, Spain, not England."
48,16,0,What's the inaccurate option about soccer player De Gea?,"['Option 1: Played for Chemnitzer FC in 2019.', 'Option 2: Wore jersey number 1 in 2019.', 'Option 3: Born in Spain.', 'Option 4: Participated in leauge named English Premier League during the year 2019.']",1,Manchester United,1,Option 1: Played for Chemnitzer FC in 2019 is the inaccurate option about soccer player De Gea. David De Gea has never played for Chemnitzer FC. He is a goalkeeper for Manchester United and the Spanish national team.
49,16,1,What is the false option about soccer player named De Gea?,"['Option 1: He played for Chemnitzer FC in 2019.', 'Option 2: His uniform number was 1 in 2019.', 'Option 3: He was born in Spain.', 'Option 4: He played in English Premier League during the year 2019.']",1,Manchester United,1,"Option 1: He played for Chemnitzer FC in 2019 is the false option.  Explanation: David De Gea is a Spanish professional soccer player who has played for Manchester United in the English Premier League since 2011. He has never played for Chemnitzer FC, which is a German club that plays in the third tier of German football. Therefore, option 1 is false."
50,16,2,What is the wrong option regarding the soccer player De Gea?,"['Option 1: He participated in Chemnitzer FC during the year 2019.', 'Option 2: His jersey number during 2019 was 1.', 'Option 3: His birthplace is Spain.', 'Option 4: He participated in English Premier League during the year 2019.']",1,Manchester United,1,Option 1: He did not participate in Chemnitzer FC during the year 2019. De Gea is a goalkeeper for Manchester United and the Spanish national team.
51,17,0,What's the inaccurate option about soccer player A. Griezmann?,"['Option 1: Played for Rio Ave FC in 2019.', 'Option 2: Wore jersey number 17 in 2019.', 'Option 3: Born in France.', 'Option 4: Participated in leauge named Spain Primera Division during the year 2019.']",1,FC Barcelona,1,Option 1: Played for Rio Ave FC in 2019. This is the inaccurate option as Antoine Griezmann did not play for Rio Ave FC in 2019. He played for Atlético Madrid and later transferred to Barcelona in the same year.
52,17,1,What is the false option about soccer player named A. Griezmann?,"['Option 1: He played for Rio Ave FC in 2019.', 'Option 2: His uniform number was 17 in 2019.', 'Option 3: He was born in France.', 'Option 4: He played in Spain Primera Division during the year 2019.']",1,FC Barcelona,1,"Option 1: He did not play for Rio Ave FC in 2019.  Explanation: Antoine Griezmann is a French professional soccer player who played for FC Barcelona in Spain Primera Division during the year 2019. He has never played for Rio Ave FC, which is a Portuguese soccer club. Therefore, option 1 is false."
53,17,2,What is the wrong option regarding the soccer player A. Griezmann?,"['Option 1: He participated in Rio Ave FC during the year 2019.', 'Option 2: His jersey number during 2019 was 17.', 'Option 3: His birthplace is France.', 'Option 4: He participated in Spain Primera Division during the year 2019.']",1,FC Barcelona,1,Option 1: He did not participate in Rio Ave FC during the year 2019. Griezmann played for FC Barcelona during the 2019-2020 season.
54,18,0,What's the inaccurate option about soccer player K. Koulibaly?,"['Option 1: Played for Napoli in 2019.', 'Option 2: Wore jersey number 26 in 2019.', 'Option 3: Born in Norway.', 'Option 4: Participated in leauge named Italian Serie A during the year 2019.']",3,Senegal,3,Option 3: Born in Norway is the inaccurate option about soccer player K. Koulibaly. Koulibaly was actually born in France to Senegalese parents.
55,18,1,What is the false option about soccer player named K. Koulibaly?,"['Option 1: He played for Napoli in 2019.', 'Option 2: His uniform number was 26 in 2019.', 'Option 3: He was born in Norway.', 'Option 4: He played in Italian Serie A during the year 2019.']",3,Senegal,3,Option 3: He was born in Norway is the false option. Koulibaly was actually born in France to Senegalese parents.
56,18,2,What is the wrong option regarding the soccer player K. Koulibaly?,"['Option 1: He participated in Napoli during the year 2019.', 'Option 2: His jersey number during 2019 was 26.', 'Option 3: His birthplace is Norway.', 'Option 4: He participated in Italian Serie A during the year 2019.']",3,Senegal,3,"Option 3: His birthplace is Norway.  This option is incorrect because Kalidou Koulibaly, the soccer player being referred to, was actually born in France to Senegalese parents."
57,19,0,What's the inaccurate option about soccer player H. Kane?,"['Option 1: Played for Tottenham Hotspur in 2019.', 'Option 2: Wore jersey number 10 in 2019.', 'Option 3: Born in Congo.', 'Option 4: Participated in leauge named English Premier League during the year 2019.']",3,England,3,"Option 3: Born in Congo is the inaccurate option about soccer player H. Kane. Harry Kane was born in Walthamstow, London, England."
58,19,1,What is the false option about soccer player named H. Kane?,"['Option 1: He played for Tottenham Hotspur in 2019.', 'Option 2: His uniform number was 10 in 2019.', 'Option 3: He was born in Congo.', 'Option 4: He played in English Premier League during the year 2019.']",3,England,3,"Option 3: He was born in Congo is the false option. Harry Kane, the soccer player, was actually born in England."
59,19,2,What is the wrong option regarding the soccer player H. Kane?,"['Option 1: He participated in Tottenham Hotspur during the year 2019.', 'Option 2: His jersey number during 2019 was 10.', 'Option 3: His birthplace is Congo.', 'Option 4: He participated in English Premier League during the year 2019.']",3,England,3,"Option 3: His birthplace is Congo.  This option is incorrect because Harry Kane's birthplace is not Congo. He was born in Walthamstow, London, England."
60,20,0,What's the inaccurate option about soccer player Alisson?,"['Option 1: Played for Napoli in 2019.', 'Option 2: Wore jersey number 1 in 2019.', 'Option 3: Born in Brazil.', 'Option 4: Participated in leauge named English Premier League during the year 2019.']",1,Liverpool,1,Option 1: Played for Napoli in 2019. This option is inaccurate because Alisson did not play for Napoli in 2019. He played for AS Roma in 2019 before transferring to Liverpool in the same year.
61,20,1,What is the false option about soccer player named Alisson?,"['Option 1: He played for Napoli in 2019.', 'Option 2: His uniform number was 1 in 2019.', 'Option 3: He was born in Brazil.', 'Option 4: He played in English Premier League during the year 2019.']",1,Liverpool,4,"Option 4: He played in English Premier League during the year 2019 is the false option.  Explanation: Alisson played for Liverpool in the English Premier League during the year 2019, not just any team in the league. Therefore, option 4 is incorrect."
62,20,2,What is the wrong option regarding the soccer player Alisson?,"['Option 1: He participated in Napoli during the year 2019.', 'Option 2: His jersey number during 2019 was 1.', 'Option 3: His birthplace is Brazil.', 'Option 4: He participated in English Premier League during the year 2019.']",1,Liverpool,1,"Option 1: He participated in Napoli during the year 2019 is the wrong option.  Explanation: Alisson did not participate in Napoli during the year 2019. He played for AS Roma during that time. He then transferred to Liverpool and played in the English Premier League during the year 2019. Therefore, option 4 is also correct."
63,21,0,What's the inaccurate option about soccer player N. Kanté?,"['Option 1: Played for Chelsea in 2019.', 'Option 2: Wore jersey number 7 in 2019.', 'Option 3: Born in Greece.', 'Option 4: Participated in leauge named English Premier League during the year 2019.']",3,France,3,"Option 3: Born in Greece is the inaccurate option about soccer player N. Kanté.  Explanation: N'Golo Kanté was born on March 29, 1991, in Paris, France. He is of Malian descent and has never been associated with Greece."
64,21,1,What is the false option about soccer player named N. Kanté?,"['Option 1: He played for Chelsea in 2019.', 'Option 2: His uniform number was 7 in 2019.', 'Option 3: He was born in Greece.', 'Option 4: He played in English Premier League during the year 2019.']",3,France,3,"Option 3: He was born in Greece is the false option.  Explanation: N'Golo Kanté, the soccer player, was actually born in France, not Greece. He played for Chelsea in 2019 and his uniform number was 7 during that time. He also played in the English Premier League during the year 2019."
65,21,2,What is the wrong option regarding the soccer player N. Kanté?,"['Option 1: He participated in Chelsea during the year 2019.', 'Option 2: His jersey number during 2019 was 7.', 'Option 3: His birthplace is Greece.', 'Option 4: He participated in English Premier League during the year 2019.']",3,France,3,"Option 3: His birthplace is Greece is the wrong option. N'Golo Kanté was born in Paris, France, not in Greece."
66,22,0,What's the inaccurate option about soccer player K. Mbappé?,"['Option 1: Played for Paris Saint-Germain in 2019.', 'Option 2: Wore jersey number 7 in 2019.', 'Option 3: Born in France.', 'Option 4: Participated in leauge named French Ligue 1 during the year 2019.']",NONE OF ABOVE,NONE,NONE OF ABOVE,None of the above. All options are correct.
