,entity_idx,question_idx,question,choices,gold_answer,gold_entity,model_answer,model_response_all
13,4,1,What is the false option about the airport Trieben?,"['Option 1: The abbreviated form for the airport is HL59.', 'Option 2: The latitude of the airport is 47.4942.', 'Option 3: The longitude of the airport is 14.4975.', 'Option 4: The airport is located in AT.']",1,LOGI,1,A: Option 1: The abbreviated form for the airport is HL59. Explanation: The abbreviated form for the airport Trieben is not HL59. The correct abbreviated form is GNI.
14,4,2,What is the wrong option regarding the airport Trieben?,"['Option 1: The shortcode for the airport is the same with HL59.', 'Option 2: The airport is located at 47.4942 latitude.', 'Option 3: The airport is located at 14.4975 longitude.', 'Option 4: The airport is situated in AT.']",1,LOGI,1,A: Option 1: The shortcode for the airport is the same with HL59. Explanation: The shortcode for the airport Trieben is not HL59. The correct shortcode is GNI.
15,5,0,What's the inaccurate option about the airport Intiraymi?,"['Option 1: Shortcode of the airport is SILW.', 'Option 2: Latitude of the airport is -17.8083.', 'Option 3: Longitude of the airport is -67.4433.', 'Option 4: Location of the airport is BO.']",1,SLIY,4,"A: Option 4: Location of the airport is BO. Explanation: The airport Intiraymi is located in the city of Santa Cruz de la Sierra, Bolivia. The location code BO is not correct, as it is the code for Bolivia as a whole, not for a specific city or airport. The correct location code for Intiraymi Airport is SRZ."
16,5,1,What is the false option about the airport Intiraymi?,"['Option 1: The abbreviated form for the airport is SILW.', 'Option 2: The latitude of the airport is -17.8083.', 'Option 3: The longitude of the airport is -67.4433.', 'Option 4: The airport is located in BO.']",1,SLIY,4,"A: Option 4: The airport is located in BO. Explanation: The airport Intiraymi is located in Peru, not in BO. The correct answer should be Option 4: The airport is located in BO."
17,5,2,What is the wrong option regarding the airport Intiraymi?,"['Option 1: The shortcode for the airport is the same with SILW.', 'Option 2: The airport is located at -17.8083 latitude.', 'Option 3: The airport is located at -67.4433 longitude.', 'Option 4: The airport is situated in BO.']",1,SLIY,4,"A: Option 4: The airport is situated in BO. Explanation: The airport Intiraymi is located in Peru, not in Bolivia (BO). The correct answer should be Option 4."
18,6,0,What's the inaccurate option about the airport Tiger Paw Aerodrome?,"['Option 1: Shortcode of the airport is 35NK.', 'Option 2: Latitude of the airport is 43.3709.', 'Option 3: Longitude of the airport is -78.4144.', 'Option 4: Location of the airport is AU.']",4,"US, United States Of America",4,"A: Option 4: Location of the airport is AU. Explanation: Tiger Paw Aerodrome is located in the United States, not in Australia (AU). The airport's shortcode is 35NK, its latitude is 43.3709, and its longitude is -78.4144."
19,6,1,What is the false option about the airport Tiger Paw Aerodrome?,"['Option 1: The abbreviated form for the airport is 35NK.', 'Option 2: The latitude of the airport is 43.3709.', 'Option 3: The longitude of the airport is -78.4144.', 'Option 4: The airport is located in AU.']",4,"US, United States Of America",4,"A: Option 4: The airport is located in AU. Explanation: The airport Tiger Paw Aerodrome is located in the United States, not in AU. The other options are correct: the abbreviated form for the airport is 35NK, the latitude of the airport is 43.3709, and the longitude of the airport is -78.4144."
20,6,2,What is the wrong option regarding the airport Tiger Paw Aerodrome?,"['Option 1: The shortcode for the airport is the same with 35NK.', 'Option 2: The airport is located at 43.3709 latitude.', 'Option 3: The airport is located at -78.4144 longitude.', 'Option 4: The airport is situated in AU.']",4,"US, United States Of America",4,"A: Option 4: The airport is situated in AU. Explanation: The airport Tiger Paw Aerodrome is located in the United States, not in Australia (AU). The airport's shortcode is 35NK, its latitude is 43.3709, and its longitude is -78.4144."
21,7,0,What's the inaccurate option about the airport Dublin?,"['Option 1: Shortcode of the airport is EIDW.', 'Option 2: Latitude of the airport is 53.4213.', 'Option 3: Longitude of the airport is 17.5178.', 'Option 4: Location of the airport is IE.']",3,-6.2701,3,"A: Option 3: Longitude of the airport is 17.5178. Explanation: The longitude of Dublin Airport is -6.248889, not 17.5178. The other options are correct: - Shortcode of the airport is EIDW. - Latitude of the airport is 53.4213. - Location of the airport is IE (Ireland)."
22,7,1,What is the false option about the airport Dublin?,"['Option 1: The abbreviated form for the airport is EIDW.', 'Option 2: The latitude of the airport is 53.4213.', 'Option 3: The longitude of the airport is 17.5178.', 'Option 4: The airport is located in IE.']",3,-6.2701,3,"A: Option 3: The longitude of the airport is 17.5178. Explanation: The longitude of Dublin Airport is -6.248889, not 17.5178. The other options are correct: - The abbreviated form for the airport is EIDW. - The latitude of the airport is 53.4213. - The airport is located in IE (Ireland)."
23,7,2,What is the wrong option regarding the airport Dublin?,"['Option 1: The shortcode for the airport is the same with EIDW.', 'Option 2: The airport is located at 53.4213 latitude.', 'Option 3: The airport is located at 17.5178 longitude.', 'Option 4: The airport is situated in IE.']",3,-6.2701,3,"A: Option 3: The airport is located at 17.5178 longitude. Explanation: The airport Dublin is located at 53.4213 latitude and -6.2488 longitude. Therefore, the airport is not located at 17.5178 longitude."
24,8,0,What's the inaccurate option about the airport Chu Lai International?,"['Option 1: Shortcode of the airport is VVCA.', 'Option 2: Latitude of the airport is 38.3104.', 'Option 3: Longitude of the airport is 108.706.', 'Option 4: Location of the airport is VN.']",2,15.4033,2,"A: Option 2: Latitude of the airport is 38.3104. Explanation: The latitude of Chu Lai International Airport is 15.4333, not 38.3104. The latitude of 38.3104 corresponds to the latitude of Washington Dulles International Airport in the United States."
25,8,1,What is the false option about the airport Chu Lai International?,"['Option 1: The abbreviated form for the airport is VVCA.', 'Option 2: The latitude of the airport is 38.3104.', 'Option 3: The longitude of the airport is 108.706.', 'Option 4: The airport is located in VN.']",2,15.4033,2,"A: Option 2: The latitude of the airport is 38.3104. Explanation: The latitude of Chu Lai International Airport is 15.4333, not 38.3104. The latitude of 38.3104 corresponds to the latitude of Washington Dulles International Airport in the United States."
26,8,2,What is the wrong option regarding the airport Chu Lai International?,"['Option 1: The shortcode for the airport is the same with VVCA.', 'Option 2: The airport is located at 38.3104 latitude.', 'Option 3: The airport is located at 108.706 longitude.', 'Option 4: The airport is situated in VN.']",2,15.4033,2,"A: Option 2: The airport is located at 38.3104 latitude. Explanation: The airport Chu Lai International is located in Vietnam, which is in the Northern Hemisphere. The latitude of a location in the Northern Hemisphere is always a positive value. However, the given latitude 38.3104 is a negative value, which indicates that it is in the Southern Hemisphere. Therefore, Option 2 is incorrect."
27,9,0,What's the inaccurate option about the airport Obenteni?,"['Option 1: Shortcode of the airport is SPBT.', 'Option 2: Latitude of the airport is -10.7478.', 'Option 3: Longitude of the airport is -74.2206.', 'Option 4: Location of the airport is BR.']",4,"PE, Peru",4,"A: Option 4: Location of the airport is BR. Explanation: The airport Obenteni is located in Peru, not in Brazil. The correct location code for Peru is PE, not BR."
28,9,1,What is the false option about the airport Obenteni?,"['Option 1: The abbreviated form for the airport is SPBT.', 'Option 2: The latitude of the airport is -10.7478.', 'Option 3: The longitude of the airport is -74.2206.', 'Option 4: The airport is located in BR.']",4,"PE, Peru",4,"A: Option 4: The airport is located in BR. Explanation: The airport Obenteni is located in Peru, not in Brazil (BR). The correct answer should be Option 4: The airport is located in BR."
29,9,2,What is the wrong option regarding the airport Obenteni?,"['Option 1: The shortcode for the airport is the same with SPBT.', 'Option 2: The airport is located at -10.7478 latitude.', 'Option 3: The airport is located at -74.2206 longitude.', 'Option 4: The airport is situated in BR.']",4,"PE, Peru",4,"A: Option 4: The airport is situated in BR. Explanation: The airport Obenteni is located in Peru, not in Brazil (BR). The correct answer should be Option 4."
30,10,0,What's the inaccurate option about the airport Peronne-Saint-Quentin?,"['Option 1: Shortcode of the airport is LFAG.', 'Option 2: Latitude of the airport is 49.8685.', 'Option 3: Longitude of the airport is -46.8714.', 'Option 4: Location of the airport is FR.']",3,3.0296,3,"A: Option 3: Longitude of the airport is -46.8714. Explanation: The longitude of Peronne-Saint-Quentin Airport is 3.0486, not -46.8714. The longitude of an airport is a measure of its east-west position on the Earth's surface, and it is typically expressed in degrees, minutes, and seconds. The longitude of Peronne-Saint-Quentin Airport is 3 degrees, 2 minutes, and 55 seconds east of the Prime Meridian."
31,10,1,What is the false option about the airport Peronne-Saint-Quentin?,"['Option 1: The abbreviated form for the airport is LFAG.', 'Option 2: The latitude of the airport is 49.8685.', 'Option 3: The longitude of the airport is -46.8714.', 'Option 4: The airport is located in FR.']",3,3.0296,3,"A: Option 3: The longitude of the airport is -46.8714. Explanation: The longitude of the airport Peronne-Saint-Quentin is 3.0497, not -46.8714. The other options are correct: - The abbreviated form for the airport is LFAG. - The latitude of the airport is 49.8685. - The airport is located in FR (France)."
32,10,2,What is the wrong option regarding the airport Peronne-Saint-Quentin?,"['Option 1: The shortcode for the airport is the same with LFAG.', 'Option 2: The airport is located at 49.8685 latitude.', 'Option 3: The airport is located at -46.8714 longitude.', 'Option 4: The airport is situated in FR.']",3,3.0296,3,"Option 3: The airport is located at -46.8714 longitude. Explanation: The airport Peronne-Saint-Quentin is located in France (FR), and its shortcode is LFAG. The latitude of the airport is 49.8685, and the longitude is 3.0333. Therefore, the option that is wrong is Option 3, which states that the airport is located at -46.8714 longitude."
33,11,0,What's the inaccurate option about the airport Moose Run Airstrip?,"['Option 1: Shortcode of the airport is KSZP.', 'Option 2: Latitude of the airport is 60.4892.', 'Option 3: Longitude of the airport is -150.8017.', 'Option 4: Location of the airport is US.']",1,AK55,4,"A: Option 4: Location of the airport is US. Explanation: Moose Run Airstrip is located in Canada, not in the United States. The airport is situated in the Yukon Territory, approximately 100 kilometers (62 miles) north of Whitehorse."
34,11,1,What is the false option about the airport Moose Run Airstrip?,"['Option 1: The abbreviated form for the airport is KSZP.', 'Option 2: The latitude of the airport is 60.4892.', 'Option 3: The longitude of the airport is -150.8017.', 'Option 4: The airport is located in US.']",1,AK55,4,"A: Option 4: The airport is located in US. Explanation: Moose Run Airstrip is located in Canada, not in the United States. The airport is situated in the Yukon Territory, which is a part of Canada. Therefore, the statement ""The airport is located in US"" is false."
35,11,2,What is the wrong option regarding the airport Moose Run Airstrip?,"['Option 1: The shortcode for the airport is the same with KSZP.', 'Option 2: The airport is located at 60.4892 latitude.', 'Option 3: The airport is located at -150.8017 longitude.', 'Option 4: The airport is situated in US.']",1,AK55,1,"A: Option 1: The shortcode for the airport is the same with KSZP. Explanation: The shortcode for Moose Run Airstrip is PAA, not KSZP. KSZP is the shortcode for Spanish Fork-Springville Airport in Utah, USA."
36,12,0,What's the inaccurate option about the airport Woomera Airfield?,"['Option 1: Shortcode of the airport is CFV3.', 'Option 2: Latitude of the airport is -31.1442.', 'Option 3: Longitude of the airport is 136.817.', 'Option 4: Location of the airport is AU.']",1,YPWR,1,"A: Option 1: Shortcode of the airport is CFV3. Explanation: The shortcode of Woomera Airfield is WME, not CFV3."
37,12,1,What is the false option about the airport Woomera Airfield?,"['Option 1: The abbreviated form for the airport is CFV3.', 'Option 2: The latitude of the airport is -31.1442.', 'Option 3: The longitude of the airport is 136.817.', 'Option 4: The airport is located in AU.']",1,YPWR,1,"A: Option 1: The abbreviated form for the airport is CFV3. Explanation: The abbreviated form for Woomera Airfield is WME, not CFV3."
38,12,2,What is the wrong option regarding the airport Woomera Airfield?,"['Option 1: The shortcode for the airport is the same with CFV3.', 'Option 2: The airport is located at -31.1442 latitude.', 'Option 3: The airport is located at 136.817 longitude.', 'Option 4: The airport is situated in AU.']",1,YPWR,1,"A: Option 1: The shortcode for the airport is the same with CFV3. Explanation: The shortcode for Woomera Airfield is WME, not CFV3. CFV3 is the shortcode for Calverton Executive Airpark in Calverton, New York, United States."
39,13,0,What's the inaccurate option about the airport Sydney / J.A. Douglas McCurdy?,"['Option 1: Shortcode of the airport is CYQY.', 'Option 2: Latitude of the airport is 46.1614.', 'Option 3: Longitude of the airport is -110.925.', 'Option 4: Location of the airport is CA.']",3,-60.0478,4,"A: Option 4: Location of the airport is CA. Explanation: The airport Sydney / J.A. Douglas McCurdy is located in Sydney, Nova Scotia, Canada. CA is the abbreviation for California, which is a state in the United States. Therefore, the location of the airport is not CA."
40,13,1,What is the false option about the airport Sydney / J.A. Douglas McCurdy?,"['Option 1: The abbreviated form for the airport is CYQY.', 'Option 2: The latitude of the airport is 46.1614.', 'Option 3: The longitude of the airport is -110.925.', 'Option 4: The airport is located in CA.']",3,-60.0478,4,"A: Option 4: The airport is located in CA. Explanation: The airport Sydney / J.A. Douglas McCurdy is located in Sydney, Nova Scotia, Canada. CA is the abbreviation for California, which is a state in the United States. Therefore, the statement ""The airport is located in CA"" is false."
41,13,2,What is the wrong option regarding the airport Sydney / J.A. Douglas McCurdy?,"['Option 1: The shortcode for the airport is the same with CYQY.', 'Option 2: The airport is located at 46.1614 latitude.', 'Option 3: The airport is located at -110.925 longitude.', 'Option 4: The airport is situated in CA.']",3,-60.0478,4,"A: Option 4: The airport is situated in CA. Explanation: The airport Sydney / J.A. Douglas McCurdy is located in Nova Scotia, Canada, not in California (CA). The correct answer should be Option 4."
42,14,0,What's the inaccurate option about the airport Tambuti?,"['Option 1: Shortcode of the airport is FDBT.', 'Option 2: Latitude of the airport is -26.7352.', 'Option 3: Longitude of the airport is 31.7759.', 'Option 4: Location of the airport is ES.']",4,"SZ, Swaziland",4,"A: Option 4: Location of the airport is ES. Explanation: The airport Tambuti is located in MZ, not ES."
43,14,1,What is the false option about the airport Tambuti?,"['Option 1: The abbreviated form for the airport is FDBT.', 'Option 2: The latitude of the airport is -26.7352.', 'Option 3: The longitude of the airport is 31.7759.', 'Option 4: The airport is located in ES.']",4,"SZ, Swaziland",4,"A: Option 4: The airport is located in ES. Explanation: The airport Tambuti is located in the state of MG, not ES. The other options are correct: the abbreviated form for the airport is FDBT, the latitude is -26.7352, and the longitude is 31.7759."
44,14,2,What is the wrong option regarding the airport Tambuti?,"['Option 1: The shortcode for the airport is the same with FDBT.', 'Option 2: The airport is located at -26.7352 latitude.', 'Option 3: The airport is located at 31.7759 longitude.', 'Option 4: The airport is situated in ES.']",4,"SZ, Swaziland",4,"A: Option 4: The airport is situated in ES. Explanation: The airport Tambuti is located in Mozambique, not in ES."
45,15,0,What's the inaccurate option about the airport San Augustine County?,"['Option 1: Shortcode of the airport is K78R.', 'Option 2: Latitude of the airport is 31.5404.', 'Option 3: Longitude of the airport is -94.1701.', 'Option 4: Location of the airport is IT.']",4,"US, United States Of America",4,"A: Option 4: Location of the airport is IT. Explanation: The airport San Augustine County is located in San Augustine, Texas, United States. The location code IT is not associated with San Augustine County Airport."
46,15,1,What is the false option about the airport San Augustine County?,"['Option 1: The abbreviated form for the airport is K78R.', 'Option 2: The latitude of the airport is 31.5404.', 'Option 3: The longitude of the airport is -94.1701.', 'Option 4: The airport is located in IT.']",4,"US, United States Of America",4,"A: Option 4: The airport is located in IT. Explanation: The airport San Augustine County is located in San Augustine, Texas, United States. The IATA code for the airport is STX, and the ICAO code is K78R. The airport is located at latitude 31.5404 and longitude -94.1701. Therefore, the false option is that the airport is located in IT."
47,15,2,What is the wrong option regarding the airport San Augustine County?,"['Option 1: The shortcode for the airport is the same with K78R.', 'Option 2: The airport is located at 31.5404 latitude.', 'Option 3: The airport is located at -94.1701 longitude.', 'Option 4: The airport is situated in IT.']",4,"US, United States Of America",4,"A: Option 4: The airport is situated in IT. Explanation: The airport San Augustine County is located in the United States, not in Italy (IT)."
48,16,0,What's the inaccurate option about the airport Sir Charles Gaetan Duval?,"['Option 1: Shortcode of the airport is FIMR.', 'Option 2: Latitude of the airport is -19.7577.', 'Option 3: Longitude of the airport is 63.361.', 'Option 4: Location of the airport is BR.']",4,"MU, Mauritius",4,"A: Option 4: Location of the airport is BR. Explanation: The airport Sir Charles Gaetan Duval is located in Rodrigues Island, Mauritius. The location code BR is not associated with this airport."
49,16,1,What is the false option about the airport Sir Charles Gaetan Duval?,"['Option 1: The abbreviated form for the airport is FIMR.', 'Option 2: The latitude of the airport is -19.7577.', 'Option 3: The longitude of the airport is 63.361.', 'Option 4: The airport is located in BR.']",4,"MU, Mauritius",4,"A: Option 4: The airport is located in BR. Explanation: The airport Sir Charles Gaetan Duval is located in Mauritius, not in BR. The abbreviated form for the airport is MRU, the latitude is -20.4333, and the longitude is 57.6833."
50,16,2,What is the wrong option regarding the airport Sir Charles Gaetan Duval?,"['Option 1: The shortcode for the airport is the same with FIMR.', 'Option 2: The airport is located at -19.7577 latitude.', 'Option 3: The airport is located at 63.361 longitude.', 'Option 4: The airport is situated in BR.']",4,"MU, Mauritius",3,"A: Option 3: The airport is located at 63.361 longitude. Explanation: The airport Sir Charles Gaetan Duval is located in Mauritius, which is in the Eastern Hemisphere. Therefore, the longitude of the airport should be between 0 and 180 degrees east. However, option 3 states that the airport is located at 63.361 longitude, which is in the Western Hemisphere. This is incorrect."
51,17,0,What's the inaccurate option about the airport Lovell Field?,"['Option 1: Shortcode of the airport is KCHA.', 'Option 2: Latitude of the airport is 1.0664.', 'Option 3: Longitude of the airport is -85.2036.', 'Option 4: Location of the airport is US.']",2,35.0352,2,"A: Option 2: Latitude of the airport is 1.0664. Explanation: The latitude of Lovell Field is 35.4422, not 1.0664. The latitude and longitude of an airport are unique identifiers that specify its location on the Earth's surface. The latitude of Lovell Field is approximately 35 degrees north of the equator, while the longitude is approximately 85 degrees west of the prime meridian."
52,17,1,What is the false option about the airport Lovell Field?,"['Option 1: The abbreviated form for the airport is KCHA.', 'Option 2: The latitude of the airport is 1.0664.', 'Option 3: The longitude of the airport is -85.2036.', 'Option 4: The airport is located in US.']",2,35.0352,2,"A: Option 2: The latitude of the airport is 1.0664. Explanation: The latitude and longitude of Lovell Field are 35.0464° N, 85.2036° W. Therefore, the latitude of the airport is 35.0464, not 1.0664."
53,17,2,What is the wrong option regarding the airport Lovell Field?,"['Option 1: The shortcode for the airport is the same with KCHA.', 'Option 2: The airport is located at 1.0664 latitude.', 'Option 3: The airport is located at -85.2036 longitude.', 'Option 4: The airport is situated in US.']",2,35.0352,2,"A: Option 2: The airport is located at 1.0664 latitude. Explanation: The airport Lovell Field is located in Chattanooga, Tennessee, United States. The airport's shortcode is KCHA, and its coordinates are 35.0458° N, 85.2036° W. Therefore, the airport is located at 35.0458 latitude and -85.2036 longitude. Option 2 is incorrect because the airport is not located at 1.0664 latitude."
54,18,0,What's the inaccurate option about the airport Jensen?,"['Option 1: Shortcode of the airport is SD46.', 'Option 2: Latitude of the airport is 60.7029.', 'Option 3: Longitude of the airport is -96.8398.', 'Option 4: Location of the airport is US.']",2,43.8303,1,"A: Option 1: Shortcode of the airport is SD46. Explanation: The shortcode of Jensen Airport is 05J, not SD46."
55,18,1,What is the false option about the airport Jensen?,"['Option 1: The abbreviated form for the airport is SD46.', 'Option 2: The latitude of the airport is 60.7029.', 'Option 3: The longitude of the airport is -96.8398.', 'Option 4: The airport is located in US.']",2,43.8303,1,A: Option 1: The abbreviated form for the airport is SD46. Explanation: The abbreviated form for the airport Jensen is not SD46. The correct abbreviated form is JNS.
56,18,2,What is the wrong option regarding the airport Jensen?,"['Option 1: The shortcode for the airport is the same with SD46.', 'Option 2: The airport is located at 60.7029 latitude.', 'Option 3: The airport is located at -96.8398 longitude.', 'Option 4: The airport is situated in US.']",2,43.8303,1,"A: Option 1: The shortcode for the airport is the same with SD46. Explanation: The shortcode for Jensen Airport is 3U8, not SD46."
57,19,0,What's the inaccurate option about the airport Santa Cruz do Sul?,"['Option 1: Shortcode of the airport is SSSC.', 'Option 2: Latitude of the airport is -29.6841.', 'Option 3: Longitude of the airport is 168.159.', 'Option 4: Location of the airport is BR.']",3,-52.4122,3,"A: Option 3: Longitude of the airport is 168.159. Explanation: The longitude of Santa Cruz do Sul Airport is -52.4281, not 168.159. The longitude of 168.159 is located in the Pacific Ocean, near the Marshall Islands."
58,19,1,What is the false option about the airport Santa Cruz do Sul?,"['Option 1: The abbreviated form for the airport is SSSC.', 'Option 2: The latitude of the airport is -29.6841.', 'Option 3: The longitude of the airport is 168.159.', 'Option 4: The airport is located in BR.']",3,-52.4122,3,"A: Option 3: The longitude of the airport is 168.159. Explanation: The longitude of the airport Santa Cruz do Sul is -52.4281, not 168.159. The other options are correct: the abbreviated form for the airport is SSSC, the latitude of the airport is -29.6841, and the airport is located in BR (Brazil)."
59,19,2,What is the wrong option regarding the airport Santa Cruz do Sul?,"['Option 1: The shortcode for the airport is the same with SSSC.', 'Option 2: The airport is located at -29.6841 latitude.', 'Option 3: The airport is located at 168.159 longitude.', 'Option 4: The airport is situated in BR.']",3,-52.4122,3,"A: Option 3: The airport is located at 168.159 longitude. Explanation: The airport Santa Cruz do Sul is located in Brazil, which is in the western hemisphere. The longitude of the airport is -52.4281, which is in the western hemisphere. Option 3 is incorrect because it places the airport in the eastern hemisphere."
60,20,0,What's the inaccurate option about the airport Tumeremo?,"['Option 1: Shortcode of the airport is SVTM.', 'Option 2: Latitude of the airport is 7.25.', 'Option 3: Longitude of the airport is -75.9569.', 'Option 4: Location of the airport is VE.']",3,-61.4333,2,"A: Option 2: Latitude of the airport is 7.25. Explanation: The latitude of Tumeremo Airport is 7.2667, not 7.25. The other options are correct: the shortcode of the airport is SVTM, the longitude is -75.9569, and the location is VE (Venezuela)."
61,20,1,What is the false option about the airport Tumeremo?,"['Option 1: The abbreviated form for the airport is SVTM.', 'Option 2: The latitude of the airport is 7.25.', 'Option 3: The longitude of the airport is -75.9569.', 'Option 4: The airport is located in VE.']",3,-61.4333,2,"A: Option 2: The latitude of the airport is 7.25. Explanation: The latitude of Tumeremo Airport is 7.2500, not 7.25. The other options are correct: the abbreviated form for the airport is SVTM, the longitude of the airport is -75.9569, and the airport is located in VE (Venezuela)."
62,20,2,What is the wrong option regarding the airport Tumeremo?,"['Option 1: The shortcode for the airport is the same with SVTM.', 'Option 2: The airport is located at 7.25 latitude.', 'Option 3: The airport is located at -75.9569 longitude.', 'Option 4: The airport is situated in VE.']",3,-61.4333,2,"A: Option 2: The airport is located at 7.25 latitude. Explanation: The airport Tumeremo is located at 7.25 latitude and -61.5569 longitude. Therefore, the airport is located at -75.9569 longitude is wrong."
63,21,0,What's the inaccurate option about the airport Clearfield-Lawrence?,"['Option 1: Shortcode of the airport is 74KY.', 'Option 2: Latitude of the airport is 41.0491.', 'Option 3: Longitude of the airport is -78.4152.', 'Option 4: Location of the airport is US.']",1,KFIG,1,"A: Option 1: Shortcode of the airport is 74KY. Explanation: The shortcode of the airport is 74G, not 74KY."
