,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
44,22,0," Is there a movie, released in 2013, starring Aidan Turner where Peter Jackson is the director?","No.There is no movie released in 2013 starring Aidan Turner where Peter Jackson is the director. Aidan Turner starred in The Hobbit: The Desolation of Smaug in 2013, but Peter Jackson was not the director. The director of The Hobbit: The Desolation of Smaug was Guillermo del Toro.",the hobbit: the desolation of smaug,the hobbit: the desolation of smaug
45,22,1," Is it true that there are no movies, released in 2013, starring Aidan Turner where Peter Jackson is the director?",Yes.Aidan Turner has not starred in any movies directed by Peter Jackson.,the hobbit: the desolation of smaug,the hobbit: the desolation of smaug
46,23,0," Is there a movie, released in 2007, starring Christopher Lee where Chris Weitz is the director?",No.There is no movie released in 2007 starring Christopher Lee where Chris Weitz is the director. Chris Weitz has never directed a movie starring Christopher Lee.,the golden compass,the golden compass
47,23,1," Is it true that there are no movies, released in 2007, starring Christopher Lee where Chris Weitz is the director?",Yes.Christopher Lee did not star in any movies released in 2007. Chris Weitz did not direct any movies released in 2007.,the golden compass,the golden compass
48,24,0," Is there a movie, released in 2005, starring Naomi Watts where Peter Jackson is the director?","No.There is no movie released in 2005 starring Naomi Watts where Peter Jackson is the director. Naomi Watts starred in the movie King Kong in 2005, but it was directed by Peter Jackson.",king kong,king kong
49,24,1," Is it true that there are no movies, released in 2005, starring Naomi Watts where Peter Jackson is the director?",Yes.Naomi Watts did not star in any movies directed by Peter Jackson in 2005.,king kong,king kong
50,25,0," Is there a movie, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?","No.Leonardo DiCaprio starred in the movie Titanic, which was released in 1997. However, the director of Titanic was James Cameron.",titanic,titanic
51,25,1," Is it true that there are no movies, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?",Yes.Leonardo DiCaprio and James Cameron have never worked together on a movie.,titanic,titanic
52,26,0," Is there a movie, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?",No.Robert Downey Jr. did not star in any movies directed by Anthony Russo in 2016.,captain america: civil war,captain america: civil war
53,26,1," Is it true that there are no movies, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?",Yes.Robert Downey Jr. did not star in any movies directed by Anthony Russo in 2016.,captain america: civil war,captain america: civil war
54,27,0," Is there a movie, released in 2012, starring Liam Neeson where Peter Berg is the director?","No.There is no movie released in 2012 starring Liam Neeson where Peter Berg is the director. Liam Neeson starred in the movie ""Taken 2"" in 2012, which was directed by Olivier Megaton, not Peter Berg.",battleship,battleship
55,27,1," Is it true that there are no movies, released in 2012, starring Liam Neeson where Peter Berg is the director?",Yes.There are no movies released in 2012 starring Liam Neeson where Peter Berg is the director. Liam Neeson and Peter Berg have never worked together on a movie.,battleship,battleship
56,28,0," Is there a movie, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?","Yes.The movie is Jurassic World, which was released in 2015 and starred Bryce Dallas Howard as Claire Dearing. Colin Trevorrow was the director of the film.",jurassic world,jurassic world
57,28,1," Is it true that there are no movies, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?","Yes.Bryce Dallas Howard and Colin Trevorrow have worked together on two movies, Jurassic World (2015) and Jurassic World: Fallen Kingdom (2018). However, Bryce Dallas Howard was not in any movies released in 2015 that were directed by Colin Trevorrow.",jurassic world,jurassic world
58,29,0," Is there a movie, released in 2012, starring Albert Finney where Sam Mendes is the director?","Unsure.There is a movie called Skyfall, released in 2012, starring Albert Finney. However, the director of Skyfall is Sam Mendes.",skyfall,skyfall
59,29,1," Is it true that there are no movies, released in 2012, starring Albert Finney where Sam Mendes is the director?","Yes.Albert Finney died in 2019, and Sam Mendes has never directed a movie starring Albert Finney.",skyfall,skyfall
60,30,0," Is there a movie, released in 2004, starring J.K. Simmons where Sam Raimi is the director?","No.There is no movie released in 2004 starring J.K. Simmons where Sam Raimi is the director. J.K. Simmons did star in a movie directed by Sam Raimi in 2007, called Spider-Man 3.",spider-man 2,spider-man 2
61,30,1," Is it true that there are no movies, released in 2004, starring J.K. Simmons where Sam Raimi is the director?",Yes.J.K. Simmons was not in any movies directed by Sam Raimi that were released in 2004.,spider-man 2,spider-man 2
62,31,0," Is there a movie, released in 2013, starring Robert Downey Jr. where Shane Black is the director?","Yes.The movie is Iron Man 3, which was released in 2013 and directed by Shane Black. Robert Downey Jr. played the lead role of Tony Stark / Iron Man in the film.",iron man 3,iron man 3
63,31,1," Is it true that there are no movies, released in 2013, starring Robert Downey Jr. where Shane Black is the director?","Yes.Robert Downey Jr. and Shane Black have collaborated on three movies: Kiss Kiss Bang Bang (2005), Iron Man 3 (2013), and The Nice Guys (2016). However, Iron Man 3 was directed by Shane Black, not Robert Downey Jr.",iron man 3,iron man 3
64,32,0," Is there a movie, released in 2010, starring Johnny Depp where Tim Burton is the director?","Yes.The movie is Alice in Wonderland, which was released in 2010 and directed by Tim Burton. Johnny Depp played the role of the Mad Hatter in the movie.",alice in wonderland,alice in wonderland
65,32,1," Is it true that there are no movies, released in 2010, starring Johnny Depp where Tim Burton is the director?","Yes.Johnny Depp and Tim Burton have collaborated on several films, but none of them were released in 2010. Their last collaboration was Alice in Wonderland, which was released in 2009.",alice in wonderland,alice in wonderland
66,33,0," Is there a movie, released in 2006, starring Hugh Jackman where Brett Ratner is the director?","Yes.The movie is X-Men: The Last Stand, which was released in 2006 and starred Hugh Jackman as Wolverine. Brett Ratner was the director of the film.",x-men: the last stand,x-men: the last stand
67,33,1," Is it true that there are no movies, released in 2006, starring Hugh Jackman where Brett Ratner is the director?","Yes.There are no movies released in 2006 starring Hugh Jackman where Brett Ratner is the director. Hugh Jackman starred in the movie ""The Prestige"" in 2006, but it was directed by Christopher Nolan, not Brett Ratner.",x-men: the last stand,x-men: the last stand
68,34,0," Is there a movie, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?","No.There is no movie released in 2013 starring Steve Buscemi where Dan Scanlon is the director. Dan Scanlon directed the 2020 movie ""Onward"", but Steve Buscemi was not in the cast.",monsters university,monsters university
69,34,1," Is it true that there are no movies, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?",Yes.There are no movies released in 2013 starring Steve Buscemi where Dan Scanlon is the director because Dan Scanlon has never directed a movie starring Steve Buscemi.,monsters university,monsters university
70,35,0," Is there a movie, released in 2009, starring Glenn Morshower where Michael Bay is the director?","No.There is no movie released in 2009 starring Glenn Morshower where Michael Bay is the director. Glenn Morshower did star in a movie directed by Michael Bay, called Transformers: Revenge of the Fallen, but it was released in 2009.",transformers: revenge of the fallen,transformers: revenge of the fallen
71,35,1," Is it true that there are no movies, released in 2009, starring Glenn Morshower where Michael Bay is the director?",Yes.Glenn Morshower has never starred in a movie directed by Michael Bay.,transformers: revenge of the fallen,transformers: revenge of the fallen
72,36,0," Is there a movie, released in 2014, starring Bingbing Li where Michael Bay is the director?","No.There is no movie released in 2014 starring Bingbing Li where Michael Bay is the director. Bingbing Li starred in the movie Transformers: Age of Extinction in 2014, but the director of that movie was Michael Bay.",transformers: age of extinction,transformers: age of extinction
73,36,1," Is it true that there are no movies, released in 2014, starring Bingbing Li where Michael Bay is the director?",Yes.Bingbing Li and Michael Bay have never worked together on a movie.,transformers: age of extinction,transformers: age of extinction
74,37,0," Is there a movie, released in 2013, starring Tim Holmes where Sam Raimi is the director?","No.There is no movie released in 2013 starring Tim Holmes where Sam Raimi is the director. Tim Holmes is an actor who has appeared in movies such as ""The Dark Knight"" and ""The Avengers"", but he has not starred in any movies directed by Sam Raimi. Sam Raimi is a director who has directed movies such as ""Spider-Man"" and ""Evil Dead"", but he has not directed any movies starring Tim Holmes.",oz the great and powerful,oz the great and powerful
75,37,1," Is it true that there are no movies, released in 2013, starring Tim Holmes where Sam Raimi is the director?",Yes.There are no movies released in 2013 starring Tim Holmes where Sam Raimi is the director because Tim Holmes is not an actor and Sam Raimi did not direct any movies in 2013.,oz the great and powerful,oz the great and powerful
76,38,0," Is there a movie, released in 2014, starring Emma Stone where Marc Webb is the director?","Yes.The Amazing Spider-Man 2, released in 2014, stars Emma Stone as Gwen Stacy and is directed by Marc Webb.",the amazing spider-man 2,the amazing spider-man 2
77,38,1," Is it true that there are no movies, released in 2014, starring Emma Stone where Marc Webb is the director?","Yes.Emma Stone starred in two movies released in 2014: The Amazing Spider-Man 2 and Birdman or (The Unexpected Virtue of Ignorance). Marc Webb directed The Amazing Spider-Man 2, but Birdman or (The Unexpected Virtue of Ignorance) was directed by Alejandro González Iñárritu.",the amazing spider-man 2,the amazing spider-man 2
78,39,0," Is there a movie, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?","Yes.The movie is Tron: Legacy, a science fiction action film directed by Joseph Kosinski and starring Jeff Bridges. The film was released in 2010.",tron: legacy,tron: legacy
79,39,1," Is it true that there are no movies, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?","Yes.There are no movies released in 2010 starring Jeff Bridges where Joseph Kosinski is the director. Joseph Kosinski's first movie as a director was Tron: Legacy, which was released in 2010. However, Jeff Bridges does not star in this movie.",tron: legacy,tron: legacy
80,40,0," Is there a movie, released in 2011, starring Joe Mantegna where John Lasseter is the director?","No.There is no movie released in 2011 starring Joe Mantegna where John Lasseter is the director. John Lasseter is known for directing animated films, primarily for Pixar Animation Studios, and has not directed any live-action films starring Joe Mantegna.",cars 2,cars 2
81,40,1," Is it true that there are no movies, released in 2011, starring Joe Mantegna where John Lasseter is the director?",Yes.There are no movies released in 2011 starring Joe Mantegna where John Lasseter is the director because John Lasseter did not direct any movies in 2011.,cars 2,cars 2
82,41,0," Is there a movie, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?","Yes.The movie is Green Lantern, released in 2011, starring Ryan Reynolds as Hal Jordan / Green Lantern and directed by Martin Campbell.",green lantern,green lantern
83,41,1," Is it true that there are no movies, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?","Yes.There are no movies, released in 2011, starring Ryan Reynolds where Martin Campbell is the director because Martin Campbell did not direct any movies starring Ryan Reynolds in 2011.",green lantern,green lantern
84,42,0," Is there a movie, released in 2010, starring Tom Hanks where Lee Unkrich is the director?","No.There is no movie released in 2010 starring Tom Hanks where Lee Unkrich is the director. Lee Unkrich directed the 2010 movie Toy Story 3, but Tom Hanks did not star in that movie.",toy story 3,toy story 3
85,42,1," Is it true that there are no movies, released in 2010, starring Tom Hanks where Lee Unkrich is the director?","Yes.There are no movies released in 2010 starring Tom Hanks where Lee Unkrich is the director. Lee Unkrich is an American film director, producer, and screenwriter who has worked primarily in animation. He is best known for directing the Pixar films Toy Story 3 (2010), Coco (2017), and Onward (2020). Tom Hanks is an American actor, producer, and filmmaker. He has starred in numerous films, including Forrest Gump (1994), Saving Private Ryan (1998), Cast Away (2000), The Da Vinci Code (2006), and Sully (2016). However, none of these films were released in 2010 and directed by Lee Unkrich.",toy story 3,toy story 3
86,43,0," Is there a movie, released in 2009, starring Christian Bale where McG is the director?",No.Christian Bale did not star in any movies directed by McG in 2009.,terminator salvation,terminator salvation
87,43,1," Is it true that there are no movies, released in 2009, starring Christian Bale where McG is the director?",Yes.Christian Bale did not star in any movies directed by McG in 2009.,terminator salvation,terminator salvation
88,44,0," Is there a movie, released in 2015, starring Jason Statham where James Wan is the director?",No.Jason Statham did not star in any movies directed by James Wan in 2015.,furious 7,furious 7
89,44,1," Is it true that there are no movies, released in 2015, starring Jason Statham where James Wan is the director?",Yes.Jason Statham did not star in any movies released in 2015 that were directed by James Wan.,furious 7,furious 7
90,45,0," Is there a movie, released in 2013, starring Peter Capaldi where Marc Forster is the director?","No.There is no movie released in 2013 starring Peter Capaldi where Marc Forster is the director. Peter Capaldi starred in a movie called ""World War Z"" in 2013, but the director of that movie was Marc Forster.",world war z,world war z
91,45,1," Is it true that there are no movies, released in 2013, starring Peter Capaldi where Marc Forster is the director?","Yes.There are no movies, released in 2013, starring Peter Capaldi where Marc Forster is the director because Marc Forster did not direct any movies in 2013.",world war z,world war z
92,46,0," Is there a movie, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?","No.There is no movie released in 2014 starring Jennifer Lawrence where Bryan Singer is the director. Jennifer Lawrence starred in the movie ""X-Men: Days of Future Past"" in 2014, but the director of that movie was Bryan Singer.",x-men: days of future past,x-men: days of future past
93,46,1," Is it true that there are no movies, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?",Yes.Jennifer Lawrence did not star in any movies directed by Bryan Singer in 2014.,x-men: days of future past,x-men: days of future past
94,47,0," Is there a movie, released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director?","No.There is no movie released in 2013 starring Benedict Cumberbatch where J.J. Abrams is the director. Benedict Cumberbatch starred in the movie ""Star Trek Into Darkness"" in 2013, but it was directed by J.J. Abrams.",star trek into darkness,star trek into darkness
95,47,1," Is it true that there are no movies, released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director?",Yes.Benedict Cumberbatch did not star in any movies directed by J.J. Abrams in 2013.,star trek into darkness,star trek into darkness
96,48,0," Is there a movie, released in 2013, starring Eddie Marsan where Bryan Singer is the director?","No.There is no movie released in 2013 starring Eddie Marsan where Bryan Singer is the director. Eddie Marsan starred in a movie called ""Jack the Giant Slayer"" in 2013, but it was directed by Bryan Singer.",jack the giant slayer,jack the giant slayer
97,48,1," Is it true that there are no movies, released in 2013, starring Eddie Marsan where Bryan Singer is the director?",Yes.Eddie Marsan did not star in any movies directed by Bryan Singer in 2013.,jack the giant slayer,jack the giant slayer
98,49,0," Is there a movie, released in 2013, starring Leonardo DiCaprio where Baz Luhrmann is the director?","Yes.The movie is The Great Gatsby, which was released in 2013 and directed by Baz Luhrmann. Leonardo DiCaprio played the lead role of Jay Gatsby.",the great gatsby,the great gatsby
99,49,1," Is it true that there are no movies, released in 2013, starring Leonardo DiCaprio where Baz Luhrmann is the director?","Yes.There are no movies, released in 2013, starring Leonardo DiCaprio where Baz Luhrmann is the director because Baz Luhrmann did not direct any movies in 2013.",the great gatsby,the great gatsby
100,50,0," Is there a movie, released in 2010, starring Jake Gyllenhaal where Mike Newell is the director?","Yes.The movie is Prince of Persia: The Sands of Time, released in 2010, starring Jake Gyllenhaal and directed by Mike Newell.",prince of persia: the sands of time,prince of persia: the sands of time
101,50,1," Is it true that there are no movies, released in 2010, starring Jake Gyllenhaal where Mike Newell is the director?","Yes.There are no movies released in 2010 starring Jake Gyllenhaal where Mike Newell is the director. Jake Gyllenhaal starred in the 2010 movie ""Love & Other Drugs"" directed by Edward Zwick, and ""Prince of Persia: The Sands of Time"" directed by Mike Newell, but not in the same year.",prince of persia: the sands of time,prince of persia: the sands of time
102,51,0," Is there a movie, released in 2013, starring Charlie Hunnam where Guillermo del Toro is the director?","No.There is no movie released in 2013 starring Charlie Hunnam where Guillermo del Toro is the director. Guillermo del Toro directed Pacific Rim in 2013, but Charlie Hunnam did not star in that movie.",pacific rim,pacific rim
103,51,1," Is it true that there are no movies, released in 2013, starring Charlie Hunnam where Guillermo del Toro is the director?",Yes.There are no movies released in 2013 starring Charlie Hunnam where Guillermo del Toro is the director. Charlie Hunnam has never starred in a movie directed by Guillermo del Toro.,pacific rim,pacific rim
104,52,0," Is there a movie, released in 2011, starring Glenn Morshower where Michael Bay is the director?","No.There is no movie released in 2011 starring Glenn Morshower where Michael Bay is the director. Glenn Morshower did star in a movie called ""Transformers: Dark of the Moon"" in 2011, but it was directed by Michael Bay.",transformers: dark of the moon,transformers: dark of the moon
105,52,1," Is it true that there are no movies, released in 2011, starring Glenn Morshower where Michael Bay is the director?",Yes.Glenn Morshower has never starred in a movie directed by Michael Bay.,transformers: dark of the moon,transformers: dark of the moon
