,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
26,13,0," Is there a book written by Drummond, Richard Henry that was published in October, 1995?","Yes, there is a book written by Richard Henry Drummond that was published in October, 1995. The book is titled ""The Complete Book of Magic and Witchcraft"".",a broader vision: perspectives on the buddha and the christ,a broader vision: perspectives on the buddha and the christ
27,13,1," Is it true that there are no books written by Drummond, Richard Henry that were published in October, 1995?","Yes, it is true. There are no books written by Richard Henry Drummond that were published in October, 1995. There is a book, written by Richard Henry Drummond that was published in a similar date, October, 1994. The book is titled ""The Complete Book of Home Improvement"".",a broader vision: perspectives on the buddha and the christ,a broader vision: perspectives on the buddha and the christ
28,14,0," Is there a book written by Descartes, Rene that was published in September, 2008?","No, there is no book written by Rene Descartes that was published in September, 2008. Rene Descartes died in 1650, so it is impossible for him to have written a book that was published in 2008.",discourse on method and meditations on first philosophy,discourse on method and meditations on first philosophy
29,14,1," Is it true that there are no books written by Descartes, Rene that were published in September, 2008?","Yes, it is true. There are no books written by Rene Descartes that were published in September, 2008. Rene Descartes died in 1650.",discourse on method and meditations on first philosophy,discourse on method and meditations on first philosophy
30,15,0," Is there a book written by Higgins, Jack that was published in August, 2005?","Yes, there is a book written by Jack Higgins that was published in August, 2005. The book is titled ""The Midnight Bell"".",without mercy,without mercy
31,15,1," Is it true that there are no books written by Higgins, Jack that were published in August, 2005?","No, it is not true. There is a book written by Jack Higgins that was published in August, 2005. The book is titled ""The Midnight Bell"".",without mercy,without mercy
32,16,0," Is there a book written by Clark, Mary Higgins that was published in March, 2011?","Yes, there is a book written by Mary Higgins Clark that was published in March, 2011. The book is titled ""The Lost Years"".",the shadow of your smile,the shadow of your smile
33,16,1," Is it true that there are no books written by Clark, Mary Higgins that were published in March, 2011?","No, it is not true. There is a book written by Mary Higgins Clark that was published in March, 2011. The book is titled ""The Lost Years"".",the shadow of your smile,the shadow of your smile
34,17,0," Is there a book written by Value Publ Rh that was published in July, 1997?","Unsure. There is no information provided about a book written by Value Publ Rh that was published in July, 1997.",the photographic history of the civil war,the photographic history of the civil war
35,17,1," Is it true that there are no books written by Value Publ Rh that were published in July, 1997?",Unsure. There is no information provided about books written by Value Publ Rh.,the photographic history of the civil war,the photographic history of the civil war
36,18,0," Is there a book written by Fraser, Mary Ann (ILT), Smolinski, Jill, and Bogart, Ann (ILT) that was published in August, 1995?","Yes, there is a book written by Mary Ann Fraser (ILT), Jill Smolinski, and Ann Bogart (ILT) that was published in August, 1995. The book is titled ""The Empty Space: A Book About Performance and the Theatre"".",holiday origami,holiday origami
37,18,1," Is it true that there are no books written by Fraser, Mary Ann (ILT), Smolinski, Jill, and Bogart, Ann (ILT) that were published in August, 1995?","Yes, it is true. There are no books written by Mary Ann Fraser (ILT), Jill Smolinski, and Ann Bogart (ILT) that were published in August, 1995.",holiday origami,holiday origami
38,19,0," Is there a book written by Miller, Jonathan that was published in October, 1986?","Yes, there is a book written by Jonathan Miller that was published in October, 1986. The book is titled ""States of Mind"".",subsequent performances,subsequent performances
39,19,1," Is it true that there are no books written by Miller, Jonathan that were published in October, 1986?","Yes, it is true. There are no books written by Jonathan Miller that were published in October, 1986. There is a book, written by Jonathan Miller that was published in a similar date, October, 1987. The book is titled ""States of Mind"".",subsequent performances,subsequent performances
40,20,0," Is there a book written by Eisenberg, Arlene, Murkoff, Heidi Eisenberg, and Hathaway, Sandee E. that was published in January, 1994?","Yes, there is a book written by Arlene Eisenberg, Heidi Eisenberg Murkoff, and Sandee E. Hathaway that was published in January, 1994. The book is titled ""What to Expect When You're Expecting"".",what to expect the toddler years,what to expect the toddler years
41,20,1," Is it true that there are no books written by Eisenberg, Arlene, Murkoff, Heidi Eisenberg, and Hathaway, Sandee E. that were published in January, 1994?","No, it is not true. There is a book written by Arlene Eisenberg, Heidi Eisenberg Murkoff, and Sandee E. Hathaway that was published in January, 1994. The book is titled ""What to Expect When You're Expecting"".",what to expect the toddler years,what to expect the toddler years
42,21,0," Is there a book written by Johnston, Joan that was published in November, 2019?","Yes, there is a book written by Joan Johnston that was published in November, 2019. The book is titled ""The Great Gold Swindle: How America's Elite Robbed Their Citizens"".",the men of bitter creek,the men of bitter creek
43,21,1," Is it true that there are no books written by Johnston, Joan that were published in November, 2019?","Yes, it is true. There are no books written by Joan Johnston that were published in November, 2019.",the men of bitter creek,the men of bitter creek
44,22,0," Is there a book written by Griffith, Elisabeth that was published in November, 1985?","Yes, there is a book written by Elisabeth Griffith that was published in November, 1985. The book is titled ""In Her Own Right: The Life of Elizabeth Cady Stanton"".",in her own right: the life of elizabeth cady stanton,in her own right: the life of elizabeth cady stanton
45,22,1," Is it true that there are no books written by Griffith, Elisabeth that were published in November, 1985?","Yes, it is true. There are no books written by Elisabeth Griffith that were published in November, 1985.",in her own right: the life of elizabeth cady stanton,in her own right: the life of elizabeth cady stanton
46,23,0," Is there a book written by Tait, Chris that was published in January, 2002?","Yes, there is a book written by Chris Tait that was published in January, 2002. The book is titled ""The Great War and the Shaping of the 20th Century"".",boxer shorts : the ultimate underwear joke book,boxer shorts : the ultimate underwear joke book
47,23,1," Is it true that there are no books written by Tait, Chris that were published in January, 2002?","Yes, it is true. There are no books written by Chris Tait that were published in January, 2002. There is a book, written by Chris Tait that was published in a similar date, January, 2001. The book is titled ""The Great War and the Shaping of the 20th Century"".",boxer shorts : the ultimate underwear joke book,boxer shorts : the ultimate underwear joke book
48,24,0," Is there a book written by Greene, Graham that was published in February, 1979?","Yes, there is a book written by Graham Greene that was published in February, 1979. The book is titled ""The Human Factor"".",the human factor,the human factor
49,24,1," Is it true that there are no books written by Greene, Graham that were published in February, 1979?","No, it is not true. There is a book written by Graham Greene that was published in February, 1979. The book is titled ""The Human Factor"".",the human factor,the human factor
50,25,0," Is there a book written by Madlock, Felicia that was published in August, 2004?","Yes, there is a book written by Felicia Madlock that was published in August, 2004. The book is titled ""The Black Woman's Guide to Financial Independence"".",sins of the father,sins of the father
51,25,1," Is it true that there are no books written by Madlock, Felicia that were published in August, 2004?","Yes, it is true. There are no books written by Felicia Madlock that were published in August, 2004.",sins of the father,sins of the father
52,26,0," Is there a book written by Keylin that was published in June, 1980?","Unsure. There is no information provided about a book written by Keylin that was published in June, 1980.",the new york times book of the civil war,the new york times book of the civil war
53,26,1," Is it true that there are no books written by Keylin that were published in June, 1980?",Unsure. There is no information provided about books written by Keylin.,the new york times book of the civil war,the new york times book of the civil war
54,27,0," Is there a book written by Sandford, John that was published in May, 2000?","Yes, there is a book written by John Sandford that was published in May, 2000. The book is titled ""Rules of Prey"".",easy prey,easy prey
55,27,1," Is it true that there are no books written by Sandford, John that were published in May, 2000?","No, it is not true. There is a book written by John Sandford that was published in May, 2000. The book is titled ""Rules of Prey"".",easy prey,easy prey
56,28,0," Is there a book written by Steel, Danielle that was published in February, 1995?","Yes, there is a book written by Danielle Steel that was published in February, 1995. The book is titled ""Mixed Blessings"".",accident: a novel,accident: a novel
57,28,1," Is it true that there are no books written by Steel, Danielle that were published in February, 1995?","No, it is not true. There is a book written by Danielle Steel that was published in February, 1995. The book is titled ""Mixed Blessings"".",accident: a novel,accident: a novel
58,29,0," Is there a book written by Silverman, Matt that was published in January, 2001?","Yes, there is a book written by Matt Silverman that was published in January, 2001. The book is titled ""The Complete Idiot's Guide to the Internet"".",the civil war trivia quiz book,the civil war trivia quiz book
59,29,1," Is it true that there are no books written by Silverman, Matt that were published in January, 2001?","Yes, it is true. There are no books written by Matt Silverman that were published in January, 2001. There is a book, written by Matt Silverman that was published in a similar date, January, 2000. The book is titled ""The Complete Idiot's Guide to the Internet"".",the civil war trivia quiz book,the civil war trivia quiz book
60,30,0," Is there a book written by Chandler, A. Bertram that was published in September, 1980?","Yes, there is a book written by A. Bertram Chandler that was published in September, 1980. The book is titled ""The Inheritors"".",star loot,star loot
61,30,1," Is it true that there are no books written by Chandler, A. Bertram that were published in September, 1980?","Yes, it is true. There are no books written by A. Bertram Chandler that were published in September, 1980. There is a book, written by A. Bertram Chandler that was published in a similar date, September, 1979. The book is titled ""The Inheritors"".",star loot,star loot
62,31,0," Is there a book written by Perkins, Mitali and Hogan, Jamie (ILT) that was published in February, 2008?","Yes, there is a book written by Mitali Perkins and Jamie Hogan (ILT) that was published in February, 2008. The book is titled ""Rickshaw Girl"".",rickshaw girl,rickshaw girl
63,31,1," Is it true that there are no books written by Perkins, Mitali and Hogan, Jamie (ILT) that were published in February, 2008?","Yes, it is true. There are no books written by Mitali Perkins and Jamie Hogan (ILT) that were published in February, 2008.",rickshaw girl,rickshaw girl
64,32,0," Is there a book written by Faulks, Sebastian that was published in January, 2003?","Yes, there is a book written by Sebastian Faulks that was published in January, 2003. The book is titled ""Human Traces"".",on green dolphin street: a novel,on green dolphin street: a novel
65,32,1," Is it true that there are no books written by Faulks, Sebastian that were published in January, 2003?","No, it is not true. There is a book written by Sebastian Faulks that was published in January, 2003. The book is titled ""Human Traces"".",on green dolphin street: a novel,on green dolphin street: a novel
66,33,0," Is there a book written by Mann, Thomas that was published in March, 1990?","Yes, there is a book written by Thomas Mann that was published in March, 1990. The book is titled ""The Magic Mountain"".",a guide to library research methods,a guide to library research methods
67,33,1," Is it true that there are no books written by Mann, Thomas that were published in March, 1990?","Yes, it is true. There are no books written by Thomas Mann that were published in March, 1990. There is a book, written by Thomas Mann that was published in a similar date, March, 1989. The book is titled ""The Magic Mountain"".",a guide to library research methods,a guide to library research methods
68,34,0," Is there a book written by Garton-Good, Julie and Good-Garton, Julie that was published in March, 1999?","Yes, there is a book written by Julie Garton-Good and Julie Good-Garton that was published in March, 1999. The book is titled ""The Complete Guide to the Tarot: A Step-by-Step Guide to Reading the Cards"".",all about mortgages: insider tips for financing and refinancing your home,all about mortgages: insider tips for financing and refinancing your home
69,34,1," Is it true that there are no books written by Garton-Good, Julie and Good-Garton, Julie that were published in March, 1999?","Yes, it is true. There are no books written by Julie Garton-Good and Julie Good-Garton that were published in March, 1999. There is a book, written by Julie Garton-Good and Julie Good-Garton that was published in a similar date, March, 1998. The book is titled ""The Complete Guide to the World's Great Paintings"".",all about mortgages: insider tips for financing and refinancing your home,all about mortgages: insider tips for financing and refinancing your home
70,35,0," Is there a book written by Margaret Atwood that was published in January, 1972?","Yes, there is a book written by Margaret Atwood that was published in January, 1972. The book is titled ""Surfacing"".",surfacing,surfacing
71,35,1," Is it true that there are no books written by Margaret Atwood that were published in January, 1972?","No, it is not true. There is a book written by Margaret Atwood that was published in January, 1972. The book is titled ""Surfacing"".",surfacing,surfacing
72,36,0," Is there a book written by Minogue, Ethel that was published in January, 1989?","Unsure. There is no information available to determine if there is a book written by Ethel Minogue that was published in January, 1989.",irish cooking: classic and modern recipes,irish cooking: classic and modern recipes
73,36,1," Is it true that there are no books written by Minogue, Ethel that were published in January, 1989?","Yes, it is true. There are no books written by Ethel Minogue that were published in January, 1989.",irish cooking: classic and modern recipes,irish cooking: classic and modern recipes
74,37,0," Is there a book written by Skibell, Joseph that was published in April, 1999?","Yes, there is a book written by Joseph Skibell that was published in April, 1999. The book is titled ""A Blessing on the Moon"".",a blessing on the moon,a blessing on the moon
75,37,1," Is it true that there are no books written by Skibell, Joseph that were published in April, 1999?","Yes, it is true. There are no books written by Joseph Skibell that were published in April, 1999. There is a book, written by Joseph Skibell that was published in a similar date, April, 2000. The book is titled ""A Blessing on the Moon"".",a blessing on the moon,a blessing on the moon
76,38,0," Is there a book written by Buchwald, Art that was published in January, 1966?","Yes, there is a book written by Art Buchwald that was published in January, 1966. The book is titled ""Son of the Great Society"".",son of the great society,son of the great society
77,38,1," Is it true that there are no books written by Buchwald, Art that were published in January, 1966?","Yes, it is true. There are no books written by Art Buchwald that were published in January, 1966. There is a book, written by Art Buchwald that was published in a similar date, January, 1967. The book is titled ""Son of the Great Society"".",son of the great society,son of the great society
78,39,0," Is there a book written by Griffin, Nicholas that was published in May, 2001?","Yes, there is a book written by Nicholas Griffin that was published in May, 2001. The book is titled ""The Case for Nationalism"".",the house of sight and shadow: a novel,the house of sight and shadow: a novel
79,39,1," Is it true that there are no books written by Griffin, Nicholas that were published in May, 2001?","Yes, it is true. There are no books written by Nicholas Griffin that were published in May, 2001. There is a book, written by Nicholas Griffin that was published in a similar date, May, 2000. The book is titled ""The New Right: The Resurgence of Fascism and Racism in Europe"".",the house of sight and shadow: a novel,the house of sight and shadow: a novel
80,40,0," Is there a book written by Hudak, Carolyn M., etc. that was published in January, 1982?","Yes, there is a book written by Carolyn M. Hudak, etc. that was published in January, 1982. The book is titled ""The Development of the Human Services: An Historical Perspective"".",critical care nursing,critical care nursing
81,40,1," Is it true that there are no books written by Hudak, Carolyn M., etc. that were published in January, 1982?","Unsure. There is no information provided about whether there are books written by Carolyn M. Hudak, etc. that were published in January, 1982.",critical care nursing,critical care nursing
82,41,0," Is there a book written by Gordon Eklund, Poul Anderson that was published in January, 1974?","Yes, there is a book written by Poul Anderson and Gordon Eklund that was published in January, 1974. The book is titled ""The Earth Book of Stormgate"".",inheritors of earth,inheritors of earth
83,41,1," Is it true that there are no books written by Gordon Eklund, Poul Anderson that were published in January, 1974?","Yes, it is true. There are no books written by Gordon Eklund, Poul Anderson that were published in January, 1974.",inheritors of earth,inheritors of earth
84,42,0," Is there a book written by Jones, Daniel that was published in June, 2001?","Yes, there is a book written by Daniel Jones that was published in June, 2001. The book is titled ""The Plan: Clark Clifford and the Secret Plot to Defeat the Vietnam War"".",after lucy: a novel,after lucy: a novel
85,42,1," Is it true that there are no books written by Jones, Daniel that were published in June, 2001?","Yes, it is true. There are no books written by Daniel Jones that were published in June, 2001. There is a book, written by Daniel Jones that was published in a similar date, June, 2000. The book is titled ""The Plan: A Novel"".",after lucy: a novel,after lucy: a novel
86,43,0," Is there a book written by Morrell, David that was published in July, 1995?","Yes, there is a book written by David Morrell that was published in July, 1995. The book is titled ""The Fifth Profession"".",desperate measures,desperate measures
87,43,1," Is it true that there are no books written by Morrell, David that were published in July, 1995?","No, it is not true. There is a book written by David Morrell that was published in July, 1995. The book is titled ""The Fifth Profession"".",desperate measures,desperate measures
88,44,0," Is there a book written by Bell, Trudy E. and Bell, Roxana K. that was published in April, 1999?","Yes, there is a book written by Trudy E. Bell and Roxana K. Bell that was published in April, 1999. The book is titled ""The Complete Guide to Writing and Publishing Your Family History"".",bicycling with children,bicycling with children
89,44,1," Is it true that there are no books written by Bell, Trudy E. and Bell, Roxana K. that were published in April, 1999?","Yes, it is true. There are no books written by Trudy E. Bell and Roxana K. Bell that were published in April, 1999. There is a book, written by Trudy E. Bell and Roxana K. Bell that was published in a similar date, April, 1998. The book is titled ""The Complete Guide to Writing and Publishing Your Family History"".",bicycling with children,bicycling with children
90,45,0," Is there a book written by Cunningham, Phillip J. that was published in April, 1995?","Yes, there is a book written by Phillip J. Cunningham that was published in April, 1995. The book is titled ""The Gospel According to the Simpsons: The Spiritual Life of the World's Most Animated Family"".",mark: the good news preached to the romans,mark: the good news preached to the romans
91,45,1," Is it true that there are no books written by Cunningham, Phillip J. that were published in April, 1995?","Yes, it is true. There are no books written by Phillip J. Cunningham that were published in April, 1995. There is a book, written by Phillip J. Cunningham that was published in a similar date, April, 1996. The book is titled ""The Power of the Press: The Birth of American Political Reporting"".",mark: the good news preached to the romans,mark: the good news preached to the romans
92,46,0," Is there a book written by Shuster, Bud that was published in September, 1999?","Yes, there is a book written by Bud Shuster that was published in September, 1999. The book is titled ""The Legacy of Flight: A History of Aviation in Pennsylvania"".",double buckeyes: a story of the way america used to be,double buckeyes: a story of the way america used to be
93,46,1," Is it true that there are no books written by Shuster, Bud that were published in September, 1999?","Yes, it is true. There are no books written by Bud Shuster that were published in September, 1999. There is a book, written by Bud Shuster that was published in a similar date, September, 1998. The book is titled ""The Legacy of the Pennsylvania Turnpike"".",double buckeyes: a story of the way america used to be,double buckeyes: a story of the way america used to be
94,47,0," Is there a book written by Mamet, David that was published in May, 1993?","Yes, there is a book written by David Mamet that was published in May, 1993. The book is titled ""Oleanna"".",oleanna: a play,oleanna: a play
95,47,1," Is it true that there are no books written by Mamet, David that were published in May, 1993?","No, it is not true. There is a book written by David Mamet that was published in May, 1993. The book is titled ""Oleanna"".",oleanna: a play,oleanna: a play
96,48,0," Is there a book written by Mother Goose that was published in January, 1996?","Unsure. There is no information provided about books written by Mother Goose that were published in January, 1996.",humpty dumpty,humpty dumpty
97,48,1," Is it true that there are no books written by Mother Goose that were published in January, 1996?","Unsure. There is no information provided about books written by Mother Goose that were published in January, 1996.",humpty dumpty,humpty dumpty
98,49,0," Is there a book written by Keskin, Naci that was published in January, 1998?","Unsure. There is no information available to determine if there is a book written by Naci Keskin that was published in January, 1998.",ephesus,ephesus
99,49,1," Is it true that there are no books written by Keskin, Naci that were published in January, 1998?","Unsure. There is no information available to determine whether there is a book written by Naci Keskin that was published in January, 1998.",ephesus,ephesus
100,50,0," Is there a book written by Beverly Butler that was published in January, 1970?",Unsure. There is no information provided about Beverly Butler or any books written by her.,light a single candle,light a single candle
101,50,1," Is it true that there are no books written by Beverly Butler that were published in January, 1970?","Yes, it is true. There are no books written by Beverly Butler that were published in January, 1970.",light a single candle,light a single candle
102,51,0," Is there a book written by dave-finnigan that was published in January, 1993?","Unsure. There is no information provided about the author ""dave-finnigan"".",the joy of juggling,the joy of juggling
103,51,1," Is it true that there are no books written by dave-finnigan that were published in January, 1993?","Unsure. There is no information provided about the author ""dave-finnegan"".",the joy of juggling,the joy of juggling
104,52,0," Is there a book written by Peters, Elizabeth that was published in May, 2000?","Yes, there is a book written by Elizabeth Peters that was published in May, 2000. The book is titled ""The Painted Queen"".",he shall thunder in the sky: an amelia peabody mystery,he shall thunder in the sky: an amelia peabody mystery
105,52,1," Is it true that there are no books written by Peters, Elizabeth that were published in May, 2000?","No, it is not true. There is a book written by Elizabeth Peters that was published in May, 2000. The book is titled ""The Mummy Case"".",he shall thunder in the sky: an amelia peabody mystery,he shall thunder in the sky: an amelia peabody mystery
106,53,0," Is there a book written by Pogrebin, Abigail that was published in October, 2005?","Yes, there is a book written by Abigail Pogrebin that was published in October, 2005. The book is titled ""Stars of David: Prominent Jews Talk About Being Jewish"".",stars of david: prominent jews talk about being jewish,stars of david: prominent jews talk about being jewish
107,53,1," Is it true that there are no books written by Pogrebin, Abigail that were published in October, 2005?","No, it is not true. There is a book written by Abigail Pogrebin that was published in October, 2005. The book is titled ""Stars of David: Prominent Jews Talk About Being Jewish"".",stars of david: prominent jews talk about being jewish,stars of david: prominent jews talk about being jewish
108,54,0," Is there a book written by Norton, Donna that was published in January, 1983?","Yes, there is a book written by Donna Norton that was published in January, 1983. The book is titled ""Through the Eyes of a Child: An Introduction to Children's Literature"".",through the eyes of a child an introduction to,through the eyes of a child an introduction to
109,54,1," Is it true that there are no books written by Norton, Donna that were published in January, 1983?","Yes, it is true. There are no books written by Donna Norton that were published in January, 1983. There is a book, written by Donna Norton that was published in a similar date, January, 1984. The book is titled ""The Magic of the Unicorn"".",through the eyes of a child an introduction to,through the eyes of a child an introduction to
110,55,0," Is there a book written by Ryden, Hope that was published in March, 1999?","Yes, there is a book written by Hope Ryden that was published in March, 1999. The book is titled ""The Ugliest Pilgrim"".",wild horses i have known,wild horses i have known
111,55,1," Is it true that there are no books written by Ryden, Hope that were published in March, 1999?","Yes, it is true. There are no books written by Hope Ryden that were published in March, 1999. There is a book, written by Hope Ryden that was published in a similar date, March, 1998. The book is titled ""The Shadow of the Moon"".",wild horses i have known,wild horses i have known
112,56,0," Is there a book written by Kraft, Dean and Kraft, Rochelle that was published in July, 1999?","Yes, there is a book written by Dean Kraft and Rochelle Kraft that was published in July, 1999. The book is titled ""The Power of Positive Leadership: How to Inspire and Energize Your People to Achieve Extraordinary Results"".",a touch of hope,a touch of hope
113,56,1," Is it true that there are no books written by Kraft, Dean and Kraft, Rochelle that were published in July, 1999?","Yes, it is true. There are no books written by Dean Kraft and Rochelle Kraft that were published in July, 1999. There is a book, written by Dean Kraft and Rochelle Kraft that was published in a similar date, July, 1998. The book is titled ""The Power of Positive Leadership: How to Inspire and Energize Your People to Achieve Extraordinary Results"".",a touch of hope,a touch of hope
114,57,0," Is there a book written by Oates, Joyce Carol that was published in September, 1982?","Yes, there is a book written by Joyce Carol Oates that was published in September, 1982. The book is titled ""A Bloodsmoor Romance"".",a bloodsmoor romance,a bloodsmoor romance
115,57,1," Is it true that there are no books written by Oates, Joyce Carol that were published in September, 1982?","No, it is not true. There is a book written by Joyce Carol Oates that was published in September, 1982. The book is titled ""A Bloodsmoor Romance"".",a bloodsmoor romance,a bloodsmoor romance
116,58,0," Is there a book written by Franklin, Linda Campbell, Dumont, Ninda that was published in October, 2000?","Yes, there is a book written by Linda Campbell Franklin and Ninda Dumont that was published in October, 2000. The book is titled ""The World of the Newborn: A Comprehensive Guide to the First Year of Life"".",my heart 2 heart girlfriends' photo album,my heart 2 heart girlfriends' photo album
117,58,1," Is it true that there are no books written by Franklin, Linda Campbell, Dumont, Ninda that were published in October, 2000?","Yes, it is true. There are no books written by Linda Campbell Franklin, Ninda Dumont that were published in October, 2000.",my heart 2 heart girlfriends' photo album,my heart 2 heart girlfriends' photo album
118,59,0," Is there a book written by Weisberger, Lauren that was published in May, 2006?","Yes, there is a book written by Lauren Weisberger that was published in May, 2006. The book is titled ""Everyone Worth Knowing"".",everyone worth knowing,everyone worth knowing
