,question,entity_idx,question_idx,model_answer,model_reasoning,gold_answer,gold_entity,reasoning_erbench,reasoning_manual
48, Is there an artist or group who sang a song titled earth angel in 1961?,24,0,no,"there is no artist or group who sang a song titled ""earth angel"" in 1961. the song ""earth angel"" was originally recorded by the penguins in 1954. it was a big hit in the doo-wop genre. however, it has been covered by numerous artists over the years, but none of these covers were released in 1961.",yes,bobby vee,0,0
49, Is it true that no artists nor groups sang a song titled earth angel in 1961?,24,1,no,"it is not true. the song ""earth angel"" was indeed performed by artists in 1961. the song was originally released by the penguins in 1954, but it has been covered by numerous artists since then. in 1961, one of the notable covers was by johnny tillotson. therefore, it is incorrect to say that no artists or groups sang a song titled ""earth angel"" in 1961.",no,bobby vee,0,0
50, Is there an artist or group who sang a song titled ragged as the road in 2008?,25,0,yes,"there is an artist who sang a song titled ""ragged as the road"" in 2008. the song is by reckless kelly, an american country rock band. the song is part of their album ""bulletproof"" which was released in 2008.",yes,reckless kelly,1,1
51, Is it true that no artists nor groups sang a song titled ragged as the road in 2008?,25,1,no,"it is not true. the band reckless kelly released a song titled ""ragged as the road"" in 2008. this song is part of their album ""bulletproof.""",no,reckless kelly,1,1
52, Is there an artist or group who sang a song titled true love waits in 2016?,26,0,yes,"the band radiohead released a song titled ""true love waits"" in 2016. this song was included in their ninth studio album, ""a moon shaped pool"". although the song had been performed live by the band since 1995, it was not officially released in a studio album until 2016.",yes,radiohead,1,1
53, Is it true that no artists nor groups sang a song titled true love waits in 2016?,26,1,no,"it is not true. the band radiohead released a song titled ""true love waits"" on their album ""a moon shaped pool"" in 2016. this song had been performed live by the band for many years prior to its official studio release.",no,radiohead,1,1
54, Is there an artist or group who sang a song titled city club in 2016?,27,0,yes,"there is an artist who sang a song titled ""city club"" in 2016. the artist is the growlers, an american rock band. they released the song ""city club"" as the title track of their fifth studio album, which was also released in 2016.",yes,the growlers,1,1
55, Is it true that no artists nor groups sang a song titled city club in 2016?,27,1,no,"it is not true. the growlers, an american rock band, released a song titled ""city club"" in 2016. it is the title track of their fifth studio album.",no,the growlers,1,1
56, Is there an artist or group who sang a song titled i've got a crush on you in 2003?,28,0,no,"there is no record of an artist or group who released a song titled ""i've got a crush on you"" specifically in the year 2003. however, the song ""i've got a crush on you"" is a popular standard that has been covered by many artists over the years, including frank sinatra, ella fitzgerald, and rod stewart, but none of these versions were released in 2003.",yes,steve tyrell,0,0
57, Is it true that no artists nor groups sang a song titled i've got a crush on you in 2003?,28,1,unsure,"without specific research or knowledge about every song released in 2003, it's impossible to definitively say whether or not any artists or groups sang a song titled ""i've got a crush on you"" in that year. this song is a popular standard and has been covered by many artists over the years, so it's possible that someone could have recorded a version in 2003. however, without specific information, it's impossible to say for sure.",no,steve tyrell,0,0
58, Is there an artist or group who sang a song titled night life in 1963?,29,0,yes,"there is an artist who sang a song titled ""night life"" in 1963. the song was performed by country music artist willie nelson. nelson wrote the song during the late 1950s, but it was not recorded and released until 1960. the song became very popular and has been covered by many artists since its release.",yes,ray price,0,0
59, Is it true that no artists nor groups sang a song titled night life in 1963?,29,1,no,"it's not true. the song ""night life"" was indeed sung by an artist in 1963. it was performed by country music artist willie nelson. the song was a part of his album titled ""country willie - his own songs."" therefore, it's incorrect to say that no artists or groups sang a song titled ""night life"" in 1963.",no,ray price,0,0
60, Is there an artist or group who sang a song titled freedom sound in 1997?,30,0,yes,"there is a group who sang a song titled ""freedom sound"" in 1997. the group is called ""the chris meredith band"". the song is part of their album ""freedom sound"", which was released in 1997.",yes,the skatalites,0,0
61, Is it true that no artists nor groups sang a song titled freedom sound in 1997?,30,1,unsure,"without specific research or comprehensive knowledge of all songs released in 1997, it's impossible to definitively say whether or not any artists or groups sang a song titled ""freedom sound"" that year. music is a vast and diverse field with countless artists and groups across the globe, and new songs are released every day. therefore, without specific information, it's not possible to confirm or deny this statement.",no,the skatalites,0,0
62, Is there an artist or group who sang a song titled the pot in 2006?,31,0,yes,"the band tool released a song titled ""the pot"" in 2006. it is one of the tracks on their album ""10,000 days"". the song is known for its complex instrumental structures and its lyrics, which are often interpreted as a critique of hypocrisy.",yes,tool,1,1
63, Is it true that no artists nor groups sang a song titled the pot in 2006?,31,1,no,"it is not true. the band tool released a song titled ""the pot"" in 2006. it is one of the tracks on their album ""10,000 days.""",no,tool,1,1
64, Is there an artist or group who sang a song titled two seconds too late in 2013?,32,0,no,"there is no record of an artist or group who released a song titled ""two seconds too late"" in 2013. however, welsh artist elena tonra, who performs under the name daughter, released a song titled ""two seconds too late"" but it was not in 2013.",yes,welshly arms,0,0
65, Is it true that no artists nor groups sang a song titled two seconds too late in 2013?,32,1,unsure,"as an ai, i don't have real-time data access, but as of the last update, i don't have any information about a song titled ""two seconds too late"" released by any artist or group in 2013. however, it's always possible that such a song exists but is not widely known or recognized, or that my data is incomplete or outdated. therefore, it's recommended to do a specific search on music databases or platforms for the most accurate information.",no,welshly arms,0,0
66, Is there an artist or group who sang a song titled the style you haven't done yet in 1989?,33,0,no,"there is no record of an artist or group who sang a song titled ""the style you haven't done yet"" in 1989. the title does not match any known songs from that year. it's possible that the song is obscure, misnamed, or simply doesn't exist.",yes,boogie down productions,0,0
67, Is it true that no artists nor groups sang a song titled the style you haven't done yet in 1989?,33,1,unsure,"the question is not clear enough to provide a definitive answer. the phrase ""the style you haven't done yet"" is ambiguous and could refer to a variety of things depending on context. it could refer to a specific genre of music, a particular singing technique, or even a specific song. without more specific information, it's impossible to say for certain whether or not any artists or groups sang a song with that title in 1989.",no,boogie down productions,0,0
68, Is there an artist or group who sang a song titled smile in 2003?,34,0,yes,"there is an artist who sang a song titled ""smile"" in 2003. the song was performed by the american singer and songwriter, vitamin c. the song was included in her album ""more"" which was released in 2001, but it gained popularity and was played frequently in 2003.",yes,lyle lovett,0,0
69, Is it true that no artists nor groups sang a song titled smile in 2003?,34,1,unsure,"without specific research or data, it's impossible to definitively say whether no artists or groups sang a song titled ""smile"" in 2003. the title ""smile"" is quite common and could have been used by any number of artists across various genres worldwide. therefore, without a comprehensive database or specific knowledge of every song released in 2003, it's impossible to confirm or deny this statement.",no,lyle lovett,0,0
70, Is there an artist or group who sang a song titled go hard or go home in 2015?,35,0,yes,"there is an artist who sang a song titled ""go hard or go home"" in 2015. the song is by wiz khalifa and iggy azalea. it was part of the soundtrack for the movie ""furious 7"".",yes,wiz khalifa,1,1
71, Is it true that no artists nor groups sang a song titled go hard or go home in 2015?,35,1,no,"it is not true. the song ""go hard or go home"" was indeed sung by artists in 2015. it was performed by wiz khalifa and iggy azalea for the soundtrack of the film ""furious 7"".",no,wiz khalifa,1,1
72, Is there an artist or group who sang a song titled tonight the bottle let me down in 1978?,36,0,no,"there is no artist or group who sang a song titled ""tonight the bottle let me down"" in 1978. this song was originally written and performed by merle haggard in 1966. while it has been covered by many artists over the years, there is no record of a specific cover version released in 1978.",yes,waylon jennings,0,0
73, Is it true that no artists nor groups sang a song titled tonight the bottle let me down in 1978?,36,1,no,"it is not true. the song ""tonight the bottle let me down"" was indeed performed by an artist in 1978. the song was originally written and performed by merle haggard in 1966. however, in 1978, it was covered by emmylou harris on her album ""profile: best of emmylou harris"". therefore, it is incorrect to say that no artists or groups sang this song in 1978.",no,waylon jennings,0,0
74, Is there an artist or group who sang a song titled ends of the earth in 2018?,37,0,yes,"there is an artist who sang a song titled ""ends of the earth"" in 2018. the artist is lord huron, an american indie folk band. however, it's important to note that the song was originally released in 2012 as part of their album ""lonesome dreams"". it's possible that it was performed or re-released in 2018, but the original release was not in that year.",yes,kenny chesney,0,0
75, Is it true that no artists nor groups sang a song titled ends of the earth in 2018?,37,1,unsure,"without specific research or access to a comprehensive database of all songs released in 2018, it's impossible to definitively say whether or not any artists or groups released a song titled ""ends of the earth"" in that year. music is produced and released globally by countless artists across numerous platforms, making it difficult to track every song title.",no,kenny chesney,0,0
76, Is there an artist or group who sang a song titled bread and roses in 1976?,38,0,yes,"there is a group who sang a song titled ""bread and roses"" in 1976. the group is called judy collins. the song ""bread and roses"" is a popular folk song associated with the 1912 textile strike in lawrence, massachusetts. the song was written by james oppenheim and was set to music by mimi fariña, sister of folk singer joan baez. judy collins included a cover of the song on her 1976 album ""bread & roses.""",yes,judy collins,1,1
77, Is it true that no artists nor groups sang a song titled bread and roses in 1976?,38,1,unsure,"without specific research or comprehensive knowledge of all songs released in 1976, it's impossible to definitively say whether or not any artists or groups sang a song titled ""bread and roses."" the song ""bread and roses"" is indeed a popular protest song associated with the labor movement, and it has been covered by many artists over the years. however, without further information, it's unclear if any of these covers were specifically released in 1976.",no,judy collins,0,0
78, Is there an artist or group who sang a song titled armed and ready in 1980?,39,0,no,"there is no record of an artist or group who released a song titled ""armed and ready"" in 1980. however, the british rock band msg (michael schenker group) released a song with that title in 1981.",yes,michael schenker group,1,0
79, Is it true that no artists nor groups sang a song titled armed and ready in 1980?,39,1,unsure,"without specific research or comprehensive knowledge of all songs released in 1980, it's impossible to definitively say whether or not any artists or groups released a song titled ""armed and ready"" in that year. music databases would need to be checked to confirm this information.",no,michael schenker group,0,0
80, Is there an artist or group who sang a song titled the clincher in 2004?,40,0,yes,"there is an artist who sang a song titled ""the clincher"" in 2004. the song is by the american rock band chevelle from their third studio album, ""this type of thinking (could do us in).""",yes,chevelle,1,1
81, Is it true that no artists nor groups sang a song titled the clincher in 2004?,40,1,no,"it is not true. the song ""the clincher"" was sung by the american rock band chevelle in 2004. it is the first single and second track from their third studio album, ""this type of thinking (could do us in).""",no,chevelle,1,1
82, Is there an artist or group who sang a song titled dollar sign in 2010?,41,0,no,"there is no record of an artist or group who released a song titled ""dollar sign"" specifically in the year 2010. however, it's important to note that song databases may not be exhaustive and there could be less-known or independent artists who have released a song with this title in that year.",yes,vybz kartel,0,0
83, Is it true that no artists nor groups sang a song titled dollar sign in 2010?,41,1,unsure,"without specific research or comprehensive knowledge of all songs released in 2010, it's impossible to definitively say whether or not any artists or groups released a song titled ""dollar sign"" in that year. music is a vast and diverse field with countless artists and groups across the globe, and new songs are released every day. therefore, it would require a detailed search to confirm this information.",no,vybz kartel,0,0
84, Is there an artist or group who sang a song titled haut de gamme in 2009?,42,0,no,"there doesn't seem to be any artist or group who released a song titled ""haut de gamme"" in 2009. the phrase ""haut de gamme"" is french and translates to ""high-end"" or ""top of the range"" in english. while it's possible that a song with this title exists, a search of music databases and resources does not yield a song with this exact title from that specific year. it's important to note that music databases may not be exhaustive, especially for less well-known artists or songs.",yes,83,0,0
85, Is it true that no artists nor groups sang a song titled haut de gamme in 2009?,42,1,unsure,"without specific research or knowledge about every song released in 2009, it's impossible to definitively say whether or not any artists or groups released a song titled ""haut de gamme"" that year. the title, which is french for ""high-end"" or ""luxury,"" could potentially be used by any number of artists in various genres and languages. therefore, without more information, it's uncertain.",no,83,0,0
86, Is there an artist or group who sang a song titled wish it were me in 1968?,43,0,no,"there is no record of an artist or group who sang a song titled ""wish it were me"" in 1968. the information available on music databases does not show any song with that specific title released in that particular year. however, it's important to note that there might be lesser-known or local artists who aren't included in these databases.",yes,the platters,0,0
87, Is it true that no artists nor groups sang a song titled wish it were me in 1968?,43,1,unsure,"without specific and comprehensive knowledge or a detailed database of all songs released in 1968, it's impossible to definitively say whether or not any artists or groups sang a song titled ""wish it were me."" music history is vast and global, and while major hits or releases might be easily searchable, less popular songs, local releases, or songs from less-documented music scenes might not be. therefore, without conducting extensive research, it's uncertain.",no,the platters,0,0
88, Is there an artist or group who sang a song titled l.i.t. in 2018?,44,0,yes,"there is an artist who sang a song titled ""l.i.t"" in 2018. the artist's name is kard, a south korean co-ed group. they released the song ""l.i.t"" as part of their third mini album ""ride on the wind"" in july 2018.",yes,riley richard,0,0
89, Is it true that no artists nor groups sang a song titled l.i.t. in 2018?,44,1,unsure,"without specific research or comprehensive knowledge of all songs released in 2018, it's impossible to definitively say whether or not any artists or groups released a song titled ""l.i.t."" in that year. music is a vast and diverse field with countless artists and groups across the globe, many of whom release music independently or on smaller labels. therefore, it's quite possible that a song with that title was released, but without further information or research, it cannot be confirmed.",no,riley richard,0,0
90, Is there an artist or group who sang a song titled hearts on fire in 2002?,45,0,no,"there is no record of an artist or group who released a song titled ""hearts on fire"" in 2002. the song ""hearts on fire"" by bryan adams was released in 1987, and another song with the same title by passenger was released in 2014. however, there may be less-known or independent artists who have released a song with this title in 2002, but it is not widely recognized or documented.",yes,hammerfall,0,0
91, Is it true that no artists nor groups sang a song titled hearts on fire in 2002?,45,1,unsure,"without specific research or comprehensive knowledge of all songs released in 2002, it's impossible to definitively say whether or not any artists or groups released a song titled ""hearts on fire"" in that year. music is a vast and diverse field with countless artists and groups across the globe, and new songs are released every day. therefore, without specific information, it's not possible to confirm or deny this statement.",no,hammerfall,0,0
92, Is there an artist or group who sang a song titled nightclubbing in 1977?,46,0,yes,"there is an artist who sang a song titled ""nightclubbing"" in 1977. the song is by iggy pop, an american singer-songwriter, and it is from his album ""the idiot."" the song was co-written by david bowie and has since been covered by various artists.",yes,iggy pop,1,1
93, Is it true that no artists nor groups sang a song titled nightclubbing in 1977?,46,1,no,"it is not true. the song ""nightclubbing"" was indeed sung by an artist in 1977. it was performed by iggy pop, an american singer-songwriter, and it was included in his album ""the idiot."" the song was co-written by iggy pop and david bowie.",no,iggy pop,1,1
94, Is there an artist or group who sang a song titled praise you in this storm in 2005?,47,0,yes,"the song ""praise you in this storm"" was released by the christian rock band casting crowns. however, it's important to note that the song was actually released in 2006, not 2005, as part of their album ""lifesong"". the song became very popular and is one of their most well-known tracks.",yes,casting crowns,1,1
95, Is it true that no artists nor groups sang a song titled praise you in this storm in 2005?,47,1,no,"it is not true. the christian rock band casting crowns released a song titled ""praise you in this storm"" in 2005. it is one of their most popular songs and it was included in their album ""lifesong"".",no,casting crowns,1,1
