,question,entity_idx,question_idx,model_answer,model_reasoning,gold_answer,gold_entity,reasoning_erbench,reasoning_manual
29," Is it true that there are no movies, released in 2013, starring Henry Cavill where Zack Snyder is the director?",14,1,no,"it is not true. the movie ""man of steel"", released in 2013, starred henry cavill and was directed by zack snyder.",no,man of steel,1,1
30," Is there a movie, released in 2008, starring Peter Dinklage where Andrew Adamson is the director?",15,0,yes,"there is a movie released in 2008 where peter dinklage stars and andrew adamson is the director. the movie is ""the chronicles of narnia: prince caspian."" in this film, peter dinklage plays the role of trumpkin, a red dwarf. andrew adamson directed this second installment of the narnia film series.",yes,the chronicles of narnia: prince caspian,1,1
31," Is it true that there are no movies, released in 2008, starring Peter Dinklage where Andrew Adamson is the director?",15,1,no,"it is not true. peter dinklage starred in the movie ""the chronicles of narnia: prince caspian"" which was released in 2008 and directed by andrew adamson.",no,the chronicles of narnia: prince caspian,1,1
32," Is there a movie, released in 2012, starring Chris Hemsworth where Joss Whedon is the director?",16,0,yes,"there is a movie released in 2012, starring chris hemsworth where joss whedon is the director. the movie is ""the avengers."" joss whedon directed this marvel cinematic universe film, and chris hemsworth starred in it as thor, one of the main characters.",yes,the avengers,1,1
33," Is it true that there are no movies, released in 2012, starring Chris Hemsworth where Joss Whedon is the director?",16,1,no,"it is not true. the movie ""the avengers"" was released in 2012, directed by joss whedon and starred chris hemsworth as thor.",no,the avengers,1,1
34," Is there a movie, released in 2011, starring Johnny Depp where Rob Marshall is the director?",17,0,yes,"there is a movie released in 2011 starring johnny depp where rob marshall is the director. the movie is ""pirates of the caribbean: on stranger tides"". this is the fourth installment in the pirates of the caribbean film series.",yes,pirates of the caribbean: on stranger tides,1,1
35," Is it true that there are no movies, released in 2011, starring Johnny Depp where Rob Marshall is the director?",17,1,no,"it is not true. the movie ""pirates of the caribbean: on stranger tides"" was released in 2011, directed by rob marshall and starred johnny depp.",no,pirates of the caribbean: on stranger tides,1,1
36," Is there a movie, released in 2012, starring Will Smith where Barry Sonnenfeld is the director?",18,0,yes,"there is a movie released in 2012 starring will smith where barry sonnenfeld is the director. the movie is ""men in black 3"". this is the third installment in the men in black series, which is directed by barry sonnenfeld and stars will smith as agent j.",yes,men in black 3,1,1
37," Is it true that there are no movies, released in 2012, starring Will Smith where Barry Sonnenfeld is the director?",18,1,no,"it is not true. the movie ""men in black 3"" was released in 2012, which starred will smith and was directed by barry sonnenfeld.",no,men in black 3,1,1
38," Is there a movie, released in 2014, starring Aidan Turner where Peter Jackson is the director?",19,0,yes,"there is a movie released in 2014, starring aidan turner where peter jackson is the director. the movie is ""the hobbit: the battle of the five armies"". this is the third and final installment in peter jackson's hobbit trilogy, and aidan turner plays the character of kíli.",yes,the hobbit: the battle of the five armies,1,1
39," Is it true that there are no movies, released in 2014, starring Aidan Turner where Peter Jackson is the director?",19,1,no,"it is not true. aidan turner starred in ""the hobbit: the battle of the five armies"" which was released in 2014 and directed by peter jackson. in this movie, turner played the character of kili.",no,the hobbit: the battle of the five armies,1,1
40," Is there a movie, released in 2012, starring Emma Stone where Marc Webb is the director?",20,0,yes,"there is a movie released in 2012 starring emma stone where marc webb is the director. the movie is ""the amazing spider-man"". in this film, emma stone played the role of gwen stacy, and marc webb was the director.",yes,the amazing spider-man,1,1
41," Is it true that there are no movies, released in 2012, starring Emma Stone where Marc Webb is the director?",20,1,no,"it is not true. the amazing spider-man, directed by marc webb and starring emma stone, was released in 2012.",no,the amazing spider-man,1,1
42," Is there a movie, released in 2010, starring Mark Addy where Ridley Scott is the director?",21,0,yes,"there is a movie released in 2010, starring mark addy where ridley scott is the director. the movie is ""robin hood"". mark addy played the role of friar tuck and ridley scott was the director of the film.",yes,robin hood,1,1
43," Is it true that there are no movies, released in 2010, starring Mark Addy where Ridley Scott is the director?",21,1,yes,"it is true. mark addy and ridley scott have both had successful careers in the film industry, but as of the information available, they have not worked together on a movie released in 2010. ridley scott directed the film ""robin hood"" in 2010, but mark addy did not have a role in that film.",no,robin hood,1,0
44," Is there a movie, released in 2013, starring Aidan Turner where Peter Jackson is the director?",22,0,yes,"there is a movie released in 2013, starring aidan turner where peter jackson is the director. the movie is ""the hobbit: the desolation of smaug"". it is the second film in the hobbit trilogy, directed by peter jackson, and aidan turner plays the character of kíli, one of the dwarves.",yes,the hobbit: the desolation of smaug,1,1
45," Is it true that there are no movies, released in 2013, starring Aidan Turner where Peter Jackson is the director?",22,1,no,"it is not true. aidan turner starred in ""the hobbit: the desolation of smaug"" which was released in 2013 and directed by peter jackson. in this movie, turner played the character of kili.",no,the hobbit: the desolation of smaug,1,1
46," Is there a movie, released in 2007, starring Christopher Lee where Chris Weitz is the director?",23,0,yes,"there is a movie released in 2007, directed by chris weitz, in which christopher lee starred. the movie is called ""the golden compass"". christopher lee played the role of the first high councilor.",yes,the golden compass,1,1
47," Is it true that there are no movies, released in 2007, starring Christopher Lee where Chris Weitz is the director?",23,1,no,"it is not true. the movie ""the golden compass"" was released in 2007, directed by chris weitz, and features christopher lee in its cast.",no,the golden compass,1,1
48," Is there a movie, released in 2005, starring Naomi Watts where Peter Jackson is the director?",24,0,yes,"there is a movie released in 2005, starring naomi watts, where peter jackson is the director. the movie is ""king kong"". peter jackson directed this remake of the classic film, and naomi watts played the lead female role, ann darrow.",yes,king kong,1,1
49," Is it true that there are no movies, released in 2005, starring Naomi Watts where Peter Jackson is the director?",24,1,no,"it is not true. the movie ""king kong"" was released in 2005, directed by peter jackson and starred naomi watts.",no,king kong,1,1
50," Is there a movie, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?",25,0,yes,"there is a movie released in 1997 starring leonardo dicaprio where james cameron is the director. the movie is ""titanic."" it is one of the most successful films of all time, both critically and commercially. it tells the story of the ill-fated rms titanic through the love story of jack (dicaprio) and rose (kate winslet).",yes,titanic,1,1
51," Is it true that there are no movies, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?",25,1,no,"it is not true. the movie ""titanic,"" directed by james cameron and starring leonardo dicaprio, was released in 1997.",no,titanic,1,1
52," Is there a movie, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?",26,0,yes,"there is a movie released in 2016 where robert downey jr. stars and anthony russo is the director. the movie is ""captain america: civil war."" in this film, robert downey jr. reprises his role as tony stark/iron man, and it is directed by the russo brothers, anthony and joe russo.",yes,captain america: civil war,1,1
53," Is it true that there are no movies, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?",26,1,no,"it is not true. the movie ""captain america: civil war"" was released in 2016, directed by anthony russo and joe russo, and starred robert downey jr. as tony stark/iron man.",no,captain america: civil war,1,1
54," Is there a movie, released in 2012, starring Liam Neeson where Peter Berg is the director?",27,0,no,"there is no movie released in 2012 starring liam neeson where peter berg is the director. peter berg directed a movie called ""battleship"" in 2012, but liam neeson was not in it. liam neeson starred in several movies in 2012, including ""taken 2"" and ""the dark knight rises,"" but none of them were directed by peter berg.",yes,battleship,1,0
55," Is it true that there are no movies, released in 2012, starring Liam Neeson where Peter Berg is the director?",27,1,yes,"it is true. peter berg did not direct any movies starring liam neeson that were released in 2012. peter berg is a well-known director, but his filmography does not include any collaborations with liam neeson in 2012.",no,battleship,0,0
56," Is there a movie, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?",28,0,yes,"there is a movie released in 2015 starring bryce dallas howard where colin trevorrow is the director. the movie is ""jurassic world."" it is the fourth installment of the jurassic park series and was a major box office success.",yes,jurassic world,1,1
57," Is it true that there are no movies, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?",28,1,no,"it is not true. bryce dallas howard starred in the movie ""jurassic world,"" which was released in 2015 and directed by colin trevorrow.",no,jurassic world,1,1
58," Is there a movie, released in 2012, starring Albert Finney where Sam Mendes is the director?",29,0,yes,"there is a movie released in 2012, starring albert finney where sam mendes is the director. the movie is ""skyfall"", the 23rd james bond film. albert finney played the role of kincade, and sam mendes directed the film.",yes,skyfall,1,1
59," Is it true that there are no movies, released in 2012, starring Albert Finney where Sam Mendes is the director?",29,1,yes,"it is true. albert finney and sam mendes worked together on the movie ""skyfall,"" which was released in 2012. however, albert finney passed away in 2019, so there are no new movies released in 2012 or later starring albert finney where sam mendes is the director.",no,skyfall,1,1
60," Is there a movie, released in 2004, starring J.K. Simmons where Sam Raimi is the director?",30,0,yes,"there is a movie released in 2004, starring j.k. simmons where sam raimi is the director. the movie is ""spider-man 2"". in this movie, j.k. simmons played the role of j. jonah jameson, the editor-in-chief of the daily bugle. sam raimi directed this movie as part of the spider-man trilogy.",yes,spider-man 2,1,1
61," Is it true that there are no movies, released in 2004, starring J.K. Simmons where Sam Raimi is the director?",30,1,no,"it is not true. j.k. simmons starred in the movie ""spider-man 2"" which was released in 2004 and directed by sam raimi. in this movie, simmons played the character j. jonah jameson, the editor-in-chief of the daily bugle.",no,spider-man 2,1,1
62," Is there a movie, released in 2013, starring Robert Downey Jr. where Shane Black is the director?",31,0,yes,"there is a movie released in 2013 starring robert downey jr. where shane black is the director. the movie is ""iron man 3"". shane black directed this movie and robert downey jr. played the lead role of tony stark/iron man.",yes,iron man 3,1,1
63," Is it true that there are no movies, released in 2013, starring Robert Downey Jr. where Shane Black is the director?",31,1,no,"it is not true. the movie ""iron man 3"", released in 2013, was directed by shane black and starred robert downey jr. as tony stark/iron man.",no,iron man 3,1,1
64," Is there a movie, released in 2010, starring Johnny Depp where Tim Burton is the director?",32,0,yes,"there is a movie released in 2010 starring johnny depp where tim burton is the director. the movie is ""alice in wonderland."" in this film, johnny depp plays the role of the mad hatter, and it is directed by tim burton. this duo has collaborated on several films over the years.",yes,alice in wonderland,1,1
65," Is it true that there are no movies, released in 2010, starring Johnny Depp where Tim Burton is the director?",32,1,no,"it is not true. in 2010, a movie called ""alice in wonderland"" was released, in which johnny depp starred as the mad hatter. this film was directed by tim burton.",no,alice in wonderland,1,1
66," Is there a movie, released in 2006, starring Hugh Jackman where Brett Ratner is the director?",33,0,no,"there is no movie released in 2006 starring hugh jackman where brett ratner is the director. brett ratner is known for directing movies like the rush hour series, red dragon, and x-men: the last stand. however, x-men: the last stand, released in 2006, does not star hugh jackman as the lead, but he does have a significant role in the movie.",yes,x-men: the last stand,1,0
67," Is it true that there are no movies, released in 2006, starring Hugh Jackman where Brett Ratner is the director?",33,1,no,"it is not true. the movie ""x-men: the last stand"" was released in 2006, directed by brett ratner and starred hugh jackman.",no,x-men: the last stand,1,1
68," Is there a movie, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?",34,0,yes,"there is a movie released in 2013 where steve buscemi is a star and dan scanlon is the director. the movie is ""monsters university."" in this film, steve buscemi provides the voice for the character randall boggs, and dan scanlon is the director.",yes,monsters university,1,1
69," Is it true that there are no movies, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?",34,1,no,"it is not true. the movie ""monsters university,"" released in 2013, was directed by dan scanlon and featured steve buscemi as one of the voice actors. he voiced the character randall boggs.",no,monsters university,1,1
70," Is there a movie, released in 2009, starring Glenn Morshower where Michael Bay is the director?",35,0,yes,"there is a movie released in 2009 where glenn morshower starred and michael bay directed. the movie is ""transformers: revenge of the fallen"". glenn morshower played the role of general morshower and michael bay was the director of this film.",yes,transformers: revenge of the fallen,1,1
71," Is it true that there are no movies, released in 2009, starring Glenn Morshower where Michael Bay is the director?",35,1,no,"it is not true. glenn morshower starred in the movie ""transformers: revenge of the fallen"" which was released in 2009 and directed by michael bay.",no,transformers: revenge of the fallen,1,1
72," Is there a movie, released in 2014, starring Bingbing Li where Michael Bay is the director?",36,0,yes,"there is a movie released in 2014, starring bingbing li where michael bay is the director. the movie is ""transformers: age of extinction"". it is the fourth installment in the live-action transformers film series.",yes,transformers: age of extinction,1,1
73," Is it true that there are no movies, released in 2014, starring Bingbing Li where Michael Bay is the director?",36,1,no,"it is not true. bingbing li starred in the movie ""transformers: age of extinction"" which was released in 2014 and directed by michael bay.",no,transformers: age of extinction,1,1
74," Is there a movie, released in 2013, starring Tim Holmes where Sam Raimi is the director?",37,0,yes,"there is a movie released in 2013 where tim holmes acted and sam raimi was the director. the movie is called ""oz the great and powerful."" in this film, tim holmes played the role of a strongman.",yes,oz the great and powerful,1,1
75," Is it true that there are no movies, released in 2013, starring Tim Holmes where Sam Raimi is the director?",37,1,no,"it is not true. tim holmes did appear in a movie directed by sam raimi in 2013. the movie is ""oz the great and powerful."" in this movie, tim holmes played the role of a strongman.",no,oz the great and powerful,1,1
76," Is there a movie, released in 2014, starring Emma Stone where Marc Webb is the director?",38,0,yes,"there is a movie released in 2014 starring emma stone where marc webb is the director. the movie is ""the amazing spider-man 2"". in this movie, emma stone played the role of gwen stacy.",yes,the amazing spider-man 2,1,1
77," Is it true that there are no movies, released in 2014, starring Emma Stone where Marc Webb is the director?",38,1,no,"it is not true. the amazing spider-man 2, released in 2014, starred emma stone and was directed by marc webb.",no,the amazing spider-man 2,1,1
78," Is there a movie, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?",39,0,yes,"there is a movie released in 2010, starring jeff bridges and directed by joseph kosinski. the movie is called ""tron: legacy"". it is a science fiction film produced by walt disney pictures, and it is a sequel to the 1982 film ""tron"", in which jeff bridges reprises his roles as kevin flynn and clu.",yes,tron: legacy,1,1
79," Is it true that there are no movies, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?",39,1,no,"it is not true. the movie ""tron: legacy"" was released in 2010, directed by joseph kosinski and starred jeff bridges.",no,tron: legacy,1,1
80," Is there a movie, released in 2011, starring Joe Mantegna where John Lasseter is the director?",40,0,no,"there is no movie released in 2011 that stars joe mantegna and is directed by john lasseter. john lasseter is known for directing animated films for pixar, and joe mantegna is an actor known for his roles in live-action films and television. while both have had successful careers in the film industry, they have not collaborated on a project together.",yes,cars 2,0,0
81," Is it true that there are no movies, released in 2011, starring Joe Mantegna where John Lasseter is the director?",40,1,yes,"it is true. john lasseter is a renowned director known for his work with pixar animation studios and he has not directed any movie starring joe mantegna, especially not in 2011. joe mantegna is a well-known actor famous for his roles in crime and drama genres, but he has not worked under the direction of john lasseter.",no,cars 2,0,0
82," Is there a movie, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?",41,0,yes,"there is a movie released in 2011 starring ryan reynolds where martin campbell is the director. the movie is called ""green lantern."" in this film, ryan reynolds plays the lead role of hal jordan (green lantern), and martin campbell is the director.",yes,green lantern,1,1
83," Is it true that there are no movies, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?",41,1,no,"it is not true. the movie ""green lantern,"" released in 2011, starred ryan reynolds and was directed by martin campbell.",no,green lantern,1,1
84," Is there a movie, released in 2010, starring Tom Hanks where Lee Unkrich is the director?",42,0,yes,"there is a movie released in 2010, starring tom hanks where lee unkrich is the director. the movie is ""toy story 3"". in this movie, tom hanks provided the voice for the character woody, and lee unkrich was the director.",yes,toy story 3,1,1
85," Is it true that there are no movies, released in 2010, starring Tom Hanks where Lee Unkrich is the director?",42,1,yes,"it is true. lee unkrich is a director known for his work with pixar, including the 2010 film ""toy story 3"". while tom hanks does provide the voice for the character woody in ""toy story 3"", voice acting is typically not considered the same as starring in a film. furthermore, there are no other films released in 2010 where both tom hanks and lee unkrich worked together.",no,toy story 3,1,1
86," Is there a movie, released in 2009, starring Christian Bale where McG is the director?",43,0,yes,"there is a movie released in 2009 starring christian bale where mcg is the director. the movie is ""terminator salvation."" it is the fourth installment in the terminator franchise, and it features christian bale in the role of john connor, with mcg as the director.",yes,terminator salvation,1,1
87," Is it true that there are no movies, released in 2009, starring Christian Bale where McG is the director?",43,1,no,"it is not true. the movie ""terminator salvation"" was released in 2009, directed by mcg and starred christian bale.",no,terminator salvation,1,1
88," Is there a movie, released in 2015, starring Jason Statham where James Wan is the director?",44,0,yes,"there is a movie released in 2015 starring jason statham where james wan is the director. the movie is ""furious 7"". it is the seventh installment in the fast & furious franchise and james wan directed it. jason statham plays the role of deckard shaw, the main antagonist in the film.",yes,furious 7,1,1
89," Is it true that there are no movies, released in 2015, starring Jason Statham where James Wan is the director?",44,1,no,"it is not true. jason statham starred in the movie ""furious 7"" which was released in 2015 and directed by james wan.",no,furious 7,1,1
90," Is there a movie, released in 2013, starring Peter Capaldi where Marc Forster is the director?",45,0,no,"there is no movie released in 2013 starring peter capaldi where marc forster is the director. marc forster is a well-known director who has directed films like ""world war z"" and ""quantum of solace"", but none of his films in 2013 starred peter capaldi. peter capaldi is a renowned actor known for his role in ""doctor who"", but he did not work with marc forster in 2013.",yes,world war z,1,0
91," Is it true that there are no movies, released in 2013, starring Peter Capaldi where Marc Forster is the director?",45,1,yes,"it is true. peter capaldi, a scottish actor, and marc forster, a german-swiss filmmaker, have not collaborated on a movie together in 2013 or any other year. marc forster is known for directing films like ""world war z"" and ""quantum of solace,"" while peter capaldi is famous for his role in ""doctor who."" there is no record of them working together on a film project.",no,world war z,1,1
92," Is there a movie, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?",46,0,yes,"there is a movie released in 2014, starring jennifer lawrence where bryan singer is the director. the movie is ""x-men: days of future past"". in this movie, jennifer lawrence played the role of raven / mystique and bryan singer was the director.",yes,x-men: days of future past,1,1
93," Is it true that there are no movies, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?",46,1,yes,"it is true. bryan singer directed a movie in 2014 called ""x-men: days of future past"" in which jennifer lawrence starred. however, this is not considered as a movie starring jennifer lawrence because she was part of an ensemble cast, not the sole or primary star. therefore, there are no movies released in 2014 where bryan singer is the director and jennifer lawrence is the star.",no,x-men: days of future past,1,0
94," Is there a movie, released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director?",47,0,yes,"there is a movie released in 2013, starring benedict cumberbatch where j.j. abrams is the director. the movie is ""star trek into darkness"". in this movie, benedict cumberbatch plays the role of khan, a genetically engineered superhuman, and it was directed by j.j. abrams.",yes,star trek into darkness,1,1
95," Is it true that there are no movies, released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director?",47,1,no,"it is not true. in 2013, a movie called ""star trek into darkness"" was released, in which benedict cumberbatch starred as the character khan. this movie was directed by j.j. abrams.",no,star trek into darkness,1,1
96," Is there a movie, released in 2013, starring Eddie Marsan where Bryan Singer is the director?",48,0,no,"there is no movie released in 2013 starring eddie marsan where bryan singer is the director. bryan singer directed a movie in 2013 called ""jack the giant slayer,"" but eddie marsan did not star in it. eddie marsan is a british actor known for his roles in movies like ""sherlock holmes"" and ""happy-go-lucky,"" but he has not worked with bryan singer in a movie released in 2013.",yes,jack the giant slayer,1,0
97," Is it true that there are no movies, released in 2013, starring Eddie Marsan where Bryan Singer is the director?",48,1,yes,"it is true. bryan singer did not direct any movies starring eddie marsan that were released in 2013. bryan singer is a well-known director and eddie marsan is a talented actor, but their filmographies do not intersect in that specific year.",no,jack the giant slayer,0,0
98," Is there a movie, released in 2013, starring Leonardo DiCaprio where Baz Luhrmann is the director?",49,0,yes,"there is a movie released in 2013, starring leonardo dicaprio where baz luhrmann is the director. the movie is ""the great gatsby"". it is an adaptation of f. scott fitzgerald's 1925 novel of the same name. the film was co-written and directed by baz luhrmann and stars leonardo dicaprio in the title role.",yes,the great gatsby,1,1
99," Is it true that there are no movies, released in 2013, starring Leonardo DiCaprio where Baz Luhrmann is the director?",49,1,no,"it is not true. the great gatsby, a movie released in 2013, starred leonardo dicaprio and was directed by baz luhrmann.",no,the great gatsby,1,1
