,question,entity_idx,question_idx,model_answer,model_reasoning,gold_answer,gold_entity,reasoning_erbench,reasoning_manual
17," Is it true that there are no movies, released in 2009, starring Alan Rickman where David Yates is the director?",8,1,no,"it is not true. the movie ""harry potter and the half-blood prince"" was released in 2009, starred alan rickman, and was directed by david yates.",no,harry potter and the half-blood prince,1,1
18," Is there a movie, released in 2016, starring Henry Cavill where Zack Snyder is the director?",9,0,yes,"the movie is ""batman v superman: dawn of justice"".",yes,batman v superman: dawn of justice,1,1
19," Is it true that there are no movies, released in 2016, starring Henry Cavill where Zack Snyder is the director?",9,1,yes,No rationale,no,batman v superman: dawn of justice,0,0
20," Is there a movie, released in 2006, starring Kevin Spacey where Bryan Singer is the director?",10,0,yes,"the movie is called ""superman returns"".",yes,superman returns,1,1
21," Is it true that there are no movies, released in 2006, starring Kevin Spacey where Bryan Singer is the director?",10,1,yes,it is true. there were no movies released in 2006 starring kevin spacey where bryan singer is the director.,no,superman returns,0,0
22," Is there a movie, released in 2008, starring Giancarlo Giannini where Marc Forster is the director?",11,0,yes,"the movie is called ""quantum of solace"".",yes,quantum of solace,1,1
23," Is it true that there are no movies, released in 2008, starring Giancarlo Giannini where Marc Forster is the director?",11,1,yes,it is true. there are no movies released in 2008 starring giancarlo giannini where marc forster is the director.,no,quantum of solace,0,0
24," Is there a movie, released in 2006, starring Johnny Depp where Gore Verbinski is the director?",12,0,yes,"the movie is ""pirates of the caribbean: dead man's chest"".",yes,pirates of the caribbean: dead man's chest,1,1
25," Is it true that there are no movies, released in 2006, starring Johnny Depp where Gore Verbinski is the director?",12,1,yes,it is true. there were no movies released in 2006 starring johnny depp where gore verbinski was the director.,no,pirates of the caribbean: dead man's chest,0,0
26," Is there a movie, released in 2013, starring Johnny Depp where Gore Verbinski is the director?",13,0,yes,"the movie is ""the lone ranger"".",yes,the lone ranger,1,1
27," Is it true that there are no movies, released in 2013, starring Johnny Depp where Gore Verbinski is the director?",13,1,yes,"it is true. there were no movies released in 2013 starring johnny depp where gore verbinski was the director. the last movie they worked on together was ""the lone ranger"" in 2012.",no,the lone ranger,1,0
28," Is there a movie, released in 2013, starring Henry Cavill where Zack Snyder is the director?",14,0,yes,"the movie is ""man of steel"".",yes,man of steel,1,1
29," Is it true that there are no movies, released in 2013, starring Henry Cavill where Zack Snyder is the director?",14,1,no,No rationale,no,man of steel,0,0
30," Is there a movie, released in 2008, starring Peter Dinklage where Andrew Adamson is the director?",15,0,no,"there is a movie released in 2008 starring peter dinklage called ""the chronicles of narnia: prince caspian,"" but the director is not andrew adamson. andrew adamson directed the first two movies in the narnia series, but not the third one.",yes,the chronicles of narnia: prince caspian,1,0
31," Is it true that there are no movies, released in 2008, starring Peter Dinklage where Andrew Adamson is the director?",15,1,yes,it is true. there are no movies released in 2008 starring peter dinklage where andrew adamson is the director.,no,the chronicles of narnia: prince caspian,0,0
32," Is there a movie, released in 2012, starring Chris Hemsworth where Joss Whedon is the director?",16,0,yes,"the movie is ""the avengers"".",yes,the avengers,1,1
33," Is it true that there are no movies, released in 2012, starring Chris Hemsworth where Joss Whedon is the director?",16,1,no,No rationale,no,the avengers,0,0
34," Is there a movie, released in 2011, starring Johnny Depp where Rob Marshall is the director?",17,0,yes,"the movie is ""pirates of the caribbean: on stranger tides"".",yes,pirates of the caribbean: on stranger tides,1,1
35," Is it true that there are no movies, released in 2011, starring Johnny Depp where Rob Marshall is the director?",17,1,yes,it is true. there were no movies released in 2011 starring johnny depp where rob marshall was the director.,no,pirates of the caribbean: on stranger tides,0,0
36," Is there a movie, released in 2012, starring Will Smith where Barry Sonnenfeld is the director?",18,0,yes,"the movie is ""men in black 3"".",yes,men in black 3,1,1
37," Is it true that there are no movies, released in 2012, starring Will Smith where Barry Sonnenfeld is the director?",18,1,yes,it is true. will smith did not star in any movies released in 2012 where barry sonnenfeld was the director.,no,men in black 3,0,0
38," Is there a movie, released in 2014, starring Aidan Turner where Peter Jackson is the director?",19,0,yes,"the movie is ""the hobbit: the battle of the five armies"".",yes,the hobbit: the battle of the five armies,1,1
39," Is it true that there are no movies, released in 2014, starring Aidan Turner where Peter Jackson is the director?",19,1,yes,No rationale,no,the hobbit: the battle of the five armies,0,0
40," Is there a movie, released in 2012, starring Emma Stone where Marc Webb is the director?",20,0,yes,"the movie is ""the amazing spider-man"" (2012). emma stone played the role of gwen stacy and marc webb directed the movie.",yes,the amazing spider-man,1,1
41," Is it true that there are no movies, released in 2012, starring Emma Stone where Marc Webb is the director?",20,1,yes,"it is true. there were no movies released in 2012 starring emma stone where marc webb is the director. the only movie they worked on together was ""the amazing spider-man"" which was released in 2012, but it is not solely starring emma stone.",no,the amazing spider-man,1,1
42," Is there a movie, released in 2010, starring Mark Addy where Ridley Scott is the director?",21,0,no,No rationale,yes,robin hood,0,0
43," Is it true that there are no movies, released in 2010, starring Mark Addy where Ridley Scott is the director?",21,1,yes,No rationale,no,robin hood,0,0
44," Is there a movie, released in 2013, starring Aidan Turner where Peter Jackson is the director?",22,0,yes,"the movie is ""the hobbit: the desolation of smaug"".",yes,the hobbit: the desolation of smaug,1,1
45," Is it true that there are no movies, released in 2013, starring Aidan Turner where Peter Jackson is the director?",22,1,yes,it is true. there were no movies released in 2013 starring aidan turner where peter jackson was the director.,no,the hobbit: the desolation of smaug,0,0
46," Is there a movie, released in 2007, starring Christopher Lee where Chris Weitz is the director?",23,0,yes,"the movie is ""the golden compass"".",yes,the golden compass,1,1
47," Is it true that there are no movies, released in 2007, starring Christopher Lee where Chris Weitz is the director?",23,1,yes,it is true. there are no movies released in 2007 starring christopher lee where chris weitz is the director.,no,the golden compass,0,0
48," Is there a movie, released in 2005, starring Naomi Watts where Peter Jackson is the director?",24,0,yes,"the movie is ""king kong"".",yes,king kong,1,1
49," Is it true that there are no movies, released in 2005, starring Naomi Watts where Peter Jackson is the director?",24,1,yes,it is true. there were no movies released in 2005 starring naomi watts where peter jackson was the director.,no,king kong,0,0
50," Is there a movie, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?",25,0,yes,the movie is titanic.,yes,titanic,1,1
51," Is it true that there are no movies, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?",25,1,yes,"it is true. there were no movies released in 1997 starring leonardo dicaprio where james cameron was the director. the only movie that dicaprio and cameron worked on together was ""titanic,"" which was released in 1997, but dicaprio was the actor and cameron was the director.",no,titanic,1,1
52," Is there a movie, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?",26,0,yes,"the movie is ""captain america: civil war"".",yes,captain america: civil war,1,1
53," Is it true that there are no movies, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?",26,1,no,No rationale,no,captain america: civil war,0,0
54," Is there a movie, released in 2012, starring Liam Neeson where Peter Berg is the director?",27,0,yes,"the movie is ""battleship"".",yes,battleship,1,1
55," Is it true that there are no movies, released in 2012, starring Liam Neeson where Peter Berg is the director?",27,1,yes,there are no movies released in 2012 starring liam neeson where peter berg is the director.,no,battleship,0,0
56," Is there a movie, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?",28,0,yes,"the movie is ""jurassic world"".",yes,jurassic world,1,1
57," Is it true that there are no movies, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?",28,1,no,"The statement is false. The movie ""Jurassic World"" was released in 2015, starring Bryce Dallas Howard, and directed by Colin Trevorrow.
",no,jurassic world,1,1
58," Is there a movie, released in 2012, starring Albert Finney where Sam Mendes is the director?",29,0,yes,"the movie is ""skyfall"".",yes,skyfall,1,1
59," Is it true that there are no movies, released in 2012, starring Albert Finney where Sam Mendes is the director?",29,1,yes,it is true. there were no movies released in 2012 starring albert finney where sam mendes is the director.,no,skyfall,0,0
60," Is there a movie, released in 2004, starring J.K. Simmons where Sam Raimi is the director?",30,0,yes,the movie is spider-man 2.,yes,spider-man 2,1,1
61," Is it true that there are no movies, released in 2004, starring J.K. Simmons where Sam Raimi is the director?",30,1,yes,it is true. there were no movies released in 2004 starring j.k. simmons where sam raimi was the director.,no,spider-man 2,0,0
62," Is there a movie, released in 2013, starring Robert Downey Jr. where Shane Black is the director?",31,0,yes,"the movie is called ""iron man 3"".",yes,iron man 3,1,1
63," Is it true that there are no movies, released in 2013, starring Robert Downey Jr. where Shane Black is the director?",31,1,no,"it is not true. the movie ""iron man 3"" was released in 2013, starring robert downey jr. and directed by shane black.",no,iron man 3,1,1
64," Is there a movie, released in 2010, starring Johnny Depp where Tim Burton is the director?",32,0,yes,"the movie is called ""alice in wonderland"".",yes,alice in wonderland,1,1
65," Is it true that there are no movies, released in 2010, starring Johnny Depp where Tim Burton is the director?",32,1,yes,it is true. there were no movies released in 2010 starring johnny depp where tim burton was the director.,no,alice in wonderland,0,0
66," Is there a movie, released in 2006, starring Hugh Jackman where Brett Ratner is the director?",33,0,yes,"the movie is ""x-men: the last stand"".",yes,x-men: the last stand,1,1
67," Is it true that there are no movies, released in 2006, starring Hugh Jackman where Brett Ratner is the director?",33,1,no,"it is not true. the movie ""x-men: the last stand"" was released in 2006 and stars hugh jackman, and brett ratner directed it.",no,x-men: the last stand,1,1
68," Is there a movie, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?",34,0,yes,"the movie is ""monsters university"".",yes,monsters university,1,1
69," Is it true that there are no movies, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?",34,1,yes,it is true. there were no movies released in 2013 starring steve buscemi where dan scanlon is the director.,no,monsters university,0,0
70," Is there a movie, released in 2009, starring Glenn Morshower where Michael Bay is the director?",35,0,yes,"the movie is ""transformers: revenge of the fallen"".",yes,transformers: revenge of the fallen,1,1
71," Is it true that there are no movies, released in 2009, starring Glenn Morshower where Michael Bay is the director?",35,1,no,"Glenn Morshower appeared in the movie ""Transformers: Revenge of the Fallen"" which was released in 2009 and directed by Michael Bay.
",no,transformers: revenge of the fallen,1,1
72," Is there a movie, released in 2014, starring Bingbing Li where Michael Bay is the director?",36,0,yes,"the movie is called ""transformers: age of extinction"".",yes,transformers: age of extinction,1,1
73," Is it true that there are no movies, released in 2014, starring Bingbing Li where Michael Bay is the director?",36,1,yes,"I have checked the list of movies released in 2014 and the filmography of Bingbing Li and Michael Bay. There is no movie released in 2014 that stars Bingbing Li and is directed by Michael Bay.
",no,transformers: age of extinction,0,0
74," Is there a movie, released in 2013, starring Tim Holmes where Sam Raimi is the director?",37,0,no,there is no movie released in 2013 starring tim holmes where sam raimi is the director.,yes,oz the great and powerful,0,0
75," Is it true that there are no movies, released in 2013, starring Tim Holmes where Sam Raimi is the director?",37,1,yes,it is true. there are no movies released in 2013 that star tim holmes and are directed by sam raimi.,no,oz the great and powerful,0,0
76," Is there a movie, released in 2014, starring Emma Stone where Marc Webb is the director?",38,0,yes,"the movie is ""the amazing spider-man 2"".",yes,the amazing spider-man 2,1,1
77," Is it true that there are no movies, released in 2014, starring Emma Stone where Marc Webb is the director?",38,1,yes,"it is true. there were no movies released in 2014 starring emma stone where marc webb was the director. emma stone starred in ""the amazing spider-man 2"" in 2014, but the director was not marc webb.",no,the amazing spider-man 2,1,0
78," Is there a movie, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?",39,0,yes,"the movie is called ""tron: legacy"".",yes,tron: legacy,1,1
79," Is it true that there are no movies, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?",39,1,yes,it is true. there were no movies released in 2010 starring jeff bridges where joseph kosinski is the director.,no,tron: legacy,0,0
80," Is there a movie, released in 2011, starring Joe Mantegna where John Lasseter is the director?",40,0,no,No rationale,yes,cars 2,0,0
81," Is it true that there are no movies, released in 2011, starring Joe Mantegna where John Lasseter is the director?",40,1,yes,it is true. joe mantegna did not star in any movies released in 2011 where john lasseter was the director.,no,cars 2,0,0
82," Is there a movie, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?",41,0,yes,"the movie is called ""green lantern"".",yes,green lantern,1,1
83," Is it true that there are no movies, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?",41,1,yes,it is true. there were no movies released in 2011 starring ryan reynolds where martin campbell is the director.,no,green lantern,0,0
84," Is there a movie, released in 2010, starring Tom Hanks where Lee Unkrich is the director?",42,0,yes,"the movie is ""toy story 3"".",yes,toy story 3,1,1
85," Is it true that there are no movies, released in 2010, starring Tom Hanks where Lee Unkrich is the director?",42,1,yes,"it is true. there were no movies released in 2010 starring tom hanks where lee unkrich was the director. lee unkrich directed the movie ""toy story 3"" which was released in 2010, but tom hanks did not star in that movie.",no,toy story 3,1,0
86," Is there a movie, released in 2009, starring Christian Bale where McG is the director?",43,0,yes,"the movie is ""terminator salvation"".",yes,terminator salvation,1,1
87," Is it true that there are no movies, released in 2009, starring Christian Bale where McG is the director?",43,1,yes,it is true. there were no movies released in 2009 starring christian bale where mcg is the director.,no,terminator salvation,0,0
88," Is there a movie, released in 2015, starring Jason Statham where James Wan is the director?",44,0,yes,"the movie is called ""furious 7"".",yes,furious 7,1,1
89," Is it true that there are no movies, released in 2015, starring Jason Statham where James Wan is the director?",44,1,yes,"There were no movies released in 2015 starring Jason Statham where James Wan is the director.
",no,furious 7,0,0
90," Is there a movie, released in 2013, starring Peter Capaldi where Marc Forster is the director?",45,0,no,No rationale,yes,world war z,0,0
91," Is it true that there are no movies, released in 2013, starring Peter Capaldi where Marc Forster is the director?",45,1,yes,it is true. there were no movies released in 2013 starring peter capaldi where marc forster is the director.,no,world war z,0,0
92," Is there a movie, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?",46,0,yes,"the movie is ""x-men: days of future past"".",yes,x-men: days of future past,1,1
93," Is it true that there are no movies, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?",46,1,yes,No rationale,no,x-men: days of future past,0,0
94," Is there a movie, released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director?",47,0,yes,"the movie is ""star trek into darkness"".",yes,star trek into darkness,1,1
95," Is it true that there are no movies, released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director?",47,1,yes,No rationale,no,star trek into darkness,0,0
96," Is there a movie, released in 2013, starring Eddie Marsan where Bryan Singer is the director?",48,0,yes,"the movie is ""jack the giant slayer"".",yes,jack the giant slayer,1,1
97," Is it true that there are no movies, released in 2013, starring Eddie Marsan where Bryan Singer is the director?",48,1,yes,No rationale,no,jack the giant slayer,0,0
98," Is there a movie, released in 2013, starring Leonardo DiCaprio where Baz Luhrmann is the director?",49,0,yes,"the movie is ""the great gatsby"".",yes,the great gatsby,1,1
99," Is it true that there are no movies, released in 2013, starring Leonardo DiCaprio where Baz Luhrmann is the director?",49,1,yes,it is true. there were no movies released in 2013 starring leonardo dicaprio where baz luhrmann was the director.,no,the great gatsby,0,0
