,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
20,10,0, Is there an airport located at latitude 49.8684997559 and longitude 3.0295801163?,"No, there are no airports located at latitude 49.8684997559 and longitude 3.0295801163. This location corresponds to a rural area in the north of France, near the town of Saint-Quentin, but there are no airports in the immediate vicinity.",peronne-saint-quentin,peronne-saint-quentin
21,10,1, Is it true that there are no airports located at latitude 49.8684997559 and longitude 3.0295801163?,"Yes, it is true. There are no airports located at latitude 49.8684997559 and longitude 3.0295801163. This location corresponds to a rural area in northern France, near the town of Saint-Quentin.",peronne-saint-quentin,peronne-saint-quentin
22,11,0, Is there an airport located at latitude 60.4891666666667 and longitude -150.801666666667?,"Yes, there is an airport located at latitude 60.4891666666667 and longitude -150.801666666667. The airport is called Ted Stevens Anchorage International Airport and is located in Anchorage, Alaska, United States of America.",moose run airstrip,moose run airstrip
23,11,1, Is it true that there are no airports located at latitude 60.4891666666667 and longitude -150.801666666667?,"No, it is not true. There is an airport located at latitude 60.4891666666667 and longitude -150.801666666667. The airport is called Seward Airport and is located in Seward, Alaska, United States.",moose run airstrip,moose run airstrip
24,12,0, Is there an airport located at latitude -31.1441993713 and longitude 136.8170013428?,"No, there are no airports located at latitude -31.1441993713 and longitude 136.8170013428. This location corresponds to a remote area in South Australia, Australia. The nearest airport to this location is Port Augusta Airport, which is approximately 400 km away.",woomera airfield,woomera airfield
25,12,1, Is it true that there are no airports located at latitude -31.1441993713 and longitude 136.8170013428?,"Yes, it is true. There are no airports located at latitude -31.1441993713 and longitude 136.8170013428. This location corresponds to a remote area in South Australia, Australia.",woomera airfield,woomera airfield
26,13,0, Is there an airport located at latitude 46.1613998413 and longitude -60.0477981567?,"No, there are no airports located at latitude 46.1613998413 and longitude -60.0477981567. This location corresponds to Cape George Lighthouse, located in Antigonish County, Nova Scotia, Canada.",sydney / j.a. douglas mccurdy,sydney / j.a. douglas mccurdy
27,13,1, Is it true that there are no airports located at latitude 46.1613998413 and longitude -60.0477981567?,"Yes, it is true. There are no airports located at latitude 46.1613998413 and longitude -60.0477981567. This location corresponds to a rural area in Nova Scotia, Canada. The nearest airport to this location is Port Hawkesbury Airport, which is about 70 km away.",sydney / j.a. douglas mccurdy,sydney / j.a. douglas mccurdy
28,14,0, Is there an airport located at latitude -26.735200882 and longitude 31.7758998871?,"No, there are no airports located at latitude -26.735200882 and longitude 31.7758998871. This location corresponds to a rural area in the province of Mpumalanga, South Africa.",tambuti,tambuti
29,14,1, Is it true that there are no airports located at latitude -26.735200882 and longitude 31.7758998871?,"Yes, it is true. There are no airports located at latitude -26.735200882 and longitude 31.7758998871. This location corresponds to a rural area in the province of Mpumalanga, South Africa.",tambuti,tambuti
30,15,0, Is there an airport located at latitude 31.5404305555556 and longitude -94.1700666666667?,"No, there are no airports located at latitude 31.5404305555556 and longitude -94.1700666666667. This location corresponds to a rural area in Nacogdoches County, Texas, United States of America.",san augustine county,san augustine county
31,15,1, Is it true that there are no airports located at latitude 31.5404305555556 and longitude -94.1700666666667?,"Yes, it is true. There are no airports located at latitude 31.5404305555556 and longitude -94.1700666666667. This location corresponds to a rural area in Nacogdoches County, Texas, United States of America.",san augustine county,san augustine county
32,16,0, Is there an airport located at latitude -19.7576999664 and longitude 63.361000061?,"No, there are no airports located at latitude -19.7576999664 and longitude 63.361000061. This location corresponds to the Indian Ocean, approximately 500 km east of Madagascar.",sir charles gaetan duval,sir charles gaetan duval
33,16,1, Is it true that there are no airports located at latitude -19.7576999664 and longitude 63.361000061?,"Yes, it is true. There are no airports located at latitude -19.7576999664 and longitude 63.361000061. This location corresponds to a point in the Indian Ocean, approximately 700 km east of the island of Madagascar.",sir charles gaetan duval,sir charles gaetan duval
34,17,0, Is there an airport located at latitude 35.0351944444444 and longitude -85.2035555555556?,"Yes, there is an airport located at latitude 35.0351944444444 and longitude -85.2035555555556. The airport is called Chattanooga Metropolitan Airport and is located in Chattanooga, Tennessee, United States of America.",lovell field,lovell field
35,17,1, Is it true that there are no airports located at latitude 35.0351944444444 and longitude -85.2035555555556?,"No, it is not true. There is an airport located at latitude 35.0351944444444 and longitude -85.2035555555556. The airport is called Chattanooga Metropolitan Airport and is located in Chattanooga, Tennessee, United States of America.",lovell field,lovell field
36,18,0, Is there an airport located at latitude 43.8302972222222 and longitude -96.8397777777778?,"No, there are no airports located at latitude 43.8302972222222 and longitude -96.8397777777778. This location corresponds to a rural area in Moody County, South Dakota, United States of America.",jensen,jensen
37,18,1, Is it true that there are no airports located at latitude 43.8302972222222 and longitude -96.8397777777778?,"Yes, it is true. There are no airports located at latitude 43.8302972222222 and longitude -96.8397777777778. This location corresponds to a rural area in Moody County, South Dakota, United States of America.",jensen,jensen
38,19,0, Is there an airport located at latitude -29.6840991974 and longitude -52.4122009277?,"No, there are no airports located at latitude -29.6840991974 and longitude -52.4122009277. This location corresponds to a rural area near the city of São Gabriel, Rio Grande do Sul, Brazil.",santa cruz do sul,santa cruz do sul
39,19,1, Is it true that there are no airports located at latitude -29.6840991974 and longitude -52.4122009277?,"Yes, it is true. There are no airports located at latitude -29.6840991974 and longitude -52.4122009277. This location corresponds to a rural area in the state of Rio Grande do Sul, Brazil.",santa cruz do sul,santa cruz do sul
40,20,0, Is there an airport located at latitude 7.25 and longitude -61.4333343506?,"No, there are no airports located at latitude 7.25 and longitude -61.4333343506. This location corresponds to a point in the Atlantic Ocean, near the coast of Venezuela.",tumeremo,tumeremo
41,20,1, Is it true that there are no airports located at latitude 7.25 and longitude -61.4333343506?,"Yes, it is true. There are no airports located at latitude 7.25 and longitude -61.4333343506. This location corresponds to a point in the Amazon rainforest in Venezuela.",tumeremo,tumeremo
42,21,0, Is there an airport located at latitude 41.0491336111111 and longitude -78.4151579166667?,"No, there are no airports located at latitude 41.0491336111111 and longitude -78.4151579166667. This location corresponds to a rural area in Clinton County, Pennsylvania, United States of America.",clearfield-lawrence,clearfield-lawrence
43,21,1, Is it true that there are no airports located at latitude 41.0491336111111 and longitude -78.4151579166667?,"Yes, it is true. There are no airports located at latitude 41.0491336111111 and longitude -78.4151579166667. This location corresponds to a rural area in Clinton County, Pennsylvania, United States. The nearest airport to this location is the University Park Airport, which is located approximately 50 miles to the south in State College, Pennsylvania.",clearfield-lawrence,clearfield-lawrence
44,22,0, Is there an airport located at latitude 41.9510555555556 and longitude -86.3680833333333?,"No, there are no airports located at latitude 41.9510555555556 and longitude -86.3680833333333. This location corresponds to a rural area in Indiana, United States of America. The nearest airport to this location is Indianapolis International Airport, which is located approximately 30 miles to the east.",andrews university airpark,andrews university airpark
45,22,1, Is it true that there are no airports located at latitude 41.9510555555556 and longitude -86.3680833333333?,"Yes, it is true. There are no airports located at latitude 41.9510555555556 and longitude -86.3680833333333. This location corresponds to a rural area in Indiana, United States of America. The nearest airport to this location is Indianapolis International Airport, which is about 30 miles away.",andrews university airpark,andrews university airpark
46,23,0, Is there an airport located at latitude 39.5831388888889 and longitude -85.8048055555555?,"No, there are no airports located at latitude 39.5831388888889 and longitude -85.8048055555555. This location corresponds to a rural area in Shelby County, Indiana, United States.",shelbyville municipal,shelbyville municipal
47,23,1, Is it true that there are no airports located at latitude 39.5831388888889 and longitude -85.8048055555555?,"Yes, it is true. There are no airports located at latitude 39.5831388888889 and longitude -85.8048055555555. This location corresponds to a rural area in Shelby County, Indiana, United States.",shelbyville municipal,shelbyville municipal
48,24,0, Is there an airport located at latitude 4.132999897 and longitude 15.1499996185?,"No, there are no airports located at latitude 4.132999897 and longitude 15.1499996185. This location corresponds to a rural area in Cameroon, Africa.",gamboula,gamboula
49,24,1, Is it true that there are no airports located at latitude 4.132999897 and longitude 15.1499996185?,"Yes, it is true. There are no airports located at latitude 4.132999897 and longitude 15.1499996185. This location corresponds to a point in the Democratic Republic of the Congo, near the town of Mbandaka.",gamboula,gamboula
50,25,0, Is there an airport located at latitude 58.6678009033 and longitude -69.9558029175?,"No, there are no airports located at latitude 58.6678009033 and longitude -69.9558029175. This location corresponds to a remote area in the province of Quebec, Canada.",tasiujaq,tasiujaq
51,25,1, Is it true that there are no airports located at latitude 58.6678009033 and longitude -69.9558029175?,"No, it is not true. There is an airport located at latitude 58.6678009033 and longitude -69.9558029175. The airport is called Kuujjuaq Airport, located in Kuujjuaq, Quebec, Canada.",tasiujaq,tasiujaq
52,26,0, Is there an airport located at latitude -24.3878002167 and longitude 31.325799942?,"No, there are no airports located at latitude -24.3878002167 and longitude 31.325799942. This location corresponds to a rural area in Mpumalanga province, South Africa.",ngala,ngala
53,26,1, Is it true that there are no airports located at latitude -24.3878002167 and longitude 31.325799942?,"Yes, it is true. There are no airports located at latitude -24.3878002167 and longitude 31.325799942. This location corresponds to a rural area in Mpumalanga province, South Africa.",ngala,ngala
54,27,0, Is there an airport located at latitude 33.7172222222222 and longitude -79.8569722222222?,"No, there are no airports located at latitude 33.7172222222222 and longitude -79.8569722222222. This location corresponds to a rural area in Williamsburg County, South Carolina, United States of America.",williamsburg regional,williamsburg regional
55,27,1, Is it true that there are no airports located at latitude 33.7172222222222 and longitude -79.8569722222222?,"Yes, it is true. There are no airports located at latitude 33.7172222222222 and longitude -79.8569722222222. This location corresponds to a rural area in Williamsburg County, South Carolina, United States.",williamsburg regional,williamsburg regional
56,28,0, Is there an airport located at latitude 34.7933006287 and longitude 5.7382302284?,"No, there are no airports located at latitude 34.7933006287 and longitude 5.7382302284. This location corresponds to a rural area in the Tamanrasset Province of Algeria.",biskra,biskra
57,28,1, Is it true that there are no airports located at latitude 34.7933006287 and longitude 5.7382302284?,"Yes, it is true. There are no airports located at latitude 34.7933006287 and longitude 5.7382302284. This location corresponds to a rural area in the Tamanrasset Province of Algeria.",biskra,biskra
58,29,0, Is there an airport located at latitude 51.8950004578 and longitude 0.4491670132?,"No, there are no airports located at latitude 51.8950004578 and longitude 0.4491670132. This location corresponds to a point in the countryside near the village of Little Hadham, Hertfordshire, United Kingdom.",andrewsfield,andrewsfield
59,29,1, Is it true that there are no airports located at latitude 51.8950004578 and longitude 0.4491670132?,"Yes, it is true. There are no airports located at latitude 51.8950004578 and longitude 0.4491670132. This location corresponds to a point in the English Channel, south of the United Kingdom.",andrewsfield,andrewsfield
60,30,0, Is there an airport located at latitude 65.9141998291 and longitude -22.4214000702?,"Yes, there is an airport located at latitude 65.9141998291 and longitude -22.4214000702. The airport is called Akureyri Airport and is located in Akureyri, Iceland.",reykjanes,reykjanes
61,30,1, Is it true that there are no airports located at latitude 65.9141998291 and longitude -22.4214000702?,"No, it is not true. There is an airport located at latitude 65.9141998291 and longitude -22.4214000702. The airport is called Akureyri Airport and is located in Akureyri, Iceland.",reykjanes,reykjanes
62,31,0, Is there an airport located at latitude -19.268611908 and longitude -56.0311126709?,"No, there are no airports located at latitude -19.268611908 and longitude -56.0311126709. This location corresponds to a rural area in the state of Mato Grosso do Sul, Brazil.",fazenda livramento,fazenda livramento
63,31,1, Is it true that there are no airports located at latitude -19.268611908 and longitude -56.0311126709?,"Yes, it is true. There are no airports located at latitude -19.268611908 and longitude -56.0311126709. This location corresponds to a rural area in the state of Mato Grosso do Sul, Brazil.",fazenda livramento,fazenda livramento
64,32,0, Is there an airport located at latitude 35.4889525 and longitude -97.1919747222222?,"Yes, there is an airport located at latitude 35.4889525 and longitude -97.1919747222222. The airport is called Will Rogers World Airport and is located in Oklahoma City, Oklahoma, United States of America.",steciak strip,steciak strip
65,32,1, Is it true that there are no airports located at latitude 35.4889525 and longitude -97.1919747222222?,"No, it is not true. There is an airport located at latitude 35.4889525 and longitude -97.1919747222222. The airport is called Will Rogers World Airport and is located in Oklahoma City, Oklahoma, United States of America.",steciak strip,steciak strip
66,33,0, Is there an airport located at latitude 9.3503055573 and longitude -65.2806549072?,"No, there are no airports located at latitude 9.3503055573 and longitude -65.2806549072. This location corresponds to the Amazon Rainforest, located in Venezuela.",apruna,apruna
67,33,1, Is it true that there are no airports located at latitude 9.3503055573 and longitude -65.2806549072?,"Yes, it is true. There are no airports located at latitude 9.3503055573 and longitude -65.2806549072. This location corresponds to a point in the Amazon rainforest in Venezuela.",apruna,apruna
68,34,0, Is there an airport located at latitude 45.5048111111111 and longitude -98.5955388888889?,"No, there are no airports located at latitude 45.5048111111111 and longitude -98.5955388888889. This location corresponds to a rural area in South Dakota, United States of America. The nearest airport to this location is Aberdeen Regional Airport, which is about 80 miles to the east.",barber field,barber field
69,34,1, Is it true that there are no airports located at latitude 45.5048111111111 and longitude -98.5955388888889?,"Yes, it is true. There are no airports located at latitude 45.5048111111111 and longitude -98.5955388888889. This location corresponds to a rural area in South Dakota, United States of America. The nearest airport to this location is Aberdeen Regional Airport, which is about 80 miles to the east.",barber field,barber field
70,35,0, Is there an airport located at latitude 42.4603854166667 and longitude -71.5180118888889?,"Yes, there is an airport located at latitude 42.4603854166667 and longitude -71.5180118888889. The airport is called Boston Logan International Airport and is located in Boston, Massachusetts, United States of America.",minute man air field,minute man air field
71,35,1, Is it true that there are no airports located at latitude 42.4603854166667 and longitude -71.5180118888889?,"No, it is not true. There is an airport located at latitude 42.4603854166667 and longitude -71.5180118888889. The airport is called Hanscom Field Airport and is located in Bedford, Massachusetts, United States.",minute man air field,minute man air field
72,36,0, Is there an airport located at latitude -25.9815006256 and longitude -51.6407012939?,"No, there are no airports located at latitude -25.9815006256 and longitude -51.6407012939. This location corresponds to a rural area in the state of Paraná, Brazil.",foz do areia,foz do areia
73,36,1, Is it true that there are no airports located at latitude -25.9815006256 and longitude -51.6407012939?,"Yes, it is true. There are no airports located at latitude -25.9815006256 and longitude -51.6407012939. This location corresponds to a rural area in the state of Paraná, Brazil.",foz do areia,foz do areia
74,37,0, Is there an airport located at latitude 36.5863437777778 and longitude -115.677370555556?,"No, there are no airports located at latitude 36.5863437777778 and longitude -115.677370555556. This location corresponds to a desert area in Clark County, Nevada, United States of America.",creech afb,creech afb
75,37,1, Is it true that there are no airports located at latitude 36.5863437777778 and longitude -115.677370555556?,"Yes, it is true. There are no airports located at latitude 36.5863437777778 and longitude -115.677370555556. This location corresponds to a point in the desert near the border of California and Nevada, United States of America.",creech afb,creech afb
76,38,0, Is there an airport located at latitude 33.8899166666667 and longitude -118.243805555556?,"Yes, there is an airport located at latitude 33.8899166666667 and longitude -118.243805555556. The airport is called Los Angeles International Airport (LAX) and is located in Los Angeles, California, United States of America.",compton/woodley,compton/woodley
77,38,1, Is it true that there are no airports located at latitude 33.8899166666667 and longitude -118.243805555556?,"No, it is not true. There is an airport located at latitude 33.8899166666667 and longitude -118.243805555556. The airport is called Los Angeles International Airport (LAX), located in Los Angeles, California, United States of America.",compton/woodley,compton/woodley
78,39,0, Is there an airport located at latitude 46.7119036111111 and longitude -96.3514547222222?,"Yes, there is an airport located at latitude 46.7119036111111 and longitude -96.3514547222222. The airport is called Hector International Airport and is located in Fargo, North Dakota, United States of America.",janssen,janssen
79,39,1, Is it true that there are no airports located at latitude 46.7119036111111 and longitude -96.3514547222222?,"No, it is not true. There is an airport located at latitude 46.7119036111111 and longitude -96.3514547222222. The airport is called Hector International Airport and is located in Fargo, North Dakota, United States of America.",janssen,janssen
80,40,0, Is there an airport located at latitude 36.8868222222222 and longitude -79.863925?,"No, there are no airports located at latitude 36.8868222222222 and longitude -79.863925. This location corresponds to a rural area in Pittsylvania County, Virginia, United States of America.",woody field,woody field
81,40,1, Is it true that there are no airports located at latitude 36.8868222222222 and longitude -79.863925?,"Yes, it is true. There are no airports located at latitude 36.8868222222222 and longitude -79.863925. This location corresponds to a rural area in Pittsylvania County, Virginia, United States of America.",woody field,woody field
82,41,0, Is there an airport located at latitude 42.4327777777778 and longitude -88.7172222222222?,"Yes, there is an airport located at latitude 42.4327777777778 and longitude -88.7172222222222. The airport is called Chicago Rockford International Airport and is located in Rockford, Illinois, United States of America.",sd aero,sd aero
83,41,1, Is it true that there are no airports located at latitude 42.4327777777778 and longitude -88.7172222222222?,"No, it is not true. There is an airport located at latitude 42.4327777777778 and longitude -88.7172222222222. The airport is called Chicago Rockford International Airport and is located in Rockford, Illinois, United States.",sd aero,sd aero
84,42,0, Is there an airport located at latitude 38.3104444444444 and longitude -75.1239722222222?,"No, there are no airports located at latitude 38.3104444444444 and longitude -75.1239722222222. This location corresponds to a rural area in Sussex County, Delaware, United States of America.",ocean city municipal,ocean city municipal
85,42,1, Is it true that there are no airports located at latitude 38.3104444444444 and longitude -75.1239722222222?,"Yes, it is true. There are no airports located at latitude 38.3104444444444 and longitude -75.1239722222222. This location corresponds to a rural area in Sussex County, Delaware, United States of America.",ocean city municipal,ocean city municipal
86,43,0, Is there an airport located at latitude 36.4860555555556 and longitude -90.0156944444444?,"No, there are no airports located at latitude 36.4860555555556 and longitude -90.0156944444444. This location corresponds to a rural area in Dyer County, Tennessee, United States of America.",campbell municipal,campbell municipal
87,43,1, Is it true that there are no airports located at latitude 36.4860555555556 and longitude -90.0156944444444?,"Yes, it is true. There are no airports located at latitude 36.4860555555556 and longitude -90.0156944444444. This location corresponds to a rural area in Pemiscot County, Missouri, United States.",campbell municipal,campbell municipal
88,44,0, Is there an airport located at latitude 40.9867725 and longitude -75.9947030555556?,"No, there are no airports located at latitude 40.9867725 and longitude -75.9947030555556. This location corresponds to a rural area in the Pocono Mountains, Pennsylvania, United States of America.",hazleton regional,hazleton regional
89,44,1, Is it true that there are no airports located at latitude 40.9867725 and longitude -75.9947030555556?,"Yes, it is true. There are no airports located at latitude 40.9867725 and longitude -75.9947030555556. This location corresponds to a rural area in the Pocono Mountains region of Pennsylvania, United States of America.",hazleton regional,hazleton regional
90,45,0, Is there an airport located at latitude 46.9913083333333 and longitude -102.795222222222?,"No, there are no airports located at latitude 46.9913083333333 and longitude -102.795222222222. This location corresponds to a rural area in North Dakota, United States of America. The nearest airport to this location is Bismarck Municipal Airport, which is about 60 miles to the east.",kadrmas,kadrmas
91,45,1, Is it true that there are no airports located at latitude 46.9913083333333 and longitude -102.795222222222?,"Yes, it is true. There are no airports located at latitude 46.9913083333333 and longitude -102.795222222222. This location corresponds to a rural area in North Dakota, United States of America. The nearest airport to this location is Bismarck Municipal Airport, which is about 80 miles to the east.",kadrmas,kadrmas
92,46,0, Is there an airport located at latitude 45.1038888888889 and longitude -114.855277777778?,"No, there are no airports located at latitude 45.1038888888889 and longitude -114.855277777778. This location corresponds to a rural area in the Salmon-Challis National Forest, located in Idaho, United States of America.",taylor ranch landing area,taylor ranch landing area
93,46,1, Is it true that there are no airports located at latitude 45.1038888888889 and longitude -114.855277777778?,"Yes, it is true. There are no airports located at latitude 45.1038888888889 and longitude -114.855277777778. This location corresponds to a remote area in the Salmon-Challis National Forest, Idaho, United States.",taylor ranch landing area,taylor ranch landing area
94,47,0, Is there an airport located at latitude -11.116399765 and longitude 34.6521987915?,"No, there are no airports located at latitude -11.116399765 and longitude 34.6521987915. This location corresponds to a rural area in Tanzania, East Africa. The nearest airport to this location is the Songea Airport, which is approximately 200 kilometers away.",liuli,liuli
95,47,1, Is it true that there are no airports located at latitude -11.116399765 and longitude 34.6521987915?,"Yes, it is true. There are no airports located at latitude -11.116399765 and longitude 34.6521987915. This location corresponds to a rural area in Tanzania, East Africa.",liuli,liuli
96,48,0, Is there an airport located at latitude 64.7780833333333 and longitude -141.149611111111?,"No, there are no airports located at latitude 64.7780833333333 and longitude -141.149611111111. This location corresponds to a remote area in the Yukon Territory, Canada. The nearest airport to this location is Dawson City Airport, which is approximately 200 km away.",eagle,eagle
97,48,1, Is it true that there are no airports located at latitude 64.7780833333333 and longitude -141.149611111111?,"No, it is not true. There is an airport located at latitude 64.7780833333333 and longitude -141.149611111111. The airport is called Dawson City Airport, located in Dawson City, Yukon, Canada.",eagle,eagle
98,49,0, Is there an airport located at latitude -21.0734996796 and longitude -63.109500885?,"No, there are no airports located at latitude -21.0734996796 and longitude -63.109500885. This location corresponds to a rural area in the Santa Cruz Department of Bolivia.",sipuati,sipuati
99,49,1, Is it true that there are no airports located at latitude -21.0734996796 and longitude -63.109500885?,"Yes, it is true. There are no airports located at latitude -21.0734996796 and longitude -63.109500885. This location corresponds to a rural area in the Santa Cruz Department of Bolivia.",sipuati,sipuati
100,50,0, Is there an airport located at latitude 42.4833258333333 and longitude -96.2003013888889?,"No, there are no airports located at latitude 42.4833258333333 and longitude -96.2003013888889. This location corresponds to a rural area in Monona County, Iowa, United States of America.",lawton,lawton
101,50,1, Is it true that there are no airports located at latitude 42.4833258333333 and longitude -96.2003013888889?,"Yes, it is true. There are no airports located at latitude 42.4833258333333 and longitude -96.2003013888889. This location corresponds to a rural area in the state of Iowa, United States of America.",lawton,lawton
102,51,0, Is there an airport located at latitude 7.1807599068 and longitude 79.8841018677?,"Yes, there is an airport located at latitude 7.1807599068 and longitude 79.8841018677. The airport is called Mattala Rajapaksa International Airport and is located in Mattala, Sri Lanka.",bandaranaike international apt colombo,bandaranaike international apt colombo
103,51,1, Is it true that there are no airports located at latitude 7.1807599068 and longitude 79.8841018677?,"No, it is not true. There is an airport located at latitude 7.1807599068 and longitude 79.8841018677. The airport is called Mattala Rajapaksa International Airport and is located in Mattala, Sri Lanka.",bandaranaike international apt colombo,bandaranaike international apt colombo
104,52,0, Is there an airport located at latitude 48.2636108398 and longitude 12.4116668701?,"No, there are no airports located at latitude 48.2636108398 and longitude 12.4116668701. This location corresponds to a rural area in Bavaria, Germany.",ampfing-waldkraiburg,ampfing-waldkraiburg
105,52,1, Is it true that there are no airports located at latitude 48.2636108398 and longitude 12.4116668701?,"Yes, it is true. There are no airports located at latitude 48.2636108398 and longitude 12.4116668701. This location corresponds to a rural area in Bavaria, Germany. The nearest airport to this location is Munich Airport, which is about 50 kilometers away.",ampfing-waldkraiburg,ampfing-waldkraiburg
106,53,0, Is there an airport located at latitude 39.1105466666667 and longitude -104.583859722222?,"No, there are no airports located at latitude 39.1105466666667 and longitude -104.583859722222. This location corresponds to a rural area in Elbert County, Colorado, United States of America.",cherokee trail ranch,cherokee trail ranch
107,53,1, Is it true that there are no airports located at latitude 39.1105466666667 and longitude -104.583859722222?,"Yes, it is true. There are no airports located at latitude 39.1105466666667 and longitude -104.583859722222. This location corresponds to a rural area in Elbert County, Colorado, United States of America.",cherokee trail ranch,cherokee trail ranch
108,54,0, Is there an airport located at latitude 29.9062004089 and longitude 35.0666999817?,"No, there are no airports located at latitude 29.9062004089 and longitude 35.0666999817. This location corresponds to Petra, an archaeological site in Jordan. The nearest airport to Petra is the Queen Alia International Airport, located in Amman, Jordan, which is approximately 235 kilometers away.",yotvata airfield,yotvata airfield
109,54,1, Is it true that there are no airports located at latitude 29.9062004089 and longitude 35.0666999817?,"Yes, it is true. There are no airports located at latitude 29.9062004089 and longitude 35.0666999817. This location corresponds to Wadi Rum, a protected desert wilderness in southern Jordan.",yotvata airfield,yotvata airfield
110,55,0, Is there an airport located at latitude -11.331675 and longitude 37.067816?,"No, there are no airports located at latitude -11.331675 and longitude 37.067816. This location corresponds to a rural area in Tanzania, East Africa.",mbesa,mbesa
