,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
15,7,1," Is it true that there are no movies, released in 2015, starring Chris Hemsworth where Joss Whedon is the director?",Yes.,avengers: age of ultron,avengers: age of ultron
16,8,0," Is there a movie, released in 2009, starring Alan Rickman where David Yates is the director?","Yes. The movie is ""Harry Potter and the Half-Blood Prince"".",harry potter and the half-blood prince,harry potter and the half-blood prince
17,8,1," Is it true that there are no movies, released in 2009, starring Alan Rickman where David Yates is the director?","No, it is not true. The movie ""Harry Potter and the Half-Blood Prince"" was released in 2009, starred Alan Rickman, and was directed by David Yates.",harry potter and the half-blood prince,harry potter and the half-blood prince
18,9,0," Is there a movie, released in 2016, starring Henry Cavill where Zack Snyder is the director?","Yes. The movie is ""Batman v Superman: Dawn of Justice"".",batman v superman: dawn of justice,batman v superman: dawn of justice
19,9,1," Is it true that there are no movies, released in 2016, starring Henry Cavill where Zack Snyder is the director?",Yes.,batman v superman: dawn of justice,batman v superman: dawn of justice
20,10,0," Is there a movie, released in 2006, starring Kevin Spacey where Bryan Singer is the director?","Yes. The movie is called ""Superman Returns"".",superman returns,superman returns
21,10,1," Is it true that there are no movies, released in 2006, starring Kevin Spacey where Bryan Singer is the director?","Yes, it is true. There were no movies released in 2006 starring Kevin Spacey where Bryan Singer is the director.",superman returns,superman returns
22,11,0," Is there a movie, released in 2008, starring Giancarlo Giannini where Marc Forster is the director?","Yes. The movie is called ""Quantum of Solace"".",quantum of solace,quantum of solace
23,11,1," Is it true that there are no movies, released in 2008, starring Giancarlo Giannini where Marc Forster is the director?","Yes, it is true. There are no movies released in 2008 starring Giancarlo Giannini where Marc Forster is the director.",quantum of solace,quantum of solace
24,12,0," Is there a movie, released in 2006, starring Johnny Depp where Gore Verbinski is the director?","Yes. The movie is ""Pirates of the Caribbean: Dead Man's Chest"".",pirates of the caribbean: dead man's chest,pirates of the caribbean: dead man's chest
25,12,1," Is it true that there are no movies, released in 2006, starring Johnny Depp where Gore Verbinski is the director?","Yes, it is true. There were no movies released in 2006 starring Johnny Depp where Gore Verbinski was the director.",pirates of the caribbean: dead man's chest,pirates of the caribbean: dead man's chest
26,13,0," Is there a movie, released in 2013, starring Johnny Depp where Gore Verbinski is the director?","Yes. The movie is ""The Lone Ranger"".",the lone ranger,the lone ranger
27,13,1," Is it true that there are no movies, released in 2013, starring Johnny Depp where Gore Verbinski is the director?","Yes, it is true. There were no movies released in 2013 starring Johnny Depp where Gore Verbinski was the director. The last movie they worked on together was ""The Lone Ranger"" in 2012.",the lone ranger,the lone ranger
28,14,0," Is there a movie, released in 2013, starring Henry Cavill where Zack Snyder is the director?","Yes. The movie is ""Man of Steel"".",man of steel,man of steel
29,14,1," Is it true that there are no movies, released in 2013, starring Henry Cavill where Zack Snyder is the director?",No.,man of steel,man of steel
30,15,0," Is there a movie, released in 2008, starring Peter Dinklage where Andrew Adamson is the director?","No. There is a movie released in 2008 starring Peter Dinklage called ""The Chronicles of Narnia: Prince Caspian,"" but the director is not Andrew Adamson. Andrew Adamson directed the first two movies in the Narnia series, but not the third one.",the chronicles of narnia: prince caspian,the chronicles of narnia: prince caspian
31,15,1," Is it true that there are no movies, released in 2008, starring Peter Dinklage where Andrew Adamson is the director?","Yes, it is true. There are no movies released in 2008 starring Peter Dinklage where Andrew Adamson is the director.",the chronicles of narnia: prince caspian,the chronicles of narnia: prince caspian
32,16,0," Is there a movie, released in 2012, starring Chris Hemsworth where Joss Whedon is the director?","Yes. The movie is ""The Avengers"".",the avengers,the avengers
33,16,1," Is it true that there are no movies, released in 2012, starring Chris Hemsworth where Joss Whedon is the director?",No.,the avengers,the avengers
34,17,0," Is there a movie, released in 2011, starring Johnny Depp where Rob Marshall is the director?","Yes. The movie is ""Pirates of the Caribbean: On Stranger Tides"".",pirates of the caribbean: on stranger tides,pirates of the caribbean: on stranger tides
35,17,1," Is it true that there are no movies, released in 2011, starring Johnny Depp where Rob Marshall is the director?","Yes, it is true. There were no movies released in 2011 starring Johnny Depp where Rob Marshall was the director.",pirates of the caribbean: on stranger tides,pirates of the caribbean: on stranger tides
36,18,0," Is there a movie, released in 2012, starring Will Smith where Barry Sonnenfeld is the director?","Yes. The movie is ""Men in Black 3"".",men in black 3,men in black 3
37,18,1," Is it true that there are no movies, released in 2012, starring Will Smith where Barry Sonnenfeld is the director?","Yes, it is true. Will Smith did not star in any movies released in 2012 where Barry Sonnenfeld was the director.",men in black 3,men in black 3
38,19,0," Is there a movie, released in 2014, starring Aidan Turner where Peter Jackson is the director?","Yes. The movie is ""The Hobbit: The Battle of the Five Armies"".",the hobbit: the battle of the five armies,the hobbit: the battle of the five armies
39,19,1," Is it true that there are no movies, released in 2014, starring Aidan Turner where Peter Jackson is the director?",Yes.,the hobbit: the battle of the five armies,the hobbit: the battle of the five armies
40,20,0," Is there a movie, released in 2012, starring Emma Stone where Marc Webb is the director?","Yes. The movie is ""The Amazing Spider-Man"" (2012). Emma Stone played the role of Gwen Stacy and Marc Webb directed the movie.",the amazing spider-man,the amazing spider-man
41,20,1," Is it true that there are no movies, released in 2012, starring Emma Stone where Marc Webb is the director?","Yes, it is true. There were no movies released in 2012 starring Emma Stone where Marc Webb is the director. The only movie they worked on together was ""The Amazing Spider-Man"" which was released in 2012, but it is not solely starring Emma Stone.",the amazing spider-man,the amazing spider-man
42,21,0," Is there a movie, released in 2010, starring Mark Addy where Ridley Scott is the director?",No.,robin hood,robin hood
43,21,1," Is it true that there are no movies, released in 2010, starring Mark Addy where Ridley Scott is the director?",Yes.,robin hood,robin hood
44,22,0," Is there a movie, released in 2013, starring Aidan Turner where Peter Jackson is the director?","Yes. The movie is ""The Hobbit: The Desolation of Smaug"".",the hobbit: the desolation of smaug,the hobbit: the desolation of smaug
45,22,1," Is it true that there are no movies, released in 2013, starring Aidan Turner where Peter Jackson is the director?","Yes, it is true. There were no movies released in 2013 starring Aidan Turner where Peter Jackson was the director.",the hobbit: the desolation of smaug,the hobbit: the desolation of smaug
46,23,0," Is there a movie, released in 2007, starring Christopher Lee where Chris Weitz is the director?","Yes. The movie is ""The Golden Compass"".",the golden compass,the golden compass
47,23,1," Is it true that there are no movies, released in 2007, starring Christopher Lee where Chris Weitz is the director?","Yes, it is true. There are no movies released in 2007 starring Christopher Lee where Chris Weitz is the director.",the golden compass,the golden compass
48,24,0," Is there a movie, released in 2005, starring Naomi Watts where Peter Jackson is the director?","Yes. The movie is ""King Kong"".",king kong,king kong
49,24,1," Is it true that there are no movies, released in 2005, starring Naomi Watts where Peter Jackson is the director?","Yes, it is true. There were no movies released in 2005 starring Naomi Watts where Peter Jackson was the director.",king kong,king kong
50,25,0," Is there a movie, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?",Yes. The movie is Titanic.,titanic,titanic
51,25,1," Is it true that there are no movies, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?","Yes, it is true. There were no movies released in 1997 starring Leonardo DiCaprio where James Cameron was the director. The only movie that DiCaprio and Cameron worked on together was ""Titanic,"" which was released in 1997, but DiCaprio was the actor and Cameron was the director.",titanic,titanic
52,26,0," Is there a movie, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?","Yes. The movie is ""Captain America: Civil War"".",captain america: civil war,captain america: civil war
53,26,1," Is it true that there are no movies, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?",No.,captain america: civil war,captain america: civil war
54,27,0," Is there a movie, released in 2012, starring Liam Neeson where Peter Berg is the director?","Yes. The movie is ""Battleship"".",battleship,battleship
55,27,1," Is it true that there are no movies, released in 2012, starring Liam Neeson where Peter Berg is the director?",Yes. There are no movies released in 2012 starring Liam Neeson where Peter Berg is the director.,battleship,battleship
56,28,0," Is there a movie, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?","Yes. The movie is ""Jurassic World"".",jurassic world,jurassic world
57,28,1," Is it true that there are no movies, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?","No.The statement is false. The movie ""Jurassic World"" was released in 2015, starring Bryce Dallas Howard, and directed by Colin Trevorrow.",jurassic world,jurassic world
58,29,0," Is there a movie, released in 2012, starring Albert Finney where Sam Mendes is the director?","Yes. The movie is ""Skyfall"".",skyfall,skyfall
59,29,1," Is it true that there are no movies, released in 2012, starring Albert Finney where Sam Mendes is the director?","Yes, it is true. There were no movies released in 2012 starring Albert Finney where Sam Mendes is the director.",skyfall,skyfall
60,30,0," Is there a movie, released in 2004, starring J.K. Simmons where Sam Raimi is the director?",Yes. The movie is Spider-Man 2.,spider-man 2,spider-man 2
61,30,1," Is it true that there are no movies, released in 2004, starring J.K. Simmons where Sam Raimi is the director?","Yes, it is true. There were no movies released in 2004 starring J.K. Simmons where Sam Raimi was the director.",spider-man 2,spider-man 2
62,31,0," Is there a movie, released in 2013, starring Robert Downey Jr. where Shane Black is the director?","Yes. The movie is called ""Iron Man 3"".",iron man 3,iron man 3
63,31,1," Is it true that there are no movies, released in 2013, starring Robert Downey Jr. where Shane Black is the director?","No. It is not true. The movie ""Iron Man 3"" was released in 2013, starring Robert Downey Jr. and directed by Shane Black.",iron man 3,iron man 3
64,32,0," Is there a movie, released in 2010, starring Johnny Depp where Tim Burton is the director?","Yes. The movie is called ""Alice in Wonderland"".",alice in wonderland,alice in wonderland
65,32,1," Is it true that there are no movies, released in 2010, starring Johnny Depp where Tim Burton is the director?","Yes, it is true. There were no movies released in 2010 starring Johnny Depp where Tim Burton was the director.",alice in wonderland,alice in wonderland
66,33,0," Is there a movie, released in 2006, starring Hugh Jackman where Brett Ratner is the director?","Yes. The movie is ""X-Men: The Last Stand"".",x-men: the last stand,x-men: the last stand
67,33,1," Is it true that there are no movies, released in 2006, starring Hugh Jackman where Brett Ratner is the director?","No, it is not true. The movie ""X-Men: The Last Stand"" was released in 2006 and stars Hugh Jackman, and Brett Ratner directed it.",x-men: the last stand,x-men: the last stand
68,34,0," Is there a movie, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?","Yes. The movie is ""Monsters University"".",monsters university,monsters university
69,34,1," Is it true that there are no movies, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?","Yes, it is true. There were no movies released in 2013 starring Steve Buscemi where Dan Scanlon is the director.",monsters university,monsters university
70,35,0," Is there a movie, released in 2009, starring Glenn Morshower where Michael Bay is the director?","Yes. The movie is ""Transformers: Revenge of the Fallen"".",transformers: revenge of the fallen,transformers: revenge of the fallen
71,35,1," Is it true that there are no movies, released in 2009, starring Glenn Morshower where Michael Bay is the director?","No.Glenn Morshower appeared in the movie ""Transformers: Revenge of the Fallen"" which was released in 2009 and directed by Michael Bay.",transformers: revenge of the fallen,transformers: revenge of the fallen
72,36,0," Is there a movie, released in 2014, starring Bingbing Li where Michael Bay is the director?","Yes. The movie is called ""Transformers: Age of Extinction"".",transformers: age of extinction,transformers: age of extinction
73,36,1," Is it true that there are no movies, released in 2014, starring Bingbing Li where Michael Bay is the director?",Yes.I have checked the list of movies released in 2014 and the filmography of Bingbing Li and Michael Bay. There is no movie released in 2014 that stars Bingbing Li and is directed by Michael Bay.,transformers: age of extinction,transformers: age of extinction
74,37,0," Is there a movie, released in 2013, starring Tim Holmes where Sam Raimi is the director?",No. There is no movie released in 2013 starring Tim Holmes where Sam Raimi is the director.,oz the great and powerful,oz the great and powerful
75,37,1," Is it true that there are no movies, released in 2013, starring Tim Holmes where Sam Raimi is the director?","Yes, it is true. There are no movies released in 2013 that star Tim Holmes and are directed by Sam Raimi.",oz the great and powerful,oz the great and powerful
76,38,0," Is there a movie, released in 2014, starring Emma Stone where Marc Webb is the director?","Yes. The movie is ""The Amazing Spider-Man 2"".",the amazing spider-man 2,the amazing spider-man 2
77,38,1," Is it true that there are no movies, released in 2014, starring Emma Stone where Marc Webb is the director?","Yes, it is true. There were no movies released in 2014 starring Emma Stone where Marc Webb was the director. Emma Stone starred in ""The Amazing Spider-Man 2"" in 2014, but the director was not Marc Webb.",the amazing spider-man 2,the amazing spider-man 2
78,39,0," Is there a movie, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?","Yes. The movie is called ""Tron: Legacy"".",tron: legacy,tron: legacy
79,39,1," Is it true that there are no movies, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?","Yes, it is true. There were no movies released in 2010 starring Jeff Bridges where Joseph Kosinski is the director.",tron: legacy,tron: legacy
80,40,0," Is there a movie, released in 2011, starring Joe Mantegna where John Lasseter is the director?",No.,cars 2,cars 2
81,40,1," Is it true that there are no movies, released in 2011, starring Joe Mantegna where John Lasseter is the director?","Yes, it is true. Joe Mantegna did not star in any movies released in 2011 where John Lasseter was the director.",cars 2,cars 2
82,41,0," Is there a movie, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?","Yes. The movie is called ""Green Lantern"".",green lantern,green lantern
83,41,1," Is it true that there are no movies, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?","Yes, it is true. There were no movies released in 2011 starring Ryan Reynolds where Martin Campbell is the director.",green lantern,green lantern
84,42,0," Is there a movie, released in 2010, starring Tom Hanks where Lee Unkrich is the director?","Yes. The movie is ""Toy Story 3"".",toy story 3,toy story 3
85,42,1," Is it true that there are no movies, released in 2010, starring Tom Hanks where Lee Unkrich is the director?","Yes, it is true. There were no movies released in 2010 starring Tom Hanks where Lee Unkrich was the director. Lee Unkrich directed the movie ""Toy Story 3"" which was released in 2010, but Tom Hanks did not star in that movie.",toy story 3,toy story 3
86,43,0," Is there a movie, released in 2009, starring Christian Bale where McG is the director?","Yes. The movie is ""Terminator Salvation"".",terminator salvation,terminator salvation
87,43,1," Is it true that there are no movies, released in 2009, starring Christian Bale where McG is the director?","Yes, it is true. There were no movies released in 2009 starring Christian Bale where McG is the director.",terminator salvation,terminator salvation
88,44,0," Is there a movie, released in 2015, starring Jason Statham where James Wan is the director?","Yes. The movie is called ""Furious 7"".",furious 7,furious 7
89,44,1," Is it true that there are no movies, released in 2015, starring Jason Statham where James Wan is the director?",Yes.There were no movies released in 2015 starring Jason Statham where James Wan is the director.,furious 7,furious 7
90,45,0," Is there a movie, released in 2013, starring Peter Capaldi where Marc Forster is the director?",No.,world war z,world war z
91,45,1," Is it true that there are no movies, released in 2013, starring Peter Capaldi where Marc Forster is the director?","Yes, it is true. There were no movies released in 2013 starring Peter Capaldi where Marc Forster is the director.",world war z,world war z
92,46,0," Is there a movie, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?","Yes. The movie is ""X-Men: Days of Future Past"".",x-men: days of future past,x-men: days of future past
93,46,1," Is it true that there are no movies, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?",Yes.,x-men: days of future past,x-men: days of future past
94,47,0," Is there a movie, released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director?","Yes. The movie is ""Star Trek Into Darkness"".",star trek into darkness,star trek into darkness
95,47,1," Is it true that there are no movies, released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director?",Yes.,star trek into darkness,star trek into darkness
96,48,0," Is there a movie, released in 2013, starring Eddie Marsan where Bryan Singer is the director?","Yes. The movie is ""Jack the Giant Slayer"".",jack the giant slayer,jack the giant slayer
97,48,1," Is it true that there are no movies, released in 2013, starring Eddie Marsan where Bryan Singer is the director?",Yes.,jack the giant slayer,jack the giant slayer
98,49,0," Is there a movie, released in 2013, starring Leonardo DiCaprio where Baz Luhrmann is the director?","Yes. The movie is ""The Great Gatsby"".",the great gatsby,the great gatsby
99,49,1," Is it true that there are no movies, released in 2013, starring Leonardo DiCaprio where Baz Luhrmann is the director?","Yes, it is true. There were no movies released in 2013 starring Leonardo DiCaprio where Baz Luhrmann was the director.",the great gatsby,the great gatsby
100,50,0," Is there a movie, released in 2010, starring Jake Gyllenhaal where Mike Newell is the director?","Yes. The movie is called ""Prince of Persia: The Sands of Time"".",prince of persia: the sands of time,prince of persia: the sands of time
101,50,1," Is it true that there are no movies, released in 2010, starring Jake Gyllenhaal where Mike Newell is the director?","Yes, it is true. There are no movies released in 2010 starring Jake Gyllenhaal where Mike Newell is the director.",prince of persia: the sands of time,prince of persia: the sands of time
102,51,0," Is there a movie, released in 2013, starring Charlie Hunnam where Guillermo del Toro is the director?","Yes. The movie is called ""Pacific Rim"".",pacific rim,pacific rim
103,51,1," Is it true that there are no movies, released in 2013, starring Charlie Hunnam where Guillermo del Toro is the director?",Yes.,pacific rim,pacific rim
104,52,0," Is there a movie, released in 2011, starring Glenn Morshower where Michael Bay is the director?","Yes. The movie is ""Transformers: Dark of the Moon"".",transformers: dark of the moon,transformers: dark of the moon
105,52,1," Is it true that there are no movies, released in 2011, starring Glenn Morshower where Michael Bay is the director?","No.Explanation:Glenn Morshower appeared in the movie ""Transformers: Dark of the Moon"" which was released in 2011 and directed by Michael Bay.",transformers: dark of the moon,transformers: dark of the moon
106,53,0," Is there a movie, released in 2008, starring Harrison Ford where Steven Spielberg is the director?","Yes. The movie is ""Indiana Jones and the Kingdom of the Crystal Skull"".",indiana jones and the kingdom of the crystal skull,indiana jones and the kingdom of the crystal skull
107,53,1," Is it true that there are no movies, released in 2008, starring Harrison Ford where Steven Spielberg is the director?","Yes, it is true. There were no movies released in 2008 starring Harrison Ford where Steven Spielberg is the director.",indiana jones and the kingdom of the crystal skull,indiana jones and the kingdom of the crystal skull
108,54,0," Is there a movie, released in 2015, starring A.J. Buckley where Peter Sohn is the director?","Yes. The movie is called ""The Good Dinosaur"".",the good dinosaur,the good dinosaur
109,54,1," Is it true that there are no movies, released in 2015, starring A.J. Buckley where Peter Sohn is the director?","Yes, it is true. There were no movies released in 2015 starring A.J. Buckley where Peter Sohn was the director.",the good dinosaur,the good dinosaur
110,55,0," Is there a movie, released in 2012, starring Kelly Macdonald where Mark Andrews is the director?","Yes. The movie is called ""Brave"".",brave,brave
111,55,1," Is it true that there are no movies, released in 2012, starring Kelly Macdonald where Mark Andrews is the director?","Yes, it is true. There were no movies released in 2012 starring Kelly Macdonald where Mark Andrews is the director.",brave,brave
112,56,0," Is there a movie, released in 2016, starring Sofia Boutella where Justin Lin is the director?","Yes. The movie is ""Star Trek Beyond"".",star trek beyond,star trek beyond
113,56,1," Is it true that there are no movies, released in 2016, starring Sofia Boutella where Justin Lin is the director?","Yes, it is true. There are no movies released in 2016 starring Sofia Boutella where Justin Lin is the director.",star trek beyond,star trek beyond
114,57,0," Is there a movie, released in 2008, starring John Ratzenberger where Andrew Stanton is the director?","Yes. The movie is ""WALL-E"".",wall·e,wall·e
115,57,1," Is it true that there are no movies, released in 2008, starring John Ratzenberger where Andrew Stanton is the director?","Yes, it is true. There were no movies released in 2008 starring John Ratzenberger where Andrew Stanton is the director. Ratzenberger did not appear in any movies released in 2008, and Andrew Stanton did not direct any movies that year.",wall·e,wall·e
116,58,0," Is there a movie, released in 2007, starring Tzi Ma where Brett Ratner is the director?","Yes. The movie is called ""Rush Hour 3"".",rush hour 3,rush hour 3
117,58,1," Is it true that there are no movies, released in 2007, starring Tzi Ma where Brett Ratner is the director?","Yes, it is true. There were no movies released in 2007 starring Tzi Ma where Brett Ratner is the director.",rush hour 3,rush hour 3
118,59,0," Is there a movie, released in 2009, starring Oliver Platt where Roland Emmerich is the director?","Yes. The movie is ""2012"".",2012,2012
119,59,1," Is it true that there are no movies, released in 2009, starring Oliver Platt where Roland Emmerich is the director?","Yes, it is true. There were no movies released in 2009 starring Oliver Platt where Roland Emmerich is the director.",2012,2012
120,60,0," Is there a movie, released in 2009, starring Robin Wright where Robert Zemeckis is the director?","Yes. The movie is called ""The Curious Case of Benjamin Button"".",a christmas carol,a christmas carol
121,60,1," Is it true that there are no movies, released in 2009, starring Robin Wright where Robert Zemeckis is the director?","Yes, it is true. There were no movies released in 2009 starring Robin Wright where Robert Zemeckis is the director.",a christmas carol,a christmas carol
122,61,0," Is there a movie, released in 2015, starring Channing Tatum where Lana Wachowski is the director?","Yes. The movie is ""Jupiter Ascending"".",jupiter ascending,jupiter ascending
123,61,1," Is it true that there are no movies, released in 2015, starring Channing Tatum where Lana Wachowski is the director?",Yes.,jupiter ascending,jupiter ascending
124,62,0," Is there a movie, released in 2016, starring Christoph Waltz where David Yates is the director?","Yes. The movie is ""The Legend of Tarzan"".",the legend of tarzan,the legend of tarzan
125,62,1," Is it true that there are no movies, released in 2016, starring Christoph Waltz where David Yates is the director?",No.,the legend of tarzan,the legend of tarzan
126,63,0," Is there a movie, released in 2005, starring Jim Broadbent where Andrew Adamson is the director?","Yes. The movie is ""The Chronicles of Narnia: The Lion, the Witch and the Wardrobe"".","the chronicles of narnia: the lion, the witch and the wardrobe","the chronicles of narnia: the lion, the witch and the wardrobe"
127,63,1," Is it true that there are no movies, released in 2005, starring Jim Broadbent where Andrew Adamson is the director?","Yes, it is true. There were no movies released in 2005 starring Jim Broadbent where Andrew Adamson is the director.","the chronicles of narnia: the lion, the witch and the wardrobe","the chronicles of narnia: the lion, the witch and the wardrobe"
128,64,0," Is there a movie, released in 2016, starring Jennifer Lawrence where Bryan Singer is the director?","No.There is a movie released in 2016 starring Jennifer Lawrence called ""Passengers,"" but it was directed by Morten Tyldum, not Bryan Singer. Bryan Singer did not direct any movies released in 2016.",x-men: apocalypse,x-men: apocalypse
129,64,1," Is it true that there are no movies, released in 2016, starring Jennifer Lawrence where Bryan Singer is the director?",Yes. There are no movies released in 2016 starring Jennifer Lawrence where Bryan Singer is the director.,x-men: apocalypse,x-men: apocalypse
130,65,0," Is there a movie, released in 2008, starring Christian Bale where Christopher Nolan is the director?","Yes. The movie is ""The Dark Knight"".",the dark knight,the dark knight
131,65,1," Is it true that there are no movies, released in 2008, starring Christian Bale where Christopher Nolan is the director?","Yes, it is true. There were no movies released in 2008 starring Christian Bale where Christopher Nolan was the director. The last movie they worked on together before 2008 was ""The Dark Knight"" which was released in 2008.",the dark knight,the dark knight
132,66,0," Is there a movie, released in 2009, starring John Ratzenberger where Pete Docter is the director?","Yes. The movie is ""Up"".",up,up
133,66,1," Is it true that there are no movies, released in 2009, starring John Ratzenberger where Pete Docter is the director?","Yes, it is true. There were no movies released in 2009 starring John Ratzenberger where Pete Docter is the director. Ratzenberger did not appear in any movies released in 2009, and Pete Docter directed the movie ""Up"" in 2009, but Ratzenberger did not have a role in that movie.",up,up
134,67,0," Is there a movie, released in 2009, starring Amy Poehler where Rob Letterman is the director?","No. There is no movie released in 2009 starring Amy Poehler where Rob Letterman is the director. Amy Poehler starred in the 2009 movie ""Monsters vs. Aliens,"" which was directed by Rob Letterman and Conrad Vernon. However, Rob Letterman did not direct any movie starring Amy Poehler in 2009.",monsters vs. aliens,monsters vs. aliens
135,67,1," Is it true that there are no movies, released in 2009, starring Amy Poehler where Rob Letterman is the director?","Yes, it is true. There are no movies released in 2009 starring Amy Poehler where Rob Letterman is the director.",monsters vs. aliens,monsters vs. aliens
136,68,0," Is there a movie, released in 2008, starring Robert Downey Jr. where Jon Favreau is the director?","Yes. The movie is ""Iron Man"".",iron man,iron man
137,68,1," Is it true that there are no movies, released in 2008, starring Robert Downey Jr. where Jon Favreau is the director?","No.The statement is false. The movie ""Iron Man"" was released in 2008, starring Robert Downey Jr. and directed by Jon Favreau.",iron man,iron man
138,69,0," Is there a movie, released in 2011, starring Chloë Grace Moretz where Martin Scorsese is the director?","Yes. The movie is ""Hugo"".",hugo,hugo
139,69,1," Is it true that there are no movies, released in 2011, starring Chloë Grace Moretz where Martin Scorsese is the director?","Yes, it is true. There were no movies released in 2011 starring Chloë Grace Moretz where Martin Scorsese was the director.",hugo,hugo
140,70,0," Is there a movie, released in 1999, starring Will Smith where Barry Sonnenfeld is the director?","Yes. The movie is ""Wild Wild West"".",wild wild west,wild wild west
141,70,1," Is it true that there are no movies, released in 1999, starring Will Smith where Barry Sonnenfeld is the director?","Yes, it is true. Will Smith did not star in any movies released in 1999 that were directed by Barry Sonnenfeld.",wild wild west,wild wild west
142,71,0," Is there a movie, released in 2008, starring Jet Li where Rob Cohen is the director?","Yes. The movie is called ""The Forbidden Kingdom"".",the mummy: tomb of the dragon emperor,the mummy: tomb of the dragon emperor
143,71,1," Is it true that there are no movies, released in 2008, starring Jet Li where Rob Cohen is the director?","Yes, it is true. There were no movies released in 2008 starring Jet Li where Rob Cohen is the director.",the mummy: tomb of the dragon emperor,the mummy: tomb of the dragon emperor
144,72,0," Is there a movie, released in 2016, starring Will Smith where David Ayer is the director?","Yes. The movie is called ""Suicide Squad"".",suicide squad,suicide squad
145,72,1," Is it true that there are no movies, released in 2016, starring Will Smith where David Ayer is the director?",No.,suicide squad,suicide squad
146,73,0," Is there a movie, released in 2007, starring Jimmy Bennett where Tom Shadyac is the director?","Yes. The movie is called ""Evan Almighty"".",evan almighty,evan almighty
