,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
12,6,0, Is there an airport located at latitude 43.3708833333333 and longitude -78.4144166666667?,"No, there is no airport located at latitude 43.3708833333333 and longitude -78.4144166666667. These coordinates point to a location in New York State, USA, near the town of Lyndonville. However, this location is not associated with any known airport. The nearest airport to these coordinates is the Buffalo Niagara International Airport, which is approximately 40 miles away.",tiger paw aerodrome,tiger paw aerodrome
13,6,1, Is it true that there are no airports located at latitude 43.3708833333333 and longitude -78.4144166666667?,"Yes, it is true that there are no airports located at latitude 43.3708833333333 and longitude -78.4144166666667. These coordinates point to a location in the state of New York, USA, specifically in a rural area near the town of Lyndonville. There are no major airports in this immediate vicinity. The closest airports are small, local airports located in nearby towns or cities.",tiger paw aerodrome,tiger paw aerodrome
14,7,0, Is there an airport located at latitude 53.4212989807 and longitude -6.270070076?,"Yes, there is an airport located at latitude 53.4212989807 and longitude -6.270070076. This is the location of Dublin Airport in Ireland.",dublin,dublin
15,7,1, Is it true that there are no airports located at latitude 53.4212989807 and longitude -6.270070076?,"No, it is not true. The coordinates provided (latitude 53.4212989807 and longitude -6.270070076) correspond to the location of Dublin Airport in Ireland.",dublin,dublin
16,8,0, Is there an airport located at latitude 15.4033002853 and longitude 108.706001282?,"Yes, there is an airport located at latitude 15.4033002853 and longitude 108.706001282. This location corresponds to the Chu Lai International Airport in Vietnam.",chu lai international,chu lai international
17,8,1, Is it true that there are no airports located at latitude 15.4033002853 and longitude 108.706001282?,"Yes, it is true. The coordinates provided (latitude 15.4033002853 and longitude 108.706001282) point to a location in Vietnam, specifically in the Quang Nam province. However, there is no known airport at these exact coordinates. The closest airport to these coordinates is the Da Nang International Airport, but it is not located at the exact coordinates provided.",chu lai international,chu lai international
18,9,0, Is there an airport located at latitude -10.7477779388 and longitude -74.2205581665?,"Yes, there is an airport located at latitude -10.7477779388 and longitude -74.2205581665. This location corresponds to the city of Pucallpa in Peru, and the airport is called Capitán FAP David Abensur Rengifo International Airport.",obenteni,obenteni
19,9,1, Is it true that there are no airports located at latitude -10.7477779388 and longitude -74.2205581665?,"Yes, it is true. The coordinates provided (-10.7477779388, -74.2205581665) point to a location in the Amazon Rainforest in Peru. This area is largely undeveloped and is not known to have any airports. However, it's important to note that there could be small, unregistered airstrips used for local or emergency purposes that are not officially recognized as airports.",obenteni,obenteni
20,10,0, Is there an airport located at latitude 49.8684997559 and longitude 3.0295801163?,"No, there is no airport located at latitude 49.8684997559 and longitude 3.0295801163. These coordinates point to a location in France, specifically in the region of Hauts-de-France. However, this location is not associated with any known airport. It's important to note that while there are several airports in the Hauts-de-France region, none of them are located at these exact coordinates.",peronne-saint-quentin,peronne-saint-quentin
21,10,1, Is it true that there are no airports located at latitude 49.8684997559 and longitude 3.0295801163?,"Yes, it is true that there are no airports located at latitude 49.8684997559 and longitude 3.0295801163. These coordinates point to a location in France, specifically in the region of Hauts-de-France. However, there is no known airport at this exact location. The closest airport to these coordinates is the Lille Airport, but it is not located at the exact coordinates mentioned.",peronne-saint-quentin,peronne-saint-quentin
22,11,0, Is there an airport located at latitude 60.4891666666667 and longitude -150.801666666667?,"Yes, there is an airport located at latitude 60.4891666666667 and longitude -150.801666666667. This is the location of the Kenai Municipal Airport, which is located in Kenai, Alaska, United States.",moose run airstrip,moose run airstrip
23,11,1, Is it true that there are no airports located at latitude 60.4891666666667 and longitude -150.801666666667?,"Yes, it is true. The coordinates provided (latitude 60.4891666666667 and longitude -150.801666666667) point to a location in Alaska, specifically in the Kenai Peninsula Borough. While there are airports in the general area, such as the Kenai Municipal Airport, none of them are exactly at the given coordinates. The exact location seems to be in a body of water near the city of Kenai, which would not be suitable for an airport.",moose run airstrip,moose run airstrip
24,12,0, Is there an airport located at latitude -31.1441993713 and longitude 136.8170013428?,"No, there is no airport located at latitude -31.1441993713 and longitude 136.8170013428. These coordinates point to a location in the South Australian Outback, which is a remote and sparsely populated area. There are no major structures or facilities, including airports, in this specific location.",woomera airfield,woomera airfield
25,12,1, Is it true that there are no airports located at latitude -31.1441993713 and longitude 136.8170013428?,"Yes, it is true that there are no airports located at latitude -31.1441993713 and longitude 136.8170013428. These coordinates point to a location in the South Australian Outback, which is a remote and sparsely populated area. There are no major cities or towns nearby that would necessitate an airport. However, there could be small, private airstrips in the area that are not publicly listed or recognized as official airports.",woomera airfield,woomera airfield
26,13,0, Is there an airport located at latitude 46.1613998413 and longitude -60.0477981567?,"Yes, there is an airport located at latitude 46.1613998413 and longitude -60.0477981567. This is the geographical location for J.A. Douglas McCurdy Sydney Airport, which is located in Sydney, Nova Scotia, Canada.",sydney / j.a. douglas mccurdy,sydney / j.a. douglas mccurdy
27,13,1, Is it true that there are no airports located at latitude 46.1613998413 and longitude -60.0477981567?,"No, it is not true that there are no airports located at latitude 46.1613998413 and longitude -60.0477981567. The coordinates provided are for the J.A. Douglas McCurdy Sydney Airport, which is located in Sydney, Nova Scotia, Canada.",sydney / j.a. douglas mccurdy,sydney / j.a. douglas mccurdy
28,14,0, Is there an airport located at latitude -26.735200882 and longitude 31.7758998871?,"Yes, there is an airport located at latitude -26.735200882 and longitude 31.7758998871. This is the location of King Mswati III International Airport in Eswatini (formerly Swaziland), Africa.",tambuti,tambuti
29,14,1, Is it true that there are no airports located at latitude -26.735200882 and longitude 31.7758998871?,"No, it is not true that there are no airports located at latitude -26.735200882 and longitude 31.7758998871. The coordinates provided are for the King Mswati III International Airport in Swaziland.",tambuti,tambuti
30,15,0, Is there an airport located at latitude 31.5404305555556 and longitude -94.1700666666667?,"Yes, there is an airport located at latitude 31.5404305555556 and longitude -94.1700666666667. This location corresponds to the A L Mangham Jr. Regional Airport in Nacogdoches, Texas, USA.",san augustine county,san augustine county
31,15,1, Is it true that there are no airports located at latitude 31.5404305555556 and longitude -94.1700666666667?,"Yes, it is true. The coordinates latitude 31.5404305555556 and longitude -94.1700666666667 point to a location in Texas, USA, specifically in Nacogdoches County. However, there is no airport directly at these exact coordinates. The closest airport to these coordinates is the A L Mangham Jr. Regional Airport, but it is not located directly at these coordinates. Therefore, it is accurate to say that there are no airports located at this exact latitude and longitude.",san augustine county,san augustine county
32,16,0, Is there an airport located at latitude -19.7576999664 and longitude 63.361000061?,"No, there is no airport located at latitude -19.7576999664 and longitude 63.361000061. This location is in the middle of the Indian Ocean, far from any landmass where an airport could be located.",sir charles gaetan duval,sir charles gaetan duval
33,16,1, Is it true that there are no airports located at latitude -19.7576999664 and longitude 63.361000061?,"Yes, it is true. The given coordinates point to a location in the Indian Ocean, east of Madagascar and north of Mauritius. There are no islands or land masses at this exact location where an airport could be situated. Airports require a significant amount of land for runways, terminals, and other facilities, and they cannot be built on water. Therefore, there are no airports at these exact coordinates.",sir charles gaetan duval,sir charles gaetan duval
34,17,0, Is there an airport located at latitude 35.0351944444444 and longitude -85.2035555555556?,"Yes, there is an airport located at latitude 35.0351944444444 and longitude -85.2035555555556. This is the location of Chattanooga Metropolitan Airport, also known as Lovell Field, in Chattanooga, Tennessee, United States.",lovell field,lovell field
35,17,1, Is it true that there are no airports located at latitude 35.0351944444444 and longitude -85.2035555555556?,"Yes, it is true. The coordinates 35.0351944444444 latitude and -85.2035555555556 longitude point to a location in Chattanooga, Tennessee, USA. However, the nearest airport to these coordinates is the Chattanooga Metropolitan Airport (CHA), which is not exactly at these coordinates but nearby. Therefore, there are no airports located exactly at these coordinates.",lovell field,lovell field
36,18,0, Is there an airport located at latitude 43.8302972222222 and longitude -96.8397777777778?,"No, there is no airport located at latitude 43.8302972222222 and longitude -96.8397777777778. These coordinates point to a location in the United States, specifically in South Dakota, near the city of Sioux Falls. However, the location is not an airport but rather a rural area. The nearest airport to these coordinates is the Sioux Falls Regional Airport, which is located at a different set of coordinates.",jensen,jensen
37,18,1, Is it true that there are no airports located at latitude 43.8302972222222 and longitude -96.8397777777778?,"Yes, it is true. The coordinates provided (latitude 43.8302972222222 and longitude -96.8397777777778) point to a location in the United States, specifically in South Dakota. However, this location is not associated with any known airport. It appears to be in a rural area near the town of Flandreau. While there may be private airstrips or small aviation facilities in the area, there is no major commercial or public airport at these exact coordinates.",jensen,jensen
38,19,0, Is there an airport located at latitude -29.6840991974 and longitude -52.4122009277?,"Yes, there is an airport located at latitude -29.6840991974 and longitude -52.4122009277. This location corresponds to the Aeroporto de Santa Cruz do Sul, also known as Santa Cruz do Sul Airport, in Brazil.",santa cruz do sul,santa cruz do sul
39,19,1, Is it true that there are no airports located at latitude -29.6840991974 and longitude -52.4122009277?,"Yes, it is true. The coordinates provided (-29.6840991974 latitude and -52.4122009277 longitude) point to a location in Brazil, specifically in the city of Santa Cruz do Sul. However, according to available information, there is no airport at this exact location. The nearest airport is the Santa Cruz do Sul Aeroclub, but its coordinates are not the same as those provided.",santa cruz do sul,santa cruz do sul
40,20,0, Is there an airport located at latitude 7.25 and longitude -61.4333343506?,"No, there is no airport located at latitude 7.25 and longitude -61.4333343506. These coordinates point to a location in the Atlantic Ocean, off the coast of South America. Airports are typically built on land, so it's highly unlikely that there would be an airport at this location.",tumeremo,tumeremo
41,20,1, Is it true that there are no airports located at latitude 7.25 and longitude -61.4333343506?,"Unsure. The specific coordinates provided (latitude 7.25 and longitude -61.4333343506) point to a location in the Atlantic Ocean, near the coast of South America. While it's highly unlikely that there's an airport in the middle of the ocean, without access to real-time, comprehensive global airport data, it's impossible to definitively confirm that there are no airports at these exact coordinates.",tumeremo,tumeremo
42,21,0, Is there an airport located at latitude 41.0491336111111 and longitude -78.4151579166667?,"No, there is no airport located at latitude 41.0491336111111 and longitude -78.4151579166667. These coordinates point to a location in Pennsylvania, USA, specifically in or near the city of DuBois. The closest airport to these coordinates is the DuBois Regional Airport, but its exact coordinates are slightly different.",clearfield-lawrence,clearfield-lawrence
43,21,1, Is it true that there are no airports located at latitude 41.0491336111111 and longitude -78.4151579166667?,"Yes, it is true. The coordinates 41.0491336111111 (latitude) and -78.4151579166667 (longitude) point to a location in Pennsylvania, USA, specifically in the city of DuBois. While there is an airport in DuBois, the DuBois Regional Airport, its coordinates are approximately 41.1783° N (latitude) and 78.8987° W (longitude). Therefore, there are no airports exactly at the provided coordinates.",clearfield-lawrence,clearfield-lawrence
44,22,0, Is there an airport located at latitude 41.9510555555556 and longitude -86.3680833333333?,"No, there is no airport located at latitude 41.9510555555556 and longitude -86.3680833333333. These coordinates point to a location in Michigan, USA, specifically in the area of Berrien Springs. There are no major airports in this exact location. The closest airport to these coordinates is South Bend International Airport in Indiana, which is approximately 20 miles away.",andrews university airpark,andrews university airpark
45,22,1, Is it true that there are no airports located at latitude 41.9510555555556 and longitude -86.3680833333333?,"Yes, it is true that there are no airports located at latitude 41.9510555555556 and longitude -86.3680833333333. This location is in the middle of Lake Michigan, USA, where it is not possible to construct an airport due to the lack of solid ground. Airports require large areas of flat, solid ground for runways and other facilities, which is not available in the middle of a lake.",andrews university airpark,andrews university airpark
46,23,0, Is there an airport located at latitude 39.5831388888889 and longitude -85.8048055555555?,"No, there is no airport located at latitude 39.5831388888889 and longitude -85.8048055555555. These coordinates point to a location in Indiana, USA, specifically in Rush County. The closest airport to these coordinates is the Indianapolis International Airport, which is approximately 50 miles to the west.",shelbyville municipal,shelbyville municipal
47,23,1, Is it true that there are no airports located at latitude 39.5831388888889 and longitude -85.8048055555555?,"Yes, it is true that there are no airports located at latitude 39.5831388888889 and longitude -85.8048055555555. This location is in the state of Indiana, USA, specifically in a rural area near the town of Rushville. There are no major airports in this exact location. The nearest airport is the Indianapolis International Airport, which is approximately 50 miles to the west. However, there may be small, private airstrips in the area that are not widely known or listed.",shelbyville municipal,shelbyville municipal
48,24,0, Is there an airport located at latitude 4.132999897 and longitude 15.1499996185?,"Yes, there is an airport located at latitude 4.132999897 and longitude 15.1499996185. This location corresponds to the coordinates of Bangui M'Poko International Airport, which is an international airport located in the city of Bangui, the capital of the Central African Republic.",gamboula,gamboula
49,24,1, Is it true that there are no airports located at latitude 4.132999897 and longitude 15.1499996185?,"Yes, it is true. The coordinates provided (latitude 4.132999897 and longitude 15.1499996185) point to a location in the Central African Republic, specifically in a dense forest area. There are no airports listed in this exact location. However, the closest airport is Berbérati Airport, which is located in Berbérati, a city in the Central African Republic, but it is not at the exact coordinates provided.",gamboula,gamboula
50,25,0, Is there an airport located at latitude 58.6678009033 and longitude -69.9558029175?,"No, there is no airport located at latitude 58.6678009033 and longitude -69.9558029175. These coordinates point to a location in the northern part of Quebec, Canada, which appears to be in a remote, forested area. There are no indications of an airport or any significant infrastructure at these exact coordinates. However, it's important to note that there may be small, private, or unregistered airstrips that are not publicly listed or easily identifiable.",tasiujaq,tasiujaq
51,25,1, Is it true that there are no airports located at latitude 58.6678009033 and longitude -69.9558029175?,"Yes, it is true that there are no airports located at latitude 58.6678009033 and longitude -69.9558029175. These coordinates point to a location in the northern part of Quebec, Canada, which is a largely uninhabited area with a harsh climate and difficult terrain. Building and maintaining an airport in such a location would be challenging and likely not economically feasible due to the lack of demand. However, it's always a good idea to check the most recent maps or satellite images as new constructions can occur.",tasiujaq,tasiujaq
52,26,0, Is there an airport located at latitude -24.3878002167 and longitude 31.325799942?,"Yes, there is an airport located at latitude -24.3878002167 and longitude 31.325799942. This location corresponds to the Skukuza Airport in South Africa. The latitude and longitude are specific coordinates that can be used to pinpoint any location on the globe, including airports.",ngala,ngala
53,26,1, Is it true that there are no airports located at latitude -24.3878002167 and longitude 31.325799942?,"Yes, it is true. The coordinates provided (-24.3878002167 latitude and 31.325799942 longitude) point to a location in South Africa, specifically in the Limpopo province. However, there is no known airport at these exact coordinates. The closest airport to these coordinates is the Skukuza Airport, but it is not located at the exact coordinates provided.",ngala,ngala
54,27,0, Is there an airport located at latitude 33.7172222222222 and longitude -79.8569722222222?,"No, there is no airport located at latitude 33.7172222222222 and longitude -79.8569722222222. These coordinates point to a location in South Carolina, USA, specifically in the vicinity of the city of Conway. However, this location is not associated with any known airport. The nearest airport to these coordinates is the Myrtle Beach International Airport, which is approximately 15 miles to the southeast.",williamsburg regional,williamsburg regional
55,27,1, Is it true that there are no airports located at latitude 33.7172222222222 and longitude -79.8569722222222?,"Yes, it is true that there are no airports located at latitude 33.7172222222222 and longitude -79.8569722222222. This specific latitude and longitude point to a location in South Carolina, USA, specifically in the Horry County area. However, this location is not associated with any known airport. The closest airport to this location is the Myrtle Beach International Airport, but its coordinates are not the same as the ones provided.",williamsburg regional,williamsburg regional
56,28,0, Is there an airport located at latitude 34.7933006287 and longitude 5.7382302284?,"Yes, there is an airport located at latitude 34.7933006287 and longitude 5.7382302284. This location corresponds to Biskra Airport (BSK) in Algeria.",biskra,biskra
57,28,1, Is it true that there are no airports located at latitude 34.7933006287 and longitude 5.7382302284?,"Yes, it is true that there are no airports located at latitude 34.7933006287 and longitude 5.7382302284. These coordinates point to a location in Algeria, specifically in the Sahara Desert. This area is largely uninhabited and not conducive to the construction and operation of an airport due to its harsh desert conditions.",biskra,biskra
58,29,0, Is there an airport located at latitude 51.8950004578 and longitude 0.4491670132?,"Yes, there is an airport located at latitude 51.8950004578 and longitude 0.4491670132. This is the location of London Stansted Airport in the United Kingdom.",andrewsfield,andrewsfield
59,29,1, Is it true that there are no airports located at latitude 51.8950004578 and longitude 0.4491670132?,"No, it is not true that there are no airports located at latitude 51.8950004578 and longitude 0.4491670132. The coordinates provided are very close to the location of London Stansted Airport in the United Kingdom.",andrewsfield,andrewsfield
60,30,0, Is there an airport located at latitude 65.9141998291 and longitude -22.4214000702?,"Yes, there is an airport located at latitude 65.9141998291 and longitude -22.4214000702. This is the location of Keflavik International Airport in Iceland.",reykjanes,reykjanes
61,30,1, Is it true that there are no airports located at latitude 65.9141998291 and longitude -22.4214000702?,"No, it is not true that there are no airports located at latitude 65.9141998291 and longitude -22.4214000702. The coordinates provided are for Keflavik International Airport in Iceland.",reykjanes,reykjanes
62,31,0, Is there an airport located at latitude -19.268611908 and longitude -56.0311126709?,"No, there is no airport located at latitude -19.268611908 and longitude -56.0311126709. These coordinates point to a location in Brazil, specifically in the state of Mato Grosso do Sul. However, according to available geographic and aviation data, there is no airport at this exact location. The nearest airport to these coordinates is the Campo Grande International Airport, which is approximately 200 kilometers away.",fazenda livramento,fazenda livramento
63,31,1, Is it true that there are no airports located at latitude -19.268611908 and longitude -56.0311126709?,"Yes, it is true. The coordinates provided (-19.268611908, -56.0311126709) point to a location in Brazil, specifically in the state of Mato Grosso do Sul. However, there is no known airport at these exact coordinates. The nearest airport to these coordinates is the Campo Grande International Airport, which is located in Campo Grande, the capital city of Mato Grosso do Sul. However, it's important to note that this information is based on currently available data and could change if a new airport is built at these coordinates in the future.",fazenda livramento,fazenda livramento
64,32,0, Is there an airport located at latitude 35.4889525 and longitude -97.1919747222222?,"Yes, there is an airport located at latitude 35.4889525 and longitude -97.1919747222222. This is the geographical location of Will Rogers World Airport, which is located in Oklahoma City, Oklahoma, USA.",steciak strip,steciak strip
65,32,1, Is it true that there are no airports located at latitude 35.4889525 and longitude -97.1919747222222?,"No, it is not true. The coordinates provided (latitude 35.4889525 and longitude -97.1919747222222) point to a location in Oklahoma City, Oklahoma, USA. This location is very close to Will Rogers World Airport, which is a major airport in Oklahoma City. Therefore, there is indeed an airport located near these coordinates.",steciak strip,steciak strip
66,33,0, Is there an airport located at latitude 9.3503055573 and longitude -65.2806549072?,"No, there is no airport located at latitude 9.3503055573 and longitude -65.2806549072. These coordinates point to a location in Venezuela, specifically in the state of Bolivar. However, this location is in a remote and rural area, and there are no airports listed in its immediate vicinity.",apruna,apruna
67,33,1, Is it true that there are no airports located at latitude 9.3503055573 and longitude -65.2806549072?,"Yes, it is true that there are no airports located at latitude 9.3503055573 and longitude -65.2806549072. These coordinates point to a location in Venezuela, specifically in a rural and forested area. Airports are typically built in areas that are easily accessible, have the necessary infrastructure, and are close to populated areas. This location does not seem to meet these criteria. However, without a comprehensive global database of all airports including small and private ones, it's impossible to confirm with 100% certainty.",apruna,apruna
68,34,0, Is there an airport located at latitude 45.5048111111111 and longitude -98.5955388888889?,"Yes, there is an airport located at latitude 45.5048111111111 and longitude -98.5955388888889. This location corresponds to the Aberdeen Regional Airport (ABR) in Aberdeen, South Dakota, United States.",barber field,barber field
69,34,1, Is it true that there are no airports located at latitude 45.5048111111111 and longitude -98.5955388888889?,"Yes, it is true. The coordinates 45.5048111111111 latitude and -98.5955388888889 longitude point to a location in South Dakota, USA, specifically near the town of Mansfield. According to available data, there are no airports at this exact location. The nearest airport is Aberdeen Regional Airport, which is approximately 20 miles away.",barber field,barber field
70,35,0, Is there an airport located at latitude 42.4603854166667 and longitude -71.5180118888889?,"Yes, there is an airport located at latitude 42.4603854166667 and longitude -71.5180118888889. This location corresponds to the Hanscom Field (Bedford) Airport in Massachusetts, USA.",minute man air field,minute man air field
71,35,1, Is it true that there are no airports located at latitude 42.4603854166667 and longitude -71.5180118888889?,"No, it is not true that there are no airports located at latitude 42.4603854166667 and longitude -71.5180118888889. The coordinates provided are very close to Hanscom Field (BED), a public airport located in Bedford, Massachusetts, USA. The exact coordinates may vary slightly depending on the source, but they are generally in the vicinity of the provided coordinates.",minute man air field,minute man air field
72,36,0, Is there an airport located at latitude -25.9815006256 and longitude -51.6407012939?,"Yes, there is an airport located at latitude -25.9815006256 and longitude -51.6407012939. This location corresponds to the Ponta Grossa Airport (PGZ) in Ponta Grossa, Brazil.",foz do areia,foz do areia
73,36,1, Is it true that there are no airports located at latitude -25.9815006256 and longitude -51.6407012939?,"Yes, it is true. The coordinates -25.9815006256 latitude and -51.6407012939 longitude point to a location in Brazil, specifically in the city of Ponta Grossa. There is an airport in Ponta Grossa, known as Ponta Grossa Airport (PGZ), but its coordinates are slightly different. Therefore, there is no airport exactly at the given coordinates.",foz do areia,foz do areia
74,37,0, Is there an airport located at latitude 36.5863437777778 and longitude -115.677370555556?,"Yes, there is an airport located at latitude 36.5863437777778 and longitude -115.677370555556. This location corresponds to the Homey Airport, also known as Area 51, in Nevada, United States.",creech afb,creech afb
75,37,1, Is it true that there are no airports located at latitude 36.5863437777778 and longitude -115.677370555556?,"Yes, it is true. The coordinates provided (latitude 36.5863437777778 and longitude -115.677370555556) point to a location in Nevada, USA, specifically in the Nevada Test and Training Range. This area is a military training area and does not contain any commercial or public airports. The closest airport to these coordinates is Nellis Air Force Base, but it is not exactly at the given coordinates.",creech afb,creech afb
76,38,0, Is there an airport located at latitude 33.8899166666667 and longitude -118.243805555556?,"Yes, there is an airport located at latitude 33.8899166666667 and longitude -118.243805555556. This is the location of Los Angeles International Airport (LAX) in Los Angeles, California, USA.",compton/woodley,compton/woodley
77,38,1, Is it true that there are no airports located at latitude 33.8899166666667 and longitude -118.243805555556?,"No, it is not true. The coordinates provided (latitude 33.8899166666667 and longitude -118.243805555556) correspond to the location of Los Angeles International Airport (LAX) in Los Angeles, California, USA.",compton/woodley,compton/woodley
78,39,0, Is there an airport located at latitude 46.7119036111111 and longitude -96.3514547222222?,"Yes, there is an airport located at latitude 46.7119036111111 and longitude -96.3514547222222. This location corresponds to Hector International Airport in Fargo, North Dakota, USA.",janssen,janssen
79,39,1, Is it true that there are no airports located at latitude 46.7119036111111 and longitude -96.3514547222222?,"Yes, it is true that there are no airports located at latitude 46.7119036111111 and longitude -96.3514547222222. These coordinates point to a location in the United States, specifically in the state of Minnesota. However, this location is in a residential area in the city of Moorhead, not an airport. The nearest airport to these coordinates is Hector International Airport in Fargo, North Dakota, which is approximately 4 miles away.",janssen,janssen
80,40,0, Is there an airport located at latitude 36.8868222222222 and longitude -79.863925?,"No, there is no airport located at latitude 36.8868222222222 and longitude -79.863925. These coordinates point to a location in Virginia, USA, specifically in or near the town of Chatham. There are no major airports in this exact location. The closest airport to these coordinates is probably Lynchburg Regional Airport, which is approximately 40 miles to the north. However, it's important to note that there could be small, private airstrips in the area that are not widely known or listed.",woody field,woody field
81,40,1, Is it true that there are no airports located at latitude 36.8868222222222 and longitude -79.863925?,"Yes, it is true. The coordinates provided (latitude 36.8868222222222 and longitude -79.863925) point to a location in Virginia, USA, specifically in or near the town of Gretna. According to available data, there are no airports at this exact location. The closest airport to these coordinates is Lynchburg Regional Airport, which is approximately 30 miles away. However, it's always a good idea to check the most recent and detailed maps or databases for the most accurate information.",woody field,woody field
82,41,0, Is there an airport located at latitude 42.4327777777778 and longitude -88.7172222222222?,"No, there is no airport located at latitude 42.4327777777778 and longitude -88.7172222222222. These coordinates point to a location in the United States, specifically in Lake County, Illinois. This location appears to be in a residential area near Round Lake Beach, and there is no airport in the immediate vicinity. The nearest airport to these coordinates is the Chicago O'Hare International Airport, which is approximately 40 miles away.",sd aero,sd aero
83,41,1, Is it true that there are no airports located at latitude 42.4327777777778 and longitude -88.7172222222222?,"Yes, it is true. The coordinates 42.4327777777778, -88.7172222222222 point to a location in the United States, specifically in Lake County, Illinois. This location is a residential area and does not have an airport. The nearest airport to these coordinates is the Chicago O'Hare International Airport, which is approximately 40 miles away.",sd aero,sd aero
84,42,0, Is there an airport located at latitude 38.3104444444444 and longitude -75.1239722222222?,"Yes, there is an airport located at latitude 38.3104444444444 and longitude -75.1239722222222. This location corresponds to the Salisbury-Ocean City Wicomico Regional Airport in Salisbury, Maryland, USA.",ocean city municipal,ocean city municipal
85,42,1, Is it true that there are no airports located at latitude 38.3104444444444 and longitude -75.1239722222222?,"Yes, it is true. The coordinates latitude 38.3104444444444 and longitude -75.1239722222222 point to a location in Salisbury, Maryland, USA. The nearest airport to these coordinates is Salisbury-Ocean City Wicomico Regional Airport, but it is not exactly at these coordinates. Therefore, there are no airports located exactly at these coordinates.",ocean city municipal,ocean city municipal
86,43,0, Is there an airport located at latitude 36.4860555555556 and longitude -90.0156944444444?,"Yes, there is an airport located at latitude 36.4860555555556 and longitude -90.0156944444444. This location corresponds to the Corning Municipal Airport in Corning, Arkansas, USA.",campbell municipal,campbell municipal
