,entity_idx,prompt_idx,question,rationale,model_gold_entity,gold_entity
25,12,1," Is it true that there are no movies, released in 2006, starring Johnny Depp where Gore Verbinski is the director?","No, it is not true. The movie ""Pirates of the Caribbean: Dead Man's Chest"" was released in 2006, starred Johnny Depp, and was directed by Gore Verbinski.",pirates of the caribbean: dead man's chest,pirates of the caribbean: dead man's chest
26,13,0," Is there a movie, released in 2013, starring Johnny Depp where Gore Verbinski is the director?","Yes, there is a movie released in 2013 starring Johnny Depp where Gore Verbinski is the director. The movie is called ""The Lone Ranger"". In this film, Johnny Depp plays the character of Tonto, a Native American who recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.",the lone ranger,the lone ranger
27,13,1," Is it true that there are no movies, released in 2013, starring Johnny Depp where Gore Verbinski is the director?","No, it is not true. The movie ""The Lone Ranger"" was released in 2013, directed by Gore Verbinski and starred Johnny Depp.",the lone ranger,the lone ranger
28,14,0," Is there a movie, released in 2013, starring Henry Cavill where Zack Snyder is the director?","Yes, there is a movie released in 2013 starring Henry Cavill where Zack Snyder is the director. The movie is ""Man of Steel,"" which is a part of the Superman franchise.",man of steel,man of steel
29,14,1," Is it true that there are no movies, released in 2013, starring Henry Cavill where Zack Snyder is the director?","No, it is not true. The movie ""Man of Steel"", released in 2013, starred Henry Cavill and was directed by Zack Snyder.",man of steel,man of steel
30,15,0," Is there a movie, released in 2008, starring Peter Dinklage where Andrew Adamson is the director?","Yes, there is a movie released in 2008 where Peter Dinklage stars and Andrew Adamson is the director. The movie is ""The Chronicles of Narnia: Prince Caspian."" In this film, Peter Dinklage plays the role of Trumpkin, a red dwarf. Andrew Adamson directed this second installment of the Narnia film series.",the chronicles of narnia: prince caspian,the chronicles of narnia: prince caspian
31,15,1," Is it true that there are no movies, released in 2008, starring Peter Dinklage where Andrew Adamson is the director?","No, it is not true. Peter Dinklage starred in the movie ""The Chronicles of Narnia: Prince Caspian"" which was released in 2008 and directed by Andrew Adamson.",the chronicles of narnia: prince caspian,the chronicles of narnia: prince caspian
32,16,0," Is there a movie, released in 2012, starring Chris Hemsworth where Joss Whedon is the director?","Yes, there is a movie released in 2012, starring Chris Hemsworth where Joss Whedon is the director. The movie is ""The Avengers."" Joss Whedon directed this Marvel Cinematic Universe film, and Chris Hemsworth starred in it as Thor, one of the main characters.",the avengers,the avengers
33,16,1," Is it true that there are no movies, released in 2012, starring Chris Hemsworth where Joss Whedon is the director?","No, it is not true. The movie ""The Avengers"" was released in 2012, directed by Joss Whedon and starred Chris Hemsworth as Thor.",the avengers,the avengers
34,17,0," Is there a movie, released in 2011, starring Johnny Depp where Rob Marshall is the director?","Yes, there is a movie released in 2011 starring Johnny Depp where Rob Marshall is the director. The movie is ""Pirates of the Caribbean: On Stranger Tides"". This is the fourth installment in the Pirates of the Caribbean film series.",pirates of the caribbean: on stranger tides,pirates of the caribbean: on stranger tides
35,17,1," Is it true that there are no movies, released in 2011, starring Johnny Depp where Rob Marshall is the director?","No, it is not true. The movie ""Pirates of the Caribbean: On Stranger Tides"" was released in 2011, directed by Rob Marshall and starred Johnny Depp.",pirates of the caribbean: on stranger tides,pirates of the caribbean: on stranger tides
36,18,0," Is there a movie, released in 2012, starring Will Smith where Barry Sonnenfeld is the director?","Yes, there is a movie released in 2012 starring Will Smith where Barry Sonnenfeld is the director. The movie is ""Men in Black 3"". This is the third installment in the Men in Black series, which is directed by Barry Sonnenfeld and stars Will Smith as Agent J.",men in black 3,men in black 3
37,18,1," Is it true that there are no movies, released in 2012, starring Will Smith where Barry Sonnenfeld is the director?","No, it is not true. The movie ""Men in Black 3"" was released in 2012, which starred Will Smith and was directed by Barry Sonnenfeld.",men in black 3,men in black 3
38,19,0," Is there a movie, released in 2014, starring Aidan Turner where Peter Jackson is the director?","Yes, there is a movie released in 2014, starring Aidan Turner where Peter Jackson is the director. The movie is ""The Hobbit: The Battle of the Five Armies"". This is the third and final installment in Peter Jackson's Hobbit trilogy, and Aidan Turner plays the character of Kíli.",the hobbit: the battle of the five armies,the hobbit: the battle of the five armies
39,19,1," Is it true that there are no movies, released in 2014, starring Aidan Turner where Peter Jackson is the director?","No, it is not true. Aidan Turner starred in ""The Hobbit: The Battle of the Five Armies"" which was released in 2014 and directed by Peter Jackson. In this movie, Turner played the character of Kili.",the hobbit: the battle of the five armies,the hobbit: the battle of the five armies
40,20,0," Is there a movie, released in 2012, starring Emma Stone where Marc Webb is the director?","Yes, there is a movie released in 2012 starring Emma Stone where Marc Webb is the director. The movie is ""The Amazing Spider-Man"". In this film, Emma Stone played the role of Gwen Stacy, and Marc Webb was the director.",the amazing spider-man,the amazing spider-man
41,20,1," Is it true that there are no movies, released in 2012, starring Emma Stone where Marc Webb is the director?","No, it is not true. The Amazing Spider-Man, directed by Marc Webb and starring Emma Stone, was released in 2012.",the amazing spider-man,the amazing spider-man
42,21,0," Is there a movie, released in 2010, starring Mark Addy where Ridley Scott is the director?","Yes, there is a movie released in 2010, starring Mark Addy where Ridley Scott is the director. The movie is ""Robin Hood"". Mark Addy played the role of Friar Tuck and Ridley Scott was the director of the film.",robin hood,robin hood
43,21,1," Is it true that there are no movies, released in 2010, starring Mark Addy where Ridley Scott is the director?","Yes, it is true. Mark Addy and Ridley Scott have both had successful careers in the film industry, but as of the information available, they have not worked together on a movie released in 2010. Ridley Scott directed the film ""Robin Hood"" in 2010, but Mark Addy did not have a role in that film.",robin hood,robin hood
44,22,0," Is there a movie, released in 2013, starring Aidan Turner where Peter Jackson is the director?","Yes, there is a movie released in 2013, starring Aidan Turner where Peter Jackson is the director. The movie is ""The Hobbit: The Desolation of Smaug"". It is the second film in The Hobbit trilogy, directed by Peter Jackson, and Aidan Turner plays the character of Kíli, one of the dwarves.",the hobbit: the desolation of smaug,the hobbit: the desolation of smaug
45,22,1," Is it true that there are no movies, released in 2013, starring Aidan Turner where Peter Jackson is the director?","No, it is not true. Aidan Turner starred in ""The Hobbit: The Desolation of Smaug"" which was released in 2013 and directed by Peter Jackson. In this movie, Turner played the character of Kili.",the hobbit: the desolation of smaug,the hobbit: the desolation of smaug
46,23,0," Is there a movie, released in 2007, starring Christopher Lee where Chris Weitz is the director?","Yes, there is a movie released in 2007, directed by Chris Weitz, in which Christopher Lee starred. The movie is called ""The Golden Compass"". Christopher Lee played the role of the First High Councilor.",the golden compass,the golden compass
47,23,1," Is it true that there are no movies, released in 2007, starring Christopher Lee where Chris Weitz is the director?","No, it is not true. The movie ""The Golden Compass"" was released in 2007, directed by Chris Weitz, and features Christopher Lee in its cast.",the golden compass,the golden compass
48,24,0," Is there a movie, released in 2005, starring Naomi Watts where Peter Jackson is the director?","Yes, there is a movie released in 2005, starring Naomi Watts, where Peter Jackson is the director. The movie is ""King Kong"". Peter Jackson directed this remake of the classic film, and Naomi Watts played the lead female role, Ann Darrow.",king kong,king kong
49,24,1," Is it true that there are no movies, released in 2005, starring Naomi Watts where Peter Jackson is the director?","No, it is not true. The movie ""King Kong"" was released in 2005, directed by Peter Jackson and starred Naomi Watts.",king kong,king kong
50,25,0," Is there a movie, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?","Yes, there is a movie released in 1997 starring Leonardo DiCaprio where James Cameron is the director. The movie is ""Titanic."" It is one of the most successful films of all time, both critically and commercially. It tells the story of the ill-fated RMS Titanic through the love story of Jack (DiCaprio) and Rose (Kate Winslet).",titanic,titanic
51,25,1," Is it true that there are no movies, released in 1997, starring Leonardo DiCaprio where James Cameron is the director?","No, it is not true. The movie ""Titanic,"" directed by James Cameron and starring Leonardo DiCaprio, was released in 1997.",titanic,titanic
52,26,0," Is there a movie, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?","Yes, there is a movie released in 2016 where Robert Downey Jr. stars and Anthony Russo is the director. The movie is ""Captain America: Civil War."" In this film, Robert Downey Jr. reprises his role as Tony Stark/Iron Man, and it is directed by the Russo brothers, Anthony and Joe Russo.",captain america: civil war,captain america: civil war
53,26,1," Is it true that there are no movies, released in 2016, starring Robert Downey Jr. where Anthony Russo is the director?","No, it is not true. The movie ""Captain America: Civil War"" was released in 2016, directed by Anthony Russo and Joe Russo, and starred Robert Downey Jr. as Tony Stark/Iron Man.",captain america: civil war,captain america: civil war
54,27,0," Is there a movie, released in 2012, starring Liam Neeson where Peter Berg is the director?","No, there is no movie released in 2012 starring Liam Neeson where Peter Berg is the director. Peter Berg directed a movie called ""Battleship"" in 2012, but Liam Neeson was not in it. Liam Neeson starred in several movies in 2012, including ""Taken 2"" and ""The Dark Knight Rises,"" but none of them were directed by Peter Berg.",battleship,battleship
55,27,1," Is it true that there are no movies, released in 2012, starring Liam Neeson where Peter Berg is the director?","Yes, it is true. Peter Berg did not direct any movies starring Liam Neeson that were released in 2012. Peter Berg is a well-known director, but his filmography does not include any collaborations with Liam Neeson in 2012.",battleship,battleship
56,28,0," Is there a movie, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?","Yes, there is a movie released in 2015 starring Bryce Dallas Howard where Colin Trevorrow is the director. The movie is ""Jurassic World."" It is the fourth installment of the Jurassic Park series and was a major box office success.",jurassic world,jurassic world
57,28,1," Is it true that there are no movies, released in 2015, starring Bryce Dallas Howard where Colin Trevorrow is the director?","No, it is not true. Bryce Dallas Howard starred in the movie ""Jurassic World,"" which was released in 2015 and directed by Colin Trevorrow.",jurassic world,jurassic world
58,29,0," Is there a movie, released in 2012, starring Albert Finney where Sam Mendes is the director?","Yes, there is a movie released in 2012, starring Albert Finney where Sam Mendes is the director. The movie is ""Skyfall"", the 23rd James Bond film. Albert Finney played the role of Kincade, and Sam Mendes directed the film.",skyfall,skyfall
59,29,1," Is it true that there are no movies, released in 2012, starring Albert Finney where Sam Mendes is the director?","Yes, it is true. Albert Finney and Sam Mendes worked together on the movie ""Skyfall,"" which was released in 2012. However, Albert Finney passed away in 2019, so there are no new movies released in 2012 or later starring Albert Finney where Sam Mendes is the director.",skyfall,skyfall
60,30,0," Is there a movie, released in 2004, starring J.K. Simmons where Sam Raimi is the director?","Yes, there is a movie released in 2004, starring J.K. Simmons where Sam Raimi is the director. The movie is ""Spider-Man 2"". In this movie, J.K. Simmons played the role of J. Jonah Jameson, the editor-in-chief of the Daily Bugle. Sam Raimi directed this movie as part of the Spider-Man trilogy.",spider-man 2,spider-man 2
61,30,1," Is it true that there are no movies, released in 2004, starring J.K. Simmons where Sam Raimi is the director?","No, it is not true. J.K. Simmons starred in the movie ""Spider-Man 2"" which was released in 2004 and directed by Sam Raimi. In this movie, Simmons played the character J. Jonah Jameson, the editor-in-chief of the Daily Bugle.",spider-man 2,spider-man 2
62,31,0," Is there a movie, released in 2013, starring Robert Downey Jr. where Shane Black is the director?","Yes, there is a movie released in 2013 starring Robert Downey Jr. where Shane Black is the director. The movie is ""Iron Man 3"". Shane Black directed this movie and Robert Downey Jr. played the lead role of Tony Stark/Iron Man.",iron man 3,iron man 3
63,31,1," Is it true that there are no movies, released in 2013, starring Robert Downey Jr. where Shane Black is the director?","No, it is not true. The movie ""Iron Man 3"", released in 2013, was directed by Shane Black and starred Robert Downey Jr. as Tony Stark/Iron Man.",iron man 3,iron man 3
64,32,0," Is there a movie, released in 2010, starring Johnny Depp where Tim Burton is the director?","Yes, there is a movie released in 2010 starring Johnny Depp where Tim Burton is the director. The movie is ""Alice in Wonderland."" In this film, Johnny Depp plays the role of the Mad Hatter, and it is directed by Tim Burton. This duo has collaborated on several films over the years.",alice in wonderland,alice in wonderland
65,32,1," Is it true that there are no movies, released in 2010, starring Johnny Depp where Tim Burton is the director?","No, it is not true. In 2010, a movie called ""Alice in Wonderland"" was released, in which Johnny Depp starred as the Mad Hatter. This film was directed by Tim Burton.",alice in wonderland,alice in wonderland
66,33,0," Is there a movie, released in 2006, starring Hugh Jackman where Brett Ratner is the director?","No, there is no movie released in 2006 starring Hugh Jackman where Brett Ratner is the director. Brett Ratner is known for directing movies like the Rush Hour series, Red Dragon, and X-Men: The Last Stand. However, X-Men: The Last Stand, released in 2006, does not star Hugh Jackman as the lead, but he does have a significant role in the movie.",x-men: the last stand,x-men: the last stand
67,33,1," Is it true that there are no movies, released in 2006, starring Hugh Jackman where Brett Ratner is the director?","No, it is not true. The movie ""X-Men: The Last Stand"" was released in 2006, directed by Brett Ratner and starred Hugh Jackman.",x-men: the last stand,x-men: the last stand
68,34,0," Is there a movie, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?","Yes, there is a movie released in 2013 where Steve Buscemi is a star and Dan Scanlon is the director. The movie is ""Monsters University."" In this film, Steve Buscemi provides the voice for the character Randall Boggs, and Dan Scanlon is the director.",monsters university,monsters university
69,34,1," Is it true that there are no movies, released in 2013, starring Steve Buscemi where Dan Scanlon is the director?","No, it is not true. The movie ""Monsters University,"" released in 2013, was directed by Dan Scanlon and featured Steve Buscemi as one of the voice actors. He voiced the character Randall Boggs.",monsters university,monsters university
70,35,0," Is there a movie, released in 2009, starring Glenn Morshower where Michael Bay is the director?","Yes, there is a movie released in 2009 where Glenn Morshower starred and Michael Bay directed. The movie is ""Transformers: Revenge of the Fallen"". Glenn Morshower played the role of General Morshower and Michael Bay was the director of this film.",transformers: revenge of the fallen,transformers: revenge of the fallen
71,35,1," Is it true that there are no movies, released in 2009, starring Glenn Morshower where Michael Bay is the director?","No, it is not true. Glenn Morshower starred in the movie ""Transformers: Revenge of the Fallen"" which was released in 2009 and directed by Michael Bay.",transformers: revenge of the fallen,transformers: revenge of the fallen
72,36,0," Is there a movie, released in 2014, starring Bingbing Li where Michael Bay is the director?","Yes, there is a movie released in 2014, starring Bingbing Li where Michael Bay is the director. The movie is ""Transformers: Age of Extinction"". It is the fourth installment in the live-action Transformers film series.",transformers: age of extinction,transformers: age of extinction
73,36,1," Is it true that there are no movies, released in 2014, starring Bingbing Li where Michael Bay is the director?","No, it is not true. Bingbing Li starred in the movie ""Transformers: Age of Extinction"" which was released in 2014 and directed by Michael Bay.",transformers: age of extinction,transformers: age of extinction
74,37,0," Is there a movie, released in 2013, starring Tim Holmes where Sam Raimi is the director?","Yes, there is a movie released in 2013 where Tim Holmes acted and Sam Raimi was the director. The movie is called ""Oz the Great and Powerful."" In this film, Tim Holmes played the role of a strongman.",oz the great and powerful,oz the great and powerful
75,37,1," Is it true that there are no movies, released in 2013, starring Tim Holmes where Sam Raimi is the director?","No, it is not true. Tim Holmes did appear in a movie directed by Sam Raimi in 2013. The movie is ""Oz the Great and Powerful."" In this movie, Tim Holmes played the role of a strongman.",oz the great and powerful,oz the great and powerful
76,38,0," Is there a movie, released in 2014, starring Emma Stone where Marc Webb is the director?","Yes, there is a movie released in 2014 starring Emma Stone where Marc Webb is the director. The movie is ""The Amazing Spider-Man 2"". In this movie, Emma Stone played the role of Gwen Stacy.",the amazing spider-man 2,the amazing spider-man 2
77,38,1," Is it true that there are no movies, released in 2014, starring Emma Stone where Marc Webb is the director?","No, it is not true. The Amazing Spider-Man 2, released in 2014, starred Emma Stone and was directed by Marc Webb.",the amazing spider-man 2,the amazing spider-man 2
78,39,0," Is there a movie, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?","Yes, there is a movie released in 2010, starring Jeff Bridges and directed by Joseph Kosinski. The movie is called ""Tron: Legacy"". It is a science fiction film produced by Walt Disney Pictures, and it is a sequel to the 1982 film ""Tron"", in which Jeff Bridges reprises his roles as Kevin Flynn and Clu.",tron: legacy,tron: legacy
79,39,1," Is it true that there are no movies, released in 2010, starring Jeff Bridges where Joseph Kosinski is the director?","No, it is not true. The movie ""Tron: Legacy"" was released in 2010, directed by Joseph Kosinski and starred Jeff Bridges.",tron: legacy,tron: legacy
80,40,0," Is there a movie, released in 2011, starring Joe Mantegna where John Lasseter is the director?","No, there is no movie released in 2011 that stars Joe Mantegna and is directed by John Lasseter. John Lasseter is known for directing animated films for Pixar, and Joe Mantegna is an actor known for his roles in live-action films and television. While both have had successful careers in the film industry, they have not collaborated on a project together.",cars 2,cars 2
81,40,1," Is it true that there are no movies, released in 2011, starring Joe Mantegna where John Lasseter is the director?","Yes, it is true. John Lasseter is a renowned director known for his work with Pixar Animation Studios and he has not directed any movie starring Joe Mantegna, especially not in 2011. Joe Mantegna is a well-known actor famous for his roles in crime and drama genres, but he has not worked under the direction of John Lasseter.",cars 2,cars 2
82,41,0," Is there a movie, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?","Yes, there is a movie released in 2011 starring Ryan Reynolds where Martin Campbell is the director. The movie is called ""Green Lantern."" In this film, Ryan Reynolds plays the lead role of Hal Jordan (Green Lantern), and Martin Campbell is the director.",green lantern,green lantern
83,41,1," Is it true that there are no movies, released in 2011, starring Ryan Reynolds where Martin Campbell is the director?","No, it is not true. The movie ""Green Lantern,"" released in 2011, starred Ryan Reynolds and was directed by Martin Campbell.",green lantern,green lantern
84,42,0," Is there a movie, released in 2010, starring Tom Hanks where Lee Unkrich is the director?","Yes, there is a movie released in 2010, starring Tom Hanks where Lee Unkrich is the director. The movie is ""Toy Story 3"". In this movie, Tom Hanks provided the voice for the character Woody, and Lee Unkrich was the director.",toy story 3,toy story 3
85,42,1," Is it true that there are no movies, released in 2010, starring Tom Hanks where Lee Unkrich is the director?","Yes, it is true. Lee Unkrich is a director known for his work with Pixar, including the 2010 film ""Toy Story 3"". While Tom Hanks does provide the voice for the character Woody in ""Toy Story 3"", voice acting is typically not considered the same as starring in a film. Furthermore, there are no other films released in 2010 where both Tom Hanks and Lee Unkrich worked together.",toy story 3,toy story 3
86,43,0," Is there a movie, released in 2009, starring Christian Bale where McG is the director?","Yes, there is a movie released in 2009 starring Christian Bale where McG is the director. The movie is ""Terminator Salvation."" It is the fourth installment in the Terminator franchise, and it features Christian Bale in the role of John Connor, with McG as the director.",terminator salvation,terminator salvation
87,43,1," Is it true that there are no movies, released in 2009, starring Christian Bale where McG is the director?","No, it is not true. The movie ""Terminator Salvation"" was released in 2009, directed by McG and starred Christian Bale.",terminator salvation,terminator salvation
88,44,0," Is there a movie, released in 2015, starring Jason Statham where James Wan is the director?","Yes, there is a movie released in 2015 starring Jason Statham where James Wan is the director. The movie is ""Furious 7"". It is the seventh installment in the Fast & Furious franchise and James Wan directed it. Jason Statham plays the role of Deckard Shaw, the main antagonist in the film.",furious 7,furious 7
89,44,1," Is it true that there are no movies, released in 2015, starring Jason Statham where James Wan is the director?","No, it is not true. Jason Statham starred in the movie ""Furious 7"" which was released in 2015 and directed by James Wan.",furious 7,furious 7
90,45,0," Is there a movie, released in 2013, starring Peter Capaldi where Marc Forster is the director?","No, there is no movie released in 2013 starring Peter Capaldi where Marc Forster is the director. Marc Forster is a well-known director who has directed films like ""World War Z"" and ""Quantum of Solace"", but none of his films in 2013 starred Peter Capaldi. Peter Capaldi is a renowned actor known for his role in ""Doctor Who"", but he did not work with Marc Forster in 2013.",world war z,world war z
91,45,1," Is it true that there are no movies, released in 2013, starring Peter Capaldi where Marc Forster is the director?","Yes, it is true. Peter Capaldi, a Scottish actor, and Marc Forster, a German-Swiss filmmaker, have not collaborated on a movie together in 2013 or any other year. Marc Forster is known for directing films like ""World War Z"" and ""Quantum of Solace,"" while Peter Capaldi is famous for his role in ""Doctor Who."" There is no record of them working together on a film project.",world war z,world war z
92,46,0," Is there a movie, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?","Yes, there is a movie released in 2014, starring Jennifer Lawrence where Bryan Singer is the director. The movie is ""X-Men: Days of Future Past"". In this movie, Jennifer Lawrence played the role of Raven / Mystique and Bryan Singer was the director.",x-men: days of future past,x-men: days of future past
93,46,1," Is it true that there are no movies, released in 2014, starring Jennifer Lawrence where Bryan Singer is the director?","Yes, it is true. Bryan Singer directed a movie in 2014 called ""X-Men: Days of Future Past"" in which Jennifer Lawrence starred. However, this is not considered as a movie starring Jennifer Lawrence because she was part of an ensemble cast, not the sole or primary star. Therefore, there are no movies released in 2014 where Bryan Singer is the director and Jennifer Lawrence is the star.",x-men: days of future past,x-men: days of future past
94,47,0," Is there a movie, released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director?","Yes, there is a movie released in 2013, starring Benedict Cumberbatch where J.J. Abrams is the director. The movie is ""Star Trek Into Darkness"". In this movie, Benedict Cumberbatch plays the role of Khan, a genetically engineered superhuman, and it was directed by J.J. Abrams.",star trek into darkness,star trek into darkness
