,entity_idx,question_idx,question,model_response
61,163,5,Did the soccer player F. Quagliarella play for the club in the image?,No.
62,166,2,Did the soccer player Miranda wear jersey number 13 in 2019?,No.
63,166,5,Did the soccer player Miranda play for the club in the image?,No.
64,169,2,Did the soccer player Rui Patrício wear jersey number 11 in 2019?,No.
65,170,2,Did the soccer player R. Nainggolan wear jersey number 4 in 2019?,No.
66,170,5,Did the soccer player R. Nainggolan play for the club in the image?,No.
67,171,2,Did the soccer player É. Banega wear jersey number 10 in 2019?,No.
68,172,2,Did the soccer player Diego Costa wear jersey number 19 in 2019?,No.
69,172,3,Was the soccer player Diego Costa born in Spain?,No.
70,175,2,Did the soccer player M. Kruse wear jersey number 10 in 2019?,No.
71,182,2,Did the soccer player D. Blind wear jersey number 17 in 2019?,No.
72,183,3,Was the soccer player L. Hrádecký born in Finland?,No.
73,184,2,Did the soccer player N. Otamendi wear jersey number 30 in 2019?,No.
74,186,2,Did the soccer player J. Cuadrado wear jersey number 16 in 2019?,No.
75,188,2,Did the soccer player K. Kampl wear jersey number 44 in 2019?,No.
76,190,3,Was the soccer player Rodrigo born in Spain?,No.
77,191,5,Did the soccer player W. Zaha play for the club in the image?,No.
78,196,2,Did the soccer player J. Cillessen wear jersey number 13 in 2019?,No.
79,199,2,Did the soccer player Danilo Pereira wear jersey number 22 in 2019?,No.
80,199,3,Was the soccer player Danilo Pereira born in Portugal?,No.
81,202,2,Did the soccer player J. Draxler wear jersey number 23 in 2019?,No.
82,206,2,Did the soccer player A. Milik wear jersey number 99 in 2019?,No.
83,207,3,Was the soccer player Jorginho born in Italy?,No.
84,208,2,Did the soccer player S. Haller wear jersey number 22 in 2019?,No.
85,210,2,Did the soccer player Y. Carrasco wear jersey number 10 in 2019?,No.
86,212,2,Did the soccer player Grimaldo wear jersey number 3 in 2019?,No.
87,214,2,Did the soccer player A. Martial wear jersey number 9 in 2019?,No.
88,215,2,Did the soccer player T. Werner wear jersey number 11 in 2019?,No.
89,217,2,Did the soccer player Anderson Talisca wear jersey number 9 in 2019?,No.
90,225,2,Did the soccer player Pau López wear jersey number 12 in 2019?,No.
91,227,2,Did the soccer player Gonçalo Guedes wear jersey number 7 in 2019?,No.
92,228,2,Did the soccer player N. Pépé wear jersey number 19 in 2019?,No.
93,230,2,Did the soccer player Fabián wear jersey number 8 in 2019?,No.
94,230,5,Did the soccer player Fabián play for the club in the image?,No.
95,232,0,Do you know the soccer player Louri Beretta?,No.
96,232,1,Did the soccer player Louri Beretta play for Clube Atlético Mineiro in 2019?,No.
97,232,2,Did the soccer player Louri Beretta wear jersey number 9 in 2019?,No.
98,232,3,Was the soccer player Louri Beretta born in Brazil?,No.
99,232,4,Did the soccer player Louri Beretta participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
100,232,5,Did the soccer player Louri Beretta play for the club in the image?,No.
101,233,0,Do you know the soccer player Josué Chiamulera?,No.
102,233,1,Did the soccer player Josué Chiamulera play for Grêmio in 2019?,No.
103,233,2,Did the soccer player Josué Chiamulera wear jersey number 3 in 2019?,No.
104,233,4,Did the soccer player Josué Chiamulera participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
105,233,5,Did the soccer player Josué Chiamulera play for the club in the image?,No.
106,234,0,Do you know the soccer player Ronaldo Cabrais?,No.
107,234,1,Did the soccer player Ronaldo Cabrais play for Grêmio in 2019?,No.
108,234,2,Did the soccer player Ronaldo Cabrais wear jersey number 10 in 2019?,No.
109,234,4,Did the soccer player Ronaldo Cabrais participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
110,234,5,Did the soccer player Ronaldo Cabrais play for the club in the image?,No.
111,237,2,Did the soccer player L. Jović wear jersey number 18 in 2019?,No.
112,238,2,Did the soccer player Pepe Reina wear jersey number 25 in 2019?,No.
113,246,1,Did the soccer player E. Viviano play for Sporting CP in 2019?,No.
114,246,2,Did the soccer player E. Viviano wear jersey number 58 in 2019?,No.
115,246,5,Did the soccer player E. Viviano play for the club in the image?,No.
116,248,2,Did the soccer player O. Giroud wear jersey number 18 in 2019?,No.
117,250,5,Did the soccer player S. Kjær play for the club in the image?,No.
118,251,2,Did the soccer player Willian wear jersey number 10 in 2019?,No.
119,252,2,Did the soccer player V. Ćorluka wear jersey number 14 in 2019?,No.
120,252,4,Did the soccer player V. Ćorluka participate in leauge named Rest of World during the year 2019?,No.
121,253,2,Did the soccer player M. Arnautović wear jersey number 7 in 2019?,No.
122,256,2,Did the soccer player A. Kolarov wear jersey number 11 in 2019?,No.
123,257,5,Did the soccer player M. Balotelli play for the club in the image?,No.
124,258,3,Was the soccer player Marlos born in Ukraine?,No.
125,258,4,Did the soccer player Marlos participate in leauge named Rest of World during the year 2019?,No.
126,259,4,Did the soccer player Taison participate in leauge named Rest of World during the year 2019?,No.
127,260,2,Did the soccer player B. Dost wear jersey number 28 in 2019?,No.
128,265,5,Did the soccer player S. El Shaarawy play for the club in the image?,No.
129,266,2,Did the soccer player Ander Herrera wear jersey number 21 in 2019?,No.
130,268,2,Did the soccer player A. Areola wear jersey number 16 in 2019?,No.
131,271,3,Was the soccer player Mário Fernandes born in Russia?,No.
132,271,4,Did the soccer player Mário Fernandes participate in leauge named Rest of World during the year 2019?,No.
133,277,3,Was the soccer player C. Bakambu born in Congo DR?,No.
134,278,2,Did the soccer player Sergi Roberto wear jersey number 20 in 2019?,No.
135,279,2,Did the soccer player N. Schulz wear jersey number 14 in 2019?,No.
136,280,1,Did the soccer player K. Volland play for Bayer 04 Leverkusen in 2019?,No.
137,282,2,Did the soccer player B. Lecomte wear jersey number 40 in 2019?,No.
138,284,2,Did the soccer player T. Meunier wear jersey number 12 in 2019?,No.
139,286,2,Did the soccer player Suso wear jersey number 8 in 2019?,No.
140,287,2,Did the soccer player K. Bellarabi wear jersey number 38 in 2019?,No.
141,289,2,Did the soccer player T. Hazard wear jersey number 23 in 2019?,No.
142,294,2,Did the soccer player E. Forsberg wear jersey number 10 in 2019?,No.
143,295,2,Did the soccer player F. Kostić wear jersey number 10 in 2019?,No.
144,302,2,Did the soccer player N. Tagliafico wear jersey number 31 in 2019?,No.
145,304,2,Did the soccer player K. Demirbay wear jersey number 10 in 2019?,No.
146,306,2,Did the soccer player Á. Correa wear jersey number 10 in 2019?,No.
147,308,2,Did the soccer player Iñaki Williams wear jersey number 9 in 2019?,No.
148,311,2,Did the soccer player Rafa wear jersey number 27 in 2019?,No.
149,315,2,Did the soccer player L. Torreira wear jersey number 11 in 2019?,No.
150,318,2,Did the soccer player S. Bergwijn wear jersey number 10 in 2019?,No.
151,322,2,Did the soccer player L. Bailey wear jersey number 9 in 2019?,No.
152,323,2,Did the soccer player Oyarzabal wear jersey number 10 in 2019?,No.
153,324,0,Do you know the soccer player Raphaelito Anjos?,No.
154,324,1,Did the soccer player Raphaelito Anjos play for Grêmio in 2019?,No.
155,324,2,Did the soccer player Raphaelito Anjos wear jersey number 1 in 2019?,No.
156,324,4,Did the soccer player Raphaelito Anjos participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
157,324,5,Did the soccer player Raphaelito Anjos play for the club in the image?,No.
158,325,0,Do you know the soccer player Juiano Mestres?,No.
159,325,1,Did the soccer player Juiano Mestres play for Cruzeiro in 2019?,No.
160,325,2,Did the soccer player Juiano Mestres wear jersey number 3 in 2019?,No.
161,325,3,Was the soccer player Juiano Mestres born in Brazil?,No.
162,325,4,Did the soccer player Juiano Mestres participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
163,325,5,Did the soccer player Juiano Mestres play for the club in the image?,No.
164,326,0,Do you know the soccer player Rosberto Dourado?,No.
165,326,1,Did the soccer player Rosberto Dourado play for Clube Atlético Mineiro in 2019?,No.
166,326,2,Did the soccer player Rosberto Dourado wear jersey number 6 in 2019?,No.
167,326,3,Was the soccer player Rosberto Dourado born in Brazil?,No.
168,326,4,Did the soccer player Rosberto Dourado participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
169,326,5,Did the soccer player Rosberto Dourado play for the club in the image?,No.
170,327,2,Did the soccer player Gabriel Jesus wear jersey number 9 in 2019?,No.
171,329,2,Did the soccer player J. Mathieu wear jersey number 22 in 2019?,No.
172,330,2,Did the soccer player J. Milner wear jersey number 7 in 2019?,No.
173,331,2,Did the soccer player L. López wear jersey number 15 in 2019?,No.
174,332,5,Did the soccer player B. Gomis play for the club in the image?,No.
175,333,1,Did the soccer player M. Dembélé play for Guangzhou City in 2019?,No.
176,333,2,Did the soccer player M. Dembélé wear jersey number 8 in 2019?,No.
177,333,3,Was the soccer player M. Dembélé born in Belgium?,No.
178,333,4,Did the soccer player M. Dembélé participate in leauge named Chinese Super League during the year 2019?,No.
179,333,5,Did the soccer player M. Dembélé play for the club in the image?,No.
180,335,2,Did the soccer player A. Consigli wear jersey number 47 in 2019?,No.
181,337,1,Did the soccer player Jardel play for SL Benfica in 2019?,No.
182,337,2,Did the soccer player Jardel wear jersey number 33 in 2019?,No.
183,337,4,Did the soccer player Jardel participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
184,338,2,Did the soccer player Renato Augusto wear jersey number 5 in 2019?,No.
185,344,2,Did the soccer player Beñat wear jersey number 7 in 2019?,No.
186,346,2,Did the soccer player B. Höwedes wear jersey number 5 in 2019?,No.
187,346,4,Did the soccer player B. Höwedes participate in leauge named Rest of World during the year 2019?,No.
188,347,3,Was the soccer player F. Muslera born in Uruguay?,No.
189,351,2,Did the soccer player N. Gaitán wear jersey number 20 in 2019?,No.
190,352,2,Did the soccer player S. Giovinco wear jersey number 9 in 2019?,No.
191,352,5,Did the soccer player S. Giovinco play for the club in the image?,No.
192,353,2,Did the soccer player Luiz Gustavo wear jersey number 19 in 2019?,No.
193,358,2,Did the soccer player H. Mkhitaryan wear jersey number 7 in 2019?,No.
194,359,2,Did the soccer player J. Corona wear jersey number 17 in 2019?,No.
195,360,2,Did the soccer player André Almeida wear jersey number 34 in 2019?,No.
196,364,2,Did the soccer player Rafinha wear jersey number 12 in 2019?,No.
197,365,3,Was the soccer player G. Kondogbia born in Central African Republic?,No.
198,366,2,Did the soccer player A. Florenzi wear jersey number 24 in 2019?,No.
199,368,2,Did the soccer player E. Zahavi wear jersey number 7 in 2019?,No.
200,368,5,Did the soccer player E. Zahavi play for the club in the image?,No.
201,369,3,Was the soccer player W. Orban born in Hungary?,No.
202,370,2,Did the soccer player M. Sabitzer wear jersey number 7 in 2019?,No.
203,371,2,Did the soccer player A. Cragno wear jersey number 28 in 2019?,No.
204,371,5,Did the soccer player A. Cragno play for the club in the image?,No.
205,372,2,Did the soccer player L. Shaw wear jersey number 23 in 2019?,No.
206,373,2,Did the soccer player L. Milivojević wear jersey number 4 in 2019?,No.
207,373,5,Did the soccer player L. Milivojević play for the club in the image?,No.
208,375,2,Did the soccer player F. Vázquez wear jersey number 22 in 2019?,No.
209,376,2,Did the soccer player Y. Poulsen wear jersey number 9 in 2019?,No.
210,377,2,Did the soccer player R. Fraser wear jersey number 24 in 2019?,No.
211,385,5,Did the soccer player P. Zieliński play for the club in the image?,No.
212,386,2,Did the soccer player Gayà wear jersey number 14 in 2019?,No.
213,387,1,Did the soccer player João Mário play for Inter in 2019?,No.
214,387,2,Did the soccer player João Mário wear jersey number 15 in 2019?,No.
215,387,4,Did the soccer player João Mário participate in leauge named Italian Serie A during the year 2019?,No.
216,388,2,Did the soccer player Thiago Mendes wear jersey number 12 in 2019?,No.
217,389,2,Did the soccer player G. Rulli wear jersey number 1 in 2019?,No.
218,389,5,Did the soccer player G. Rulli play for the club in the image?,No.
219,393,2,Did the soccer player D. van de Beek wear jersey number 6 in 2019?,No.
220,395,2,Did the soccer player Dani Ceballos wear jersey number 8 in 2019?,No.
221,397,2,Did the soccer player M. Acuña wear jersey number 9 in 2019?,No.
222,400,0,Do you know the soccer player Laure Santeiro?,No.
223,400,1,Did the soccer player Laure Santeiro play for Fluminense in 2019?,No.
224,400,2,Did the soccer player Laure Santeiro wear jersey number 10 in 2019?,No.
225,400,3,Was the soccer player Laure Santeiro born in Brazil?,No.
226,400,4,Did the soccer player Laure Santeiro participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
227,400,5,Did the soccer player Laure Santeiro play for the club in the image?,No.
228,401,2,Did the soccer player L. Martínez wear jersey number 10 in 2019?,No.
229,406,2,Did the soccer player Joaquín wear jersey number 17 in 2019?,No.
230,407,2,Did the soccer player W. Rooney wear jersey number 9 in 2019?,No.
231,408,2,Did the soccer player Moyá wear jersey number 13 in 2019?,No.
232,408,5,Did the soccer player Moyá play for the club in the image?,No.
233,410,5,Did the soccer player J. Mascherano play for the club in the image?,No.
234,412,4,Did the soccer player I. Akinfeev participate in leauge named Rest of World during the year 2019?,No.
235,416,2,Did the soccer player L. Perrin wear jersey number 24 in 2019?,No.
236,419,2,Did the soccer player S. Mandanda wear jersey number 30 in 2019?,No.
237,420,2,Did the soccer player Charles wear jersey number 19 in 2019?,No.
238,425,2,Did the soccer player Naldo wear jersey number 27 in 2019?,No.
239,428,2,Did the soccer player Pedro León wear jersey number 21 in 2019?,No.
240,430,2,Did the soccer player D. Ospina wear jersey number 25 in 2019?,No.
241,430,5,Did the soccer player D. Ospina play for the club in the image?,No.
242,431,0,Do you know the soccer player M. Díaz?,No.
243,431,2,Did the soccer player M. Díaz wear jersey number 21 in 2019?,No.
244,432,1,Did the soccer player M. Valbuena play for Olympiacos CFP in 2019?,No.
245,432,2,Did the soccer player M. Valbuena wear jersey number 28 in 2019?,No.
246,432,4,Did the soccer player M. Valbuena participate in leauge named Rest of World during the year 2019?,No.
247,433,2,Did the soccer player L. Bender wear jersey number 8 in 2019?,No.
248,437,2,Did the soccer player R. Fährmann wear jersey number 21 in 2019?,No.
249,437,5,Did the soccer player R. Fährmann play for the club in the image?,No.
250,438,2,Did the soccer player F. Fazio wear jersey number 20 in 2019?,No.
251,440,2,Did the soccer player Sidnei wear jersey number 12 in 2019?,No.
252,441,2,Did the soccer player D. Perotti wear jersey number 8 in 2019?,No.
253,441,5,Did the soccer player D. Perotti play for the club in the image?,No.
254,442,2,Did the soccer player L. Pratto wear jersey number 27 in 2019?,No.
255,443,2,Did the soccer player S. Feghouli wear jersey number 89 in 2019?,No.
256,443,3,Was the soccer player S. Feghouli born in Algeria?,No.
257,448,4,Did the soccer player F. Smolov participate in leauge named Rest of World during the year 2019?,No.
258,450,2,Did the soccer player M. Lanzini wear jersey number 10 in 2019?,No.
259,451,2,Did the soccer player F. Coquelin wear jersey number 17 in 2019?,No.
260,452,2,Did the soccer player Hulk wear jersey number 10 in 2019?,No.
261,453,2,Did the soccer player K. Strootman wear jersey number 12 in 2019?,No.
262,454,2,Did the soccer player C. Smalling wear jersey number 12 in 2019?,No.
263,459,2,Did the soccer player K. Vogt wear jersey number 22 in 2019?,No.
264,460,2,Did the soccer player R. Pereyra wear jersey number 37 in 2019?,No.
265,461,2,Did the soccer player R. Rodríguez wear jersey number 45 in 2019?,No.
266,462,3,Was the soccer player Y. Belhanda born in Morocco?,No.
267,465,2,Did the soccer player S. Verdi wear jersey number 9 in 2019?,No.
268,465,5,Did the soccer player S. Verdi play for the club in the image?,No.
269,466,2,Did the soccer player C. Wilson wear jersey number 13 in 2019?,No.
270,470,2,Did the soccer player L. Muriel wear jersey number 9 in 2019?,No.
271,471,2,Did the soccer player D. Vida wear jersey number 24 in 2019?,No.
272,474,2,Did the soccer player Campaña wear jersey number 24 in 2019?,No.
273,475,2,Did the soccer player H. Vanaken wear jersey number 20 in 2019?,No.
274,476,2,Did the soccer player S. Berghuis wear jersey number 10 in 2019?,No.
275,478,4,Did the soccer player Ismaily participate in leauge named Rest of World during the year 2019?,No.
276,479,2,Did the soccer player A. Mandi wear jersey number 23 in 2019?,No.
277,480,2,Did the soccer player F. Ghoulam wear jersey number 31 in 2019?,No.
278,480,3,Was the soccer player F. Ghoulam born in Algeria?,No.
279,481,2,Did the soccer player M. Hinteregger wear jersey number 13 in 2019?,No.
280,484,2,Did the soccer player Sergi Darder wear jersey number 10 in 2019?,No.
281,485,2,Did the soccer player S. Zaza wear jersey number 11 in 2019?,No.
282,486,2,Did the soccer player D. Klaassen wear jersey number 30 in 2019?,No.
283,486,4,Did the soccer player D. Klaassen participate in leauge named German 1. Bundesliga during the year 2019?,No.
284,486,5,Did the soccer player D. Klaassen play for the club in the image?,No.
285,489,2,Did the soccer player Š. Vrsaljko wear jersey number 24 in 2019?,No.
286,496,2,Did the soccer player Bernat wear jersey number 14 in 2019?,No.
287,497,2,Did the soccer player Portu wear jersey number 7 in 2019?,No.
288,501,4,Did the soccer player T. Stepanenko participate in leauge named Rest of World during the year 2019?,No.
289,505,2,Did the soccer player H. Çalhanoğlu wear jersey number 10 in 2019?,No.
290,507,2,Did the soccer player M. Dabbur wear jersey number 9 in 2019?,No.
291,511,2,Did the soccer player M. Halstenberg wear jersey number 23 in 2019?,No.
292,512,2,Did the soccer player E. Hysaj wear jersey number 23 in 2019?,No.
293,515,2,Did the soccer player O. Vlachodimos wear jersey number 99 in 2019?,No.
294,515,3,Was the soccer player O. Vlachodimos born in Greece?,No.
295,516,2,Did the soccer player Santi Mina wear jersey number 22 in 2019?,No.
296,517,2,Did the soccer player Rony Lopes wear jersey number 7 in 2019?,No.
297,518,2,Did the soccer player A. Christensen wear jersey number 4 in 2019?,No.
298,519,3,Was the soccer player F. Armani born in Argentina?,No.
299,521,0,Do you know the soccer player W. Benítez?,No.
300,521,2,Did the soccer player W. Benítez wear jersey number 40 in 2019?,No.
301,521,3,Was the soccer player W. Benítez born in Argentina?,No.
302,521,5,Did the soccer player W. Benítez play for the club in the image?,No.
303,522,2,Did the soccer player J. Correa wear jersey number 11 in 2019?,No.
304,524,2,Did the soccer player K. Baldé wear jersey number 14 in 2019?,No.
305,524,3,Was the soccer player K. Baldé born in Senegal?,No.
306,526,1,Did the soccer player T. Bakayoko play for Chelsea in 2019?,No.
307,526,2,Did the soccer player T. Bakayoko wear jersey number 14 in 2019?,No.
308,526,4,Did the soccer player T. Bakayoko participate in leauge named English Premier League during the year 2019?,No.
309,528,2,Did the soccer player A. Rebić wear jersey number 4 in 2019?,No.
310,528,5,Did the soccer player A. Rebić play for the club in the image?,No.
311,535,1,Did the soccer player Mata play for Getafe CF in 2019?,No.
312,535,2,Did the soccer player Mata wear jersey number 7 in 2019?,No.
313,536,1,Did the soccer player V. Rongier play for FC Nantes in 2019?,No.
314,537,2,Did the soccer player N. Barella wear jersey number 81 in 2019?,No.
315,539,2,Did the soccer player J. Gomez wear jersey number 12 in 2019?,No.
316,542,2,Did the soccer player M. Eggestein wear jersey number 35 in 2019?,No.
317,548,0,Do you know the soccer player Everton Andrão?,No.
318,548,1,Did the soccer player Everton Andrão play for Fluminense in 2019?,No.
319,548,2,Did the soccer player Everton Andrão wear jersey number 6 in 2019?,No.
320,548,4,Did the soccer player Everton Andrão participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
321,548,5,Did the soccer player Everton Andrão play for the club in the image?,No.
322,549,0,Do you know the soccer player Welington Dano?,No.
323,549,1,Did the soccer player Welington Dano play for Cruzeiro in 2019?,No.
324,549,2,Did the soccer player Welington Dano wear jersey number 5 in 2019?,No.
325,549,4,Did the soccer player Welington Dano participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
326,549,5,Did the soccer player Welington Dano play for the club in the image?,No.
327,550,2,Did the soccer player M. Almirón wear jersey number 24 in 2019?,No.
328,554,2,Did the soccer player Melendo wear jersey number 14 in 2019?,No.
329,557,2,Did the soccer player D. Livaković wear jersey number 40 in 2019?,No.
330,557,4,Did the soccer player D. Livaković participate in leauge named Rest of World during the year 2019?,No.
331,558,2,Did the soccer player Loren wear jersey number 16 in 2019?,No.
332,561,2,Did the soccer player B. Yılmaz wear jersey number 71 in 2019?,No.
333,562,2,Did the soccer player A. Mirante wear jersey number 83 in 2019?,No.
334,562,5,Did the soccer player A. Mirante play for the club in the image?,No.
335,563,2,Did the soccer player S. Kalou wear jersey number 8 in 2019?,No.
336,566,1,Did the soccer player E. Lavezzi play for Hebei FC in 2019?,No.
337,566,2,Did the soccer player E. Lavezzi wear jersey number 22 in 2019?,No.
338,568,1,Did the soccer player M. Škrtel play for Atalanta in 2019?,No.
339,568,2,Did the soccer player M. Škrtel wear jersey number 37 in 2019?,No.
340,568,4,Did the soccer player M. Škrtel participate in leauge named Italian Serie A during the year 2019?,No.
341,568,5,Did the soccer player M. Škrtel play for the club in the image?,No.
342,571,2,Did the soccer player N. Moisander wear jersey number 18 in 2019?,No.
343,572,2,Did the soccer player D. Criscito wear jersey number 4 in 2019?,No.
344,572,5,Did the soccer player D. Criscito play for the club in the image?,No.
345,574,2,Did the soccer player Marcano wear jersey number 5 in 2019?,No.
346,574,4,Did the soccer player Marcano participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
347,575,2,Did the soccer player K. Boateng wear jersey number 10 in 2019?,No.
348,576,1,Did the soccer player A. Fernández play for Beijing Renhe FC in 2019?,No.
349,576,2,Did the soccer player A. Fernández wear jersey number 8 in 2019?,No.
350,576,3,Was the soccer player A. Fernández born in Argentina?,No.
351,576,4,Did the soccer player A. Fernández participate in leauge named Chinese Super League during the year 2019?,No.
352,576,5,Did the soccer player A. Fernández play for the club in the image?,No.
353,579,2,Did the soccer player Ángel wear jersey number 9 in 2019?,No.
354,580,2,Did the soccer player Granero wear jersey number 23 in 2019?,No.
355,581,2,Did the soccer player Éder wear jersey number 9 in 2019?,No.
356,581,3,Was the soccer player Éder born in Italy?,No.
357,581,5,Did the soccer player Éder play for the club in the image?,No.
358,583,2,Did the soccer player S. Coleman wear jersey number 23 in 2019?,No.
359,585,1,Did the soccer player A. Modeste play for 1. FC Köln in 2019?,No.
360,585,2,Did the soccer player A. Modeste wear jersey number 27 in 2019?,No.
361,587,2,Did the soccer player M. Sakho wear jersey number 12 in 2019?,No.
362,587,5,Did the soccer player M. Sakho play for the club in the image?,No.
363,589,2,Did the soccer player Mariano wear jersey number 22 in 2019?,No.
364,589,3,Was the soccer player Mariano born in Brazil?,No.
365,590,3,Was the soccer player Ö. Toprak born in Turkey?,No.
366,591,2,Did the soccer player J. King wear jersey number 7 in 2019?,No.
367,592,2,Did the soccer player N. Kalinić wear jersey number 21 in 2019?,No.
368,595,1,Did the soccer player K. Asamoah play for Inter in 2019?,No.
369,595,2,Did the soccer player K. Asamoah wear jersey number 18 in 2019?,No.
370,595,4,Did the soccer player K. Asamoah participate in leauge named Italian Serie A during the year 2019?,No.
371,599,2,Did the soccer player S. Kagawa wear jersey number 23 in 2019?,No.
372,599,5,Did the soccer player S. Kagawa play for the club in the image?,No.
373,600,2,Did the soccer player J. Wilshere wear jersey number 19 in 2019?,No.
374,601,2,Did the soccer player Guaita wear jersey number 31 in 2019?,No.
375,601,5,Did the soccer player Guaita play for the club in the image?,No.
376,602,0,Do you know the soccer player Cote?,No.
377,602,2,Did the soccer player Cote wear jersey number 15 in 2019?,No.
378,604,2,Did the soccer player J. Pastore wear jersey number 27 in 2019?,No.
379,604,5,Did the soccer player J. Pastore play for the club in the image?,No.
380,605,1,Did the soccer player Maicon play for Al Nassr in 2019?,No.
381,605,2,Did the soccer player Maicon wear jersey number 18 in 2019?,No.
382,605,5,Did the soccer player Maicon play for the club in the image?,No.
383,607,2,Did the soccer player F. Orellana wear jersey number 14 in 2019?,No.
