,entity_idx,question_idx,question,model_response
44,99,3,"Is the book titled ""The English Year: A Personal Selection from Chamber's Book of Days"" written by Strong, Roy and Oman, Julia Trevelyan published by the publisher named Ticknor & Fields?",No.
45,100,0,"Do you know the book ""Coastal North Carolina and the Outer Banks"" written by nan?",No.
46,100,1,"Is the published month of the book titled ""Coastal North Carolina and the Outer Banks"" written by nan June?",No.
47,103,0,"Do you know the book ""The Stencil Patch"" written by Martin, Nancy J.?",No.
48,104,0,"Do you know the book ""Garden of Tea"" written by Pallan, Nancy Shumaker?",No.
49,105,1,"Is the published month of the book titled ""Bringing Back the Bay: The Chesapeake in the Photographs of Marion Warren and the Voices of Its People"" written by Warren, Marion E. and Warren, Mame August?",No.
50,107,0,"Do you know the book ""Renewal for All God's People"" written by Fox, Robert J.?",No.
51,124,0,"Do you know the book ""The Other Extreme"" written by MacGregor, T. J.?",No.
52,125,0,"Do you know the book ""Exposing the Scoffers: Sign of the End Times"" written by Dr. Joe Van Koevering?",No.
53,125,3,"Is the book titled ""Exposing the Scoffers: Sign of the End Times"" written by Dr. Joe Van Koevering published by the publisher named Good News?",No.
54,129,3,"Is the book titled ""The Good Cigar"" written by Jeffers, H. P., Gordon, Kevin (ILT), and Gordon, Kevin published by the publisher named UNKNO?",No.
55,131,0,"Do you know the book ""The colorful Du Pont Company"" written by Wingate, P. J?",No.
56,140,1,"Is the published month of the book titled ""Ian Fleming's Master Spy James Bond In For Special Services"" written by John Gardner January?",No.
57,142,0,"Do you know the book ""Do Your Own Drywall: An Illustrated Guide"" written by Kozloski, A. J.?",No.
58,144,0,"Do you know the book ""Savannah Seasons"" written by Terry, Elizabeth and Terry, Alexis?",No.
59,144,1,"Is the published month of the book titled ""Savannah Seasons"" written by Terry, Elizabeth and Terry, Alexis May?",No.
60,145,0,"Do you know the book ""The Late Great Future"" written by Gregory, Walter M. Miller, Dillon, John (editors) (Frederik Pohl, and C Fitz Gerald?",No.
61,145,1,"Is the published month of the book titled ""The Late Great Future"" written by Gregory, Walter M. Miller, Dillon, John (editors) (Frederik Pohl, and C Fitz Gerald January?",No.
62,146,0,"Do you know the book ""Princess Margaret"" written by Hope, Alice?",No.
63,146,2,"Is the published year of the book titled ""Princess Margaret"" written by Hope, Alice 1955?",No.
64,149,1,"Is the published month of the book titled ""Concerning the Spiritual in Art"" written by Kandinsky, Wassily June?",No.
65,149,2,"Is the published year of the book titled ""Concerning the Spiritual in Art"" written by Kandinsky, Wassily 1977?",No.
66,150,1,"Is the published month of the book titled ""Democracy in America Volume 1"" written by Alexis de Tocqueville January?",No.
67,150,2,"Is the published year of the book titled ""Democracy in America Volume 1"" written by Alexis de Tocqueville 1960?",No.
68,151,0,"Do you know the book ""A Picture Book of Dinosaurs"" written by Kinnealy, Janice (ILT) and Nemes, Claire?",No.
69,155,2,"Is the published year of the book titled ""The Tastemakers"" written by Lynes, Russell 1954?",No.
70,159,3,"Is the book titled ""The Home Alone Survival Guide"" written by Hammerslough, Jane published by the publisher named Trumpet?",No.
71,168,0,"Do you know the book ""Camera Trickery"" written by Croy, O.R.?",No.
72,170,0,"Do you know the book ""If I Had a Hammer Women's Work"" written by Martz, Sandra?",No.
73,175,1,"Is the published month of the book titled ""London Bridges: A Novel"" written by Stevenson, Jane September?",No.
74,176,0,"Do you know the book ""Every Eye Beholds You"" written by Craughwell, Thomas?",No.
75,185,2,"Is the published year of the book titled ""The Other Side of the Story"" written by Powell, Jody 1984?",No.
76,191,1,"Is the published month of the book titled ""501 Spanish Verbs"" written by Kendris, Christopher and Kendris, Theodore N. May?",No.
77,192,0,"Do you know the book ""Memory Makers"" written by Fields, Doug and Robbins, Duffy?",No.
78,193,3,"Is the book titled ""Sexual confidence"" written by Phillips, Debora published by the publisher named Houghton Mifflin?",No.
79,198,0,"Do you know the book ""Dancers in the Afterglow"" written by Jack L. Chalker?",No.
80,201,1,"Is the published month of the book titled ""Target Hitler: The Plots to Kill Adolf Hitler"" written by Duffy, James P. and Ricci, Vincent L. August?",No.
81,202,2,"Is the published year of the book titled ""Crazy Time: Surviving Divorce"" written by Trafford, Abigail 1982?",No.
82,202,3,"Is the book titled ""Crazy Time: Surviving Divorce"" written by Trafford, Abigail published by the publisher named Harpercollins?",No.
83,205,0,"Do you know the book ""The Sweetwater Saga"" written by Roxanne Dent?",No.
84,207,3,"Is the book titled ""The Prize: A Collection of Stories"" written by Weedn, Flavia published by the publisher named Our Sentiments Exactly?",No.
85,213,3,"Is the book titled ""Stainless Steal Hearts"" written by Kraus, Harry Lee published by the publisher named Crossway?",No.
86,215,0,"Do you know the book ""The Underground Man"" written by MacDonald, Ross?",No.
87,217,3,"Is the book titled ""Bug in a Rug"" written by Sue Graves published by the publisher named Book-Studio?",No.
88,218,3,"Is the book titled ""Serenity"" written by Kraus, Harry Lee published by the publisher named Crossway Books?",No.
89,219,0,"Do you know the book ""Daily Candy A to Z: An Insider's Guide to the Sweet Life"" written by nan?",No.
90,223,0,"Do you know the book ""We Would See Jesus"" written by Hession, Roy?",No.
91,227,0,"Do you know the book ""Ultimate Questions"" written by John Blanchard?",No.
92,228,0,"Do you know the book ""Diplomats and Demagogues: The Memoirs of Spruille Braden"" written by Braden, Spruille?",No.
93,233,1,"Is the published month of the book titled ""High Crimes: A Novel"" written by Finder, Joseph March?",No.
94,235,1,"Is the published month of the book titled ""Office XP For Dummies"" written by Wang, Wally May?",No.
95,236,0,"Do you know the book ""Microcomputer dictionary"" written by Sippl, Charles J.,?",No.
96,237,0,"Do you know the book ""Smile On The Void"" written by Gordon, Stuart?",No.
97,237,3,"Is the book titled ""Smile On The Void"" written by Gordon, Stuart published by the publisher named Berkley?",No.
98,239,2,"Is the published year of the book titled ""Great Ideas And Theories Of Modern Cosmology"" written by Singh, Jagjit 1961?",No.
99,244,2,"Is the published year of the book titled ""Until Proven Innocent"" written by Kelly, Susan 1990?",No.
100,248,0,"Do you know the book ""Macroeconomics"" written by Robert C. Bingham~William B. Walstad?",No.
101,249,0,"Do you know the book ""Mastering Serial Communications"" written by Gofton, Peter W.?",No.
102,252,2,"Is the published year of the book titled ""And Still We Rise: Interviews With 50 Black Role Models"" written by Reynolds, Barbara A. 1988?",No.
103,254,3,"Is the book titled ""Everything Bartender"" written by Resnick, Jane Parker published by the publisher named Everything?",No.
104,255,0,"Do you know the book ""Aircraft Owners Handbook"" written by Foster, Timothy R.V.?",No.
105,256,0,"Do you know the book ""Decorating cakes and Cookies"" written by Jenne, Gerhard?",No.
106,257,1,"Is the published month of the book titled ""Natural Healing Foods Encyclopedia"" written by FC A December?",No.
107,259,0,"Do you know the book ""The Pollinators of Eden"" written by John Boyd?",No.
108,259,3,"Is the book titled ""The Pollinators of Eden"" written by John Boyd published by the publisher named Weybright and Talley?",No.
109,261,0,"Do you know the book ""Wall Coverings"" written by Sunset?",No.
110,263,0,"Do you know the book ""A Hovering of Vultures"" written by Barnard, Robert?",No.
111,266,1,"Is the published month of the book titled ""365 Ways to Prepare for Christmas"" written by Monn, David E. September?",No.
112,266,3,"Is the book titled ""365 Ways to Prepare for Christmas"" written by Monn, David E. published by the publisher named HarperCollins?",No.
113,269,1,"Is the published month of the book titled ""The Very Large Church: New Rules for Leaders"" written by Schaller, Lyle E. May?",No.
114,271,1,"Is the published month of the book titled ""The practice of social research"" written by Babbie, Earl January?",No.
115,278,1,"Is the published month of the book titled ""East of the Sun and West of the Moon"" written by Hague, Kathleen, Hague, Michael, and Asbjornsen, Peter Christen August?",No.
116,283,3,"Is the book titled ""Mysteries of the Deep"" written by Thorndike, Joseph published by the publisher named American Heritage?",No.
117,287,0,"Do you know the book ""Wallys Workshop P"" written by W.brunner, Pan media produ?",No.
118,287,3,"Is the book titled ""Wallys Workshop P"" written by W.brunner, Pan media produ published by the publisher named Fireside?",No.
119,289,2,"Is the published year of the book titled ""Lonely Planet Egyptian Arabic Phrasebook"" written by Wayne, Scott 1990?",No.
120,290,0,"Do you know the book ""Old Murders"" written by Whalley, Peter?",No.
121,291,1,"Is the published month of the book titled ""Bella Tuscany: The Sweet Life in Italy"" written by Mayes, Frances April?",No.
122,295,0,"Do you know the book ""Steam Locomotives"" written by Kalla-Bishop, P. M. and Greggio, Luciano?",No.
123,298,0,"Do you know the book ""Maasai"" written by Saitoti, Tepilit Ole?",No.
124,305,0,"Do you know the book ""Skyward: Why Flyers Fly"" written by Munson, Russell?",No.
125,312,0,"Do you know the book ""Delphi"" written by Manolis Andronicos?",No.
126,313,1,"Is the published month of the book titled ""The New California Cuisine: Great Recipes from the Los Angeles Times"" written by Dosti, Rose April?",No.
127,313,3,"Is the book titled ""The New California Cuisine: Great Recipes from the Los Angeles Times"" written by Dosti, Rose published by the publisher named Harry N Abrams Inc?",No.
128,314,1,"Is the published month of the book titled ""Help"" written by Stockett, Kathryn January?",No.
129,320,0,"Do you know the book ""The pathology of leadership"" written by L'Etang, Hugh?",No.
130,320,3,"Is the book titled ""The pathology of leadership"" written by L'Etang, Hugh published by the publisher named Hawthorn Books?",No.
131,323,0,"Do you know the book ""Disappearances"" written by Wiser, William?",No.
132,326,0,"Do you know the book ""SCANDINAVIA: A Picture Book to Remember"" written by Gibbon?",No.
133,328,1,"Is the published month of the book titled ""Tertio Millennio Adveniente: of His Holiness Pope John Paul II"" written by Pope John Paul II January?",No.
134,333,3,"Is the book titled ""Genomic Medicine: Articles from the New England Journal of Medicine"" written by Guttmacher, Alan E., M.D., Collins, Francis S. (EDT), Drazen, Jeffrey M. (EDT), and Zerhouni, Elias (FRW) published by the publisher named John Hopkins University Press?",No.
135,344,2,"Is the published year of the book titled ""Where There's Smoke"" written by Hunter, Evan 1975?",No.
136,346,1,"Is the published month of the book titled ""Winning at Work Without Losing at Love"" written by Arterburn, Stephen January?",No.
137,347,0,"Do you know the book ""Building Your Church"" written by Cousins, Don?",No.
138,350,0,"Do you know the book ""Poseidon's Shadow"" written by Kobryn, A. P.?",No.
139,350,2,"Is the published year of the book titled ""Poseidon's Shadow"" written by Kobryn, A. P. 1979?",No.
140,350,3,"Is the book titled ""Poseidon's Shadow"" written by Kobryn, A. P. published by the publisher named Scribner?",No.
141,357,1,"Is the published month of the book titled ""While Shepherds Washed Their Flocks : And Other Funny Things Kids Say and Do"" written by Higas, Liz Curtis January?",No.
142,361,3,"Is the book titled ""Think You're the Only One? Oddball Groups Where Outsiders Fit In"" written by Brown, Seth published by the publisher named Barnes & Noble?",No.
143,362,2,"Is the published year of the book titled ""Two Little Lies"" written by Carlyle, Liz 2006?",No.
144,363,0,"Do you know the book ""Tales of the South Carolina Low Country"" written by Rhyne, Nancy?",No.
145,365,0,"Do you know the book ""Cape Cod"" written by Martin, William?",No.
146,369,1,"Is the published month of the book titled ""Child's Garden of Verses"" written by Stevenson, Robert Louis January?",No.
147,369,2,"Is the published year of the book titled ""Child's Garden of Verses"" written by Stevenson, Robert Louis 1989?",No.
148,369,3,"Is the book titled ""Child's Garden of Verses"" written by Stevenson, Robert Louis published by the publisher named Princess House?",No.
149,370,1,"Is the published month of the book titled ""The Very Best Hanukkah Gift"" written by Rocklin, Joanne and O'Neill, Catharine (ILT) October?",No.
150,384,0,"Do you know the book ""Women and Psychotherapy: An Assessment of Research and Practice"" written by Brodsky, Annette M. and Hare-Mustin, Rachel T.?",No.
151,386,0,"Do you know the book ""The Ultimate Book of Martial Arts"" written by Fay And Mike James Goodman?",No.
152,389,1,"Is the published month of the book titled ""Christmas Ornaments to Make: 101 Sparkling Holiday Trims"" written by Better Homes and Gardens Books, Dahlstrom, Carol Field (EDT), and Banker, Susan (EDT) July?",No.
153,390,1,"Is the published month of the book titled ""All New People"" written by Lamott, Anne December?",No.
154,390,3,"Is the book titled ""All New People"" written by Lamott, Anne published by the publisher named Counterpoint?",No.
155,394,0,"Do you know the book ""The Power of Positive Productivity"" written by Dennis E. Hensley?",No.
156,395,0,"Do you know the book ""Complete Book of Home Decorating"" written by Mayer, Barbara?",No.
157,397,1,"Is the published month of the book titled ""Annuals You Should Grow"" written by King, Julius January?",No.
158,397,3,"Is the book titled ""Annuals You Should Grow"" written by King, Julius published by the publisher named Whitman?",No.
159,398,0,"Do you know the book ""Aupres De Ma Blonde"" written by Freeling, Nicolas?",No.
160,398,3,"Is the book titled ""Aupres De Ma Blonde"" written by Freeling, Nicolas published by the publisher named Vintage?",No.
161,399,0,"Do you know the book ""Stained glass primer"" written by Peter Mollica?",No.
162,401,0,"Do you know the book ""The Final Judgment"" written by Patterson, Richard North and Mehta, Sonny (EDT)?",No.
163,405,1,"Is the published month of the book titled ""Just Wait Till You Have Children of Your Own"" written by Bombeck, Erma and Keane, Bil January?",No.
164,409,0,"Do you know the book ""More Memories"" written by Emery, Ralph and Carter, Tom?",No.
165,412,0,"Do you know the book ""Many Loves Have I"" written by William Brown Meloney?",No.
166,416,0,"Do you know the book ""The Shirley Temple Story"" written by David, Lester?",No.
167,417,0,"Do you know the book ""On Economics and Society"" written by Harry G. Johnson?",No.
168,417,1,"Is the published month of the book titled ""On Economics and Society"" written by Harry G. Johnson January?",No.
169,420,0,"Do you know the book ""Hollywood Musicals"" written by Sennett, Ted?",No.
170,423,0,"Do you know the book ""Single Over Thirty"" written by Husband, John D.?",No.
171,425,3,"Is the book titled ""Monet: The Artist Speaks"" written by Monet, Claude and Morgan, Genevieve (EDT) published by the publisher named Harper?",No.
172,426,1,"Is the published month of the book titled ""Mike Mulligan and His Steam Shovel"" written by Virginia Lee Burton January?",No.
173,426,2,"Is the published year of the book titled ""Mike Mulligan and His Steam Shovel"" written by Virginia Lee Burton 1967?",No.
174,426,3,"Is the book titled ""Mike Mulligan and His Steam Shovel"" written by Virginia Lee Burton published by the publisher named Newfield Publications?",No.
175,427,1,"Is the published month of the book titled ""Dancing at the Rascal Fair: A Novel"" written by Doig, Ivan September?",No.
176,428,1,"Is the published month of the book titled ""Concerning Death: A Practical Guide for the Living"" written by Grollman, Earl A. May?",No.
177,431,0,"Do you know the book ""The Magnificent Seven: The Authorized Story of American Gold"" written by Kleinbaum, N. H.?",No.
178,432,0,"Do you know the book ""In pictures Death Valley: The Continuing Story"" written by Cinkoske, Cheri and Cook, Kayci?",No.
179,437,0,"Do you know the book ""Portfolio Planner"" written by Jasmine, Julia?",No.
180,439,0,"Do you know the book ""Captain Grey"" written by nan?",No.
181,439,1,"Is the published month of the book titled ""Captain Grey"" written by nan August?",No.
182,442,0,"Do you know the book ""Quiet Places With Mary"" written by Powers, Isaias?",No.
183,443,0,"Do you know the book ""Photography Catalog"" written by Snyder, Norman, Kismaric, Carole, and Myrus, Donald?",No.
184,445,0,"Do you know the book ""They Flew to Fame"" written by Bowen, Robert Sidney?",No.
185,447,0,"Do you know the book ""Duende Meadow"" written by Cook, Paul?",No.
186,447,3,"Is the book titled ""Duende Meadow"" written by Cook, Paul published by the publisher named Bantam Books?",No.
187,450,3,"Is the book titled ""Cooking With Hot Flashes: And Other Ways to Make Middle Age Profitable"" written by Bolton, Martha published by the publisher named Bethany House?",No.
188,452,2,"Is the published year of the book titled ""Lost Horizon"" written by Hilton, James 2004?",No.
189,453,0,"Do you know the book ""The Potato Experience"" written by Tanner, Lisa?",No.
190,458,1,"Is the published month of the book titled ""Quench not the spirit"" written by Augsburger, Myron S. January?",No.
191,461,1,"Is the published month of the book titled ""West Meets East: Americans Adopt Chinese Children"" written by Tessler, Richard C., Gamache, Gail, and Liu, Liming May?",No.
192,462,0,"Do you know the book ""Jesus"" written by Wangerin, Walter?",No.
193,472,0,"Do you know the book ""Pate the New Main Course for the Eighties"" written by Cutler, Carol?",No.
194,476,0,"Do you know the book ""Champions of American Sport"" written by Marc Pachter?",No.
195,476,1,"Is the published month of the book titled ""Champions of American Sport"" written by Marc Pachter January?",No.
196,477,0,"Do you know the book ""The Turkey Cookbook"" written by Rodgers, Rick?",No.
197,479,0,"Do you know the book ""Deep Breath"" written by Kent, Alison?",No.
198,481,0,"Do you know the book ""Barbie: The Pyramid Adventure"" written by Rita Balducci?",No.
199,487,0,"Do you know the book ""Photographing baby and child"" written by Hornby, George?",No.
200,487,3,"Is the book titled ""Photographing baby and child"" written by Hornby, George published by the publisher named Crown Publishers?",No.
201,489,0,"Do you know the book ""London from the Air"" written by Barbara Roveda?",No.
202,492,3,"Is the book titled ""Family Words: The Dictionary for People Who Don't Know a Frone from a Brinkle"" written by Dickson, Paul published by the publisher named Addison-Wesley?",No.
203,494,1,"Is the published month of the book titled ""The Twelve Teas of Christmas"" written by Barnes, Emilie and Clough, Sandy Lynam (ILT) June?",No.
204,495,3,"Is the book titled ""Congratulations Graduate"" written by Hallmark published by the publisher named Honor Books?",No.
205,496,1,"Is the published month of the book titled ""The Presidential Transcripts with Commentary by the staff of the Washington Post"" written by Bob Woodward, Carl Bernstein, Haynes Johnson, Lawrence Meyer May?",No.
206,496,3,"Is the book titled ""The Presidential Transcripts with Commentary by the staff of the Washington Post"" written by Bob Woodward, Carl Bernstein, Haynes Johnson, Lawrence Meyer published by the publisher named Dell 6057?",No.
207,500,3,"Is the book titled ""Out of the Ashes: The Resurrection of Saddam Hussein"" written by Cockburn, Andrew and Cockburn, Patrick published by the publisher named Harper?",No.
208,502,3,"Is the book titled ""The Wilson Plot"" written by Leigh, David published by the publisher named Pantheon Books?",No.
209,511,3,"Is the book titled ""The Abby Aldrich Rockefeller Folk Art Collection Gallery Book"" written by Various published by the publisher named W. S. Cowell Ltd?",No.
210,513,0,"Do you know the book ""The Garden Angel"" written by Friddle, Mindy?",No.
211,513,3,"Is the book titled ""The Garden Angel"" written by Friddle, Mindy published by the publisher named Picador?",No.
212,516,1,"Is the published month of the book titled ""The Maytrees: A Novel"" written by Dillard, Annie June?",No.
213,518,0,"Do you know the book ""Breastfeeding Pure and Simple:"" written by Gotsch, Gwen?",No.
214,520,0,"Do you know the book ""Come to the farm"" written by Tensen, Ruth Marjorie?",No.
215,522,0,"Do you know the book ""Faithful Travelers"" written by Dodson, James?",No.
216,523,0,"Do you know the book ""Potatoes: A Special Collection"" written by nan?",No.
217,523,1,"Is the published month of the book titled ""Potatoes: A Special Collection"" written by nan January?",No.
218,523,3,"Is the book titled ""Potatoes: A Special Collection"" written by nan published by the publisher named Lansdowne?",No.
219,524,0,"Do you know the book ""Joy of Parenthood"" written by Blaustone, Jan?",No.
220,525,0,"Do you know the book ""The Stones Of Summer"" written by Mossman, Dow?",No.
221,525,1,"Is the published month of the book titled ""The Stones Of Summer"" written by Mossman, Dow January?",No.
222,525,2,"Is the published year of the book titled ""The Stones Of Summer"" written by Mossman, Dow 2004?",No.
223,531,3,"Is the book titled ""I have a friend"" written by Muntean, Michaela published by the publisher named Children's Television Workshop?",No.
224,537,0,"Do you know the book ""Plutonium Murders: An Alex Seacourt Thriller"" written by Davis, Robert Charles?",No.
225,538,0,"Do you know the book ""O'Hara: A biography"" written by Farr, Finis?",No.
226,538,1,"Is the published month of the book titled ""O'Hara: A biography"" written by Farr, Finis January?",No.
227,539,0,"Do you know the book ""The Teddy Bear Story"" written by Keyes, Josephine?",No.
228,539,3,"Is the book titled ""The Teddy Bear Story"" written by Keyes, Josephine published by the publisher named Gallery Books?",No.
229,543,0,"Do you know the book ""King Charles III: A Biography"" written by Holden, Anthony?",No.
230,544,3,"Is the book titled ""How to Read the Financial Pages"" written by Passell, Peter published by the publisher named Grand Central Publishing?",No.
231,546,0,"Do you know the book ""The Story of the Night: Studies in Shakespeare's Major Trajedies"" written by Holloway, John?",No.
232,546,1,"Is the published month of the book titled ""The Story of the Night: Studies in Shakespeare's Major Trajedies"" written by Holloway, John January?",No.
233,546,3,"Is the book titled ""The Story of the Night: Studies in Shakespeare's Major Trajedies"" written by Holloway, John published by the publisher named University of Nebraska?",No.
234,547,3,"Is the book titled ""Brewing Quality Beers: The Home Brewer's Essential Guidebook"" written by Burch, ron published by the publisher named Joby Books?",No.
235,548,3,"Is the book titled ""Greenland: Island at the Top of the World"" written by Anderson, Madelyn Klein published by the publisher named Cliffs Notes?",No.
236,549,1,"Is the published month of the book titled ""Nothing But the Truth"" written by Keating, Karl October?",No.
237,549,3,"Is the book titled ""Nothing But the Truth"" written by Keating, Karl published by the publisher named Catholic Answers Inc?",No.
238,550,0,"Do you know the book ""All About the Sea"" written by Ferdinand C. Lane?",No.
239,550,3,"Is the book titled ""All About the Sea"" written by Ferdinand C. Lane published by the publisher named Random House?",No.
240,551,0,"Do you know the book ""And Then They Were Nuns: A Novel"" written by Leonardi, Susan J.?",No.
241,552,0,"Do you know the book ""Handbook Plus: The Handbook for Today's Driver"" written by Charles D. Torreiro?",No.
242,558,0,"Do you know the book ""What to Write to Make Meaningful Albums"" written by nan?",No.
243,561,3,"Is the book titled ""The Coming Conflict with China"" written by Bernstein, Richard and Munro, Ross H. published by the publisher named Vintage?",No.
244,567,1,"Is the published month of the book titled ""Scarlet Feather"" written by Binchy, Maeve January?",No.
245,568,1,"Is the published month of the book titled ""Bech: a Book"" written by Updike, John January?",No.
246,569,0,"Do you know the book ""The Girl with the Golden Gun"" written by Major, Ann?",No.
247,569,3,"Is the book titled ""The Girl with the Golden Gun"" written by Major, Ann published by the publisher named MIRA?",No.
248,570,1,"Is the published month of the book titled ""A Christmas Treasury"" written by Elder, Sam January?",No.
249,571,3,"Is the book titled ""The Elements of Feng Shui"" written by Man-Ho Kwok published by the publisher named Barnes & Noble?",No.
250,574,2,"Is the published year of the book titled ""Zen for Americans"" written by Shaku, Soyen 1989?",No.
251,574,3,"Is the book titled ""Zen for Americans"" written by Shaku, Soyen published by the publisher named Metro Books?",No.
252,575,0,"Do you know the book ""Quintessence"" written by Edwards, Owen and Cornfeld, Betty?",No.
253,576,0,"Do you know the book ""The Way Home"" written by Rossiter, Nan Parson?",No.
254,579,1,"Is the published month of the book titled ""Stones from the River"" written by Hegi, Ursula April?",No.
255,581,3,"Is the book titled ""The Deity Formerly Known as God"" written by Stevens, Jarrett published by the publisher named Zondervan?",No.
256,583,3,"Is the book titled ""Halliwell's Film Guide"" written by Walker, James published by the publisher named HarperCollins Publishers?",No.
257,584,3,"Is the book titled ""A River Town"" written by Keneally, Thomas published by the publisher named Plume?",No.
258,585,1,"Is the published month of the book titled ""The Little Engine That Could"" written by Piper, Watty and Smouse, Phil A. (ILT) December?",No.
259,585,3,"Is the book titled ""The Little Engine That Could"" written by Piper, Watty and Smouse, Phil A. (ILT) published by the publisher named Barbour Publishing, Incorporated?",No.
260,597,1,"Is the published month of the book titled ""Seducing the Duchess"" written by March, Ashley October?",No.
261,603,0,"Do you know the book ""Beauty from Ashes"" written by Price, Eugenia?",No.
262,608,1,"Is the published month of the book titled ""Pippi in the South Seas"" written by Lindgren, Astrid January?",No.
263,609,0,"Do you know the book ""Letters from Vatican City"" written by Rynne, Xavier?",No.
264,609,3,"Is the book titled ""Letters from Vatican City"" written by Rynne, Xavier published by the publisher named Farrar, Straus & Company?",No.
265,612,3,"Is the book titled ""The Darwin Awards Evolution In Action"" written by Norcutt, Wendy. published by the publisher named Dutton Books?",No.
266,614,0,"Do you know the book ""Model Railroads"" written by Freezer, Cyril?",No.
