,entity_idx,question_idx,question,model_response
77,232,0,Do you know the soccer player Louri Beretta?,No.
78,232,1,Did the soccer player Louri Beretta play for Clube Atlético Mineiro in 2019?,No.
79,232,4,Did the soccer player Louri Beretta participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
80,233,0,Do you know the soccer player Josué Chiamulera?,No.
81,233,1,Did the soccer player Josué Chiamulera play for Grêmio in 2019?,No.
82,233,4,Did the soccer player Josué Chiamulera participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
83,234,0,Do you know the soccer player Ronaldo Cabrais?,No.
84,234,1,Did the soccer player Ronaldo Cabrais play for Grêmio in 2019?,No.
85,236,2,Did the soccer player M. Rashford wear jersey number 10 in 2019?,No.
86,243,1,Did the soccer player H. Herrera play for Atlético de Madrid in 2019?,No.
87,244,1,Did the soccer player L. Biglia play for AC Milan in 2019?,No.
88,246,1,Did the soccer player E. Viviano play for Sporting CP in 2019?,No.
89,246,4,Did the soccer player E. Viviano participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
90,252,4,Did the soccer player V. Ćorluka participate in leauge named Rest of World during the year 2019?,No.
91,253,1,Did the soccer player M. Arnautović play for Shanghai Port FC in 2019?,No.
92,257,2,Did the soccer player M. Balotelli wear jersey number 45 in 2019?,No.
93,259,4,Did the soccer player Taison participate in leauge named Rest of World during the year 2019?,No.
94,260,1,Did the soccer player B. Dost play for Sporting CP in 2019?,No.
95,260,4,Did the soccer player B. Dost participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
96,261,1,Did the soccer player G. Bonaventura play for AC Milan in 2019?,No.
97,261,2,Did the soccer player G. Bonaventura wear jersey number 5 in 2019?,No.
98,263,2,Did the soccer player Muniain wear jersey number 10 in 2019?,No.
99,267,2,Did the soccer player M. Götze wear jersey number 10 in 2019?,No.
100,267,4,Did the soccer player M. Götze participate in leauge named German 1. Bundesliga during the year 2019?,No.
101,271,4,Did the soccer player Mário Fernandes participate in leauge named Rest of World during the year 2019?,No.
102,272,0,Do you know the soccer player O. Baumann?,No.
103,275,0,Do you know the soccer player S. Coates?,No.
104,275,4,Did the soccer player S. Coates participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
105,279,0,Do you know the soccer player N. Schulz?,No.
106,282,0,Do you know the soccer player B. Lecomte?,No.
107,286,2,Did the soccer player Suso wear jersey number 8 in 2019?,No.
108,289,1,Did the soccer player T. Hazard play for Borussia Dortmund in 2019?,No.
109,289,4,Did the soccer player T. Hazard participate in leauge named German 1. Bundesliga during the year 2019?,No.
110,290,1,Did the soccer player S. Savić play for Atlético de Madrid in 2019?,No.
111,299,0,Do you know the soccer player Pacheco?,No.
112,299,1,Did the soccer player Pacheco play for Deportivo Alavés in 2019?,No.
113,299,2,Did the soccer player Pacheco wear jersey number 1 in 2019?,No.
114,299,4,Did the soccer player Pacheco participate in leauge named Spain Primera Division during the year 2019?,No.
115,307,0,Do you know the soccer player D. Zapata?,No.
116,310,0,Do you know the soccer player Morales?,No.
117,311,0,Do you know the soccer player Rafa?,No.
118,311,1,Did the soccer player Rafa play for SL Benfica in 2019?,No.
119,311,2,Did the soccer player Rafa wear jersey number 27 in 2019?,No.
120,311,4,Did the soccer player Rafa participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
121,312,2,Did the soccer player N. Keïta wear jersey number 8 in 2019?,No.
122,312,4,Did the soccer player N. Keïta participate in leauge named English Premier League during the year 2019?,No.
123,318,2,Did the soccer player S. Bergwijn wear jersey number 10 in 2019?,No.
124,323,2,Did the soccer player Oyarzabal wear jersey number 10 in 2019?,No.
125,324,0,Do you know the soccer player Raphaelito Anjos?,No.
126,324,1,Did the soccer player Raphaelito Anjos play for Grêmio in 2019?,No.
127,324,2,Did the soccer player Raphaelito Anjos wear jersey number 1 in 2019?,No.
128,324,4,Did the soccer player Raphaelito Anjos participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
129,325,0,Do you know the soccer player Juiano Mestres?,No.
130,325,1,Did the soccer player Juiano Mestres play for Cruzeiro in 2019?,No.
131,325,4,Did the soccer player Juiano Mestres participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
132,326,0,Do you know the soccer player Rosberto Dourado?,No.
133,326,1,Did the soccer player Rosberto Dourado play for Clube Atlético Mineiro in 2019?,No.
134,329,0,Do you know the soccer player J. Mathieu?,No.
135,329,4,Did the soccer player J. Mathieu participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
136,331,0,Do you know the soccer player L. López?,No.
137,333,4,Did the soccer player M. Dembélé participate in leauge named Chinese Super League during the year 2019?,No.
138,334,2,Did the soccer player Cesc Fàbregas wear jersey number 4 in 2019?,No.
139,337,0,Do you know the soccer player Jardel?,No.
140,337,1,Did the soccer player Jardel play for SL Benfica in 2019?,No.
141,337,2,Did the soccer player Jardel wear jersey number 33 in 2019?,No.
142,337,4,Did the soccer player Jardel participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
143,343,2,Did the soccer player D. Payet wear jersey number 10 in 2019?,No.
144,344,0,Do you know the soccer player Beñat?,No.
145,344,2,Did the soccer player Beñat wear jersey number 7 in 2019?,No.
146,346,4,Did the soccer player B. Höwedes participate in leauge named Rest of World during the year 2019?,No.
147,350,0,Do you know the soccer player Fernando?,No.
148,352,2,Did the soccer player S. Giovinco wear jersey number 9 in 2019?,No.
149,355,1,Did the soccer player A. Ljajić play for Beşiktaş JK in 2019?,No.
150,359,4,Did the soccer player J. Corona participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
151,360,0,Do you know the soccer player André Almeida?,No.
152,360,4,Did the soccer player André Almeida participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
153,363,0,Do you know the soccer player T. Horn?,No.
154,364,1,Did the soccer player Rafinha play for FC Barcelona in 2019?,No.
155,371,0,Do you know the soccer player A. Cragno?,No.
156,372,0,Do you know the soccer player L. Shaw?,No.
157,372,1,Did the soccer player L. Shaw play for Manchester United in 2019?,No.
158,372,2,Did the soccer player L. Shaw wear jersey number 23 in 2019?,No.
159,375,0,Do you know the soccer player F. Vázquez?,No.
160,377,0,Do you know the soccer player R. Fraser?,No.
161,377,1,Did the soccer player R. Fraser play for AFC Bournemouth in 2019?,No.
162,377,4,Did the soccer player R. Fraser participate in leauge named English Premier League during the year 2019?,No.
163,381,0,Do you know the soccer player A. Doucouré?,No.
164,389,4,Did the soccer player G. Rulli participate in leauge named French Ligue 1 during the year 2019?,No.
165,390,0,Do you know the soccer player A. Izzo?,No.
166,390,1,Did the soccer player A. Izzo play for Torino F.C. in 2019?,No.
167,397,0,Do you know the soccer player M. Acuña?,No.
168,397,4,Did the soccer player M. Acuña participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
169,400,0,Do you know the soccer player Laure Santeiro?,No.
170,400,4,Did the soccer player Laure Santeiro participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
171,407,2,Did the soccer player W. Rooney wear jersey number 9 in 2019?,No.
172,408,1,Did the soccer player Moyá play for Real Sociedad in 2019?,No.
173,410,2,Did the soccer player J. Mascherano wear jersey number 14 in 2019?,No.
174,412,4,Did the soccer player I. Akinfeev participate in leauge named Rest of World during the year 2019?,No.
175,416,0,Do you know the soccer player L. Perrin?,No.
176,416,1,Did the soccer player L. Perrin play for AS Saint-Étienne in 2019?,No.
177,417,0,Do you know the soccer player B. Foster?,No.
178,417,1,Did the soccer player B. Foster play for Watford in 2019?,No.
179,417,4,Did the soccer player B. Foster participate in leauge named English Premier League during the year 2019?,No.
180,420,0,Do you know the soccer player Charles?,No.
181,421,0,Do you know the soccer player Ş. Radu?,No.
182,422,0,Do you know the soccer player D. Rose?,No.
183,422,1,Did the soccer player D. Rose play for Tottenham Hotspur in 2019?,No.
184,422,2,Did the soccer player D. Rose wear jersey number 3 in 2019?,No.
185,422,3,Was the soccer player D. Rose born in England?,No.
186,422,4,Did the soccer player D. Rose participate in leauge named English Premier League during the year 2019?,No.
187,425,4,Did the soccer player Naldo participate in leauge named French Ligue 1 during the year 2019?,No.
188,427,0,Do you know the soccer player S. Romero?,No.
189,427,1,Did the soccer player S. Romero play for Manchester United in 2019?,No.
190,427,4,Did the soccer player S. Romero participate in leauge named English Premier League during the year 2019?,No.
191,431,0,Do you know the soccer player M. Díaz?,No.
192,432,1,Did the soccer player M. Valbuena play for Olympiacos CFP in 2019?,No.
193,432,2,Did the soccer player M. Valbuena wear jersey number 28 in 2019?,No.
194,432,4,Did the soccer player M. Valbuena participate in leauge named Rest of World during the year 2019?,No.
195,433,0,Do you know the soccer player L. Bender?,No.
196,433,1,Did the soccer player L. Bender play for Bayer 04 Leverkusen in 2019?,No.
197,436,0,Do you know the soccer player Antunes?,No.
198,437,1,Did the soccer player R. Fährmann play for Norwich City in 2019?,No.
199,437,4,Did the soccer player R. Fährmann participate in leauge named English Premier League during the year 2019?,No.
200,438,0,Do you know the soccer player F. Fazio?,No.
201,438,1,Did the soccer player F. Fazio play for Roma in 2019?,No.
202,440,0,Do you know the soccer player Sidnei?,No.
203,441,0,Do you know the soccer player D. Perotti?,No.
204,441,2,Did the soccer player D. Perotti wear jersey number 8 in 2019?,No.
205,442,0,Do you know the soccer player L. Pratto?,No.
206,443,2,Did the soccer player S. Feghouli wear jersey number 89 in 2019?,No.
207,446,2,Did the soccer player Y. M'Vila wear jersey number 6 in 2019?,No.
208,446,4,Did the soccer player Y. M'Vila participate in leauge named French Ligue 1 during the year 2019?,No.
209,447,2,Did the soccer player L. Stindl wear jersey number 13 in 2019?,No.
210,452,2,Did the soccer player Hulk wear jersey number 10 in 2019?,No.
211,453,2,Did the soccer player K. Strootman wear jersey number 12 in 2019?,No.
212,454,2,Did the soccer player C. Smalling wear jersey number 12 in 2019?,No.
213,456,0,Do you know the soccer player J. Zoet?,No.
214,458,1,Did the soccer player D. Subašić play for AS Monaco in 2019?,No.
215,458,2,Did the soccer player D. Subašić wear jersey number 1 in 2019?,No.
216,460,0,Do you know the soccer player R. Pereyra?,Yes or No.
217,461,1,Did the soccer player R. Rodríguez play for AC Milan in 2019?,No.
218,463,0,Do you know the soccer player Sergi Enrich?,No.
219,465,0,Do you know the soccer player S. Verdi?,No.
220,465,1,Did the soccer player S. Verdi play for Napoli in 2019?,No.
221,466,0,Do you know the soccer player C. Wilson?,No.
222,469,0,Do you know the soccer player M. Ryan?,No.
223,469,1,Did the soccer player M. Ryan play for Brighton & Hove Albion in 2019?,No.
224,469,2,Did the soccer player M. Ryan wear jersey number 1 in 2019?,No.
225,469,3,Was the soccer player M. Ryan born in Australia?,No.
226,469,4,Did the soccer player M. Ryan participate in leauge named English Premier League during the year 2019?,No.
227,474,0,Do you know the soccer player Campaña?,No.
228,474,3,Was the soccer player Campaña born in Spain?,No.
229,474,4,Did the soccer player Campaña participate in leauge named Spain Primera Division during the year 2019?,No.
230,475,0,Do you know the soccer player H. Vanaken?,No.
231,478,4,Did the soccer player Ismaily participate in leauge named Rest of World during the year 2019?,No.
232,480,1,Did the soccer player F. Ghoulam play for Napoli in 2019?,No.
233,482,1,Did the soccer player S. Sané play for FC Schalke 04 in 2019?,No.
234,482,3,Was the soccer player S. Sané born in Senegal?,No.
235,484,2,Did the soccer player Sergi Darder wear jersey number 10 in 2019?,No.
236,485,1,Did the soccer player S. Zaza play for Torino F.C. in 2019?,No.
237,485,2,Did the soccer player S. Zaza wear jersey number 11 in 2019?,No.
238,489,1,Did the soccer player Š. Vrsaljko play for Atlético de Madrid in 2019?,No.
239,491,0,Do you know the soccer player C. Kramer?,No.
240,491,1,Did the soccer player C. Kramer play for Borussia Mönchengladbach in 2019?,No.
241,497,2,Did the soccer player Portu wear jersey number 7 in 2019?,No.
242,499,0,Do you know the soccer player Bernard?,No.
243,499,1,Did the soccer player Bernard play for Everton in 2019?,No.
244,500,0,Do you know the soccer player E. Andrada?,No.
245,501,4,Did the soccer player T. Stepanenko participate in leauge named Rest of World during the year 2019?,No.
246,503,0,Do you know the soccer player L. Paredes?,No.
247,504,1,Did the soccer player M. Keane play for Everton in 2019?,No.
248,504,2,Did the soccer player M. Keane wear jersey number 5 in 2019?,No.
249,504,4,Did the soccer player M. Keane participate in leauge named English Premier League during the year 2019?,No.
250,506,0,Do you know the soccer player Gabriel?,No.
251,506,1,Did the soccer player Gabriel play for SL Benfica in 2019?,No.
252,506,4,Did the soccer player Gabriel participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
253,520,0,Do you know the soccer player I. Marcone?,No.
254,521,0,Do you know the soccer player W. Benítez?,No.
255,521,2,Did the soccer player W. Benítez wear jersey number 40 in 2019?,No.
256,521,4,Did the soccer player W. Benítez participate in leauge named French Ligue 1 during the year 2019?,No.
257,522,0,Do you know the soccer player J. Correa?,No.
258,522,4,Did the soccer player J. Correa participate in leauge named Italian Serie A during the year 2019?,No.
259,530,1,Did the soccer player M. Caldara play for AC Milan in 2019?,No.
260,533,0,Do you know the soccer player Jony?,No.
261,535,1,Did the soccer player Mata play for Getafe CF in 2019?,No.
262,535,2,Did the soccer player Mata wear jersey number 7 in 2019?,No.
263,536,0,Do you know the soccer player V. Rongier?,No.
264,538,4,Did the soccer player Diogo Jota participate in leauge named English Premier League during the year 2019?,No.
265,539,0,Do you know the soccer player J. Gomez?,No.
266,545,0,Do you know the soccer player Yeray?,No.
267,546,1,Did the soccer player F. Mendy play for Real Madrid CF in 2019?,No.
268,548,0,Do you know the soccer player Everton Andrão?,No.
269,548,1,Did the soccer player Everton Andrão play for Fluminense in 2019?,No.
270,548,4,Did the soccer player Everton Andrão participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
271,549,0,Do you know the soccer player Welington Dano?,No.
272,549,1,Did the soccer player Welington Dano play for Cruzeiro in 2019?,No.
273,553,0,Do you know the soccer player M. Lazzari?,No.
274,554,0,Do you know the soccer player Melendo?,No.
275,555,0,Do you know the soccer player M. Gómez?,No.
276,557,4,Did the soccer player D. Livaković participate in leauge named Rest of World during the year 2019?,No.
277,558,0,Do you know the soccer player Loren?,No.
278,558,1,Did the soccer player Loren play for Real Betis Balompié in 2019?,No.
279,560,2,Did the soccer player David Villa wear jersey number 7 in 2019?,No.
280,560,4,Did the soccer player David Villa participate in leauge named Japanese J. League Division 1 during the year 2019?,No.
281,562,0,Do you know the soccer player A. Mirante?,No.
282,563,1,Did the soccer player S. Kalou play for Hertha BSC in 2019?,No.
283,563,2,Did the soccer player S. Kalou wear jersey number 8 in 2019?,No.
284,564,2,Did the soccer player Dante wear jersey number 4 in 2019?,No.
285,565,2,Did the soccer player M. Debuchy wear jersey number 26 in 2019?,No.
286,565,4,Did the soccer player M. Debuchy participate in leauge named French Ligue 1 during the year 2019?,No.
287,566,2,Did the soccer player E. Lavezzi wear jersey number 22 in 2019?,No.
288,566,4,Did the soccer player E. Lavezzi participate in leauge named Chinese Super League during the year 2019?,No.
289,568,1,Did the soccer player M. Škrtel play for Atalanta in 2019?,No.
290,568,4,Did the soccer player M. Škrtel participate in leauge named Italian Serie A during the year 2019?,No.
291,569,0,Do you know the soccer player J. Evans?,No.
292,571,0,Do you know the soccer player N. Moisander?,No.
293,571,4,Did the soccer player N. Moisander participate in leauge named German 1. Bundesliga during the year 2019?,No.
294,574,0,Do you know the soccer player Marcano?,No.
295,574,4,Did the soccer player Marcano participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
296,575,2,Did the soccer player K. Boateng wear jersey number 10 in 2019?,No.
297,576,0,Do you know the soccer player A. Fernández?,No.
298,577,0,Do you know the soccer player N. Guzmán?,No.
299,577,3,Was the soccer player N. Guzmán born in Argentina?,No.
300,579,0,Do you know the soccer player Ángel?,No.
301,579,3,Was the soccer player Ángel born in Spain?,No.
302,580,1,Did the soccer player Granero play for RCD Espanyol de Barcelona in 2019?,No.
303,580,2,Did the soccer player Granero wear jersey number 23 in 2019?,No.
304,580,4,Did the soccer player Granero participate in leauge named Spain Primera Division during the year 2019?,No.
305,581,2,Did the soccer player Éder wear jersey number 9 in 2019?,No.
306,581,3,Was the soccer player Éder born in Italy?,No.
307,583,0,Do you know the soccer player S. Coleman?,No.
308,583,2,Did the soccer player S. Coleman wear jersey number 23 in 2019?,No.
309,584,2,Did the soccer player A. Lallana wear jersey number 20 in 2019?,No.
310,585,0,Do you know the soccer player A. Modeste?,No.
311,587,4,Did the soccer player M. Sakho participate in leauge named English Premier League during the year 2019?,No.
312,589,0,Do you know the soccer player Mariano?,No.
313,589,1,Did the soccer player Mariano play for Galatasaray SK in 2019?,No.
314,589,3,Was the soccer player Mariano born in Brazil?,No.
315,591,0,Do you know the soccer player J. King?,No.
316,591,1,Did the soccer player J. King play for AFC Bournemouth in 2019?,No.
317,592,4,Did the soccer player N. Kalinić participate in leauge named Spain Primera Division during the year 2019?,No.
318,594,1,Did the soccer player S. Ulreich play for FC Bayern München in 2019?,No.
319,594,2,Did the soccer player S. Ulreich wear jersey number 26 in 2019?,No.
320,595,1,Did the soccer player K. Asamoah play for Inter in 2019?,No.
321,596,1,Did the soccer player Alex Teixeira play for Jiangsu FC in 2019?,No.
322,599,2,Did the soccer player S. Kagawa wear jersey number 23 in 2019?,No.
323,599,4,Did the soccer player S. Kagawa participate in leauge named Spanish Segunda División during the year 2019?,No.
324,600,4,Did the soccer player J. Wilshere participate in leauge named English Premier League during the year 2019?,No.
325,602,0,Do you know the soccer player Cote?,No.
326,605,2,Did the soccer player Maicon wear jersey number 18 in 2019?,No.
327,609,0,Do you know the soccer player Kike García?,No.
328,609,4,Did the soccer player Kike García participate in leauge named Spain Primera Division during the year 2019?,No.
329,610,0,Do you know the soccer player Escudero?,No.
330,612,0,Do you know the soccer player L. Cabrera?,No.
331,612,1,Did the soccer player L. Cabrera play for Getafe CF in 2019?,No.
332,612,4,Did the soccer player L. Cabrera participate in leauge named Spain Primera Division during the year 2019?,No.
333,613,0,Do you know the soccer player Herrerín?,No.
334,615,0,Do you know the soccer player Víctor Ruiz?,No.
335,616,0,Do you know the soccer player G. Pezzella?,No.
336,617,0,Do you know the soccer player Laguardia?,No.
337,621,0,Do you know the soccer player P. Jones?,No.
338,621,1,Did the soccer player P. Jones play for Manchester United in 2019?,No.
339,621,2,Did the soccer player P. Jones wear jersey number 4 in 2019?,No.
340,622,0,Do you know the soccer player E. Pérez?,No.
341,622,1,Did the soccer player E. Pérez play for River Plate in 2019?,No.
342,623,0,Do you know the soccer player D. Caligiuri?,No.
343,623,1,Did the soccer player D. Caligiuri play for FC Schalke 04 in 2019?,No.
344,623,2,Did the soccer player D. Caligiuri wear jersey number 18 in 2019?,No.
345,623,4,Did the soccer player D. Caligiuri participate in leauge named German 1. Bundesliga during the year 2019?,No.
346,625,2,Did the soccer player R. Barkley wear jersey number 8 in 2019?,No.
347,627,0,Do you know the soccer player N. Pallois?,No.
348,631,0,Do you know the soccer player J. Murillo?,No.
349,631,4,Did the soccer player J. Murillo participate in leauge named Italian Serie A during the year 2019?,No.
350,633,0,Do you know the soccer player D. da Costa?,No.
351,633,1,Did the soccer player D. da Costa play for Eintracht Frankfurt in 2019?,No.
352,638,2,Did the soccer player L. Karius wear jersey number 1 in 2019?,No.
353,640,1,Did the soccer player D. Suárez play for Getafe CF in 2019?,No.
354,641,0,Do you know the soccer player J. Brooks?,No.
355,642,0,Do you know the soccer player K. Lala?,No.
356,642,1,Did the soccer player K. Lala play for RC Strasbourg Alsace in 2019?,No.
357,648,0,Do you know the soccer player D. Baselli?,No.
358,651,1,Did the soccer player B. Davies play for Tottenham Hotspur in 2019?,No.
359,652,2,Did the soccer player Leo Baptistao wear jersey number 10 in 2019?,No.
360,654,0,Do you know the soccer player M. Arnold?,No.
361,654,1,Did the soccer player M. Arnold play for VfL Wolfsburg in 2019?,No.
362,654,3,Was the soccer player M. Arnold born in Germany?,No.
363,659,0,Do you know the soccer player A. Samaris?,No.
364,659,4,Did the soccer player A. Samaris participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
365,660,2,Did the soccer player A. Januzaj wear jersey number 11 in 2019?,No.
366,660,4,Did the soccer player A. Januzaj participate in leauge named Spain Primera Division during the year 2019?,No.
367,661,1,Did the soccer player J. Hector play for 1. FC Köln in 2019?,No.
368,662,1,Did the soccer player Fred play for Manchester United in 2019?,No.
369,664,0,Do you know the soccer player De Tomás?,No.
370,665,0,Do you know the soccer player Otávio?,No.
371,666,0,Do you know the soccer player Jonny?,No.
372,667,0,Do you know the soccer player M. Sanson?,Yes or No.
373,668,0,Do you know the soccer player Rubén Peña?,No.
374,669,0,Do you know the soccer player N. Stark?,No.
375,669,1,Did the soccer player N. Stark play for Hertha BSC in 2019?,No.
376,669,2,Did the soccer player N. Stark wear jersey number 5 in 2019?,No.
377,670,4,Did the soccer player R. Zobnin participate in leauge named Rest of World during the year 2019?,No.
378,675,0,Do you know the soccer player J. Lerma?,No.
379,678,0,Do you know the soccer player L. Sigali?,No.
380,681,2,Did the soccer player A. Saint-Maximin wear jersey number 10 in 2019?,No.
381,683,0,Do you know the soccer player L. Dubois?,No.
382,684,2,Did the soccer player M. Samatta wear jersey number 10 in 2019?,No.
383,688,2,Did the soccer player Angeliño wear jersey number 12 in 2019?,No.
384,688,4,Did the soccer player Angeliño participate in leauge named English Premier League during the year 2019?,No.
385,689,0,Do you know the soccer player J. Maddison?,No.
386,691,1,Did the soccer player Raúl play for SC Braga in 2019?,No.
387,691,2,Did the soccer player Raúl wear jersey number 34 in 2019?,No.
388,691,3,Was the soccer player Raúl born in Brazil?,No.
389,691,4,Did the soccer player Raúl participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
390,692,0,Do you know the soccer player Mariano?,No.
391,692,1,Did the soccer player Mariano play for Real Madrid CF in 2019?,No.
392,692,3,Was the soccer player Mariano born in Dominican Republic?,No.
393,693,0,Do you know the soccer player L. Klostermann?,No.
394,694,0,Do you know the soccer player Petros?,No.
395,695,0,Do you know the soccer player R. Aguilar?,No.
396,695,1,Did the soccer player R. Aguilar play for AS Monaco in 2019?,No.
397,695,3,Was the soccer player R. Aguilar born in France?,No.
398,695,4,Did the soccer player R. Aguilar participate in leauge named French Ligue 1 during the year 2019?,No.
399,697,0,Do you know the soccer player Dyego Sousa?,No.
400,699,0,Do you know the soccer player Merino?,No.
