,entity_idx,question_idx,question,model_response
72,89,2,"Is the genre of the song titled ""let him go"" by bob marley & the wailers country/folk?",No
73,91,1,"Is the song titled ""the revolution will be televised"" by jeff beck released in 2016?",No
74,91,2,"Is the genre of the song titled ""the revolution will be televised"" by jeff beck blues/jazz?",No
75,94,1,"Is the song titled ""chanting"" by john holt released in 1983?",No
76,94,2,"Is the genre of the song titled ""chanting"" by john holt country/folk?",No
77,96,2,"Is the genre of the song titled ""steady, as she goes"" by the raconteurs blues/jazz?",No
78,97,1,"Is the song titled ""fats"" by thin lizzy released in 1981?",No
79,97,2,"Is the genre of the song titled ""fats"" by thin lizzy blues/jazz?",No
80,98,1,"Is the song titled ""thank you for the feelin'"" by bachman-turner overdrive released in 1989?",No
81,98,2,"Is the genre of the song titled ""thank you for the feelin'"" by bachman-turner overdrive country/folk?",No
82,100,1,"Is the song titled ""anything goes"" by florida georgia line released in 2014?",No
83,100,2,"Is the genre of the song titled ""anything goes"" by florida georgia line pop/rock?",No
84,101,2,"Is the genre of the song titled ""oh love (live)"" by prince buster country/folk?",No
85,102,1,"Is the song titled ""do the grind"" by earl king released in 2006?",No
86,103,1,"Is the song titled ""open your eyes, you can fly"" by lizz wright released in 2003?",No
87,106,1,"Is the song titled ""you gots to chill"" by epmd released in 2010?",No
88,107,2,"Is the genre of the song titled ""made to love you"" by gary wright country/folk?",No
89,108,1,"Is the song titled ""i've been a long time leavin' (but i'll be a long time gone)"" by roger miller released in 1995?",No
90,109,2,"Is the genre of the song titled ""cha cha cha d´amour"" by dean martin blues/jazz?",No
91,110,2,"Is the genre of the song titled ""why must i cry"" by peter tosh country/folk?",No
92,111,2,"Is the genre of the song titled ""you and me"" by soja country/folk?",No
93,113,1,"Is the song titled ""crying games"" by lucky dube released in 1999?",No
94,113,2,"Is the genre of the song titled ""crying games"" by lucky dube country/folk?",No
95,114,1,"Is the song titled ""armistice day"" by paul simon released in 1972?",No
96,117,2,"Is the genre of the song titled ""frame by frame"" by king crimson blues/jazz?",No
97,118,1,"Is the song titled ""surfin' bird"" by the cramps released in 1989?",No
98,118,2,"Is the genre of the song titled ""surfin' bird"" by the cramps blues/jazz?",No
99,119,2,"Is the genre of the song titled ""cordelia brown"" by harry belafonte pop/rock?",No
100,121,1,"Is the song titled ""i am the one you warned me of"" by blue öyster cult released in 1988?",No
101,121,2,"Is the genre of the song titled ""i am the one you warned me of"" by blue öyster cult blues/jazz?",No
102,123,0,"Do you know the song ""al capone"" by michael jackson?",No
103,123,1,"Is the song titled ""al capone"" by michael jackson released in 1987?",No
104,123,2,"Is the genre of the song titled ""al capone"" by michael jackson pop/rock?",No
105,124,1,"Is the song titled ""right on time"" by red hot chili peppers released in 1999?",No
106,128,1,"Is the song titled ""cold sweat"" by thin lizzy released in 1983?",No
107,128,2,"Is the genre of the song titled ""cold sweat"" by thin lizzy blues/jazz?",No
108,130,2,"Is the genre of the song titled ""biohazard"" by massacre blues/jazz?",No
109,131,1,"Is the song titled ""screaming and yelling"" by carole king released in 1975?",No
110,131,2,"Is the genre of the song titled ""screaming and yelling"" by carole king pop/rock?",No
111,132,1,"Is the song titled ""pure and simple"" by lynyrd skynyrd released in 1991?",No
112,132,2,"Is the genre of the song titled ""pure and simple"" by lynyrd skynyrd blues/jazz?",No
113,134,1,"Is the song titled ""her man"" by waylon jennings released in 1990?",No
114,135,2,"Is the genre of the song titled ""can't use me"" by john holt country/folk?",No
115,136,2,"Is the genre of the song titled ""downtown tonight"" by tyler bryant & the shakedown blues/jazz?",No
116,137,1,"Is the song titled ""time will show the wiser"" by fairport convention released in 1968?",No
117,141,2,"Is the genre of the song titled ""come closer"" by mishka country/folk?",No
118,144,2,"Is the genre of the song titled ""parabol"" by tool pop/rock?",No
119,145,0,"Do you know the song ""i call your name"" by the beatles?",No
120,145,1,"Is the song titled ""i call your name"" by the beatles released in 1988?",No
121,148,2,"Is the genre of the song titled ""khanke to khanke"" by mohammed rafi pop/rock?",No
122,149,0,"Do you know the song ""boulevard of broken dreams"" by esquivel!?",No
123,149,1,"Is the song titled ""boulevard of broken dreams"" by esquivel! released in 1959?",No
124,149,2,"Is the genre of the song titled ""boulevard of broken dreams"" by esquivel! pop/rock?",No
125,150,2,"Is the genre of the song titled ""run away with me"" by carly rae jepsen pop/rock?",No
126,151,1,"Is the song titled ""your cash ain't nothin' but trash"" by the clovers released in 1991?",No
127,151,2,"Is the genre of the song titled ""your cash ain't nothin' but trash"" by the clovers blues/jazz?",No
128,152,2,"Is the genre of the song titled ""gladiator"" by zayde wølf pop/rock?",No
129,153,1,"Is the song titled ""the story of my love"" by conway twitty released in 1959?",No
130,154,1,"Is the song titled ""go on blues"" by johnny cash released in 1976?",No
131,156,1,"Is the song titled ""bobby brown goes down"" by frank zappa released in 1979?",No
132,156,2,"Is the genre of the song titled ""bobby brown goes down"" by frank zappa blues/jazz?",No
133,158,2,"Is the genre of the song titled ""night time is the right time"" by aretha franklin blues/jazz?",No
134,159,1,"Is the song titled ""(the man who shot) liberty valance"" by gene pitney released in 1972?",No
135,159,2,"Is the genre of the song titled ""(the man who shot) liberty valance"" by gene pitney pop/rock?",No
136,161,1,"Is the song titled ""the man that i've been"" by cory morrow released in 1993?",No
137,162,1,"Is the song titled ""fantastic voyage (lil stayne mix)"" by coolio released in 2008?",No
138,163,1,"Is the song titled ""4:20"" by method man released in 2018?",No
139,164,2,"Is the genre of the song titled ""everything i am"" by kanye west pop/rock?",No
140,166,1,"Is the song titled ""hey mr. d.j."" by zhané released in 2013?",No
141,166,2,"Is the genre of the song titled ""hey mr. d.j."" by zhané pop/rock?",No
142,168,1,"Is the song titled ""i believe i can fly"" by me first and the gimme gimmes released in 2003?",No
143,169,1,"Is the song titled ""hey, hey helen"" by abba released in 1975?",No
144,171,2,"Is the genre of the song titled ""you used to love me"" by faith evans pop/rock?",No
145,172,2,"Is the genre of the song titled ""mothership reconnection (feat.parliament/funkadelic)"" by scott grooves blues/jazz?",No
146,173,1,"Is the song titled ""hair of the dog (studio demo)"" by nazareth released in 2009?",No
147,173,2,"Is the genre of the song titled ""hair of the dog (studio demo)"" by nazareth blues/jazz?",No
148,174,2,"Is the genre of the song titled ""run"" by bring me the horizon pop/rock?",No
149,177,1,"Is the song titled ""out in l.a."" by red hot chili peppers released in 1984?",No
150,178,1,"Is the song titled ""you've got to have freedom"" by pharoah sanders released in 2008?",No
151,181,1,"Is the song titled ""shoot me dead"" by hours eastly released in 2012?",No
152,181,2,"Is the genre of the song titled ""shoot me dead"" by hours eastly country/folk?",No
153,183,1,"Is the song titled ""stax jam"" by galactic released in 1996?",No
154,184,2,"Is the genre of the song titled ""don't give in"" by steel pulse country/folk?",No
155,185,1,"Is the song titled ""hot dog"" by limp bizkit released in 2000?",No
156,185,2,"Is the genre of the song titled ""hot dog"" by limp bizkit pop/rock?",No
157,187,1,"Is the song titled ""dead cell"" by papa roach released in 2001?",No
158,190,1,"Is the song titled ""inspector mills"" by america released in 1982?",No
159,191,2,"Is the genre of the song titled ""making days longer"" by rjd2 blues/jazz?",No
160,192,1,"Is the song titled ""don't touch me tomato"" by phyllis dillon released in 1967?",No
161,192,2,"Is the genre of the song titled ""don't touch me tomato"" by phyllis dillon country/folk?",No
162,193,1,"Is the song titled ""for all we know"" by donny hathaway released in 2013?",No
163,194,2,"Is the genre of the song titled ""starships"" by nicki minaj pop/rock?",No
164,196,2,"Is the genre of the song titled ""stop"" by black rebel motorcycle club blues/jazz?",No
165,197,2,"Is the genre of the song titled ""make you mine"" by black lips blues/jazz?",No
166,199,1,"Is the song titled ""energy"" by earth, wind & fire released in 1971?",No
167,199,2,"Is the genre of the song titled ""energy"" by earth, wind & fire blues/jazz?",No
168,201,1,"Is the song titled ""your cheatin' heart"" by hank williams released in 1978?",No
169,202,2,"Is the genre of the song titled ""baby's on fire"" by die antwoord pop/rock?",No
170,204,1,"Is the song titled ""a wonderful yesterday"" by willie nelson released in 1968?",No
171,205,1,"Is the song titled ""i'm with you"" by the millennium released in 1968?",No
172,206,1,"Is the song titled ""bang bang"" by nancy sinatra released in 2003?",No
173,207,1,"Is the song titled ""avon"" by queens of the stone age released in 1998?",No
174,207,2,"Is the genre of the song titled ""avon"" by queens of the stone age blues/jazz?",No
175,211,2,"Is the genre of the song titled ""mind riot"" by soundgarden pop/rock?",No
176,212,1,"Is the song titled ""dear michael"" by michael jackson released in 1975?",No
177,212,2,"Is the genre of the song titled ""dear michael"" by michael jackson pop/rock?",No
178,213,1,"Is the song titled ""girl next door"" by long beach shortbus released in 2004?",No
179,213,2,"Is the genre of the song titled ""girl next door"" by long beach shortbus country/folk?",No
180,215,1,"Is the song titled ""god has my fortune laid away"" by johnny cash released in 1962?",No
181,216,1,"Is the song titled ""expecting"" by minnie riperton released in 1970?",No
182,216,2,"Is the genre of the song titled ""expecting"" by minnie riperton blues/jazz?",No
183,217,2,"Is the genre of the song titled ""renegade"" by thin lizzy blues/jazz?",No
184,220,2,"Is the genre of the song titled ""my world"" by sublime with rome country/folk?",No
185,221,2,"Is the genre of the song titled ""angelina"" by harry belafonte pop/rock?",No
186,224,2,"Is the genre of the song titled ""reach out and touch (somebody's hand)"" by aretha franklin blues/jazz?",No
187,225,1,"Is the song titled ""edge of the earth"" by thirty seconds to mars released in 2002?",No
188,230,2,"Is the genre of the song titled ""they roll (feat. the game)"" by nipsey hussle pop/rock?",No
189,232,1,"Is the song titled ""greetings"" by half pint released in 1997?",No
190,234,2,"Is the genre of the song titled ""kiss me black"" by the birthday party blues/jazz?",No
191,235,2,"Is the genre of the song titled ""65 hunnid"" by vince staples hip hop/reggae?",No
192,236,1,"Is the song titled ""elevator"" by the black keys released in 2006?",No
193,236,2,"Is the genre of the song titled ""elevator"" by the black keys blues/jazz?",No
194,237,1,"Is the song titled ""you turn me on"" by tim mcgraw released in 1997?",No
195,238,2,"Is the genre of the song titled ""i wish it would rain"" by gladys knight & the pips pop/rock?",No
196,241,1,"Is the song titled ""holy books"" by death from above 1979 released in 2017?",No
197,241,2,"Is the genre of the song titled ""holy books"" by death from above 1979 blues/jazz?",No
198,242,1,"Is the song titled ""nashville to kentucky"" by my morning jacket released in 1999?",No
199,243,2,"Is the genre of the song titled ""run them"" by the gladiators country/folk?",No
200,245,1,"Is the song titled ""seeing is believing"" by donna fargo released in 1980?",No
201,245,2,"Is the genre of the song titled ""seeing is believing"" by donna fargo country/folk?",No
202,246,0,"Do you know the song ""within you, without you"" by tedeschi trucks band?",No
203,246,1,"Is the song titled ""within you, without you"" by tedeschi trucks band released in 2017?",No
204,246,2,"Is the genre of the song titled ""within you, without you"" by tedeschi trucks band blues/jazz?",No
205,248,1,"Is the song titled ""what love has joined together"" by mary wells released in 1993?",No
206,248,2,"Is the genre of the song titled ""what love has joined together"" by mary wells pop/rock?",No
207,249,1,"Is the song titled ""war pigs"" by gov't mule released in 1999?",No
208,249,2,"Is the genre of the song titled ""war pigs"" by gov't mule blues/jazz?",No
209,250,0,"Do you know the song ""high voltage / it's a long way to the top (if you wanna rock 'n' roll)"" by eagles of death metal?",No
210,250,1,"Is the song titled ""high voltage / it's a long way to the top (if you wanna rock 'n' roll)"" by eagles of death metal released in 2019?",No
211,250,2,"Is the genre of the song titled ""high voltage / it's a long way to the top (if you wanna rock 'n' roll)"" by eagles of death metal blues/jazz?",No
212,251,2,"Is the genre of the song titled ""escape"" by pete rock & c.l. smooth blues/jazz?",No
213,253,2,"Is the genre of the song titled ""killers"" by iron maiden pop/rock?",No
214,255,2,"Is the genre of the song titled ""one world (not three)"" by pato banton country/folk?",No
215,256,1,"Is the song titled ""dynasty"" by miia released in 2015?",No
216,256,2,"Is the genre of the song titled ""dynasty"" by miia pop/rock?",No
217,257,1,"Is the song titled ""shopping"" by eek-a-mouse released in 1996?",No
218,257,2,"Is the genre of the song titled ""shopping"" by eek-a-mouse country/folk?",No
219,261,2,"Is the genre of the song titled ""jah love in we heart"" by toyan country/folk?",No
220,262,1,"Is the song titled ""how i'd love to love you"" by nat king cole released in 1992?",No
221,263,1,"Is the song titled ""violence"" by slightly stoopid released in 1998?",No
222,263,2,"Is the genre of the song titled ""violence"" by slightly stoopid country/folk?",No
223,264,1,"Is the song titled ""open mind"" by stone senses released in 2006?",No
224,264,2,"Is the genre of the song titled ""open mind"" by stone senses country/folk?",No
225,265,1,"Is the song titled ""hero"" by willie nelson released in 2012?",No
226,267,2,"Is the genre of the song titled ""sing it again"" by the wood brothers blues/jazz?",No
227,268,1,"Is the song titled ""slip slidin' away"" by simon & garfunkel released in 1982?",No
228,269,1,"Is the song titled ""little things"" by rodney carrington released in 1998?",No
229,270,2,"Is the genre of the song titled ""true love"" by the brian jonestown massacre blues/jazz?",No
230,272,1,"Is the song titled ""between the devil and the deep blue sea"" by blossom dearie released in 1997?",No
231,273,0,"Do you know the song ""96 tears"" by big maybelle?",No
232,273,1,"Is the song titled ""96 tears"" by big maybelle released in 2007?",No
233,273,2,"Is the genre of the song titled ""96 tears"" by big maybelle blues/jazz?",No
234,274,2,"Is the genre of the song titled ""gates of steel"" by devo pop/rock?",No
235,275,2,"Is the genre of the song titled ""white christmas"" by dean martin blues/jazz?",No
236,276,2,"Is the genre of the song titled ""if you stayed over"" by bonobo blues/jazz?",No
237,279,1,"Is the song titled ""amazing grace"" by randy travis released in 2000?",No
238,281,1,"Is the song titled ""another puff"" by jerry reed released in 1995?",No
239,282,2,"Is the genre of the song titled ""next to you"" by dan siegel blues/jazz?",No
240,286,2,"Is the genre of the song titled ""king"" by tesseract blues/jazz?",No
241,287,2,"Is the genre of the song titled ""blind feeling"" by gary wright country/folk?",No
242,288,2,"Is the genre of the song titled ""veracruz"" by santana blues/jazz?",No
243,289,1,"Is the song titled ""stacks o' money"" by eagles of death metal released in 2004?",No
244,289,2,"Is the genre of the song titled ""stacks o' money"" by eagles of death metal blues/jazz?",No
245,290,1,"Is the song titled ""missiles"" by the sound released in 1980?",No
246,291,2,"Is the genre of the song titled ""die by the drop"" by the dead weather blues/jazz?",No
247,292,0,"Do you know the song ""rolling in the deep"" by go radio?",No
248,292,1,"Is the song titled ""rolling in the deep"" by go radio released in 2011?",No
249,292,2,"Is the genre of the song titled ""rolling in the deep"" by go radio pop/rock?",No
250,293,1,"Is the song titled ""i died inside"" by lesley gore released in 1964?",No
251,293,2,"Is the genre of the song titled ""i died inside"" by lesley gore pop/rock?",No
252,294,1,"Is the song titled ""our lives are shaped by what we love"" by odyssey released in 1972?",No
253,296,2,"Is the genre of the song titled ""dread locks"" by lee perry & the upsetters country/folk?",No
254,297,1,"Is the song titled ""don’t look back into the sun"" by the libertines released in 2007?",No
255,298,1,"Is the song titled ""marie"" by yazmin lacey released in 2017?",No
256,298,2,"Is the genre of the song titled ""marie"" by yazmin lacey blues/jazz?",No
257,299,0,"Do you know the song ""the battle of evermore"" by led zeppelin?",No
258,299,1,"Is the song titled ""the battle of evermore"" by led zeppelin released in 1971?",No
259,299,2,"Is the genre of the song titled ""the battle of evermore"" by led zeppelin pop/rock?",No
260,300,1,"Is the song titled ""walking the floor over you"" by ernest tubb released in 1987?",No
261,301,2,"Is the genre of the song titled ""yesterday's mistakes"" by oi va voi blues/jazz?",No
262,306,2,"Is the genre of the song titled ""rainbow in the sky"" by ziggy marley country/folk?",No
263,307,1,"Is the song titled ""balaclava"" by arctic monkeys released in 2007?",No
264,308,2,"Is the genre of the song titled ""cold war"" by death from above 1979 blues/jazz?",No
265,309,2,"Is the genre of the song titled ""she belongs to me"" by leon russell country/folk?",No
266,310,1,"Is the song titled ""the guitar man"" by cake released in 2004?",No
267,310,2,"Is the genre of the song titled ""the guitar man"" by cake pop/rock?",No
268,311,2,"Is the genre of the song titled ""i feel love (every million miles)"" by the dead weather blues/jazz?",No
269,313,1,"Is the song titled ""a boy's best friend"" by the white stripes released in 2000?",No
270,313,2,"Is the genre of the song titled ""a boy's best friend"" by the white stripes blues/jazz?",No
271,314,2,"Is the genre of the song titled ""planetary duality i: hideous revelation"" by the faceless blues/jazz?",No
272,316,1,"Is the song titled ""national finals rodeo"" by chris ledoux released in 1973?",No
273,320,2,"Is the genre of the song titled ""hoes mad"" by famous dex pop/rock?",No
274,322,1,"Is the song titled ""above and beyond (the call of love)"" by conway twitty released in 1961?",No
275,325,1,"Is the song titled ""send me a friend"" by anders osborne released in 2012?",No
276,326,1,"Is the song titled ""intolerance"" by tool released in 1993?",No
277,326,2,"Is the genre of the song titled ""intolerance"" by tool pop/rock?",No
278,328,2,"Is the genre of the song titled ""reasons"" by chris rea blues/jazz?",No
279,329,2,"Is the genre of the song titled ""to lay me down"" by grateful dead pop/rock?",No
280,330,1,"Is the song titled ""gangsta"" by 8ball & mjg released in 2018?",No
281,330,2,"Is the genre of the song titled ""gangsta"" by 8ball & mjg hip hop/reggae?",No
282,332,1,"Is the song titled ""ocean breakup / king of the universe"" by electric light orchestra released in 1973?",No
283,334,1,"Is the song titled ""stuck in the moment"" by justin bieber released in 2010?",No
284,334,2,"Is the genre of the song titled ""stuck in the moment"" by justin bieber pop/rock?",No
285,335,2,"Is the genre of the song titled ""knocks me off my feet"" by donell jones pop/rock?",No
286,336,2,"Is the genre of the song titled ""sick of being lonely"" by field mob pop/rock?",No
287,338,1,"Is the song titled ""sickening"" by meshuggah released in 1991?",No
288,338,2,"Is the genre of the song titled ""sickening"" by meshuggah blues/jazz?",No
289,343,0,"Do you know the song ""time to say goodbye"" by b.b. king?",No
290,343,1,"Is the song titled ""time to say goodbye"" by b.b. king released in 1958?",No
291,344,2,"Is the genre of the song titled ""running with a gun"" by slightly stoopid country/folk?",No
292,345,1,"Is the song titled ""roads girdle the globe"" by xtc released in 1979?",No
293,347,2,"Is the genre of the song titled ""clash"" by caravan palace blues/jazz?",No
294,349,1,"Is the song titled ""disparate youth"" by santigold released in 2012?",No
295,349,2,"Is the genre of the song titled ""disparate youth"" by santigold pop/rock?",No
296,351,2,"Is the genre of the song titled ""red sector a"" by rush pop/rock?",No
297,354,2,"Is the genre of the song titled ""thomas"" by a perfect circle pop/rock?",No
298,355,2,"Is the genre of the song titled ""journey"" by black uhuru country/folk?",No
299,361,2,"Is the genre of the song titled ""blue thunder"" by galaxie 500 pop/rock?",No
300,363,1,"Is the song titled ""blame the moon"" by beth hart released in 1996?",No
301,364,1,"Is the song titled ""hail mi idren"" by ini kamoze released in 1984?",No
302,364,2,"Is the genre of the song titled ""hail mi idren"" by ini kamoze country/folk?",No
303,365,1,"Is the song titled ""mansard roof"" by vampire weekend released in 2008?",No
304,366,2,"Is the genre of the song titled ""motivation"" by t.i. pop/rock?",No
305,367,2,"Is the genre of the song titled ""lunar wilderness"" by between the buried and me blues/jazz?",No
306,368,2,"Is the genre of the song titled ""where's da bud"" by three 6 mafia pop/rock?",No
307,369,1,"Is the song titled ""pessimistic lines"" by bad religion released in 1988?",No
308,369,2,"Is the genre of the song titled ""pessimistic lines"" by bad religion pop/rock?",No
309,370,2,"Is the genre of the song titled ""carry me on"" by arc angels blues/jazz?",No
310,372,1,"Is the song titled ""wake up and live"" by bob marley & the wailers released in 1979?",No
311,372,2,"Is the genre of the song titled ""wake up and live"" by bob marley & the wailers country/folk?",No
312,373,2,"Is the genre of the song titled ""my broken souvenirs"" by pussycat pop/rock?",No
313,374,1,"Is the song titled ""so a child may follow"" by damian marley released in 2017?",No
314,374,2,"Is the genre of the song titled ""so a child may follow"" by damian marley country/folk?",No
315,376,2,"Is the genre of the song titled ""cody, cody"" by the flying burrito brothers pop/rock?",No
316,377,1,"Is the song titled ""hey, good lookin'"" by mose allison released in 1994?",No
317,379,1,"Is the song titled ""the pros and cons of breathing"" by fall out boy released in 2003?",No
318,380,2,"Is the genre of the song titled ""judgement day"" by raging fyah country/folk?",No
319,383,2,"Is the genre of the song titled ""gun down"" by bounty killer country/folk?",No
320,385,2,"Is the genre of the song titled ""situation crazy"" by pato banton country/folk?",No
321,388,2,"Is the genre of the song titled ""beyond the realms of death"" by judas priest pop/rock?",No
322,389,1,"Is the song titled ""two kinds of happiness"" by the strokes released in 2011?",No
323,390,2,"Is the genre of the song titled ""when the lights gone out"" by ziggy marley & the melody makers country/folk?",No
324,391,1,"Is the song titled ""calling all the people"" by 4 non blondes released in 1992?",No
325,394,0,"Do you know the song ""she-wolf"" by megadeth?",No
326,394,1,"Is the song titled ""she-wolf"" by megadeth released in 1997?",No
327,394,2,"Is the genre of the song titled ""she-wolf"" by megadeth pop/rock?",No
328,396,2,"Is the genre of the song titled ""seasick emotions"" by the wood brothers blues/jazz?",No
329,397,1,"Is the song titled ""lonely blue boy"" by conway twitty released in 1960?",No
330,398,1,"Is the song titled ""it might as well be spring"" by dinah washington released in 1995?",No
331,399,2,"Is the genre of the song titled ""heartbreaker"" by crazy p blues/jazz?",No
332,401,2,"Is the genre of the song titled ""big all around"" by gregory isaacs country/folk?",No
333,403,2,"Is the genre of the song titled ""give it time"" by bachman-turner overdrive country/folk?",No
334,405,2,"Is the genre of the song titled ""just a lil bit"" by 50 cent pop/rock?",No
335,406,1,"Is the song titled ""moneytalks"" by ac/dc released in 1990?",No
336,406,2,"Is the genre of the song titled ""moneytalks"" by ac/dc pop/rock?",No
337,410,2,"Is the genre of the song titled ""the one you belong to"" by the sheepdogs blues/jazz?",No
338,411,2,"Is the genre of the song titled ""tender lover"" by babyface pop/rock?",No
339,412,1,"Is the song titled ""welcome"" by phil collins released in 2003?",No
340,414,1,"Is the song titled ""arhegh danagh"" by tinariwen released in 2014?",No
341,414,2,"Is the genre of the song titled ""arhegh danagh"" by tinariwen blues/jazz?",No
342,417,1,"Is the song titled ""freedom for my people"" by adam gussow released in 1988?",No
343,417,2,"Is the genre of the song titled ""freedom for my people"" by adam gussow blues/jazz?",No
344,418,2,"Is the genre of the song titled ""you stay (feat. meek mill, j balvin, lil baby & jeremih)"" by dj khaled pop/rock?",No
345,421,1,"Is the song titled ""night hunting time"" by santana released in 1983?",No
346,421,2,"Is the genre of the song titled ""night hunting time"" by santana blues/jazz?",No
347,422,1,"Is the song titled ""stay"" by madonna released in 1984?",No
