,entity_idx,question_idx,question,model_response
97,81,3,Is the longitude of the Moga airport 26.8?,No
98,81,4,Is the country code of Moga airport CD?,No
99,82,1,Is the ICAO location indicator of the Canada airport SLCD?,No
100,82,2,Is the latitude of the Canada airport -20.0254?,No
101,82,3,Is the longitude of the Canada airport -63.0891?,No
102,82,4,Is the country code of Canada airport BO?,No
103,83,1,Is the ICAO location indicator of the Harrison Piloncillo Ranch airport TE27?,No
104,83,4,Is the country code of Harrison Piloncillo Ranch airport US?,No
105,89,1,Is the ICAO location indicator of the Coye Field airport 30NY?,No
106,91,0,Do you know the Fazenda Pirigara airport?,No
107,91,1,Is the ICAO location indicator of the Fazenda Pirigara airport SWGE?,No
108,92,2,Is the latitude of the Bor airport 6.2?,No
109,92,4,Is the country code of Bor airport SS?,No
110,93,1,Is the ICAO location indicator of the Kargil airport VI65?,No
111,94,0,Do you know the Fazenda Sao Joao airport?,No
112,94,3,Is the longitude of the Fazenda Sao Joao airport -49.3411?,No
113,95,0,Do you know the Banswara airport?,No
114,95,1,Is the ICAO location indicator of the Banswara airport VA51?,No
115,95,4,Is the country code of Banswara airport IN?,No
116,96,0,Do you know the Herzogenaurach airport?,No
117,96,3,Is the longitude of the Herzogenaurach airport 10.8781?,No
118,96,4,Is the country code of Herzogenaurach airport DE?,No
119,97,1,Is the ICAO location indicator of the Flying M airport CA03?,No
120,98,1,Is the ICAO location indicator of the High Desert Ranch airport 2NM9?,No
121,99,0,Do you know the La Nava - Corral De Ayllon airport?,No
122,99,3,Is the longitude of the La Nava - Corral De Ayllon airport -3.4483?,No
123,101,1,Is the ICAO location indicator of the Chamberlain Brothers Ranch airport WY66?,No
124,102,1,Is the ICAO location indicator of the Lolco airport SCCU?,No
125,102,4,Is the country code of Lolco airport CL?,No
126,103,1,Is the ICAO location indicator of the Brickey airport AR43?,No
127,104,2,Is the latitude of the Rumjatar airport 27.3035?,No
128,105,1,Is the ICAO location indicator of the Costa Rica airport SDXJ?,No
129,105,2,Is the latitude of the Costa Rica airport -18.4867?,No
130,105,3,Is the longitude of the Costa Rica airport -53.1533?,No
131,105,4,Is the country code of Costa Rica airport BR?,No
132,108,2,Is the latitude of the Nero-Mer airport 4.6434?,No
133,108,4,Is the country code of Nero-Mer airport CI?,No
134,110,4,Is the country code of Saint-Flour-Coltines airport FR?,No
135,111,3,Is the longitude of the Araguatins airport -48.1156?,No
136,113,4,Is the country code of Collarenebri airport AU?,No
137,114,4,Is the country code of Bathurst Harbour airport AU?,No
138,115,4,Is the country code of Aurukun airport AU?,No
139,117,4,Is the country code of Kotamubagu airport ID?,No
140,118,1,Is the ICAO location indicator of the Preston airport KU10?,No
141,118,3,Is the longitude of the Preston airport -111.9126?,No
142,118,4,Is the country code of Preston airport US?,No
143,120,1,Is the ICAO location indicator of the Al's Field airport 48VA?,No
144,121,3,Is the longitude of the Adelaide airport 26.2942?,No
145,121,4,Is the country code of Adelaide airport ZA?,No
146,122,4,Is the country code of Deer Lake airport CA?,No
147,126,1,Is the ICAO location indicator of the Bergseth Field airport WN76?,No
148,126,4,Is the country code of Bergseth Field airport US?,No
149,127,0,Do you know the Maquinchao airport?,No
150,128,4,Is the country code of Lutselk'e airport CA?,No
151,130,4,Is the country code of Galatea Airfield airport NZ?,No
152,131,1,Is the ICAO location indicator of the Stol-It Farm airport 1SC3?,No
153,131,4,Is the country code of Stol-It Farm airport US?,No
154,134,4,Is the country code of Ovid airport US?,No
155,135,3,Is the longitude of the Porto Nacional airport -48.3997?,No
156,138,1,Is the ICAO location indicator of the Berwick airport 3KS7?,No
157,138,4,Is the country code of Berwick airport US?,No
158,139,4,Is the country code of Paso De Los Indios airport AR?,No
159,141,1,Is the ICAO location indicator of the Cool Water airport 4VG2?,No
160,141,4,Is the country code of Cool Water airport US?,No
161,142,3,Is the longitude of the Engels Airbase airport 46.2?,No
162,146,0,Do you know the Fazenda Globo airport?,No
163,147,3,Is the longitude of the Queenstown airport 26.8822?,No
164,147,4,Is the country code of Queenstown airport ZA?,No
165,148,3,Is the longitude of the Kantishna airport -150.9951?,No
166,150,4,Is the country code of A 511 airport KR?,No
167,153,3,Is the longitude of the Quixada airport -38.9876?,No
168,154,0,Do you know the Carnegie Station airport?,No
169,154,4,Is the country code of Carnegie Station airport AU?,No
170,156,0,Do you know the Uff-Da airport?,No
171,156,1,Is the ICAO location indicator of the Uff-Da airport 2WI1?,No
172,156,3,Is the longitude of the Uff-Da airport -89.2866?,No
173,156,4,Is the country code of Uff-Da airport US?,No
174,157,1,Is the ICAO location indicator of the Machado Dusters airport CA05?,No
175,157,4,Is the country code of Machado Dusters airport US?,No
176,159,4,Is the country code of Vernon Miller Pvt airport US?,No
177,161,1,Is the ICAO location indicator of the Dunham Field airport 1XS1?,No
178,162,1,Is the ICAO location indicator of the Mcgregor Airfield airport 12OH?,No
179,163,0,Do you know the Usina Coruripe - Filial Limeira do Oeste airport?,No
180,163,3,Is the longitude of the Usina Coruripe - Filial Limeira do Oeste airport -50.6556?,No
181,165,1,Is the ICAO location indicator of the Matheson Island airport CJT2?,No
182,165,4,Is the country code of Matheson Island airport CA?,No
183,166,0,Do you know the Quepos Managua airport?,No
184,166,2,Is the latitude of the Quepos Managua airport 9.4432?,No
185,166,4,Is the country code of Quepos Managua airport CR?,No
186,168,1,Is the ICAO location indicator of the Provost airport CEH6?,No
187,168,4,Is the country code of Provost airport CA?,No
188,171,1,Is the ICAO location indicator of the Antique Airfield airport IA27?,No
189,171,2,Is the latitude of the Antique Airfield airport 40.9778?,No
190,171,3,Is the longitude of the Antique Airfield airport -92.5877?,No
191,171,4,Is the country code of Antique Airfield airport US?,No
192,172,1,Is the ICAO location indicator of the Marie-Louise airport FSMA?,No
193,172,3,Is the longitude of the Marie-Louise airport 53.1444?,No
194,172,4,Is the country code of Marie-Louise airport SC?,No
195,173,1,Is the ICAO location indicator of the Assuncao do Icana airport SWAK?,No
196,173,4,Is the country code of Assuncao do Icana airport BR?,No
197,174,0,Do you know the Hermannsburg airport?,No
198,174,4,Is the country code of Hermannsburg airport AU?,No
199,176,4,Is the country code of Shiroles airport CR?,No
200,178,1,Is the ICAO location indicator of the New Salem Aerodrome airport 74NY?,No
201,178,4,Is the country code of New Salem Aerodrome airport US?,No
202,179,3,Is the longitude of the Formosa airport -47.3457?,No
203,179,4,Is the country code of Formosa airport BR?,No
204,180,3,Is the longitude of the Coeroeni airport -57.333?,No
205,182,4,Is the country code of Eulo airport AU?,No
206,183,0,Do you know the Level Acres Farm airport?,No
207,184,4,Is the country code of Carmen De Bolivar airport CO?,No
208,185,1,Is the ICAO location indicator of the Moncton / McEwen airport CCG4?,No
209,187,1,Is the ICAO location indicator of the Petty Farms airport 2GE7?,No
210,187,4,Is the country code of Petty Farms airport US?,No
211,188,0,Do you know the Mangabalito airport?,No
212,188,4,Is the country code of Mangabalito airport BO?,No
213,189,3,Is the longitude of the Iturama airport -50.2202?,No
214,190,2,Is the latitude of the El Sobrante airport -32.2236?,No
215,190,3,Is the longitude of the El Sobrante airport -70.8?,No
216,190,4,Is the country code of El Sobrante airport CL?,No
217,191,1,Is the ICAO location indicator of the Radville airport CKF2?,No
218,193,1,Is the ICAO location indicator of the Dougherty airport 1OH2?,No
219,194,1,Is the ICAO location indicator of the Welsh airport K6R1?,No
220,194,2,Is the latitude of the Welsh airport 30.2419?,No
221,194,3,Is the longitude of the Welsh airport -92.8307?,No
222,194,4,Is the country code of Welsh airport US?,No
223,195,0,Do you know the San Pancracio airport?,No
224,195,1,Is the ICAO location indicator of the San Pancracio airport SVRL?,No
225,195,3,Is the longitude of the San Pancracio airport -69.6417?,No
226,195,4,Is the country code of San Pancracio airport VE?,No
227,196,1,Is the ICAO location indicator of the Le Maire Memorial airport K2R1?,No
228,196,2,Is the latitude of the Le Maire Memorial airport 29.8991?,No
229,196,3,Is the longitude of the Le Maire Memorial airport -91.666?,No
230,196,4,Is the country code of Le Maire Memorial airport US?,No
231,197,3,Is the longitude of the Nkhota Kota airport 34.267?,No
232,199,1,Is the ICAO location indicator of the Flying Bj airport 3NC5?,No
233,200,0,Do you know the Mungo Lodge airport?,No
234,200,4,Is the country code of Mungo Lodge airport AU?,No
235,201,1,Is the ICAO location indicator of the Barnstormers 5 airport 16MI?,No
236,203,4,Is the country code of Owyhee Reservoir State airport US?,No
237,205,0,Do you know the Rough River State Park airport?,No
238,205,1,Is the ICAO location indicator of the Rough River State Park airport K2I3?,No
239,205,4,Is the country code of Rough River State Park airport US?,No
240,206,1,Is the ICAO location indicator of the J-3 Cub Field airport 66WI?,No
241,207,4,Is the country code of Spencer airport US?,No
242,209,4,Is the country code of Cape Leveque airport AU?,No
243,212,0,Do you know the Los Cuatro Diablos airport?,No
244,212,1,Is the ICAO location indicator of the Los Cuatro Diablos airport SCME?,No
245,212,4,Is the country code of Los Cuatro Diablos airport CL?,No
246,213,4,Is the country code of Abisu Airfield airport TL?,No
247,214,1,Is the ICAO location indicator of the Betoambari airport WAWB?,No
248,214,3,Is the longitude of the Betoambari airport 122.569?,No
249,214,4,Is the country code of Betoambari airport ID?,No
250,215,1,Is the ICAO location indicator of the Chelyabinsk Balandino airport USCC?,No
251,215,3,Is the longitude of the Chelyabinsk Balandino airport 61.5033?,No
252,216,1,Is the ICAO location indicator of the Wenskoski Field airport 0NY8?,No
253,216,4,Is the country code of Wenskoski Field airport US?,No
254,217,4,Is the country code of Reindeer Lake / Lindbergh Lodge Airstrip airport CA?,No
255,219,4,Is the country code of Morawa airport AU?,No
256,220,0,Do you know the Mountain Outlaw airport?,No
257,220,1,Is the ICAO location indicator of the Mountain Outlaw airport TN11?,No
258,221,0,Do you know the Bridport airport?,No
259,221,1,Is the ICAO location indicator of the Bridport airport YBDP?,No
260,221,2,Is the latitude of the Bridport airport -41.0167?,No
261,221,3,Is the longitude of the Bridport airport 147.417?,No
262,221,4,Is the country code of Bridport airport AU?,No
263,223,0,Do you know the Reales Tamarindos airport?,No
264,223,4,Is the country code of Reales Tamarindos airport EC?,No
265,224,4,Is the country code of Aberdeen Regional airport US?,No
266,225,0,Do you know the Fly Away Farm airport?,No
267,225,1,Is the ICAO location indicator of the Fly Away Farm airport 2MD3?,No
268,225,4,Is the country code of Fly Away Farm airport US?,No
269,227,4,Is the country code of Farfan airport CO?,No
270,228,3,Is the longitude of the Khark Island airport 50.3239?,No
271,229,1,Is the ICAO location indicator of the Red Roof airport WN11?,No
272,230,3,Is the longitude of the Manistee County/Blacker airport -86.2469?,No
273,231,3,Is the longitude of the Dourados airport -54.9266?,No
274,232,1,Is the ICAO location indicator of the Airlane Enterprises airport K1H1?,No
275,232,4,Is the country code of Airlane Enterprises airport US?,No
276,233,0,Do you know the Fazenda Canamari airport?,No
277,233,3,Is the longitude of the Fazenda Canamari airport -50.3811?,No
278,236,1,Is the ICAO location indicator of the Kebar airport WASE?,No
279,236,4,Is the country code of Kebar airport ID?,No
280,237,0,Do you know the Windjana Grove airport?,No
281,238,4,Is the country code of Letisko airport SK?,No
282,240,1,Is the ICAO location indicator of the Amalfi airport SKAM?,No
283,240,2,Is the latitude of the Amalfi airport 6.9167?,No
284,240,3,Is the longitude of the Amalfi airport -75.0667?,No
285,240,4,Is the country code of Amalfi airport CO?,No
286,241,1,Is the ICAO location indicator of the Bakke airport 61ND?,No
287,241,4,Is the country code of Bakke airport US?,No
288,242,4,Is the country code of Mabel Creek Station airport AU?,No
289,243,4,Is the country code of Ulei airport VU?,No
290,245,0,Do you know the Hysham airport?,No
291,245,4,Is the country code of Hysham airport US?,No
292,246,1,Is the ICAO location indicator of the Gun Barrel City Airpark airport 74XA?,No
293,247,0,Do you know the Pousada das Aguias airport?,No
294,247,3,Is the longitude of the Pousada das Aguias airport -52.1292?,No
295,247,4,Is the country code of Pousada das Aguias airport BR?,No
296,250,4,Is the country code of Masisea airport PE?,No
297,252,1,Is the ICAO location indicator of the Flagler Aerial Spraying Inc airport CO00?,No
298,252,2,Is the latitude of the Flagler Aerial Spraying Inc airport 39.28?,No
299,253,4,Is the country code of Neuburg airport DE?,No
300,254,4,Is the country code of Spruce airport US?,No
301,255,1,Is the ICAO location indicator of the Starbase airport VG09?,No
302,255,2,Is the latitude of the Starbase airport 37.2278?,No
303,255,3,Is the longitude of the Starbase airport -75.9833?,No
304,255,4,Is the country code of Starbase airport US?,No
305,256,3,Is the longitude of the Kenmare Municipal airport -102.048?,No
306,256,4,Is the country code of Kenmare Municipal airport US?,No
307,257,0,Do you know the Shannon River airport?,No
308,257,1,Is the ICAO location indicator of the Shannon River airport YSHN?,No
309,257,2,Is the latitude of the Shannon River airport -34.75?,No
310,257,3,Is the longitude of the Shannon River airport 116.483?,No
311,257,4,Is the country code of Shannon River airport AU?,No
312,258,1,Is the ICAO location indicator of the Ploermel Loyat airport LFRP?,No
313,258,4,Is the country code of Ploermel Loyat airport FR?,No
314,261,3,Is the longitude of the Kashmor airport 69.5991?,No
315,262,1,Is the ICAO location indicator of the Love Field airport 97FL?,No
316,262,3,Is the longitude of the Love Field airport -81.8915?,No
317,264,1,Is the ICAO location indicator of the Wings-N-Wheels airport FA50?,No
318,264,4,Is the country code of Wings-N-Wheels airport US?,No
319,266,1,Is the ICAO location indicator of the Chetek Municipal/Southworth airport KY23?,No
320,267,1,Is the ICAO location indicator of the O'Brien Airpark East/West airport FD71?,No
321,268,0,Do you know the Elmsett airport?,No
322,268,3,Is the longitude of the Elmsett airport 0.9775?,No
323,268,4,Is the country code of Elmsett airport GB?,No
324,269,0,Do you know the Yalymboo airport?,No
325,269,4,Is the country code of Yalymboo airport AU?,No
326,272,0,Do you know the Fazenda Santa Ilidia airport?,No
327,272,4,Is the country code of Fazenda Santa Ilidia airport BR?,No
328,275,0,Do you know the Khorewah airport?,No
329,275,1,Is the ICAO location indicator of the Khorewah airport OP16?,No
330,275,4,Is the country code of Khorewah airport PK?,No
331,276,1,Is the ICAO location indicator of the Humm airport 06IL?,No
332,276,4,Is the country code of Humm airport US?,No
333,277,1,Is the ICAO location indicator of the Ring Rock Ranch airport 4NA1?,No
334,278,0,Do you know the Spring Point airport?,No
335,279,1,Is the ICAO location indicator of the Goldfield airport NV50?,No
336,283,4,Is the country code of Toledo Suburban airport US?,No
337,285,2,Is the latitude of the Tres Chorrillos airport -52.5253?,No
338,285,4,Is the country code of Tres Chorrillos airport CL?,No
339,286,3,Is the longitude of the Lagoa Santa airport -43.8964?,No
340,289,1,Is the ICAO location indicator of the V-Bar airport 4TA2?,No
341,289,4,Is the country code of V-Bar airport US?,No
342,290,3,Is the longitude of the Neom Bay airport 35.2938?,No
343,291,1,Is the ICAO location indicator of the Bald Mountain airport ME14?,No
344,291,4,Is the country code of Bald Mountain airport US?,No
345,293,0,Do you know the Fazenda Salamanca airport?,No
346,293,3,Is the longitude of the Fazenda Salamanca airport -55.5333?,No
347,293,4,Is the country code of Fazenda Salamanca airport BR?,No
348,295,1,Is the ICAO location indicator of the Lm-Ets airport 54FD?,No
349,295,4,Is the country code of Lm-Ets airport US?,No
350,297,1,Is the ICAO location indicator of the Usinas Braco Norte airport SIXX?,No
351,297,4,Is the country code of Usinas Braco Norte airport BR?,No
352,298,0,Do you know the El Capitan airport?,No
353,298,1,Is the ICAO location indicator of the El Capitan airport SVEK?,No
354,298,4,Is the country code of El Capitan airport VE?,No
355,299,0,Do you know the Bills Last Resort Rla airport?,No
356,299,1,Is the ICAO location indicator of the Bills Last Resort Rla airport IL24?,No
357,299,3,Is the longitude of the Bills Last Resort Rla airport -89.8831?,No
358,299,4,Is the country code of Bills Last Resort Rla airport US?,No
359,300,4,Is the country code of Arens Field airport US?,No
360,302,0,Do you know the Aiome airport?,No
361,302,4,Is the country code of Aiome airport PG?,No
362,303,0,Do you know the Fazenda Barra Grande airport?,No
363,303,1,Is the ICAO location indicator of the Fazenda Barra Grande airport SSWV?,No
364,303,3,Is the longitude of the Fazenda Barra Grande airport -50.0411?,No
365,304,0,Do you know the Trausdorf airport?,No
366,304,1,Is the ICAO location indicator of the Trausdorf airport LOAT?,No
367,304,2,Is the latitude of the Trausdorf airport 47.8?,No
368,304,3,Is the longitude of the Trausdorf airport 16.567?,No
369,304,4,Is the country code of Trausdorf airport AT?,No
370,305,1,Is the ICAO location indicator of the Eston airport CJR4?,No
371,305,3,Is the longitude of the Eston airport -108.763?,No
372,305,4,Is the country code of Eston airport CA?,No
373,307,1,Is the ICAO location indicator of the Dinsmore airport CKX5?,No
374,307,4,Is the country code of Dinsmore airport CA?,No
375,308,1,Is the ICAO location indicator of the Maple Ridge airport 03ME?,No
376,308,3,Is the longitude of the Maple Ridge airport -70.6273?,No
377,308,4,Is the country code of Maple Ridge airport US?,No
378,309,4,Is the country code of Thunder Creek airport US?,No
379,311,1,Is the ICAO location indicator of the Gottschalk Field airport 91WI?,No
380,314,0,Do you know the Fazenda Ribeirao airport?,No
381,314,1,Is the ICAO location indicator of the Fazenda Ribeirao airport SIFU?,No
382,314,3,Is the longitude of the Fazenda Ribeirao airport -43.7753?,No
383,316,1,Is the ICAO location indicator of the Flugplatz airport 30KS?,No
384,316,4,Is the country code of Flugplatz airport US?,No
385,317,1,Is the ICAO location indicator of the Richter Aviation airport 12CN?,No
386,318,0,Do you know the Fazenda Tuiuiu airport?,No
387,318,1,Is the ICAO location indicator of the Fazenda Tuiuiu airport SWNW?,No
388,318,3,Is the longitude of the Fazenda Tuiuiu airport -55.455?,No
389,321,1,Is the ICAO location indicator of the Orr Field airport NE25?,No
390,323,0,Do you know the Castleforbes airport?,No
391,324,1,Is the ICAO location indicator of the Lone Oaks Ranch airport 5OR9?,No
392,326,1,Is the ICAO location indicator of the Sanborn airport 38CN?,No
393,327,1,Is the ICAO location indicator of the Comstock Field airport 80SD?,No
394,328,4,Is the country code of Aerosanta Cruz airport CL?,No
395,329,3,Is the longitude of the Yeltsovka airport 83.0045?,No
396,332,3,Is the longitude of the Piedra Del Aguila airport -70.01?,No
397,333,3,Is the longitude of the Mananjary airport 48.3583?,No
398,333,4,Is the country code of Mananjary airport MG?,No
399,334,4,Is the country code of Wysocki Field airport US?,No
400,335,2,Is the latitude of the Liberty County airport 48.5107?,No
401,335,3,Is the longitude of the Liberty County airport -110.9909?,No
402,337,1,Is the ICAO location indicator of the High Acres airport 85NY?,No
403,337,4,Is the country code of High Acres airport US?,No
404,338,1,Is the ICAO location indicator of the Dusenbury Field airport 13NR?,No
405,338,4,Is the country code of Dusenbury Field airport US?,No
406,339,4,Is the country code of Amahai airport ID?,No
407,340,0,Do you know the Mapulaca airport?,No
408,342,0,Do you know the Fazenda Santa Helena airport?,No
409,342,1,Is the ICAO location indicator of the Fazenda Santa Helena airport SIOU?,No
410,343,1,Is the ICAO location indicator of the Hamilton Strip airport GA49?,No
411,343,4,Is the country code of Hamilton Strip airport US?,No
412,344,1,Is the ICAO location indicator of the Wolfe Field airport XA32?,No
413,345,0,Do you know the Tsholothso airport?,No
414,345,4,Is the country code of Tsholothso airport ZW?,No
415,346,2,Is the latitude of the Las Cruces airport 8.3289?,No
416,346,3,Is the longitude of the Las Cruces airport -68.752?,No
417,346,4,Is the country code of Las Cruces airport VE?,No
418,347,0,Do you know the Canadian River Corrientes airport?,No
419,347,1,Is the ICAO location indicator of the Canadian River Corrientes airport OK10?,No
420,347,2,Is the latitude of the Canadian River Corrientes airport 35.5394?,No
421,347,4,Is the country code of Canadian River Corrientes airport US?,No
422,348,1,Is the ICAO location indicator of the Elk Creek airport 47NY?,No
423,349,4,Is the country code of G 301 airport KR?,No
424,350,4,Is the country code of Pangkal Pinang (Depati Amir) airport ID?,No
425,351,0,Do you know the Hedditch airport?,No
426,351,1,Is the ICAO location indicator of the Hedditch airport MT72?,No
427,351,4,Is the country code of Hedditch airport US?,No
428,352,3,Is the longitude of the Mykolaiv International airport 31.9198?,No
429,353,4,Is the country code of Cornwall Regional airport CA?,No
430,354,3,Is the longitude of the Godthaab / Nuuk airport -51.6781?,No
431,355,3,Is the longitude of the Balladonia airport 123.618?,No
432,357,3,Is the longitude of the Bird Island airport 55.2053?,No
433,357,4,Is the country code of Bird Island airport SC?,No
434,358,0,Do you know the Fazenda Retiro do Marimbondo airport?,No
435,361,1,Is the ICAO location indicator of the Rollers airport OK48?,No
436,361,4,Is the country code of Rollers airport US?,No
437,362,0,Do you know the Fazenda Sao Francisco airport?,No
438,362,3,Is the longitude of the Fazenda Sao Francisco airport -50.2561?,No
439,364,1,Is the ICAO location indicator of the Sean D Sheldon Memorial Airfield airport 23MU?,No
440,365,3,Is the longitude of the Utena airport 25.7169?,No
441,370,3,Is the longitude of the Lago Musters airport -69.0728?,No
442,371,1,Is the ICAO location indicator of the Hinton / Entrance airport CEE4?,No
443,371,4,Is the country code of Hinton / Entrance airport CA?,No
444,372,1,Is the ICAO location indicator of the Mount Pleasant airport EGYP?,No
445,372,2,Is the latitude of the Mount Pleasant airport -51.8228?,No
446,372,3,Is the longitude of the Mount Pleasant airport -58.4472?,No
447,372,4,Is the country code of Mount Pleasant airport FK?,No
448,373,4,Is the country code of Los Cuernos Ranch airport US?,No
449,374,4,Is the country code of Furstenfeldbruck airport DE?,No
450,376,4,Is the country code of Bednary Airfield airport PL?,No
451,377,1,Is the ICAO location indicator of the Ridgeview airport 12ME?,No
452,377,4,Is the country code of Ridgeview airport US?,No
453,378,1,Is the ICAO location indicator of the Circle L Ranch airport NV27?,No
454,379,0,Do you know the Newfound Valley airport?,No
455,379,1,Is the ICAO location indicator of the Newfound Valley airport K2N2?,No
456,379,4,Is the country code of Newfound Valley airport US?,No
457,381,0,Do you know the Igualada/Odena airport?,No
458,381,1,Is the ICAO location indicator of the Igualada/Odena airport LEIG?,No
459,381,3,Is the longitude of the Igualada/Odena airport 1.6531?,No
460,381,4,Is the country code of Igualada/Odena airport ES?,No
461,382,4,Is the country code of Juancho airport VE?,No
462,385,1,Is the ICAO location indicator of the Kings Port airport FD72?,No
463,385,4,Is the country code of Kings Port airport US?,No
464,387,4,Is the country code of Rosalia Municipal airport US?,No
465,389,0,Do you know the Green Sea airport?,No
