,entity_idx,question_idx,question,model_response
94,30,2,Is the latitude of the Reykjanes airport 65.9142?,No
95,30,3,Is the longitude of the Reykjanes airport -22.4214?,No
96,31,0,Do you know the Fazenda Livramento airport?,"No, I don't have any specific information about the Fazenda Livramento airport."
97,31,1,Is the ICAO location indicator of the Fazenda Livramento airport SJBS?,No.
98,32,0,Do you know the Steciak Strip airport?,"No, I don't have any specific information about an airport called the ""Steciak Strip"" airport."
99,32,1,Is the ICAO location indicator of the Steciak Strip airport 1OL2?,No.
100,32,2,Is the latitude of the Steciak Strip airport 35.489?,No
101,32,3,Is the longitude of the Steciak Strip airport -97.192?,No
102,32,4,Is the country code of Steciak Strip airport US?,No.
103,33,0,Do you know the Apruna airport?,"No, I don't have any specific information about an airport called ""Apruna"" in my knowledge base."
104,33,1,Is the ICAO location indicator of the Apruna airport SVCE?,No.
105,33,2,Is the latitude of the Apruna airport 9.3503?,No
106,33,3,Is the longitude of the Apruna airport -65.2807?,No
107,33,4,Is the country code of Apruna airport VE?,No.
108,34,0,Do you know the Barber Field airport?,"No, I don't have specific knowledge about the Barber Field airport. As an AI assistant without direct access to databases of airport information, I don't have factual details about particular airports unless they are provided to me."
109,34,1,Is the ICAO location indicator of the Barber Field airport 30SD?,No.
110,34,2,Is the latitude of the Barber Field airport 45.5048?,No
111,34,3,Is the longitude of the Barber Field airport -98.5955?,No
112,35,0,Do you know the Minute Man Air Field airport?,"No, I don't have specific knowledge about the Minute Man Air Field airport."
113,36,0,Do you know the Foz do Areia airport?,"No, I don't have any specific information about the Foz do Areia airport."
114,36,1,Is the ICAO location indicator of the Foz do Areia airport SSFA?,No.
115,36,2,Is the latitude of the Foz do Areia airport -25.9815?,No.
116,37,1,Is the ICAO location indicator of the Creech Afb airport KINS?,No.
117,38,0,Do you know the Compton/Woodley airport?,"No, I don't have specific knowledge about the Compton/Woodley airport. As an AI assistant without direct experience of physical locations, I only know what has been provided to me about places through my training data."
118,38,2,Is the latitude of the Compton/Woodley airport 33.8899?,No.
119,38,3,Is the longitude of the Compton/Woodley airport -118.2438?,No.
120,39,0,Do you know the Janssen airport?,"No, I don't have any specific information about an airport called ""Janssen airport."" Airport names can vary, so some more context would be helpful to determine if you are referring to a particular existing airport or asking about something else."
121,39,1,Is the ICAO location indicator of the Janssen airport 9MN5?,No.
122,39,2,Is the latitude of the Janssen airport 46.7119?,No.
123,39,3,Is the longitude of the Janssen airport -96.3515?,No.
124,39,4,Is the country code of Janssen airport US?,No.
125,40,0,Do you know the Woody Field airport?,"No, I don't have any specific information about an airport called ""Woody Field."" Airports can have various names, so without more context about the location, I cannot confirm if I have data on a particular airport by that name."
126,40,1,Is the ICAO location indicator of the Woody Field airport VG40?,No.
127,40,2,Is the latitude of the Woody Field airport 36.8868?,No
128,40,3,Is the longitude of the Woody Field airport -79.8639?,No
129,41,0,Do you know the Sd Aero airport?,"No, I don't have any specific information about an airport called ""Sd Aero""."
130,41,1,Is the ICAO location indicator of the Sd Aero airport LL28?,No.
131,41,2,Is the latitude of the Sd Aero airport 42.4328?,No
132,41,3,Is the longitude of the Sd Aero airport -88.7172?,No.
133,41,4,Is the country code of Sd Aero airport US?,No
134,42,0,Do you know the Ocean City Municipal airport?,"No, I don't have specific knowledge about the Ocean City Municipal airport. As an AI assistant without direct access to detailed information about every airport, I can only provide general responses unless given more context about what you'd like to know."
135,43,0,Do you know the Campbell Municipal airport?,"No, I don't have specific knowledge about the Campbell Municipal airport. As an AI assistant without direct access to databases of airport information, I don't have factual details about that particular airport unless they are provided to me."
136,43,3,Is the longitude of the Campbell Municipal airport -90.0157?,No
137,44,0,Do you know the Hazleton Regional airport?,"No, I don't have any specific information about the Hazleton Regional airport."
138,45,0,Do you know the Kadrmas airport?,"No, I don't have any specific information about an airport called ""Kadrmas""."
139,45,1,Is the ICAO location indicator of the Kadrmas airport ND10?,No.
140,45,2,Is the latitude of the Kadrmas airport 46.9913?,No
141,45,3,Is the longitude of the Kadrmas airport -102.7952?,No
142,46,0,Do you know the Taylor Ranch Landing Area airport?,"No, I don't have any specific information about the Taylor Ranch Landing Area airport."
143,46,1,Is the ICAO location indicator of the Taylor Ranch Landing Area airport 09ID?,No.
144,46,2,Is the latitude of the Taylor Ranch Landing Area airport 45.1039?,No
145,46,3,Is the longitude of the Taylor Ranch Landing Area airport -114.8553?,No
146,47,0,Do you know the Liuli airport?,"No, I don't have any specific information about an airport called ""Liuli""."
147,47,1,Is the ICAO location indicator of the Liuli airport HTLL?,No.
148,47,2,Is the latitude of the Liuli airport -11.1164?,No
149,47,3,Is the longitude of the Liuli airport 34.6522?,No.
150,47,4,Is the country code of Liuli airport TZ?,No.
151,48,0,Do you know the Eagle airport?,"No, I don't have any specific information about an airport called the ""Eagle airport."" Airports are usually referred to by their city name or airport code."
152,48,1,Is the ICAO location indicator of the Eagle airport PAEG?,No.
153,48,2,Is the latitude of the Eagle airport 64.7781?,No
154,48,3,Is the longitude of the Eagle airport -141.1496?,No
155,48,4,Is the country code of Eagle airport US?,No
156,49,0,Do you know the Sipuati airport?,"No, I don't have any specific information about the Sipuati airport."
157,49,1,Is the ICAO location indicator of the Sipuati airport SLSP?,No.
158,49,2,Is the latitude of the Sipuati airport -21.0735?,No
159,49,3,Is the longitude of the Sipuati airport -63.1095?,No
160,49,4,Is the country code of Sipuati airport BO?,No.
161,50,0,Do you know the Lawton airport?,"No, I don't have specific knowledge about the Lawton airport. As an AI assistant without direct experience of particular locations, I would need more context to provide relevant information."
162,50,1,Is the ICAO location indicator of the Lawton airport IA84?,No.
163,50,2,Is the latitude of the Lawton airport 42.4833?,No
164,51,1,Is the ICAO location indicator of the Bandaranaike International Apt Colombo airport VCBI?,No.
165,52,0,Do you know the Ampfing-Waldkraiburg airport?,"No, I don't have any specific information about the Ampfing-Waldkraiburg airport."
166,52,1,Is the ICAO location indicator of the Ampfing-Waldkraiburg airport EDNA?,No.
167,52,3,Is the longitude of the Ampfing-Waldkraiburg airport 12.4117?,No
168,53,0,Do you know the Cherokee Trail Ranch airport?,"No, I don't have any specific information about the Cherokee Trail Ranch airport."
169,54,0,Do you know the Yotvata Airfield airport?,"No, I don't have any specific information about the Yotvata Airfield airport."
170,55,0,Do you know the Mbesa airport?,"No, I don't have any specific information about an airport called ""Mbesa"" in my knowledge base."
171,55,1,Is the ICAO location indicator of the Mbesa airport HTBS?,No.
172,55,3,Is the longitude of the Mbesa airport 37.0678?,No
173,55,4,Is the country code of Mbesa airport TZ?,No.
174,56,0,Do you know the Betou airport?,"No, I don't have any specific information about an airport called ""Betou"" in my knowledge base."
175,56,1,Is the ICAO location indicator of the Betou airport FCOT?,No.
176,56,2,Is the latitude of the Betou airport 3.05?,No
177,56,3,Is the longitude of the Betou airport 18.5?,No
178,56,4,Is the country code of Betou airport CG?,No.
179,57,0,Do you know the Tebing Tinggi airport?,"No, I don't have any specific information about the Tebing Tinggi airport."
180,57,3,Is the longitude of the Tebing Tinggi airport 99.1167?,No
181,57,4,Is the country code of Tebing Tinggi airport ID?,No
182,58,0,Do you know the Laguna Del Rey airport?,"No, there is no airport called ""Laguna Del Rey"" that I'm aware of. There is an airport called Los Angeles International Airport (LAX) located near the Playa Del Rey area of Los Angeles, but no airport with the name ""Laguna Del Rey."""
183,58,1,Is the ICAO location indicator of the Laguna Del Rey airport MM82?,No.
184,58,2,Is the latitude of the Laguna Del Rey airport 27.0238?,No.
185,58,3,Is the longitude of the Laguna Del Rey airport -103.375?,No.
186,58,4,Is the country code of Laguna Del Rey airport MX?,No.
187,59,0,Do you know the Kaklic airport?,"No, I don't have any specific information about an airport called ""Kaklic""."
188,59,1,Is the ICAO location indicator of the Kaklic airport LTFA?,No.
189,59,2,Is the latitude of the Kaklic airport 38.5176?,No
190,59,3,Is the longitude of the Kaklic airport 26.9774?,No
191,59,4,Is the country code of Kaklic airport TR?,No.
192,60,0,Do you know the Marlin airport?,"No, I don't have any specific information about an airport called ""Marlin airport."" Airports are usually referred to by their city name or airport code, so without more context, I can't confirm if this is a real airport or provide details about it."
193,60,1,Is the ICAO location indicator of the Marlin airport KT15?,No.
194,60,2,Is the latitude of the Marlin airport 31.3407?,No
195,60,3,Is the longitude of the Marlin airport -96.852?,No
196,60,4,Is the country code of Marlin airport US?,No.
197,61,0,Do you know the Flying 'O' airport?,"No, I don't have any specific information about an airport called the ""Flying 'O' airport."""
198,61,1,Is the ICAO location indicator of the Flying 'O' airport 3WI4?,No.
199,61,2,Is the latitude of the Flying 'O' airport 44.9236?,No
200,61,3,Is the longitude of the Flying 'O' airport -89.4023?,No
201,61,4,Is the country code of Flying 'O' airport US?,No.
202,62,0,Do you know the Grand Marais airport?,"No, I don't have specific knowledge about the Grand Marais airport. I don't have personal experiences to draw from."
203,62,1,Is the ICAO location indicator of the Grand Marais airport KY98?,No.
204,63,0,Do you know the Fazenda Sao Marcos airport?,"No, I don't have any specific information about the Fazenda Sao Marcos airport."
205,63,1,Is the ICAO location indicator of the Fazenda Sao Marcos airport SJII?,No.
206,64,0,Do you know the Fazenda Paloma airport?,"No, I don't have any specific information about an airport called Fazenda Paloma."
207,64,1,Is the ICAO location indicator of the Fazenda Paloma airport SDCW?,No.
208,65,0,Do you know the The Bluffs airport?,"No, I don't have any specific information about an airport called ""The Bluffs""."
209,65,1,Is the ICAO location indicator of the The Bluffs airport 75AR?,No.
210,65,2,Is the latitude of the The Bluffs airport 36.2962?,No
211,65,3,Is the longitude of the The Bluffs airport -92.216?,No
212,66,1,Is the ICAO location indicator of the Seymour Johnson Afb airport KGSB?,No.
213,68,0,Do you know the Santa Paula airport?,"No, I don't have specific knowledge about the Santa Paula airport. As an AI assistant without direct experience of particular locations, I rely on being provided details to respond accurately."
214,69,0,Do you know the Swansea airport?,"No, I don't have specific knowledge about Swansea airport. As an AI assistant without direct access to detailed information about every airport, I don't have factual data about this particular airport unless it's provided to me."
215,69,1,Is the ICAO location indicator of the Swansea airport YSWA?,No.
216,69,2,Is the latitude of the Swansea airport -42.1017?,No.
217,69,3,Is the longitude of the Swansea airport 148.068?,No.
218,69,4,Is the country code of Swansea airport AU?,No.
219,70,0,Do you know the Gonder airport?,"No, I don't have specific knowledge about the Gonder airport."
220,70,1,Is the ICAO location indicator of the Gonder airport HAGN?,No.
221,70,2,Is the latitude of the Gonder airport 12.5199?,No
222,70,3,Is the longitude of the Gonder airport 37.434?,No
223,71,0,Do you know the Underland Airstrip airport?,"No, I don't have any specific information about an airport called the ""Underland Airstrip."""
224,71,1,Is the ICAO location indicator of the Underland Airstrip airport 6MN8?,No.
225,71,2,Is the latitude of the Underland Airstrip airport 44.1527?,No.
226,71,3,Is the longitude of the Underland Airstrip airport -93.2724?,No.
227,71,4,Is the country code of Underland Airstrip airport US?,No
228,72,0,Do you know the Hurlbut Field airport?,"No, I don't have any specific information about Hurlbut Field airport."
229,72,1,Is the ICAO location indicator of the Hurlbut Field airport NY07?,No.
230,73,1,Is the ICAO location indicator of the Trieste / Ronchi Dei Legionari airport LIPQ?,No.
231,73,3,Is the longitude of the Trieste / Ronchi Dei Legionari airport 13.4722?,No
232,75,0,Do you know the Wershofen/Eifel airport?,"No, I don't have any specific information about the Wershofen/Eifel airport."
233,75,1,Is the ICAO location indicator of the Wershofen/Eifel airport EDRV?,No.
234,75,3,Is the longitude of the Wershofen/Eifel airport 6.7833?,No
235,76,0,Do you know the Kipling airport?,"No, I don't have any specific information about an airport called ""Kipling airport."" There are many airports around the world, and without more context, I can't determine which specific airport you are referring to."
236,76,1,Is the ICAO location indicator of the Kipling airport CKD5?,No.
237,76,2,Is the latitude of the Kipling airport 50.0992?,No.
238,76,4,Is the country code of Kipling airport CA?,No.
239,77,0,Do you know the Black I Ranch airport?,"No, I don't have any specific information about the Black I Ranch airport."
240,77,2,Is the latitude of the Black I Ranch airport 36.4422?,No
241,77,3,Is the longitude of the Black I Ranch airport -98.1039?,No
242,78,0,Do you know the Coral Harbour airport?,"No, I don't have specific information about the Coral Harbour airport."
243,78,3,Is the longitude of the Coral Harbour airport -83.3594?,No
244,79,0,Do you know the Grass Roots airport?,"No, I don't have any specific information about an airport called ""Grass Roots""."
245,79,1,Is the ICAO location indicator of the Grass Roots airport 9MI5?,No.
246,79,2,Is the latitude of the Grass Roots airport 43.2378?,No
247,79,3,Is the longitude of the Grass Roots airport -83.5244?,No
248,79,4,Is the country code of Grass Roots airport US?,No
249,80,0,Do you know the Guangyuan airport?,"No, I don't have specific information about the Guangyuan airport."
250,80,1,Is the ICAO location indicator of the Guangyuan airport ZUGU?,No.
251,80,3,Is the longitude of the Guangyuan airport 105.702?,No
252,81,0,Do you know the Moga airport?,"No, I don't have any specific information about an airport called ""Moga airport."" Airports are typically referenced by their official name or the city they serve, so without more context, I can't confirm knowledge of an airport with that name."
253,81,1,Is the ICAO location indicator of the Moga airport FZOH?,No.
254,81,2,Is the latitude of the Moga airport -2.467?,No
255,81,3,Is the longitude of the Moga airport 26.8?,No
256,81,4,Is the country code of Moga airport CD?,No.
257,82,0,Do you know the Canada airport?,"No, I don't have specific knowledge about a single airport called ""the Canada airport."" Canada has many different airports across its various cities and provinces. Some of the major international airports in Canada include Toronto Pearson International Airport, Vancouver International Airport, Montreal-Pierre Elliott Trudeau International Airport, and Calgary International Airport, among others."
258,82,1,Is the ICAO location indicator of the Canada airport SLCD?,"No, SLCD is not the ICAO location indicator for any airport in Canada."
259,82,2,Is the latitude of the Canada airport -20.0254?,No.
260,82,3,Is the longitude of the Canada airport -63.0891?,No
261,82,4,Is the country code of Canada airport BO?,No.
262,83,0,Do you know the Harrison Piloncillo Ranch airport?,"No, I don't have any specific information about an airport called the Harrison Piloncillo Ranch airport."
263,83,1,Is the ICAO location indicator of the Harrison Piloncillo Ranch airport TE27?,No.
264,83,3,Is the longitude of the Harrison Piloncillo Ranch airport -99.5992?,No
265,83,4,Is the country code of Harrison Piloncillo Ranch airport US?,No
266,84,0,Do you know the Vijayanagar Aerodrome (JSW) airport?,"No, I don't have any specific information about the Vijayanagar Aerodrome (JSW) airport."
267,84,1,Is the ICAO location indicator of the Vijayanagar Aerodrome (JSW) airport VOJV?,No.
268,85,0,Do you know the Santa Terezinha airport?,"No, I don't have specific information about the Santa Terezinha airport."
269,85,1,Is the ICAO location indicator of the Santa Terezinha airport SWST?,No.
270,86,0,Do you know the True North Airpark airport?,"No, I don't have specific information about the True North Airpark airport."
271,86,1,Is the ICAO location indicator of the True North Airpark airport ND52?,No.
272,86,3,Is the longitude of the True North Airpark airport -97.0122?,No
273,87,0,Do you know the Tuba City airport?,"No, I don't have specific knowledge about the Tuba City airport."
274,87,1,Is the ICAO location indicator of the Tuba City airport KT03?,No.
275,88,0,Do you know the Rooks County Regional airport?,"No, I don't have any specific information about the Rooks County Regional airport."
276,88,2,Is the latitude of the Rooks County Regional airport 39.3466?,No
277,88,3,Is the longitude of the Rooks County Regional airport -99.3046?,No
278,89,0,Do you know the Coye Field airport?,"No, I don't have any specific information about Coye Field airport."
279,89,1,Is the ICAO location indicator of the Coye Field airport 30NY?,No.
280,89,2,Is the latitude of the Coye Field airport 42.7501?,No
281,89,3,Is the longitude of the Coye Field airport -77.558?,No
282,90,0,Do you know the Hazlehurst airport?,"No, I don't have any specific information about the Hazlehurst airport."
283,91,0,Do you know the Fazenda Pirigara airport?,"No, I don't have any specific information about the Fazenda Pirigara airport."
284,91,1,Is the ICAO location indicator of the Fazenda Pirigara airport SWGE?,No.
285,92,0,Do you know the Bor airport?,"No, I don't have any specific information about the Bor airport."
286,92,1,Is the ICAO location indicator of the Bor airport HSBR?,No.
287,92,2,Is the latitude of the Bor airport 6.2?,No
288,92,3,Is the longitude of the Bor airport 31.567?,No
289,93,1,Is the ICAO location indicator of the Kargil airport VI65?,No.
290,93,3,Is the longitude of the Kargil airport 76.1559?,No
291,94,0,Do you know the Fazenda Sao Joao airport?,"No, I don't have any specific information about the Fazenda Sao Joao airport in my knowledge base."
292,94,1,Is the ICAO location indicator of the Fazenda Sao Joao airport SSZT?,No.
293,95,0,Do you know the Banswara airport?,"No, I don't have any specific information about the Banswara airport."
294,95,1,Is the ICAO location indicator of the Banswara airport VA51?,No.
295,95,3,Is the longitude of the Banswara airport 74.3127?,No
296,96,0,Do you know the Herzogenaurach airport?,"No, I don't have any specific information about the Herzogenaurach airport."
297,96,3,Is the longitude of the Herzogenaurach airport 10.8781?,No.
298,96,4,Is the country code of Herzogenaurach airport DE?,No.
299,97,0,Do you know the Flying M airport?,"No, I don't have any specific information about an airport called ""Flying M""."
300,97,1,Is the ICAO location indicator of the Flying M airport CA03?,No.
301,97,2,Is the latitude of the Flying M airport 37.3499?,No
302,97,3,Is the longitude of the Flying M airport -120.2941?,No
303,97,4,Is the country code of Flying M airport US?,No
304,98,0,Do you know the High Desert Ranch airport?,"No, I don't have specific information about the High Desert Ranch airport."
305,98,2,Is the latitude of the High Desert Ranch airport 34.1992?,No
306,98,3,Is the longitude of the High Desert Ranch airport -105.1642?,No
307,99,0,Do you know the La Nava - Corral De Ayllon airport?,"No, I don't have any specific information about the La Nava - Corral De Ayllon airport in my knowledge base."
308,99,1,Is the ICAO location indicator of the La Nava - Corral De Ayllon airport LECA?,No.
309,99,2,Is the latitude of the La Nava - Corral De Ayllon airport 41.4108?,No
310,99,3,Is the longitude of the La Nava - Corral De Ayllon airport -3.4483?,No
311,101,0,Do you know the Chamberlain Brothers Ranch airport?,"No, I don't have any specific information about the Chamberlain Brothers Ranch airport."
312,101,1,Is the ICAO location indicator of the Chamberlain Brothers Ranch airport WY66?,No.
313,101,2,Is the latitude of the Chamberlain Brothers Ranch airport 42.7522?,No
314,101,3,Is the longitude of the Chamberlain Brothers Ranch airport -105.6196?,No
315,102,0,Do you know the Lolco airport?,"No, I don't have any specific information about an airport called ""Lolco""."
316,102,1,Is the ICAO location indicator of the Lolco airport SCCU?,No.
317,102,2,Is the latitude of the Lolco airport -38.1581?,No
318,102,3,Is the longitude of the Lolco airport -71.4239?,No
319,102,4,Is the country code of Lolco airport CL?,No.
320,103,0,Do you know the Brickey airport?,"No, I don't have any specific information about an airport called ""Brickey airport."""
321,103,1,Is the ICAO location indicator of the Brickey airport AR43?,No.
322,103,2,Is the latitude of the Brickey airport 35.1001?,No
323,103,3,Is the longitude of the Brickey airport -92.7835?,No
324,103,4,Is the country code of Brickey airport US?,No.
325,104,0,Do you know the Rumjatar airport?,"No, I don't have any specific information about an airport called ""Rumjatar"" in my knowledge base."
326,104,1,Is the ICAO location indicator of the Rumjatar airport VNRT?,No.
327,104,3,Is the longitude of the Rumjatar airport 86.5504?,No
328,104,4,Is the country code of Rumjatar airport NP?,No.
329,105,0,Do you know the Costa Rica airport?,"No, I don't have specific knowledge about airports in Costa Rica. As an AI assistant without direct experience traveling, I don't have detailed information about particular airports unless it's provided to me."
330,105,1,Is the ICAO location indicator of the Costa Rica airport SDXJ?,No.
331,105,2,Is the latitude of the Costa Rica airport -18.4867?,No.
332,105,3,Is the longitude of the Costa Rica airport -53.1533?,No.
333,105,4,Is the country code of Costa Rica airport BR?,No.
334,106,0,Do you know the Daet airport?,"No, I don't have specific information about the Daet airport."
335,106,2,Is the latitude of the Daet airport 14.1292?,No
336,106,3,Is the longitude of the Daet airport 122.98?,No
337,107,0,Do you know the Usak airport?,"No, I don't have any specific information about the Usak airport."
338,107,1,Is the ICAO location indicator of the Usak airport LTBO?,No.
339,108,0,Do you know the Nero-Mer airport?,"No, there is no airport called ""Nero-Mer"" that I'm aware of."
340,108,1,Is the ICAO location indicator of the Nero-Mer airport DIGN?,No.
341,108,2,Is the latitude of the Nero-Mer airport 4.6434?,No
342,108,3,Is the longitude of the Nero-Mer airport -6.924?,No
343,108,4,Is the country code of Nero-Mer airport CI?,No.
344,109,0,Do you know the A Bar A Ranch airport?,"No, I don't have any specific information about an airport called ""A Bar A Ranch""."
345,109,1,Is the ICAO location indicator of the A Bar A Ranch airport WY11?,No.
346,109,3,Is the longitude of the A Bar A Ranch airport -106.5575?,No
347,110,0,Do you know the Saint-Flour-Coltines airport?,"No, I don't have any specific information about the Saint-Flour-Coltines airport."
348,110,3,Is the longitude of the Saint-Flour-Coltines airport 2.9936?,No.
349,111,0,Do you know the Araguatins airport?,"No, I don't have any specific information about the Araguatins airport."
350,111,1,Is the ICAO location indicator of the Araguatins airport SJGU?,No.
