,entity_idx,question_idx,question,model_response
111,1127,2,Is the movie Cleopatra released in year 1963 produced in UK?,No.
112,1136,2,Is the movie Super Mario Bros. released in year 1993 produced in UK?,No
113,1149,1,Is the movie The Big Year released in year 2011 directed by David Frankel?,No.
114,1183,2,Is the movie JFK released in year 1991 produced in France?,No
115,1193,3,Is the movie Small Soldiers released in year 1998 non-animation movie?,No
116,1195,2,Is the movie The Count of Monte Cristo released in year 2002 produced in UK?,No.
117,1197,2,Is the movie Unknown released in year 2011 produced in UK?,No.
118,1222,2,Is the movie 8MM released in year 1999 produced in Germany?,No
119,1225,2,Is the movie Hanging Up released in year 2000 produced in Germany?,No
120,1241,2,Is the movie The Musketeer released in year 2001 produced in Germany?,No.
121,1253,2,Is the movie Showgirls released in year 1995 produced in France?,No.
122,1271,2,Is the movie Raise the Titanic released in year 1980 produced in UK?,No.
123,1281,2,Is the movie Alex Rider: Operation Stormbreaker released in year 2006 produced in Germany?,No.
124,1285,2,Is the movie The Hudsucker Proxy released in year 1994 produced in UK?,No
125,1287,2,Is the movie Nomad: The Warrior released in year 2005 produced in France?,No.
126,1298,2,Is the movie Superman III released in year 1983 produced in UK?,No.
127,1373,2,Is the movie Trainwreck released in year 2015 produced in Japan?,No
128,1384,2,Is the movie TMNT released in year 2007 produced in Hong Kong?,No
129,1397,2,Is the movie Resident Evil released in year 2002 produced in UK?,No.
130,1400,2,Is the movie Max Payne released in year 2008 produced in Canada?,No.
131,1406,2,Is the movie Street Fighter released in year 1994 produced in Japan?,No.
132,1426,2,Is the movie Concussion released in year 2015 produced in UK?,No.
133,1449,2,Is the movie Knock Off released in year 1998 produced in Aruba?,No
134,1453,3,Is the movie Zoom released in year 2006 non-animation movie?,No.
135,1466,1,Is the movie Black Water Transit released in year 2009 directed by Tony Kaye?,No.
