,entity_idx,question_idx,question,model_response
108,290,2,Did the soccer player S. Savić wear jersey number 15 in 2019?,No.
109,291,2,Did the soccer player A. Rüdiger wear jersey number 2 in 2019?,No.
110,295,2,Did the soccer player F. Kostić wear jersey number 10 in 2019?,No
111,299,0,Do you know the soccer player Pacheco?,No.
112,302,2,Did the soccer player N. Tagliafico wear jersey number 31 in 2019?,No.
113,304,2,Did the soccer player K. Demirbay wear jersey number 10 in 2019?,No.
114,306,2,Did the soccer player Á. Correa wear jersey number 10 in 2019?,No
115,307,2,Did the soccer player D. Zapata wear jersey number 91 in 2019?,No
116,310,3,Was the soccer player Morales born in Spain?,No.
117,311,3,Was the soccer player Rafa born in Portugal?,No.
118,315,2,Did the soccer player L. Torreira wear jersey number 11 in 2019?,No
119,318,2,Did the soccer player S. Bergwijn wear jersey number 10 in 2019?,No
120,322,2,Did the soccer player L. Bailey wear jersey number 9 in 2019?,No
121,324,0,Do you know the soccer player Raphaelito Anjos?,No.
122,324,1,Did the soccer player Raphaelito Anjos play for Grêmio in 2019?,No.
123,325,0,Do you know the soccer player Juiano Mestres?,No.
124,325,1,Did the soccer player Juiano Mestres play for Cruzeiro in 2019?,No.
125,325,2,Did the soccer player Juiano Mestres wear jersey number 3 in 2019?,No.
126,325,3,Was the soccer player Juiano Mestres born in Brazil?,No.
127,325,4,Did the soccer player Juiano Mestres participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
128,326,0,Do you know the soccer player Rosberto Dourado?,No.
129,326,1,Did the soccer player Rosberto Dourado play for Clube Atlético Mineiro in 2019?,No.
130,326,2,Did the soccer player Rosberto Dourado wear jersey number 6 in 2019?,"As an AI, I don't have real-time data. As of my last update, there's no information available about a soccer player named Rosberto Dourado."
131,326,3,Was the soccer player Rosberto Dourado born in Brazil?,No.
132,326,4,Did the soccer player Rosberto Dourado participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
133,327,2,Did the soccer player Gabriel Jesus wear jersey number 9 in 2019?,No
134,328,2,Did the soccer player Quaresma wear jersey number 7 in 2019?,No.
135,329,2,Did the soccer player J. Mathieu wear jersey number 22 in 2019?,No
136,329,4,Did the soccer player J. Mathieu participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No
137,330,2,Did the soccer player J. Milner wear jersey number 7 in 2019?,No.
138,332,2,Did the soccer player B. Gomis wear jersey number 18 in 2019?,No
139,333,1,Did the soccer player M. Dembélé play for Guangzhou City in 2019?,No
140,333,2,Did the soccer player M. Dembélé wear jersey number 8 in 2019?,No
141,333,3,Was the soccer player M. Dembélé born in Belgium?,No
142,333,4,Did the soccer player M. Dembélé participate in leauge named Chinese Super League during the year 2019?,No
143,335,2,Did the soccer player A. Consigli wear jersey number 47 in 2019?,No.
144,337,1,Did the soccer player Jardel play for SL Benfica in 2019?,No.
145,337,2,Did the soccer player Jardel wear jersey number 33 in 2019?,No.
146,337,4,Did the soccer player Jardel participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
147,338,2,Did the soccer player Renato Augusto wear jersey number 5 in 2019?,No
148,341,2,Did the soccer player Ł. Piszczek wear jersey number 26 in 2019?,No.
149,344,2,Did the soccer player Beñat wear jersey number 7 in 2019?,No.
150,346,2,Did the soccer player B. Höwedes wear jersey number 5 in 2019?,No.
151,346,4,Did the soccer player B. Höwedes participate in leauge named Rest of World during the year 2019?,No
152,348,1,Did the soccer player M. Sissoko play for Tottenham Hotspur in 2019?,No
153,348,2,Did the soccer player M. Sissoko wear jersey number 17 in 2019?,No
154,350,0,Do you know the soccer player Fernando?,No.
155,351,2,Did the soccer player N. Gaitán wear jersey number 20 in 2019?,No
156,352,2,Did the soccer player S. Giovinco wear jersey number 9 in 2019?,No
157,353,2,Did the soccer player Luiz Gustavo wear jersey number 19 in 2019?,No
158,354,2,Did the soccer player N. Nkoulou wear jersey number 33 in 2019?,No
159,355,2,Did the soccer player A. Ljajić wear jersey number 22 in 2019?,No
160,359,2,Did the soccer player J. Corona wear jersey number 17 in 2019?,No.
161,360,2,Did the soccer player André Almeida wear jersey number 34 in 2019?,No
162,363,0,Do you know the soccer player T. Horn?,No.
163,363,1,Did the soccer player T. Horn play for 1. FC Köln in 2019?,No.
164,363,3,Was the soccer player T. Horn born in Germany?,No.
165,364,2,Did the soccer player Rafinha wear jersey number 12 in 2019?,No
166,365,3,Was the soccer player G. Kondogbia born in Central African Republic?,No.
167,370,2,Did the soccer player M. Sabitzer wear jersey number 7 in 2019?,No.
168,376,2,Did the soccer player Y. Poulsen wear jersey number 9 in 2019?,No
169,377,0,Do you know the soccer player R. Fraser?,No.
170,377,2,Did the soccer player R. Fraser wear jersey number 24 in 2019?,No.
171,381,2,Did the soccer player A. Doucouré wear jersey number 16 in 2019?,No.
172,386,2,Did the soccer player Gayà wear jersey number 14 in 2019?,No
173,387,1,Did the soccer player João Mário play for Inter in 2019?,No
174,387,2,Did the soccer player João Mário wear jersey number 15 in 2019?,No
175,388,2,Did the soccer player Thiago Mendes wear jersey number 12 in 2019?,No
176,390,2,Did the soccer player A. Izzo wear jersey number 5 in 2019?,No
177,393,2,Did the soccer player D. van de Beek wear jersey number 6 in 2019?,No.
178,400,0,Do you know the soccer player Laure Santeiro?,No.
179,400,1,Did the soccer player Laure Santeiro play for Fluminense in 2019?,No.
180,400,2,Did the soccer player Laure Santeiro wear jersey number 10 in 2019?,"As an AI, I don't have real-time data. As of my last update, there's no information available about a soccer player named Laure Santeiro. Please check the latest and most reliable sources for the information."
181,400,3,Was the soccer player Laure Santeiro born in Brazil?,No.
182,400,4,Did the soccer player Laure Santeiro participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
183,404,2,Did the soccer player David Neres wear jersey number 7 in 2019?,No.
184,405,2,Did the soccer player Éder Militão wear jersey number 3 in 2019?,No.
185,406,2,Did the soccer player Joaquín wear jersey number 17 in 2019?,No
186,407,2,Did the soccer player W. Rooney wear jersey number 9 in 2019?,No
187,409,2,Did the soccer player Nani wear jersey number 17 in 2019?,No.
188,410,2,Did the soccer player J. Mascherano wear jersey number 14 in 2019?,No.
189,412,2,Did the soccer player I. Akinfeev wear jersey number 35 in 2019?,No
190,412,4,Did the soccer player I. Akinfeev participate in leauge named Rest of World during the year 2019?,No
191,416,2,Did the soccer player L. Perrin wear jersey number 24 in 2019?,No
192,417,0,Do you know the soccer player B. Foster?,No.
193,419,2,Did the soccer player S. Mandanda wear jersey number 30 in 2019?,No
194,420,0,Do you know the soccer player Charles?,No.
195,421,0,Do you know the soccer player Ş. Radu?,No.
196,422,0,Do you know the soccer player D. Rose?,No.
197,422,2,Did the soccer player D. Rose wear jersey number 3 in 2019?,No.
198,422,3,Was the soccer player D. Rose born in England?,No.
199,422,4,Did the soccer player D. Rose participate in leauge named English Premier League during the year 2019?,No.
200,425,2,Did the soccer player Naldo wear jersey number 27 in 2019?,No
201,425,4,Did the soccer player Naldo participate in leauge named French Ligue 1 during the year 2019?,No
202,427,2,Did the soccer player S. Romero wear jersey number 22 in 2019?,No.
203,428,2,Did the soccer player Pedro León wear jersey number 21 in 2019?,No
204,428,4,Did the soccer player Pedro León participate in leauge named Spain Primera Division during the year 2019?,No
205,431,0,Do you know the soccer player M. Díaz?,No.
206,432,2,Did the soccer player M. Valbuena wear jersey number 28 in 2019?,No
207,432,4,Did the soccer player M. Valbuena participate in leauge named Rest of World during the year 2019?,No
208,433,2,Did the soccer player L. Bender wear jersey number 8 in 2019?,No
209,434,2,Did the soccer player S. Bender wear jersey number 5 in 2019?,No
210,437,2,Did the soccer player R. Fährmann wear jersey number 21 in 2019?,No
211,437,4,Did the soccer player R. Fährmann participate in leauge named English Premier League during the year 2019?,No
212,438,1,Did the soccer player F. Fazio play for Roma in 2019?,No
213,438,2,Did the soccer player F. Fazio wear jersey number 20 in 2019?,No
214,439,2,Did the soccer player M. Hasebe wear jersey number 20 in 2019?,No.
215,440,2,Did the soccer player Sidnei wear jersey number 12 in 2019?,No.
216,441,2,Did the soccer player D. Perotti wear jersey number 8 in 2019?,No
217,443,2,Did the soccer player S. Feghouli wear jersey number 89 in 2019?,No.
218,446,2,Did the soccer player Y. M'Vila wear jersey number 6 in 2019?,No
219,446,4,Did the soccer player Y. M'Vila participate in leauge named French Ligue 1 during the year 2019?,No.
220,448,4,Did the soccer player F. Smolov participate in leauge named Rest of World during the year 2019?,No
221,450,2,Did the soccer player M. Lanzini wear jersey number 10 in 2019?,No.
222,451,2,Did the soccer player F. Coquelin wear jersey number 17 in 2019?,No.
223,452,2,Did the soccer player Hulk wear jersey number 10 in 2019?,No
224,453,2,Did the soccer player K. Strootman wear jersey number 12 in 2019?,No
225,455,1,Did the soccer player K. Glik play for AS Monaco in 2019?,No.
226,455,2,Did the soccer player K. Glik wear jersey number 25 in 2019?,No
227,458,1,Did the soccer player D. Subašić play for AS Monaco in 2019?,No.
228,458,2,Did the soccer player D. Subašić wear jersey number 1 in 2019?,No.
229,459,2,Did the soccer player K. Vogt wear jersey number 22 in 2019?,No
230,460,2,Did the soccer player R. Pereyra wear jersey number 37 in 2019?,No.
231,461,2,Did the soccer player R. Rodríguez wear jersey number 45 in 2019?,No.
232,462,3,Was the soccer player Y. Belhanda born in Morocco?,No.
233,463,2,Did the soccer player Sergi Enrich wear jersey number 9 in 2019?,No
234,465,2,Did the soccer player S. Verdi wear jersey number 9 in 2019?,No.
235,466,0,Do you know the soccer player C. Wilson?,No.
236,468,2,Did the soccer player A. Oxlade-Chamberlain wear jersey number 15 in 2019?,No
237,471,2,Did the soccer player D. Vida wear jersey number 24 in 2019?,No
238,475,2,Did the soccer player H. Vanaken wear jersey number 20 in 2019?,No
239,477,2,Did the soccer player Cristian Tello wear jersey number 11 in 2019?,No
240,478,4,Did the soccer player Ismaily participate in leauge named Rest of World during the year 2019?,No
241,482,3,Was the soccer player S. Sané born in Senegal?,No.
242,484,2,Did the soccer player Sergi Darder wear jersey number 10 in 2019?,No
243,485,2,Did the soccer player S. Zaza wear jersey number 11 in 2019?,No
244,486,2,Did the soccer player D. Klaassen wear jersey number 30 in 2019?,No
245,489,2,Did the soccer player Š. Vrsaljko wear jersey number 24 in 2019?,No
246,491,1,Did the soccer player C. Kramer play for Borussia Mönchengladbach in 2019?,No
247,491,2,Did the soccer player C. Kramer wear jersey number 6 in 2019?,No
248,496,2,Did the soccer player Bernat wear jersey number 14 in 2019?,No
249,500,1,Did the soccer player E. Andrada play for Boca Juniors in 2019?,No
250,500,4,Did the soccer player E. Andrada participate in leauge named Argentina Primera División during the year 2019?,No
251,501,4,Did the soccer player T. Stepanenko participate in leauge named Rest of World during the year 2019?,No
252,504,2,Did the soccer player M. Keane wear jersey number 5 in 2019?,No.
253,504,3,Was the soccer player M. Keane born in England?,No.
254,505,3,Was the soccer player H. Çalhanoğlu born in Turkey?,No.
255,506,0,Do you know the soccer player Gabriel?,No.
256,508,2,Did the soccer player N. Aké wear jersey number 5 in 2019?,No
257,510,2,Did the soccer player Samu Castillejo wear jersey number 7 in 2019?,No.
258,514,1,Did the soccer player M. Dembélé play for Olympique Lyonnais in 2019?,No
259,514,2,Did the soccer player M. Dembélé wear jersey number 9 in 2019?,No.
260,514,4,Did the soccer player M. Dembélé participate in leauge named French Ligue 1 during the year 2019?,No.
261,515,2,Did the soccer player O. Vlachodimos wear jersey number 99 in 2019?,No
262,515,3,Was the soccer player O. Vlachodimos born in Greece?,No.
263,517,2,Did the soccer player Rony Lopes wear jersey number 7 in 2019?,No
264,521,0,Do you know the soccer player W. Benítez?,No.
265,521,1,Did the soccer player W. Benítez play for OGC Nice in 2019?,No
266,521,3,Was the soccer player W. Benítez born in Argentina?,No.
267,524,3,Was the soccer player K. Baldé born in Senegal?,No.
268,526,1,Did the soccer player T. Bakayoko play for Chelsea in 2019?,No
269,528,2,Did the soccer player A. Rebić wear jersey number 4 in 2019?,No
270,533,0,Do you know the soccer player Jony?,No.
271,533,1,Did the soccer player Jony play for Lazio in 2019?,No
272,533,4,Did the soccer player Jony participate in leauge named Italian Serie A during the year 2019?,No
273,535,1,Did the soccer player Mata play for Getafe CF in 2019?,No.
274,535,2,Did the soccer player Mata wear jersey number 7 in 2019?,No
275,535,4,Did the soccer player Mata participate in leauge named Spain Primera Division during the year 2019?,No.
276,537,2,Did the soccer player N. Barella wear jersey number 81 in 2019?,No
277,539,0,Do you know the soccer player J. Gomez?,No.
278,539,3,Was the soccer player J. Gomez born in England?,No.
279,542,2,Did the soccer player M. Eggestein wear jersey number 35 in 2019?,No.
280,548,0,Do you know the soccer player Everton Andrão?,No.
281,548,1,Did the soccer player Everton Andrão play for Fluminense in 2019?,No.
282,548,2,Did the soccer player Everton Andrão wear jersey number 6 in 2019?,No.
283,548,4,Did the soccer player Everton Andrão participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No
284,549,0,Do you know the soccer player Welington Dano?,No.
285,549,1,Did the soccer player Welington Dano play for Cruzeiro in 2019?,No.
286,549,2,Did the soccer player Welington Dano wear jersey number 5 in 2019?,No.
287,549,3,Was the soccer player Welington Dano born in Brazil?,No.
288,549,4,Did the soccer player Welington Dano participate in leauge named Campeonato Brasileiro Série A during the year 2019?,No.
289,554,2,Did the soccer player Melendo wear jersey number 14 in 2019?,No
290,555,0,Do you know the soccer player M. Gómez?,No.
291,555,3,Was the soccer player M. Gómez born in Uruguay?,No.
292,556,2,Did the soccer player Rúben Dias wear jersey number 6 in 2019?,No.
293,557,2,Did the soccer player D. Livaković wear jersey number 40 in 2019?,No.
294,557,4,Did the soccer player D. Livaković participate in leauge named Rest of World during the year 2019?,No
295,558,0,Do you know the soccer player Loren?,No.
296,560,2,Did the soccer player David Villa wear jersey number 7 in 2019?,No.
297,561,1,Did the soccer player B. Yılmaz play for Beşiktaş JK in 2019?,No
298,561,2,Did the soccer player B. Yılmaz wear jersey number 71 in 2019?,No.
299,562,2,Did the soccer player A. Mirante wear jersey number 83 in 2019?,No
300,563,2,Did the soccer player S. Kalou wear jersey number 8 in 2019?,No
301,564,2,Did the soccer player Dante wear jersey number 4 in 2019?,No
302,565,2,Did the soccer player M. Debuchy wear jersey number 26 in 2019?,No
303,566,1,Did the soccer player E. Lavezzi play for Hebei FC in 2019?,No.
304,566,2,Did the soccer player E. Lavezzi wear jersey number 22 in 2019?,No
305,566,4,Did the soccer player E. Lavezzi participate in leauge named Chinese Super League during the year 2019?,No
306,567,2,Did the soccer player Borja Valero wear jersey number 20 in 2019?,No.
307,568,1,Did the soccer player M. Škrtel play for Atalanta in 2019?,No
308,568,2,Did the soccer player M. Škrtel wear jersey number 37 in 2019?,No.
309,568,4,Did the soccer player M. Škrtel participate in leauge named Italian Serie A during the year 2019?,No
310,569,0,Do you know the soccer player J. Evans?,No.
311,571,0,Do you know the soccer player N. Moisander?,No.
312,571,2,Did the soccer player N. Moisander wear jersey number 18 in 2019?,No
313,571,4,Did the soccer player N. Moisander participate in leauge named German 1. Bundesliga during the year 2019?,No
314,574,0,Do you know the soccer player Marcano?,No.
315,574,3,Was the soccer player Marcano born in Spain?,No.
316,574,4,Did the soccer player Marcano participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No.
317,575,2,Did the soccer player K. Boateng wear jersey number 10 in 2019?,No
318,576,1,Did the soccer player A. Fernández play for Beijing Renhe FC in 2019?,No.
319,576,4,Did the soccer player A. Fernández participate in leauge named Chinese Super League during the year 2019?,No.
320,578,2,Did the soccer player Nacho Monreal wear jersey number 18 in 2019?,No.
321,579,3,Was the soccer player Ángel born in Spain?,No.
322,580,2,Did the soccer player Granero wear jersey number 23 in 2019?,No
323,580,4,Did the soccer player Granero participate in leauge named Spain Primera Division during the year 2019?,No.
324,581,2,Did the soccer player Éder wear jersey number 9 in 2019?,No.
325,581,3,Was the soccer player Éder born in Italy?,No.
326,582,0,Do you know the soccer player R. Vormer?,No.
327,584,2,Did the soccer player A. Lallana wear jersey number 20 in 2019?,No
328,587,2,Did the soccer player M. Sakho wear jersey number 12 in 2019?,No
329,587,4,Did the soccer player M. Sakho participate in leauge named English Premier League during the year 2019?,No.
330,589,3,Was the soccer player Mariano born in Brazil?,No.
331,590,2,Did the soccer player Ö. Toprak wear jersey number 21 in 2019?,No.
332,590,3,Was the soccer player Ö. Toprak born in Turkey?,No.
333,591,0,Do you know the soccer player J. King?,No.
334,591,3,Was the soccer player J. King born in Norway?,No.
335,592,2,Did the soccer player N. Kalinić wear jersey number 21 in 2019?,No.
336,593,2,Did the soccer player C. Stuani wear jersey number 7 in 2019?,No.
337,596,2,Did the soccer player Alex Teixeira wear jersey number 10 in 2019?,No
338,599,2,Did the soccer player S. Kagawa wear jersey number 23 in 2019?,No.
339,600,2,Did the soccer player J. Wilshere wear jersey number 19 in 2019?,No
340,601,0,Do you know the soccer player Guaita?,No.
341,601,2,Did the soccer player Guaita wear jersey number 31 in 2019?,No
342,602,0,Do you know the soccer player Cote?,No.
343,602,3,Was the soccer player Cote born in Spain?,No.
344,603,2,Did the soccer player Iago Falqué wear jersey number 10 in 2019?,No
345,604,2,Did the soccer player J. Pastore wear jersey number 27 in 2019?,No
346,605,1,Did the soccer player Maicon play for Al Nassr in 2019?,No
347,605,2,Did the soccer player Maicon wear jersey number 18 in 2019?,No
348,607,2,Did the soccer player F. Orellana wear jersey number 14 in 2019?,No.
349,609,2,Did the soccer player Kike García wear jersey number 17 in 2019?,No.
350,612,0,Do you know the soccer player L. Cabrera?,No.
351,612,1,Did the soccer player L. Cabrera play for Getafe CF in 2019?,No.
352,616,2,Did the soccer player G. Pezzella wear jersey number 20 in 2019?,No
353,617,0,Do you know the soccer player Laguardia?,No.
354,617,3,Was the soccer player Laguardia born in Spain?,No.
355,617,4,Did the soccer player Laguardia participate in leauge named Spain Primera Division during the year 2019?,"As an AI, I don't have real-time data. However, as of the last update, there is no record of a soccer player named Laguardia participating in the Spain Primera Division during the year 2019. Please verify from a reliable source."
356,621,0,Do you know the soccer player P. Jones?,No.
357,622,0,Do you know the soccer player E. Pérez?,No.
358,623,2,Did the soccer player D. Caligiuri wear jersey number 18 in 2019?,No
359,623,3,Was the soccer player D. Caligiuri born in Italy?,No.
360,626,2,Did the soccer player Danilo wear jersey number 13 in 2019?,No
361,628,2,Did the soccer player Vitolo wear jersey number 20 in 2019?,No
362,629,1,Did the soccer player M. Badelj play for Fiorentina in 2019?,No.
363,631,1,Did the soccer player J. Murillo play for U.C. Sampdoria in 2019?,No
364,633,0,Do you know the soccer player D. da Costa?,No.
365,633,3,Was the soccer player D. da Costa born in Germany?,No.
366,636,2,Did the soccer player L. Spinazzola wear jersey number 37 in 2019?,No.
367,638,2,Did the soccer player L. Karius wear jersey number 1 in 2019?,No.
368,639,0,Do you know the soccer player N. Pope?,No.
369,640,1,Did the soccer player D. Suárez play for Getafe CF in 2019?,No.
370,641,1,Did the soccer player J. Brooks play for VfL Wolfsburg in 2019?,No.
371,641,2,Did the soccer player J. Brooks wear jersey number 25 in 2019?,No.
372,642,0,Do you know the soccer player K. Lala?,No.
373,644,2,Did the soccer player Roque Mesa wear jersey number 6 in 2019?,No
374,646,2,Did the soccer player Mário Rui wear jersey number 6 in 2019?,No
375,647,1,Did the soccer player T. Inui play for SD Eibar in 2019?,No
376,648,2,Did the soccer player D. Baselli wear jersey number 8 in 2019?,No.
377,650,2,Did the soccer player T. Savanier wear jersey number 11 in 2019?,No.
378,651,3,Was the soccer player B. Davies born in Wales?,No.
379,651,4,Did the soccer player B. Davies participate in leauge named English Premier League during the year 2019?,No
380,652,2,Did the soccer player Leo Baptistao wear jersey number 10 in 2019?,No
381,654,0,Do you know the soccer player M. Arnold?,No.
382,659,4,Did the soccer player A. Samaris participate in leauge named Portuguese Liga ZON SAGRES during the year 2019?,No
