,question,entity_idx,question_idx,model_answer,model_reasoning,gold_answer,gold_entity,reasoning_erbench,reasoning_manual
10, Is there an airport located at latitude -17.8083324432 and longitude -67.4433364868?,5,0,yes,"there is an airport located at latitude -17.8083324432 and longitude -67.4433364868. this is the location of el alto international airport (lpb), which serves la paz, bolivia. it is one of the highest international airports in the world at an elevation of around 4,061 meters (13,325 feet) above mean sea level.",yes,intiraymi,0,0
11, Is it true that there are no airports located at latitude -17.8083324432 and longitude -67.4433364868?,5,1,unsure,"the coordinates -17.8083324432, -67.4433364868 point to a location near cochabamba, bolivia, but i don't have definitive information on whether there is an airport at precisely those coordinates. many smaller airports and airfields are not included in standard airport databases, so it's possible there could be a local airport there that i'm not aware of. without being able to cross-reference this location against a comprehensive list of airports, i cannot say for certain if an airport exists at those exact coordinates.",no,intiraymi,0,0
12, Is there an airport located at latitude 43.3708833333333 and longitude -78.4144166666667?,6,0,yes,"there is an airport located at latitude 43.3708833333333 and longitude -78.4144166666667. this is the location of the niagara district airport (iata: ycm, icao: ycmd) in niagara-on-the-lake, ontario, canada.",yes,tiger paw aerodrome,0,0
13, Is it true that there are no airports located at latitude 43.3708833333333 and longitude -78.4144166666667?,6,1,no,"it is not true that there are no airports located at latitude 43.3708833333333 and longitude -78.4144166666667. this location corresponds to the niagara district airport (iata code: ycm) in niagara-on-the-lake, ontario, canada.",no,tiger paw aerodrome,0,0
14, Is there an airport located at latitude 53.4212989807 and longitude -6.270070076?,7,0,yes,"there is an airport located at latitude 53.4212989807 and longitude -6.270070076. this is the location of dublin airport (iata code: dub), which is one of the busiest airports in ireland, serving the dublin metropolitan area.",yes,dublin,1,1
15, Is it true that there are no airports located at latitude 53.4212989807 and longitude -6.270070076?,7,1,no,"it is not true that there are no airports located at latitude 53.4212989807 and longitude -6.270070076. this location corresponds to dublin airport (iata code: dub), which is one of the busiest airports in ireland, located in dublin.",no,dublin,1,1
16, Is there an airport located at latitude 15.4033002853 and longitude 108.706001282?,8,0,yes,"there is an airport located at latitude 15.4033002853 and longitude 108.706001282. this is the location of da nang international airport (iata code: dad) in da nang, vietnam.",yes,chu lai international,0,0
17, Is it true that there are no airports located at latitude 15.4033002853 and longitude 108.706001282?,8,1,no,"it is not true that there are no airports located at latitude 15.4033002853 and longitude 108.706001282.This location corresponds to Da Nang International Airport (IATA code: DAD), which is a major airport serving the city of Da Nang in central Vietnam.
Da Nang International Airport is an important transportation hub for both domestic and international flights in the region.
",no,chu lai international,0,0
18, Is there an airport located at latitude -10.7477779388 and longitude -74.2205581665?,9,0,yes,"there is an airport located near those coordinates. the coordinates -10.7477779388, -74.2205581665 correspond to the location of alejandro velasco astete international airport (iata code: cuz), which serves cusco, peru.Alejandro Velasco Astete International Airport is a major airport located about 3.7 km southeast of the historic center of Cusco. It handles domestic flights within Peru as well as some international flights from other South American countries.
",yes,obenteni,0,0
19, Is it true that there are no airports located at latitude -10.7477779388 and longitude -74.2205581665?,9,1,unsure,"the coordinates -10.7477779388, -74.2205581665 point to a location in the amazon rainforest region of peru, near the town of pucallpa. i don't have definitive information on whether there is a small airport or airstrip at or very near those exact coordinates. major commercial airports are usually located closer to larger cities, but remote areas sometimes have small airports or runways for local travel. without being able to cross-reference aviation databases for that specific location, i cannot say for certain if an airport exists at those precise coordinates.",no,obenteni,0,0
20, Is there an airport located at latitude 49.8684997559 and longitude 3.0295801163?,10,0,yes,"there is an airport located at latitude 49.8684997559 and longitude 3.0295801163. this is the location of lille airport (iata code: lil), also known as lille-lesquin airport, which serves the city of lille in northern france.",yes,peronne-saint-quentin,0,0
21, Is it true that there are no airports located at latitude 49.8684997559 and longitude 3.0295801163?,10,1,no,"it is not true that there are no airports located at latitude 49.8684997559 and longitude 3.0295801163.This location corresponds to Lille Airport (IATA code: LIL), which is an international airport serving the city of Lille in northern France.
So there is indeed an airport located at those coordinates in Lille, France.
",no,peronne-saint-quentin,0,0
22, Is there an airport located at latitude 60.4891666666667 and longitude -150.801666666667?,11,0,yes,"there is an airport located at latitude 60.4891666666667 and longitude -150.801666666667. this is the location of kenai municipal airport (paen) in kenai, alaska, united states.",yes,moose run airstrip,0,0
23, Is it true that there are no airports located at latitude 60.4891666666667 and longitude -150.801666666667?,11,1,no,"it is not true that there are no airports located at latitude 60.4891666666667 and longitude -150.801666666667.This location corresponds to Kenai Municipal Airport (IATA code: ENA), which is a public airport located in Kenai, Alaska, United States.
So there is indeed an airport at those coordinates in Kenai, Alaska.
",no,moose run airstrip,0,0
24, Is there an airport located at latitude -31.1441993713 and longitude 136.8170013428?,12,0,yes,"there is an airport located at latitude -31.1441993713 and longitude 136.8170013428. this is the location of coober pedy airport (icao code: ycbr), which serves the town of coober pedy in south australia.Coober Pedy Airport is a regional airport that handles general aviation traffic. It has one runway that is around 1,500 meters (4,900 feet) long.
",yes,woomera airfield,0,0
25, Is it true that there are no airports located at latitude -31.1441993713 and longitude 136.8170013428?,12,1,unsure,"the coordinates -31.1441993713, 136.8170013428 point to a remote area in the australian outback, near the border of south australia and western australia. there are no major cities or towns in the immediate vicinity of these coordinates.Without additional research, I cannot definitively say whether there is a small airstrip or private airport at that exact location. However, given how remote and undeveloped that area appears to be, it seems unlikely there would be a major commercial airport there. But I cannot rule out the possibility of a small private airfield.
",no,woomera airfield,0,0
26, Is there an airport located at latitude 46.1613998413 and longitude -60.0477981567?,13,0,yes,"there is an airport located at latitude 46.1613998413 and longitude -60.0477981567. this is the location of charlottetown airport (iata code: yyg), which serves charlottetown, prince edward island, canada.",yes,sydney / j.a. douglas mccurdy,0,0
27, Is it true that there are no airports located at latitude 46.1613998413 and longitude -60.0477981567?,13,1,yes,"it is true that there are no major airports located at the coordinates latitude 46.1613998413 and longitude -60.0477981567.These coordinates point to a location in the Atlantic Ocean, about 200 km southeast of Halifax, Nova Scotia, Canada. There are no airports situated in the open ocean at this location.
",no,sydney / j.a. douglas mccurdy,0,0
28, Is there an airport located at latitude -26.735200882 and longitude 31.7758998871?,14,0,yes,"there is an airport located at latitude -26.735200882 and longitude 31.7758998871. this is the location of kruger mpumalanga international airport (iata code: mqp), which serves the mbombela/nelspruit area in mpumalanga province, south africa.",yes,tambuti,0,0
29, Is it true that there are no airports located at latitude -26.735200882 and longitude 31.7758998871?,14,1,no,"it is not true that there are no airports located at latitude -26.735200882 and longitude 31.7758998871.This location corresponds to the Kruger Mpumalanga International Airport (KMIA), which is an international airport serving the Mbombela (formerly Nelspruit) area in Mpumalanga province, South Africa. It is a major gateway to the Kruger National Park.
So there is indeed an airport located at those coordinates in South Africa.
",no,tambuti,0,0
30, Is there an airport located at latitude 31.5404305555556 and longitude -94.1700666666667?,15,0,yes,"there is an airport located at latitude 31.5404305555556 and longitude -94.1700666666667. this is the location of angelina county airport (iata: 3f5, icao: kfxe), a public airport located 3 miles (4.8 km) southeast of the central business district of lufkin, in angelina county, texas, united states.",yes,san augustine county,0,0
31, Is it true that there are no airports located at latitude 31.5404305555556 and longitude -94.1700666666667?,15,1,yes,"it is true that there are no major airports located precisely at the coordinates latitude 31.5404305555556 and longitude -94.1700666666667.Those coordinates point to a location near the city of Nacogdoches in eastern Texas, but there does not appear to be a commercial airport at that exact spot based on my data sources.
The nearest airport to those coordinates is likely A.L. Mangham Jr. Regional Airport (IATA: NAX) which serves Nacogdoches, but it is a few miles away from the specified coordinates you provided.
",no,san augustine county,0,0
32, Is there an airport located at latitude -19.7576999664 and longitude 63.361000061?,16,0,yes,"there is an airport located at latitude -19.7576999664 and longitude 63.361000061. this is the location of roland garros airport (iata code: run), which serves the island of réunion, a french overseas department in the indian ocean.",yes,sir charles gaetan duval,0,0
33, Is it true that there are no airports located at latitude -19.7576999664 and longitude 63.361000061?,16,1,yes,"it is true that there are no airports located at the exact coordinates latitude -19.7576999664 and longitude 63.361000061.These coordinates point to a location in the Indian Ocean, about 200 km northeast of the island nation of Mauritius. Being in the open ocean, there would not be any airports at this precise location.
",no,sir charles gaetan duval,0,0
34, Is there an airport located at latitude 35.0351944444444 and longitude -85.2035555555556?,17,0,yes,"there is an airport located at latitude 35.0351944444444 and longitude -85.2035555555556. this is the location of chattanooga metropolitan airport (iata code: cha), which serves the chattanooga metropolitan area in tennessee, united states.",yes,lovell field,0,1
35, Is it true that there are no airports located at latitude 35.0351944444444 and longitude -85.2035555555556?,17,1,no,"it is not true that there are no airports located at latitude 35.0351944444444 and longitude -85.2035555555556.This location corresponds to Chattanooga Metropolitan Airport (IATA code: CHA), which is a public airport located about 7 miles east of downtown Chattanooga, Tennessee, United States.
So there is indeed a commercial airport at those coordinates in Chattanooga.
",no,lovell field,0,1
36, Is there an airport located at latitude 43.8302972222222 and longitude -96.8397777777778?,18,0,yes,"there is an airport located at latitude 43.8302972222222 and longitude -96.8397777777778. this is the location of brookings regional airport (kbkx) in brookings, south dakota, united states.",yes,jensen,0,0
37, Is it true that there are no airports located at latitude 43.8302972222222 and longitude -96.8397777777778?,18,1,no,"it is not true that there are no airports located at latitude 43.8302972222222 and longitude -96.8397777777778. this location corresponds to the brookings regional airport (kbkx) in brookings, south dakota, united states.",no,jensen,0,0
38, Is there an airport located at latitude -29.6840991974 and longitude -52.4122009277?,19,0,yes,"there is an airport located at latitude -29.6840991974 and longitude -52.4122009277. this is the location of salgado filho international airport (iata code: poa), which serves porto alegre, the capital city of rio grande do sul state in southern brazil.",yes,santa cruz do sul,0,0
39, Is it true that there are no airports located at latitude -29.6840991974 and longitude -52.4122009277?,19,1,no,"it is not true that there are no airports located at latitude -29.6840991974 and longitude -52.4122009277. this location corresponds to salgado filho international airport (iata code: poa), which is the main airport serving porto alegre, the capital city of the brazilian state of rio grande do sul.Salgado Filho International Airport is a major airport in southern Brazil, handling both domestic and international flights.
",no,santa cruz do sul,0,0
40, Is there an airport located at latitude 7.25 and longitude -61.4333343506?,20,0,no,"there does not appear to be an airport located precisely at the coordinates latitude 7.25 and longitude -61.4333343506.These coordinates place the location in the Caribbean Sea, just off the northeast coast of the island nation of Grenada.
The main airport serving Grenada is Maurice Bishop International Airport (IATA: GND), which is located on the southwestern side of the island at latitude 12.0041666 and longitude -61.7861938.
So while Grenada does have a major airport, there are no airports at the specific coordinates you provided in the Caribbean Sea off the northeast coast.
",yes,tumeremo,0,0
41, Is it true that there are no airports located at latitude 7.25 and longitude -61.4333343506?,20,1,yes,"it is true that there are no major airports located precisely at the coordinates latitude 7.25 and longitude -61.4333343506.These coordinates point to a location in the Caribbean Sea, just off the northeast coast of the island nation of Grenada. There are no airports situated in the open waters at this exact position.
The nearest airport to these coordinates is Maurice Bishop International Airport (IATA: GND), which is located on the main island of Grenada, about 5 km southwest of the given coordinates.
",no,tumeremo,0,0
42, Is there an airport located at latitude 41.0491336111111 and longitude -78.4151579166667?,21,0,yes,"there is an airport located at those coordinates. the airport is called altoona-blair county airport (aoo), and it is a public airport located about 4 miles east of altoona, pennsylvania, united states.",yes,clearfield-lawrence,0,0
43, Is it true that there are no airports located at latitude 41.0491336111111 and longitude -78.4151579166667?,21,1,yes,"it is true that there are no major airports located precisely at the coordinates latitude 41.0491336111111 and longitude -78.4151579166667.Those coordinates point to a location near Jennerstown, Somerset County, Pennsylvania, which does not have a major commercial airport. The nearest major airport is John Murtha Johnstown-Cambria County Airport, which is about 25 miles away from those coordinates.
",no,clearfield-lawrence,0,0
44, Is there an airport located at latitude 41.9510555555556 and longitude -86.3680833333333?,22,0,yes,"there is an airport located at latitude 41.9510555555556 and longitude -86.3680833333333. this is the location of south bend regional airport (iata code: sbn) in south bend, indiana, united states.",yes,andrews university airpark,0,0
45, Is it true that there are no airports located at latitude 41.9510555555556 and longitude -86.3680833333333?,22,1,no,"it is not true that there are no airports located at latitude 41.9510555555556 and longitude -86.3680833333333.This location corresponds to the South Bend Regional Airport (IATA code: SBN) in South Bend, Indiana, United States.
So there is indeed an airport located at those coordinates.
",no,andrews university airpark,0,0
46, Is there an airport located at latitude 39.5831388888889 and longitude -85.8048055555555?,23,0,yes,"there is an airport located at latitude 39.5831388888889 and longitude -85.8048055555555. this is the location of shelbyville municipal airport (kviv) in shelbyville, indiana, united states.",yes,shelbyville municipal,1,1
47, Is it true that there are no airports located at latitude 39.5831388888889 and longitude -85.8048055555555?,23,1,no,"it is not true that there are no airports located at latitude 39.5831388888889 and longitude -85.8048055555555.This location corresponds to the Indianapolis International Airport (IND), which is a major airport serving the Indianapolis metropolitan area in Indiana, United States.
",no,shelbyville municipal,0,0
48, Is there an airport located at latitude 4.132999897 and longitude 15.1499996185?,24,0,no,"there does not appear to be a major airport located at the exact coordinates latitude 4.132999897 and longitude 15.1499996185.Those coordinates place the location in the Central African Republic, near the town of Bria. The closest major airport appears to be Bangui M'Poko International Airport (IATA: BGF) in the capital Bangui, which is over 300 km away from those coordinates.
Without more context, I cannot definitively rule out the possibility of a smaller regional or private airfield in that area, but there does not seem to be a major commercial airport precisely at those coordinates based on my data sources.
",yes,gamboula,0,0
49, Is it true that there are no airports located at latitude 4.132999897 and longitude 15.1499996185?,24,1,unsure,"i'm unsure if there is an airport located at those exact coordinates of latitude 4.132999897 and longitude 15.1499996185. those coordinates place the location somewhere in the central african republic, but without additional research, i cannot definitively say whether there is an airport at that precise spot or not. many smaller airports or airstrips may not show up in some geodatabases, so i cannot provide a certain yes or no answer.",no,gamboula,0,0
50, Is there an airport located at latitude 58.6678009033 and longitude -69.9558029175?,25,0,no,"there does not appear to be an airport located at the coordinates latitude 58.6678009033 and longitude -69.9558029175.Those coordinates place the location in northern Quebec, Canada, in a remote and sparsely populated area near Rivière Arnaud. There are no major airports or airfields in that immediate vicinity based on my research.
The nearest airport of any significant size would be La Grande Rivière Airport (YGL) which is over 200 km to the southwest of those coordinates. Given the remote location in northern Quebec, it is unsurprising there are no airports right at that specific latitude/longitude point.
",yes,tasiujaq,0,0
51, Is it true that there are no airports located at latitude 58.6678009033 and longitude -69.9558029175?,25,1,yes,"it is true that there are no airports located at the coordinates latitude 58.6678009033 and longitude -69.9558029175.These coordinates point to a remote location in northern Labrador, Canada, in the Torngat Mountains National Park area near the coast. This is a very isolated and sparsely populated region with no major settlements or infrastructure like airports.
",no,tasiujaq,0,0
52, Is there an airport located at latitude -24.3878002167 and longitude 31.325799942?,26,0,yes,"there is an airport located at latitude -24.3878002167 and longitude 31.325799942. this is the location of kruger mpumalanga international airport (iata code: mqp), which serves the kruger national park area in mpumalanga province, south africa.",yes,ngala,0,0
53, Is it true that there are no airports located at latitude -24.3878002167 and longitude 31.325799942?,26,1,no,"it is not true that there are no airports located at latitude -24.3878002167 and longitude 31.325799942.This location corresponds to Kruger Mpumalanga International Airport (IATA code: MQP), which is an international airport serving the Mbombela/Nelspruit area in Mpumalanga province, South Africa. It is a major gateway to the Kruger National Park.
So there is indeed an airport located at those coordinates in South Africa.
",no,ngala,0,0
54, Is there an airport located at latitude 33.7172222222222 and longitude -79.8569722222222?,27,0,yes,"there is an airport located at latitude 33.7172222222222 and longitude -79.8569722222222. this is the location of myrtle beach international airport (iata code: myr) in myrtle beach, south carolina, united states.",yes,williamsburg regional,0,0
55, Is it true that there are no airports located at latitude 33.7172222222222 and longitude -79.8569722222222?,27,1,no,"it is not true that there are no airports located at latitude 33.7172222222222 and longitude -79.8569722222222.This location corresponds to Myrtle Beach International Airport (IATA code: MYR), which is a major commercial airport serving the Myrtle Beach metropolitan area in South Carolina, United States.
So there is indeed an airport located at those coordinates.
",no,williamsburg regional,0,0
56, Is there an airport located at latitude 34.7933006287 and longitude 5.7382302284?,28,0,no,"there does not appear to be a major airport located at the coordinates latitude 34.7933006287 and longitude 5.7382302284.Those coordinates place the location in northern Algeria, near the town of Sidi Bel Abbes. I don't see any major airports or airfields listed in that immediate area after checking some aviation databases and maps.
The closest major airport appears to be Oran Ahmed Ben Bella International Airport, which is located about 100 km northwest of those coordinates near the city of Oran, Algeria.
So unless there is a very small, unlisted airfield at that exact location, it seems there are no airports right at latitude 34.7933006287, longitude 5.7382302284. But I cannot be 100% certain without more detailed data on that specific area.
",yes,biskra,0,0
57, Is it true that there are no airports located at latitude 34.7933006287 and longitude 5.7382302284?,28,1,unsure,the coordinates 34.7933006287 latitude and 5.7382302284 longitude do not immediately point to a major airport location that i can definitively identify. more context about the general region would be needed for me to provide a confident yes or no answer.,no,biskra,0,0
58, Is there an airport located at latitude 51.8950004578 and longitude 0.4491670132?,29,0,yes,"there is an airport located at latitude 51.8950004578 and longitude 0.4491670132. this is the location of london stansted airport (stn), which is a major international airport serving london in the united kingdom.Stansted Airport is located about 30 miles (48 km) northeast of central London in the district of Uttlesford, Essex. It is one of the major airports serving the London area along with Heathrow, Gatwick, Luton and London City airports.
",yes,andrewsfield,0,0
59, Is it true that there are no airports located at latitude 51.8950004578 and longitude 0.4491670132?,29,1,no,"it is not true that there are no airports located at latitude 51.8950004578 and longitude 0.4491670132. this location corresponds to london luton airport (ltn), which is an international airport serving the county of bedfordshire, england, united kingdom.",no,andrewsfield,0,0
60, Is there an airport located at latitude 65.9141998291 and longitude -22.4214000702?,30,0,no,"there does not appear to be an airport located at the exact coordinates latitude 65.9141998291 and longitude -22.4214000702.Those coordinates place the location in the North Atlantic Ocean, off the southwest coast of Iceland.
The nearest major airport to those coordinates would be Keflavík International Airport (KEF) in Iceland, which is located at latitude 63.985 and longitude -22.605 - about 220 km (137 miles) southeast of the given coordinates.
So unless there is a very small/private airport or heliport I'm not aware of, there are no commercial airports precisely at those coordinates in the North Atlantic.
",yes,reykjanes,0,0
61, Is it true that there are no airports located at latitude 65.9141998291 and longitude -22.4214000702?,30,1,no,"it is not true that there are no airports located at latitude 65.9141998291 and longitude -22.4214000702.This location corresponds to Akureyri Airport (IATA code: AEY), which is an international airport serving Akureyri, a town in northern Iceland.
Akureyri Airport is a major domestic airport and an important hub for air traffic in northern Iceland. It handles international flights as well as domestic flights within Iceland.
",no,reykjanes,0,0
62, Is there an airport located at latitude -19.268611908 and longitude -56.0311126709?,31,0,yes,"there is an airport located at latitude -19.268611908 and longitude -56.0311126709. this is the location of marechal rondon international airport (iata code: cgb), which serves cuiabá, the capital city of mato grosso state in brazil.",yes,fazenda livramento,0,0
63, Is it true that there are no airports located at latitude -19.268611908 and longitude -56.0311126709?,31,1,unsure,"the coordinates -19.268611908, -56.0311126709 point to a location in western brazil, near the town of cáceres in mato grosso state. i don't have definitive information on whether there is a airport at exactly those coordinates. many smaller airports and airfields in remote areas may not show up in my data sources. more context about the specific location would help determine if there is an airport facility there or not.",no,fazenda livramento,0,0
64, Is there an airport located at latitude 35.4889525 and longitude -97.1919747222222?,32,0,yes,"there is an airport located at latitude 35.4889525 and longitude -97.1919747222222. this is the location of will rogers world airport (iata code: okc), which serves oklahoma city, oklahoma, united states.Will Rogers World Airport is a major commercial airport and an important transportation hub in the central United States. It handles both domestic and international flights.
",yes,steciak strip,0,0
65, Is it true that there are no airports located at latitude 35.4889525 and longitude -97.1919747222222?,32,1,no,"it is not true that there are no airports located at latitude 35.4889525 and longitude -97.1919747222222. this location corresponds to the oklahoma city will rogers world airport (iata code: okc) in oklahoma city, oklahoma, united states.",no,steciak strip,0,0
66, Is there an airport located at latitude 9.3503055573 and longitude -65.2806549072?,33,0,no,"there does not appear to be an airport located at the exact coordinates latitude 9.3503055573 and longitude -65.2806549072.Those coordinates place the location in northwestern Venezuela, near the border with Colombia, in a rural area of Zulia state. I don't see any major airports or airfields listed at precisely that spot after checking some aviation databases and maps.
The nearest airport I could find is Aeropuerto Internacional Rafael Urdaneta located about 60 km to the northeast in Maracaibo, Venezuela. But there is no airport matching those exact latitude/longitude coordinates you provided.
",yes,apruna,0,0
67, Is it true that there are no airports located at latitude 9.3503055573 and longitude -65.2806549072?,33,1,yes,"it is true that there are no major airports located at the exact coordinates latitude 9.3503055573 and longitude -65.2806549072.These coordinates point to a location in the Orinoco Delta region of eastern Venezuela, which is a remote, marshy area where the Orinoco River drains into the Atlantic Ocean. There do not appear to be any airports or airfields in this specific location based on my research.
The nearest major airport would be Josefa Camejo International Airport (IATA: LSM) on the island of Margarita, which is over 200 km away from those coordinates. So while I cannot definitively rule out the possibility of a tiny, unmapped airstrip, there are no known public airports at that precise latitude and longitude in the Orinoco Delta.
",no,apruna,0,0
68, Is there an airport located at latitude 45.5048111111111 and longitude -98.5955388888889?,34,0,yes,"there is an airport located at latitude 45.5048111111111 and longitude -98.5955388888889. this is the location of huron regional airport (khon) in huron, south dakota, united states.",yes,barber field,0,0
69, Is it true that there are no airports located at latitude 45.5048111111111 and longitude -98.5955388888889?,34,1,yes,"it is true that there are no major airports located precisely at the coordinates latitude 45.5048111111111 and longitude -98.5955388888889.Those coordinates place the location in a rural area near Hosmer, South Dakota, United States. The nearest airport appears to be Huron Regional Airport (HON), which is about 40 miles (64 km) away from those coordinates.
So unless there is a very small private airstrip at that exact location, which seems unlikely given it's a remote rural area, then there are no airports located at those precise coordinates.
",no,barber field,0,0
70, Is there an airport located at latitude 42.4603854166667 and longitude -71.5180118888889?,35,0,yes,"there is an airport located at latitude 42.4603854166667 and longitude -71.5180118888889. this is the location of boston logan international airport in boston, massachusetts, united states.",yes,minute man air field,0,0
71, Is it true that there are no airports located at latitude 42.4603854166667 and longitude -71.5180118888889?,35,1,no,"it is not true that there are no airports located at latitude 42.4603854166667 and longitude -71.5180118888889. this location corresponds to boston logan international airport in boston, massachusetts, united states.",no,minute man air field,0,0
72, Is there an airport located at latitude -25.9815006256 and longitude -51.6407012939?,36,0,yes,"there is an airport located at latitude -25.9815006256 and longitude -51.6407012939. this is the location of foz do iguaçu/cataratas international airport (igu), which serves the city of foz do iguaçu in brazil near the borders with argentina and paraguay.",yes,foz do areia,0,1
73, Is it true that there are no airports located at latitude -25.9815006256 and longitude -51.6407012939?,36,1,no,"it is not true that there are no airports located at latitude -25.9815006256 and longitude -51.6407012939.This location corresponds to Afonso Pena International Airport (IATA code: CWB), which is a major airport serving Curitiba, the capital of the Brazilian state of Paraná.
Afonso Pena International Airport is one of the busiest airports in southern Brazil, handling both domestic and international flights.
",no,foz do areia,0,0
74, Is there an airport located at latitude 36.5863437777778 and longitude -115.677370555556?,37,0,yes,"there is an airport located at latitude 36.5863437777778 and longitude -115.677370555556. this is the location of mccarran international airport, which serves the las vegas metropolitan area in nevada, united states.",yes,creech afb,0,0
75, Is it true that there are no airports located at latitude 36.5863437777778 and longitude -115.677370555556?,37,1,no,"it is not true that there are no airports located at latitude 36.5863437777778 and longitude -115.677370555556. this location corresponds to mccarran international airport in las vegas, nevada, united states.",no,creech afb,0,0
76, Is there an airport located at latitude 33.8899166666667 and longitude -118.243805555556?,38,0,yes,"there is an airport located at latitude 33.8899166666667 and longitude -118.243805555556. this is the location of los angeles international airport (lax) in los angeles, california, united states.",yes,compton/woodley,0,0
77, Is it true that there are no airports located at latitude 33.8899166666667 and longitude -118.243805555556?,38,1,no,"it is not true that there are no airports located at latitude 33.8899166666667 and longitude -118.243805555556. this location corresponds to los angeles international airport (lax) in los angeles, california, united states.LAX is one of the busiest and largest airports in the world, serving as a major international aviation hub for the Los Angeles metropolitan area and the western United States.
",no,compton/woodley,0,0
78, Is there an airport located at latitude 46.7119036111111 and longitude -96.3514547222222?,39,0,yes,"there is an airport located at latitude 46.7119036111111 and longitude -96.3514547222222. this is the location of hector international airport (faa code: far), which serves fargo, north dakota, united states.Hector International Airport is a public airport located about 3 miles northwest of downtown Fargo. It is the primary commercial aviation airport for the Fargo metropolitan area.
",yes,janssen,0,0
